,MSFT,AAPL,AMZN,GOOGL,PYPL,NVDA,ADBE,HD,TSLA,MA,FB,UNH,ASML,NKE,SPGI,NOW,APTV,CRM,V,n/a,DE,LIN,JCI,NFLX,PG,LRCX,ROK,ZEN,UPS,ILMN,EW,TMO,ZTS,EQIX,A,AMGN,VRTX,ACN,CDNS,ATVI,MAS,KEYS,PLD,WDAY,PEP,MMM,GNRC,TDOC,CMG,MDLZ,CDW,CAR,MRK,ADSK,POOL,TGT,PD,WST,DPZ,CGNX,AMD,EXPE,TREX,YETI,OKTA,DIS,ALGN,DXCM,CI,CPRT,DDOG,FSLY,AMAT,UNP,SBAC,EL,IDXX,NVAX,ETSY,KDP,BLDP.TO,KO,MKTX,BBY,NVO,EA,CRWD,ULTA,DOCU,MRNA,SPLK,WMS,NARI,EBAY,GVMXX,BLDP,IWF,INTU,RIVN,TNDM,SWAV,SUM
11/11/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/12/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/15/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/16/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/17/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/18/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/19/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/22/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/23/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/24/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/25/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/26/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/29/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/30/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/01/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/02/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/06/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/07/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/08/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/09/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/10/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/13/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/14/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/15/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/16/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/17/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/20/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/21/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/22/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/23/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/24/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/27/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
