,7203.T,NESN.SW,DPW.DE,ROG.SW,9432.T,RDSA.AS,DTE.DE,TTE.PA,VOW3.DE,GLEN.L,BP.L,DAI.DE,8058.T,BAS.DE,8001.T,DG.PA,ENEL.MI,BMW.DE,6501.T,AD.AS,CA.PA,EDF.PA,7267.T,ULVR.L,BHP.AX,8031.T,MC.PA,9984.T,NOVN.SW,8015.T,ABI.BR,GSK.L,AIR.PA,688208.SS,RIO.L,5020.T,MT.AS,SAP.DE,9433.T,8002.T,6758.T,UG,3382.T,TSCO.L,6702.T,EQNR.OL,9434.T,FORTUM.HE,ALV.DE,FRE.DE,8267.T,SIE.DE,ENI.MI,ENGI.PA,BOL.PA,SAN.PA,ORA.PA,ENB.TO,TEF.MC,BAYN.DE,UN01.DE,ATD.B.TO,PST.MI,EN.PA,CS.PA,CPG.L,ACS.MC,5401.T,FME.DE,VOD.L,BT.A.L,8053.T,SGO.PA,WN.TO,OR.PA,BNP.PA,6503.T,SHL.DE,L.TO,CON.DE,AZN.L,BATS.L,7201.T,NOKIA.HE,SAN.MC,9501.T,RAND.AS,6752.T,WOW.AX,IBE.MC,5019.T,4188.T,6902.T,KNIN.SW,G.MI,AI.PA,REP.MC,VIE.PA,CRH.L,ADEN.SW,BA.L,1.HK,7751.T,6178.T,B4B.DE,NOVO B.CO,6701.T,SBRY.L,VIV.PA,SU.PA,6098.T,DSV.CO,BAM.A.TO,5411.T,RNO.PA,ERIC B.ST,9613.T,VOLV B.ST,CAP.PA,4502.T,UMI.BR,7259.T,FERG.L,7459.T,HOLN.SW,MG.TO,BN.PA,FGR.PA,CO.PA,HOT.DE,HEIA.AS,NTR.TO,HEIO.AS,SW.PA,ADS.DE,MUV2.DE,HSBA.L,MRK.DE,ITX.MC,TKA.DE,AV.L,9101.T,LGEN.L,ABBN.SW,HO.PA,SAF.PA,7011.T,8750.T,WES.AX,6502.T,MRW.L,COL.AX,ISS.CO,IMB.L,4005.T,288.HK,9062.T,POW.TO,5108.T,BCE.TO,ZURN.SW,FMG.AX,LLOY.L,8306.T,JMT.LS,SKA B.ST,9503.T,WPP.L,9502.T,3407.T,MFC.TO,PUB.PA,9020.T,HEN3.DE,RY.TO,OMV.VI,SEV.PA,HEI.DE,KER.PA,NG.L,7261.T,1812.T,2914.T,EL.PA,5802.T,PHIA.AS,RMG.L,2502.T,GWO.TO,6367.T,ISP.MI,JMAT.L,7752.T,SU.TO,GLE.PA,1802.T,9064.T,3402.T,4755.T,5021.T,003000.KS,6981.T,RKT.L,ERF.PA,AP4.SI,2784.T,7911.T,7912.T,9143.T,BBVA.MC,REL.L,9104.T,n/a,ASML.AS,PRU.L,TLX.DE,4689.T,4901.T,8766.T,4300.SR,BAM,RR.L,9107.T,8035.T,7269.T,4063.T,8725.T,DGCXX,EOAN.DE,STLA.MI,UMG.AS,IMO.TO,NHY.OL,LHA.DE,2768.T,5201.T,LDO.MI,ACA.PA,DGE.L,CNP.PA,2181.T,CNA.L,STM.PA,TD.TO,TIT.MI,CNQ.TO,NTGY.MC,ATD.NE,ATD.TO,NDA.DE,ML.PA,RXL.PA,CVE.TO,UBSG.SW,1801.T,TLS.AX,8316.T,CNR.TO,EVK.DE,4503.T,ELE.MC,SREN.SW,EMP.A.TO,MBG.DE,SHEL.L,UCG.MI,DBK.DE,SUM
09/14/2021,1.29,1.23,1.17,1.12,1.17,0.97,0.91,0.89,0.85,0.93,0.79,0.71,0.89,0.69,0.77,0.67,0.64,0.58,0.67,0.66,0.53,0.51,0.56,0.54,0.48,0.59,0.57,0.51,0.51,0.52,0.42,0.52,0.53,0.0,0.46,0.48,0.53,0.51,0.54,0.48,0.52,0.47,0.46,0.52,0.47,0.47,0.49,0.49,0.38,0.39,0.44,0.45,0.41,0.41,0.43,0.36,0.37,0.37,0.39,0.32,0.41,0.38,0.36,0.39,0.37,0.31,0.33,0.42,0.3,0.33,0.27,0.36,0.35,0.35,0.33,0.31,0.31,0.34,0.35,0.26,0.28,0.28,0.3,0.32,0.27,0.26,0.26,0.31,0.29,0.27,0.28,0.3,0.28,0.28,0.27,0.27,0.23,0.29,0.26,0.2,0.27,0.23,0.27,0.26,0.25,0.29,0.27,0.26,0.28,0.27,0.3,0.25,0.0,0.33,0.19,0.21,0.29,0.21,0.26,0.23,0.23,0.2,0.23,0.23,0.19,0.19,0.22,0.22,0.19,0.22,0.19,0.21,0.18,0.18,0.19,0.21,0.18,0.25,0.2,0.2,0.2,0.36,0.21,0.21,0.19,0.17,0.18,0.22,0.18,0.18,0.23,0.19,0.16,0.18,0.18,0.0,0.17,0.19,0.18,0.19,0.19,0.0,0.16,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.16,0.16,0.16,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.16,0.0,0.17,0.16,0.22,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.23,0.58,0.17,0.16,0.16,0.17,0.16,0.16,0.0,0.25,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.98
09/15/2021,1.29,1.23,1.17,1.12,1.17,0.97,0.91,0.89,0.85,0.93,0.79,0.71,0.89,0.69,0.77,0.67,0.64,0.58,0.67,0.66,0.53,0.51,0.56,0.54,0.48,0.59,0.57,0.51,0.51,0.52,0.42,0.52,0.53,0.0,0.46,0.48,0.53,0.51,0.54,0.48,0.52,0.47,0.46,0.52,0.47,0.47,0.49,0.49,0.38,0.39,0.44,0.45,0.41,0.41,0.43,0.36,0.37,0.37,0.39,0.32,0.41,0.38,0.36,0.39,0.37,0.31,0.33,0.42,0.3,0.33,0.27,0.36,0.35,0.35,0.33,0.31,0.31,0.34,0.35,0.26,0.28,0.28,0.3,0.32,0.27,0.26,0.26,0.31,0.29,0.27,0.28,0.3,0.28,0.28,0.27,0.27,0.23,0.29,0.26,0.2,0.27,0.23,0.27,0.26,0.25,0.29,0.27,0.26,0.28,0.27,0.3,0.25,0.0,0.33,0.19,0.21,0.29,0.21,0.26,0.23,0.23,0.2,0.23,0.23,0.19,0.19,0.22,0.22,0.19,0.22,0.19,0.21,0.18,0.18,0.19,0.21,0.18,0.25,0.2,0.2,0.2,0.36,0.21,0.21,0.19,0.17,0.18,0.22,0.18,0.18,0.23,0.19,0.16,0.18,0.18,0.0,0.17,0.19,0.18,0.19,0.19,0.0,0.16,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.16,0.16,0.16,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.16,0.0,0.17,0.16,0.22,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.23,0.58,0.17,0.16,0.16,0.17,0.16,0.16,0.0,0.25,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.98
09/16/2021,1.27,1.22,1.17,1.1,1.16,0.99,0.92,0.91,0.85,0.94,0.81,0.73,0.89,0.7,0.78,0.68,0.65,0.6,0.67,0.65,0.52,0.51,0.55,0.54,0.48,0.59,0.56,0.5,0.51,0.52,0.43,0.52,0.53,0.0,0.46,0.49,0.52,0.5,0.53,0.48,0.52,0.47,0.46,0.52,0.47,0.48,0.49,0.5,0.38,0.39,0.43,0.44,0.42,0.41,0.43,0.35,0.37,0.37,0.39,0.32,0.41,0.38,0.36,0.39,0.37,0.32,0.34,0.43,0.3,0.33,0.27,0.36,0.35,0.35,0.33,0.31,0.31,0.32,0.34,0.27,0.28,0.28,0.3,0.32,0.28,0.26,0.26,0.31,0.29,0.27,0.28,0.31,0.28,0.28,0.27,0.26,0.24,0.29,0.26,0.2,0.27,0.23,0.27,0.26,0.25,0.29,0.27,0.26,0.27,0.27,0.29,0.25,0.0,0.34,0.19,0.21,0.29,0.21,0.26,0.23,0.23,0.2,0.23,0.23,0.19,0.19,0.21,0.22,0.19,0.23,0.19,0.21,0.18,0.18,0.19,0.21,0.18,0.25,0.2,0.21,0.2,0.35,0.21,0.21,0.19,0.17,0.18,0.22,0.18,0.18,0.23,0.19,0.16,0.18,0.19,0.0,0.17,0.19,0.18,0.19,0.19,0.0,0.16,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.22,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16,0.16,0.16,0.0,0.16,0.22,0.58,0.17,0.16,0.16,0.17,0.16,0.16,0.0,0.25,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05
09/17/2021,1.27,1.22,1.17,1.1,1.16,0.99,0.92,0.91,0.85,0.94,0.81,0.73,0.89,0.7,0.78,0.68,0.65,0.6,0.67,0.65,0.52,0.51,0.55,0.54,0.48,0.59,0.56,0.5,0.51,0.52,0.43,0.52,0.53,0.0,0.46,0.49,0.52,0.5,0.53,0.48,0.52,0.47,0.46,0.52,0.47,0.48,0.49,0.5,0.38,0.39,0.43,0.44,0.42,0.41,0.43,0.35,0.37,0.37,0.39,0.32,0.41,0.38,0.36,0.39,0.37,0.32,0.34,0.43,0.3,0.33,0.27,0.36,0.35,0.35,0.33,0.31,0.31,0.32,0.34,0.27,0.28,0.28,0.3,0.32,0.28,0.26,0.26,0.31,0.29,0.27,0.28,0.31,0.28,0.28,0.27,0.26,0.24,0.29,0.26,0.2,0.27,0.23,0.27,0.26,0.25,0.29,0.27,0.26,0.27,0.27,0.29,0.25,0.0,0.34,0.19,0.21,0.29,0.21,0.26,0.23,0.23,0.2,0.23,0.23,0.19,0.19,0.21,0.22,0.19,0.23,0.19,0.21,0.18,0.18,0.19,0.21,0.18,0.25,0.2,0.21,0.2,0.35,0.21,0.21,0.19,0.17,0.18,0.22,0.18,0.18,0.23,0.19,0.16,0.18,0.19,0.0,0.17,0.19,0.18,0.19,0.19,0.0,0.16,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.22,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16,0.16,0.16,0.0,0.16,0.22,0.58,0.17,0.16,0.16,0.17,0.16,0.16,0.0,0.25,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05
09/20/2021,1.29,1.21,1.2,1.11,1.16,1.01,0.91,0.94,0.85,0.94,0.83,0.74,0.9,0.69,0.78,0.66,0.61,0.61,0.67,0.66,0.52,0.51,0.55,0.53,0.46,0.59,0.53,0.47,0.51,0.51,0.42,0.51,0.52,0.0,0.45,0.49,0.54,0.5,0.56,0.49,0.52,0.49,0.46,0.52,0.47,0.5,0.48,0.51,0.38,0.38,0.43,0.45,0.43,0.41,0.43,0.35,0.37,0.37,0.39,0.32,0.41,0.38,0.36,0.39,0.37,0.31,0.34,0.42,0.29,0.32,0.27,0.36,0.35,0.34,0.33,0.31,0.32,0.33,0.33,0.27,0.28,0.28,0.3,0.31,0.27,0.26,0.25,0.31,0.29,0.25,0.29,0.31,0.28,0.3,0.27,0.26,0.25,0.29,0.26,0.19,0.27,0.23,0.28,0.27,0.25,0.29,0.27,0.25,0.26,0.27,0.3,0.25,0.0,0.34,0.19,0.21,0.3,0.21,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.19,0.21,0.21,0.19,0.23,0.18,0.22,0.18,0.18,0.18,0.21,0.18,0.24,0.2,0.21,0.19,0.37,0.21,0.21,0.18,0.16,0.18,0.23,0.18,0.18,0.23,0.18,0.16,0.18,0.19,0.0,0.17,0.19,0.18,0.18,0.19,0.0,0.16,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.17,0.16,0.16,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.22,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16,0.17,0.16,0.16,0.0,0.24,0.58,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.25,0.0,0.2,0.17,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/21/2021,1.31,1.22,1.19,1.11,1.19,1.0,0.91,0.94,0.83,0.91,0.82,0.73,0.91,0.67,0.79,0.66,0.6,0.59,0.68,0.67,0.51,0.51,0.56,0.53,0.45,0.58,0.54,0.48,0.5,0.52,0.43,0.51,0.53,0.0,0.42,0.51,0.51,0.51,0.56,0.49,0.53,0.47,0.47,0.53,0.47,0.48,0.49,0.49,0.38,0.39,0.43,0.46,0.43,0.41,0.43,0.36,0.37,0.37,0.4,0.32,0.41,0.37,0.37,0.39,0.37,0.32,0.34,0.4,0.3,0.32,0.27,0.36,0.34,0.34,0.32,0.31,0.32,0.35,0.33,0.23,0.28,0.28,0.31,0.3,0.27,0.27,0.26,0.31,0.29,0.25,0.3,0.31,0.28,0.29,0.27,0.26,0.25,0.27,0.26,0.2,0.27,0.22,0.28,0.27,0.25,0.3,0.28,0.25,0.27,0.27,0.3,0.26,0.0,0.33,0.18,0.2,0.3,0.21,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.18,0.21,0.21,0.19,0.22,0.19,0.22,0.18,0.18,0.18,0.21,0.18,0.24,0.21,0.2,0.2,0.38,0.21,0.2,0.18,0.17,0.18,0.23,0.18,0.18,0.23,0.18,0.16,0.18,0.19,0.0,0.18,0.19,0.18,0.18,0.18,0.0,0.17,0.19,0.19,0.17,0.19,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.16,0.0,0.17,0.16,0.21,0.16,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.16,0.17,0.17,0.16,0.16,0.24,0.57,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.24,0.0,0.22,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/22/2021,1.31,1.22,1.19,1.11,1.19,1.0,0.91,0.94,0.83,0.91,0.82,0.73,0.91,0.67,0.79,0.66,0.6,0.59,0.68,0.67,0.51,0.51,0.56,0.53,0.45,0.58,0.54,0.48,0.5,0.52,0.43,0.51,0.53,0.0,0.42,0.51,0.51,0.51,0.56,0.49,0.53,0.47,0.47,0.53,0.47,0.48,0.49,0.49,0.38,0.39,0.43,0.46,0.43,0.41,0.43,0.36,0.37,0.37,0.4,0.32,0.41,0.37,0.37,0.39,0.37,0.32,0.34,0.4,0.3,0.32,0.27,0.36,0.34,0.34,0.32,0.31,0.32,0.35,0.33,0.23,0.28,0.28,0.31,0.3,0.27,0.27,0.26,0.31,0.29,0.25,0.3,0.31,0.28,0.29,0.27,0.26,0.25,0.27,0.26,0.2,0.27,0.22,0.28,0.27,0.25,0.3,0.28,0.25,0.27,0.27,0.3,0.26,0.0,0.33,0.18,0.2,0.3,0.21,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.18,0.21,0.21,0.19,0.22,0.19,0.22,0.18,0.18,0.18,0.21,0.18,0.24,0.21,0.2,0.2,0.38,0.21,0.2,0.18,0.17,0.18,0.23,0.18,0.18,0.23,0.18,0.16,0.18,0.19,0.0,0.18,0.19,0.18,0.18,0.18,0.0,0.17,0.19,0.19,0.17,0.19,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.16,0.0,0.17,0.16,0.21,0.16,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.16,0.17,0.17,0.16,0.16,0.24,0.57,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.24,0.0,0.22,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/23/2021,1.31,1.22,1.19,1.11,1.19,1.0,0.91,0.94,0.83,0.91,0.82,0.73,0.91,0.67,0.79,0.66,0.6,0.59,0.68,0.67,0.51,0.51,0.56,0.53,0.45,0.58,0.54,0.48,0.5,0.52,0.43,0.51,0.53,0.0,0.42,0.51,0.51,0.51,0.56,0.49,0.53,0.47,0.47,0.53,0.47,0.48,0.49,0.49,0.38,0.39,0.43,0.46,0.43,0.41,0.43,0.36,0.37,0.37,0.4,0.32,0.41,0.37,0.37,0.39,0.37,0.32,0.34,0.4,0.3,0.32,0.27,0.36,0.34,0.34,0.32,0.31,0.32,0.35,0.33,0.23,0.28,0.28,0.31,0.3,0.27,0.27,0.26,0.31,0.29,0.25,0.3,0.31,0.28,0.29,0.27,0.26,0.25,0.27,0.26,0.2,0.27,0.22,0.28,0.27,0.25,0.3,0.28,0.25,0.27,0.27,0.3,0.26,0.0,0.33,0.18,0.2,0.3,0.21,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.18,0.21,0.21,0.19,0.22,0.19,0.22,0.18,0.18,0.18,0.21,0.18,0.24,0.21,0.2,0.2,0.38,0.21,0.2,0.18,0.17,0.18,0.23,0.18,0.18,0.23,0.18,0.16,0.18,0.19,0.0,0.18,0.19,0.18,0.18,0.18,0.0,0.17,0.19,0.19,0.17,0.19,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.16,0.0,0.17,0.16,0.21,0.16,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.16,0.17,0.17,0.16,0.16,0.24,0.57,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.24,0.0,0.22,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/24/2021,1.31,1.22,1.19,1.11,1.19,1.0,0.91,0.94,0.83,0.91,0.82,0.73,0.91,0.67,0.79,0.66,0.6,0.59,0.68,0.67,0.51,0.51,0.56,0.53,0.45,0.58,0.54,0.48,0.5,0.52,0.43,0.51,0.53,0.0,0.42,0.51,0.51,0.51,0.56,0.49,0.53,0.47,0.47,0.53,0.47,0.48,0.49,0.49,0.38,0.39,0.43,0.46,0.43,0.41,0.43,0.36,0.37,0.37,0.4,0.32,0.41,0.37,0.37,0.39,0.37,0.32,0.34,0.4,0.3,0.32,0.27,0.36,0.34,0.34,0.32,0.31,0.32,0.35,0.33,0.23,0.28,0.28,0.31,0.3,0.27,0.27,0.26,0.31,0.29,0.25,0.3,0.31,0.28,0.29,0.27,0.26,0.25,0.27,0.26,0.2,0.27,0.22,0.28,0.27,0.25,0.3,0.28,0.25,0.27,0.27,0.3,0.26,0.0,0.33,0.18,0.2,0.3,0.21,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.18,0.21,0.21,0.19,0.22,0.19,0.22,0.18,0.18,0.18,0.21,0.18,0.24,0.21,0.2,0.2,0.38,0.21,0.2,0.18,0.17,0.18,0.23,0.18,0.18,0.23,0.18,0.16,0.18,0.19,0.0,0.18,0.19,0.18,0.18,0.18,0.0,0.17,0.19,0.19,0.17,0.19,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.16,0.0,0.17,0.16,0.21,0.16,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.16,0.17,0.17,0.16,0.16,0.24,0.57,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.24,0.0,0.22,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/28/2021,1.31,1.27,1.18,1.18,1.03,1.02,0.95,0.92,0.92,0.92,0.8,0.79,0.78,0.73,0.73,0.7,0.69,0.63,0.66,0.63,0.55,0.5,0.58,0.58,0.63,0.59,0.59,0.5,0.57,0.55,0.48,0.53,0.55,0.0,0.55,0.51,0.57,0.51,0.49,0.48,0.5,0.0,0.45,0.49,0.41,0.41,0.45,0.45,0.43,0.43,0.43,0.41,0.4,0.4,0.41,0.39,0.38,0.37,0.38,0.37,0.39,0.39,0.36,0.37,0.36,0.34,0.34,0.35,0.34,0.33,0.31,0.34,0.35,0.34,0.33,0.31,0.3,0.34,0.33,0.28,0.29,0.29,0.34,0.34,0.28,0.26,0.27,0.29,0.29,0.28,0.27,0.28,0.27,0.26,0.27,0.27,0.23,0.28,0.26,0.23,0.29,0.25,0.26,0.26,0.26,0.27,0.25,0.26,0.24,0.25,0.25,0.24,0.0,0.24,0.21,0.21,0.23,0.23,0.26,0.23,0.23,0.21,0.23,0.22,0.22,0.2,0.23,0.22,0.2,0.23,0.21,0.21,0.2,0.19,0.2,0.21,0.2,0.22,0.2,0.19,0.19,0.22,0.2,0.21,0.2,0.18,0.19,0.19,0.2,0.18,0.21,0.19,0.17,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.0,0.15,0.16,0.18,0.16,0.15,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.56,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.94
09/29/2021,1.31,1.27,1.18,1.18,1.03,1.02,0.95,0.92,0.92,0.92,0.8,0.79,0.78,0.73,0.73,0.7,0.69,0.63,0.66,0.63,0.55,0.5,0.58,0.58,0.63,0.59,0.59,0.5,0.57,0.55,0.48,0.53,0.55,0.0,0.55,0.51,0.57,0.51,0.49,0.48,0.5,0.0,0.45,0.49,0.41,0.41,0.45,0.45,0.43,0.43,0.43,0.41,0.4,0.4,0.41,0.39,0.38,0.37,0.38,0.37,0.39,0.39,0.36,0.37,0.36,0.34,0.34,0.35,0.34,0.33,0.31,0.34,0.35,0.34,0.33,0.31,0.3,0.34,0.33,0.28,0.29,0.29,0.34,0.34,0.28,0.26,0.27,0.29,0.29,0.28,0.27,0.28,0.27,0.26,0.27,0.27,0.23,0.28,0.26,0.23,0.29,0.25,0.26,0.26,0.26,0.27,0.25,0.26,0.24,0.25,0.25,0.24,0.0,0.24,0.21,0.21,0.23,0.23,0.26,0.23,0.23,0.21,0.23,0.22,0.22,0.2,0.23,0.22,0.2,0.23,0.21,0.21,0.2,0.19,0.2,0.21,0.2,0.22,0.2,0.19,0.19,0.22,0.2,0.21,0.2,0.18,0.19,0.19,0.2,0.18,0.21,0.19,0.17,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.0,0.15,0.16,0.18,0.16,0.15,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.56,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.94
