,TGT,EBAY,WMT,WBA,TROW,EA,DOW,ALL,HCA,MU,JPM,AAPL,AMAT,ETN,LOW,GM,GOOG,ANTM,MET,KLAC,CMI,FDX,GS,INTC,HUM,RS,KR,AVGO,AMP,WSM,ABBV,CFG,JCI,BLK,F,HIBB,RCII,CI,MMM,QCOM,GILD,UFPI,ASB,USB,SCCO,TXN,DISCA,CDNS,SNBR,CTRN,AGCO,HOPE,BCC,FBC,FCNCA,CTSH,EQH,BMY,EWBC,LRCX,NTB,DD,WHR,FB,DE,HBI,VRTS,AMD,EL,LAD,BKU,BLD,UNH,SF,ODFL,NTGR,ETSY,LB,LEN,AON,ZBRA,OIS,CSCO,WD,SPGI,ACN,BPOP,SSD,RILY,DIOD,TER,FBHS,CAT,TRV,ADBE,WERN,IBM,IVZ,HCI,KFRC,JEF,WAL,URI,CCK,SNA,UTHR,BIG,MEDP,R,SAIA,HZO,MNST,FNB,A,JBL,FULT,NKE,PM,FCX,THO,BC,PNC,CLNE,HMST,SYNA,QRTEA,CE,LEA,GNRC,DECK,LQDT,EBS,AN,EMR,MCK,GNTX,KSS,GOOGL,OVV,STMP,CSWI,IMKTA,QRVO,PRIM,MCO,JAZZ,PTEN,MSFT,PRI,BKE,REGI,RBC,MTB,ATVI,JOUT,SAM,ITW,LAKE,CORT,CVS,GPI,ROCK,CNO,SWKS,PVH,GBX,AXL,TREX,NVDA,BCEI,PHM,IGT,SJM,DAR,GTS,SLM,WMK,GLDD,DHT,SPTN,HUBB,FBNC,EQT,INTU,TKR,ITT,ABC,TRMK,BBY,MRO,SAH,MAN,BJ,TNL,DELL,KHC,SSTK,MOD,DOV,NSC,BRK.B,BAC,MRNA,ORLY,HPQ,XOM,MO,DDS,ALGN,SNX,AMCX,TT,SFNC,C,ORI,EOG,AFL,FCF,NWSA,VIAC,BOKF,WOW,NNI,HRB,VRNT,AMG,MHK,HEAR,HONE,DKS,LPX,HTH,CMA,MOV,VRA,THC,AM,AEIS,CEIX,ISBC,QDEL,SGH,MATX,AVID,IPG,NWL,RRC,EME,EGBN,ARW,EVR,ESGR,SASR,EXP,DISCK,BCOV,FFBC,TPR,LUMN,LH,LLY,RJF,NXST,LAZ,NUE,HAFC,WSFS,FITB,TGH,CCS,LULU,LBEUR,BIIB,AXP,BK,1703280D,UFPIZZZZ,ANAT,NOG.UA,FBP,WFC,HWAU1,IP,SXC,NLSN,FOXA,SHW,SCHN,PDCE,WTI,NOC,-,TFC,OLN,STLD,SUM
08/06/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/09/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/10/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/11/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/13/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/16/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/17/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/18/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/19/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
08/20/2021,1.11,0.66,0.0,0.39,0.79,0.0,0.71,0.98,0.67,0.84,0.78,0.28,0.85,0.31,0.72,0.65,0.44,0.76,0.86,0.79,0.8,0.46,1.0,0.21,0.0,0.4,0.43,0.0,0.4,0.35,0.24,0.33,0.57,0.42,0.0,0.44,0.31,0.33,0.56,0.0,0.0,0.31,0.34,0.8,0.29,0.57,0.21,0.0,0.23,0.31,0.27,0.19,0.28,0.0,0.28,0.32,0.26,0.0,0.27,0.3,0.25,0.22,0.26,0.2,0.25,0.25,0.31,0.0,0.28,0.23,0.25,0.24,0.27,0.25,0.26,0.0,0.25,0.31,0.24,0.25,0.26,0.0,0.33,0.24,0.28,0.34,0.42,0.25,0.31,0.23,0.25,0.24,0.21,0.0,0.0,0.2,0.24,0.23,0.28,0.25,0.37,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.19,0.2,0.21,0.33,0.0,0.28,0.0,0.0,0.38,0.68,0.0,0.23,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.25,0.22,0.26,0.0,0.25,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.26,0.23,0.0,0.25,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.08,0.87,0.66,0.57,0.53,0.52,0.38,0.37,0.37,0.35,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03
