,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,2330.TW,NVDA,TSLA,JPM,JNJ,700.HK,9988.HK,V,UNH,BRK.B,NESN.SW,005930.KS,HD,MA,PG,PYPL,DIS,BAC,ASML.AS,ADBE,ROG.SW,CMCSA,XOM,NFLX,VZ,CRM,INTC,KO,PFE,MC.PA,CSCO,ABT,ABBV,TMO,T,PEP,NKE,WMT,CVX,NOVN.SW,MRK,LLY,AVGO,ACN,7203.T,COST,DHR,TXN,MCD,WFC,SHOP,MDT,AZN.L,ORCL,QCOM,ULVR.L,PM,LIN,HON,1299.HK,BMY,UPS,NOVO B.CO,SAP.DE,UNP,NEE,LOW,RY.TO,AMGN,C,SBUX,BLK,3690.HK,INTU,RTX,MS,IBM,AMAT,TGT,TD.TO,BA,6758.T,CBA.AX,AMT,GS,SIE.DE,CAT,HSBA.L,ISRG,OR.PA,TTE.PA,AXP,AMD,GE,MMM,SAN.PA,SCHW,XTSLA,BHP.AX,DE,CVS,NOW,DGE.L,SPGI,CHTR,GSK.L,ALV.DE,RIO.L,6861.T,FIS,SYK,MU,BKNG,PLD,SU.PA,ANTM,LMT,ZTS,CSL.AX,SQ,GILD,BATS.L,9984.T,CCI,COP,MO,BP.L,NPN.JO,ADP,LRCX,MDLZ,RYDBF,ENB.TO,AIR.PA,ZM,PNC,TMUS,RELIANCE.NS,CI,VALE3.SA,TJX,AI.PA,CNR.TO,EL,CB,INFY.NS,COF,ILMN,MRNA,MELI,DTE.DE,DUK,ITW,ADS.DE,MMC,BDX,CSX,FDX,RDSA.AS,EQIX,ENEL.MI,GM,ATVI,CME,USB,TFC,IBE.MC,939.HK,BNS.TO,DAI.DE,MCO,ICE,KER.PA,WBC.AX,NIO,APD,SO,BHP.L,SNAP,ADI,CL,BMO.TO,DPW.DE,ADSK,BNP.PA,EW,SHW,388.HK,BAS.DE,8306.T,7974.T,BAM.A.TO,NSC,BX,ABBN.SW,6098.T,000660.KS,JD,RITN.,FISV,RKT.L,WM,HCA,ETN,BSX,UBSG.SW,GE.,EMR,REGN,ZURN.SW,AON,PRX.AS,HDFC.NS,D,LONN.SW,BAM,JPY,8035.T,NAB.AX,4063.T,6367.T,7741.T,KLAC,ADYEN.AS,IDXX,REL.L,SNOW,NXPI,NOC,SAN.MC,CFR.SW,F,IFX.DE,SUM
09/01/2021,3.65,3.14,2.09,1.31,1.26,1.25,0.77,0.82,0.8,0.72,0.66,0.51,0.44,0.57,0.58,0.57,0.53,0.44,0.51,0.46,0.51,0.46,0.48,0.48,0.52,0.47,0.41,0.4,0.35,0.36,0.33,0.37,0.32,0.33,0.38,0.3,0.36,0.32,0.31,0.32,0.28,0.31,0.31,0.33,0.28,0.3,0.28,0.31,0.3,0.31,0.27,0.29,0.3,0.26,0.26,0.29,0.25,0.26,0.27,0.25,0.24,0.21,0.23,0.25,0.24,0.22,0.22,0.2,0.26,0.23,0.22,0.24,0.22,0.22,0.19,0.22,0.2,0.22,0.15,0.22,0.19,0.21,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.17,0.2,0.17,0.17,0.17,0.16,0.13,0.14,0.17,0.16,0.18,0.16,0.16,0.16,0.15,0.14,0.13,0.17,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.13,0.15,0.15,0.15,0.13,0.12,0.1,0.12,0.12,0.14,0.12,0.0,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.12,0.12,0.13,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.1,0.18,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.13,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8
09/02/2021,3.74,3.16,2.13,1.33,1.26,1.25,0.78,0.82,0.82,0.71,0.66,0.5,0.45,0.56,0.58,0.57,0.53,0.44,0.51,0.45,0.51,0.47,0.48,0.47,0.52,0.47,0.41,0.4,0.34,0.37,0.33,0.37,0.32,0.33,0.38,0.3,0.36,0.32,0.31,0.32,0.28,0.31,0.31,0.33,0.28,0.29,0.28,0.31,0.3,0.31,0.27,0.3,0.31,0.26,0.26,0.28,0.25,0.26,0.27,0.25,0.24,0.21,0.24,0.25,0.24,0.22,0.22,0.2,0.26,0.23,0.21,0.24,0.22,0.21,0.19,0.21,0.2,0.21,0.16,0.22,0.19,0.21,0.18,0.18,0.18,0.17,0.17,0.19,0.18,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.2,0.17,0.17,0.17,0.16,0.12,0.14,0.17,0.16,0.18,0.16,0.16,0.16,0.15,0.14,0.13,0.17,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.13,0.15,0.15,0.15,0.13,0.12,0.1,0.12,0.12,0.14,0.12,0.0,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.12,0.12,0.13,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.1,0.17,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.1,0.13,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88000000000001
09/03/2021,3.7,3.14,2.26,1.33,1.25,1.25,0.79,0.81,0.85,0.71,0.66,0.52,0.47,0.56,0.57,0.57,0.52,0.46,0.51,0.45,0.5,0.47,0.48,0.47,0.51,0.47,0.41,0.4,0.34,0.37,0.31,0.37,0.32,0.33,0.37,0.3,0.36,0.32,0.31,0.32,0.27,0.31,0.3,0.33,0.27,0.3,0.28,0.31,0.29,0.31,0.27,0.3,0.3,0.26,0.26,0.27,0.25,0.26,0.27,0.25,0.24,0.21,0.24,0.24,0.24,0.21,0.22,0.2,0.25,0.23,0.21,0.24,0.22,0.21,0.19,0.22,0.2,0.21,0.18,0.22,0.19,0.21,0.18,0.18,0.18,0.17,0.17,0.19,0.18,0.19,0.2,0.18,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.17,0.16,0.17,0.16,0.13,0.14,0.17,0.17,0.19,0.16,0.16,0.17,0.14,0.14,0.13,0.17,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.15,0.13,0.12,0.1,0.12,0.11,0.13,0.12,0.0,0.13,0.13,0.13,0.11,0.11,0.12,0.0,0.12,0.12,0.13,0.11,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.18,0.12,0.1,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.0,0.0,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88
09/06/2021,3.72,3.11,2.26,1.3,1.23,1.23,0.78,0.8,0.86,0.71,0.66,0.53,0.48,0.54,0.58,0.56,0.52,0.45,0.51,0.44,0.5,0.46,0.48,0.46,0.53,0.46,0.4,0.41,0.34,0.38,0.32,0.36,0.31,0.33,0.38,0.31,0.36,0.33,0.29,0.32,0.27,0.31,0.3,0.33,0.27,0.29,0.28,0.31,0.29,0.31,0.27,0.3,0.31,0.25,0.26,0.26,0.25,0.26,0.27,0.25,0.24,0.2,0.24,0.24,0.23,0.21,0.22,0.21,0.25,0.22,0.21,0.25,0.22,0.21,0.18,0.21,0.2,0.21,0.19,0.22,0.19,0.21,0.18,0.18,0.18,0.17,0.17,0.19,0.19,0.19,0.2,0.18,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.17,0.16,0.17,0.16,0.16,0.13,0.17,0.17,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.17,0.12,0.14,0.12,0.14,0.15,0.15,0.14,0.12,0.15,0.15,0.15,0.13,0.12,0.0,0.12,0.12,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.11,0.12,0.0,0.12,0.12,0.13,0.11,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.18,0.13,0.1,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.13,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.790000000000006
09/07/2021,3.73,3.11,2.27,1.3,1.23,1.23,0.8,0.82,0.86,0.7,0.66,0.52,0.46,0.54,0.58,0.56,0.52,0.45,0.51,0.43,0.5,0.47,0.47,0.46,0.53,0.46,0.4,0.41,0.34,0.38,0.32,0.37,0.31,0.33,0.38,0.31,0.36,0.33,0.29,0.32,0.27,0.31,0.3,0.33,0.27,0.29,0.28,0.31,0.29,0.31,0.27,0.3,0.31,0.25,0.26,0.26,0.25,0.26,0.27,0.25,0.24,0.21,0.24,0.24,0.23,0.21,0.22,0.2,0.25,0.22,0.21,0.25,0.22,0.21,0.18,0.21,0.2,0.21,0.18,0.22,0.18,0.21,0.18,0.18,0.18,0.17,0.17,0.2,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.17,0.16,0.17,0.15,0.0,0.13,0.17,0.17,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.17,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.15,0.13,0.12,0.0,0.12,0.11,0.13,0.12,0.0,0.13,0.13,0.13,0.11,0.11,0.12,0.0,0.12,0.12,0.14,0.11,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.1,0.19,0.13,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.13,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.0,0.0,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.690000000000005
09/08/2021,3.73,3.11,2.27,1.3,1.23,1.23,0.8,0.82,0.86,0.7,0.66,0.52,0.46,0.54,0.58,0.56,0.52,0.45,0.51,0.43,0.5,0.47,0.47,0.46,0.53,0.46,0.4,0.41,0.34,0.38,0.32,0.37,0.31,0.33,0.38,0.31,0.36,0.33,0.29,0.32,0.27,0.31,0.3,0.33,0.27,0.29,0.28,0.31,0.29,0.31,0.27,0.3,0.31,0.25,0.26,0.26,0.25,0.26,0.27,0.25,0.24,0.21,0.24,0.24,0.23,0.21,0.22,0.2,0.25,0.22,0.21,0.25,0.22,0.21,0.18,0.21,0.2,0.21,0.18,0.22,0.18,0.21,0.18,0.18,0.18,0.17,0.17,0.2,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.17,0.16,0.17,0.15,0.0,0.13,0.17,0.17,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.17,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.15,0.13,0.12,0.0,0.12,0.11,0.13,0.12,0.0,0.13,0.13,0.13,0.11,0.11,0.12,0.0,0.12,0.12,0.14,0.11,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.1,0.19,0.13,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.13,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.0,0.0,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.690000000000005
09/09/2021,3.73,3.11,2.27,1.3,1.23,1.23,0.81,0.82,0.87,0.7,0.66,0.54,0.47,0.54,0.58,0.56,0.52,0.46,0.51,0.43,0.5,0.47,0.47,0.46,0.54,0.47,0.41,0.41,0.34,0.38,0.32,0.37,0.31,0.33,0.38,0.31,0.36,0.33,0.29,0.32,0.27,0.31,0.3,0.33,0.27,0.29,0.28,0.31,0.29,0.31,0.28,0.3,0.31,0.25,0.26,0.26,0.25,0.26,0.27,0.25,0.24,0.21,0.24,0.24,0.23,0.22,0.22,0.2,0.25,0.23,0.21,0.25,0.22,0.21,0.18,0.21,0.2,0.21,0.18,0.22,0.18,0.21,0.18,0.18,0.18,0.17,0.17,0.2,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.17,0.16,0.17,0.15,0.0,0.13,0.17,0.17,0.19,0.16,0.16,0.16,0.15,0.13,0.13,0.17,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.15,0.13,0.12,0.1,0.12,0.11,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.11,0.12,0.0,0.12,0.12,0.14,0.11,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.19,0.13,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.0,0.1,0.11,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.84000000000001
09/10/2021,3.79,3.1,2.29,1.33,1.24,1.24,0.8,0.81,0.89,0.7,0.65,0.55,0.48,0.55,0.57,0.55,0.52,0.45,0.51,0.44,0.5,0.48,0.48,0.46,0.53,0.46,0.4,0.4,0.33,0.39,0.32,0.37,0.31,0.32,0.38,0.31,0.36,0.33,0.28,0.33,0.27,0.3,0.3,0.32,0.27,0.28,0.28,0.3,0.29,0.31,0.28,0.3,0.31,0.25,0.25,0.26,0.25,0.26,0.26,0.25,0.24,0.21,0.24,0.24,0.23,0.22,0.21,0.2,0.25,0.23,0.2,0.24,0.22,0.21,0.18,0.21,0.2,0.21,0.19,0.22,0.18,0.21,0.18,0.18,0.18,0.17,0.17,0.2,0.19,0.19,0.2,0.19,0.17,0.16,0.19,0.17,0.16,0.16,0.19,0.16,0.15,0.17,0.15,0.13,0.13,0.16,0.16,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.18,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.15,0.13,0.12,0.1,0.12,0.11,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.11,0.12,0.0,0.12,0.11,0.14,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.2,0.13,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.80000000000001
09/13/2021,3.76,3.1,2.29,1.32,1.25,1.24,0.8,0.8,0.9,0.71,0.64,0.52,0.46,0.55,0.57,0.56,0.52,0.45,0.52,0.45,0.5,0.47,0.49,0.46,0.53,0.47,0.39,0.4,0.33,0.39,0.32,0.36,0.31,0.33,0.37,0.32,0.36,0.33,0.28,0.33,0.27,0.31,0.3,0.32,0.27,0.28,0.27,0.29,0.29,0.31,0.28,0.3,0.31,0.25,0.26,0.26,0.24,0.26,0.26,0.25,0.23,0.21,0.23,0.24,0.23,0.21,0.21,0.2,0.25,0.22,0.2,0.25,0.22,0.21,0.18,0.21,0.21,0.21,0.18,0.22,0.19,0.21,0.18,0.18,0.18,0.17,0.17,0.2,0.19,0.19,0.2,0.19,0.16,0.16,0.19,0.17,0.16,0.16,0.19,0.17,0.16,0.16,0.16,0.13,0.13,0.16,0.16,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.18,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.14,0.13,0.12,0.11,0.12,0.11,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.11,0.14,0.11,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.21,0.13,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.74000000000001
09/14/2021,3.64,3.09,2.29,1.33,1.22,1.22,0.81,0.81,0.88,0.7,0.64,0.53,0.48,0.55,0.56,0.55,0.52,0.45,0.52,0.45,0.5,0.47,0.49,0.46,0.54,0.47,0.38,0.4,0.33,0.39,0.32,0.36,0.32,0.33,0.37,0.32,0.35,0.33,0.28,0.33,0.27,0.31,0.3,0.32,0.27,0.27,0.27,0.29,0.3,0.31,0.28,0.3,0.31,0.26,0.26,0.26,0.24,0.26,0.26,0.25,0.24,0.21,0.24,0.24,0.23,0.22,0.21,0.2,0.25,0.22,0.2,0.25,0.22,0.21,0.18,0.21,0.21,0.21,0.19,0.22,0.18,0.21,0.18,0.18,0.18,0.17,0.17,0.21,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.16,0.16,0.16,0.15,0.16,0.13,0.16,0.16,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.19,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.14,0.13,0.12,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.11,0.14,0.11,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.21,0.12,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.650000000000006
09/15/2021,3.64,3.09,2.29,1.33,1.22,1.22,0.81,0.81,0.88,0.7,0.64,0.53,0.48,0.55,0.56,0.55,0.52,0.45,0.52,0.45,0.5,0.47,0.49,0.46,0.54,0.47,0.38,0.4,0.33,0.39,0.32,0.36,0.32,0.33,0.37,0.32,0.35,0.33,0.28,0.33,0.27,0.31,0.3,0.32,0.27,0.27,0.27,0.29,0.3,0.31,0.28,0.3,0.31,0.26,0.26,0.26,0.24,0.26,0.26,0.25,0.24,0.21,0.24,0.24,0.23,0.22,0.21,0.2,0.25,0.22,0.2,0.25,0.22,0.21,0.18,0.21,0.21,0.21,0.19,0.22,0.18,0.21,0.18,0.18,0.18,0.17,0.17,0.21,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.19,0.16,0.16,0.16,0.15,0.16,0.13,0.16,0.16,0.19,0.16,0.16,0.16,0.14,0.13,0.13,0.19,0.12,0.14,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.14,0.13,0.12,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.11,0.14,0.11,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.21,0.12,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.650000000000006
09/16/2021,3.66,3.1,2.28,1.32,1.24,1.23,0.8,0.8,0.89,0.71,0.63,0.52,0.46,0.55,0.57,0.56,0.52,0.45,0.53,0.45,0.51,0.46,0.49,0.46,0.54,0.46,0.38,0.4,0.34,0.38,0.32,0.35,0.32,0.33,0.36,0.32,0.36,0.33,0.28,0.32,0.27,0.31,0.29,0.32,0.28,0.27,0.27,0.28,0.3,0.31,0.28,0.3,0.3,0.26,0.26,0.27,0.24,0.25,0.26,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.21,0.2,0.25,0.22,0.2,0.25,0.22,0.21,0.18,0.21,0.21,0.21,0.18,0.22,0.19,0.21,0.18,0.18,0.18,0.17,0.17,0.21,0.19,0.19,0.2,0.19,0.17,0.16,0.18,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.16,0.13,0.16,0.16,0.18,0.16,0.16,0.16,0.14,0.13,0.13,0.19,0.12,0.13,0.12,0.14,0.15,0.15,0.13,0.12,0.15,0.15,0.14,0.13,0.12,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.11,0.14,0.11,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.2,0.12,0.1,0.11,0.0,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.13,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.620000000000005
09/17/2021,3.63,3.14,2.28,1.32,1.24,1.24,0.8,0.81,0.89,0.7,0.63,0.51,0.45,0.55,0.57,0.56,0.52,0.46,0.52,0.45,0.51,0.46,0.49,0.45,0.55,0.46,0.39,0.37,0.34,0.38,0.32,0.36,0.32,0.33,0.36,0.32,0.36,0.33,0.28,0.33,0.27,0.31,0.29,0.32,0.27,0.28,0.27,0.28,0.3,0.31,0.28,0.3,0.31,0.26,0.26,0.27,0.24,0.25,0.26,0.24,0.23,0.21,0.23,0.24,0.23,0.22,0.21,0.2,0.26,0.22,0.2,0.25,0.22,0.21,0.18,0.21,0.21,0.2,0.18,0.22,0.18,0.21,0.18,0.19,0.18,0.17,0.17,0.21,0.19,0.19,0.2,0.19,0.16,0.15,0.18,0.17,0.16,0.16,0.19,0.16,0.15,0.16,0.15,0.11,0.13,0.16,0.16,0.19,0.16,0.16,0.15,0.14,0.13,0.13,0.19,0.12,0.14,0.12,0.14,0.15,0.16,0.13,0.12,0.15,0.15,0.14,0.13,0.12,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.11,0.14,0.11,0.1,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.2,0.12,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.13,0.1,0.13,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55
