,NTLA,CROX,LSCC,SGMS,IIVI,DNLI,FATE,STAA,TXRH,UPWK,TTEK,SLAB,HQY,EGP,RDFN,ARWR,VRNS,FOXF,SWAV,OMCL,HALO,LHCG,PFGC,BL,JCOM,TWST,APPS,FFIN,HELE,QTWO,AEO,SYNA,SAIA,RPD,BEAM,NVRO,APPN,MMS,MEDP,WSC,NEO,WK,POWI,INSP,NOVT,MSTR,TGTX,SSD,BJ,CRNC,BPMC,ENSG,CDNA,SEM,NEOG,AMN,ASAN,BBIO,WING,SAIL,EXPO,KBR,TRUP,APLS,ACIW,ASGN,SONO,SMTC,LPRO,AEIS,EYE,ALRM,ALKS,CCMP,BCPC,JBT,SPT,DDD,CNMD,SHAK,LPSN,UFPI,ONEM,MTDR,OSTK,FUBO,AQUA,RLI,CDLX,BOX,PGNY,TENB,ITRI,QLYS,NSA,BE,AMBA,MGNI,FELE,BCO,GKOS,BLKB,HLI,RHP,DEN,SPSC,KNSL,ENV,SFIX,SHOO,NUVA,PZZA,HGV,CBRL,EXLS,WDFC,BHVN,VG,SAVA,IRDM,ATRC,SWN,LGIH,VIAV,CVLT,MUSA,CSOD,MED,CELH,VC,ABG,NSP,ARVN,PD,KLIC,SDGR,AIT,NGVT,LANC,ALTR,ATKR,RETA,SIG,KWR,RXN,HLNE,LIVN,BAND,LCII,RCII,CCOI,EDIT,NARI,SAFM,MIME,GTLS,ROG,WBT,NKLA,CBT,PTCT,APAM,MXL,TEX,MTSI,KOD,BIGC,BMI,TNET,AJRD,ACAD,CWST,INSM,MMSI,ALGT,ITCI,ENR,PACB,EGHT,KTB,FN,RCM,RIOT,ALLK,ACCD,DIOD,AMEH,DOOR,FIX,MP,SFBS,HRI,MNTV,GRWG,SKY,EAT,IBP,LTHM,DORM,NSTG,AXNX,PRFT,KRTX,STMP,WWW,OMI,FOCS,TWOU,EVTC,PSB,DRNA,IIPR,CARG,HCAT,APPF,AAON,YELP,INOV,PHR,PCRX,HLIO,THRM,EXPI,CYRX,FOLD,SI,RRR,SITM,FSR,VIR,HSKA,VICR,CVA,WTS,SSTK,DOMO,VCEL,FORM,USD,XTSLA,DOCN,BOOT,CWK,IGT,ZD,MGY,CYTK,ZNTL,CALX,LOB,FWRD,AMRC,OCGN,IRTC,FSS,TBK,COKE,KAI,NMRK,VCRA,OCDX,WGO,UCTT,WHD,BECN,JJSF,OAS,EVRI,JOE,TREE,MC,EAF,IRWD,INFN,KFRC,HMHC,KOS,CVCO,OM,FOE,TNC,SFM,OI,DY,SBH,PLXS,HI,VRTS,ZUO,GBT,CAKE,CRVL,AVYA,PATK,CYH,CWH,DVAX,PJT,VRRM,CPE,TTGT,ACLS,TSE,SUM
09/13/2021,0.72,0.61,0.56,0.47,0.4,0.32,0.37,0.49,0.43,0.36,0.53,0.43,0.36,0.47,0.33,0.44,0.5,0.42,0.49,0.46,0.39,0.36,0.42,0.43,0.4,0.37,0.36,0.36,0.37,0.32,0.27,0.43,0.42,0.44,0.34,0.28,0.27,0.34,0.37,0.36,0.39,0.4,0.43,0.42,0.36,0.33,0.26,0.32,0.39,0.26,0.34,0.28,0.23,0.26,0.29,0.35,0.44,0.24,0.36,0.28,0.4,0.32,0.23,0.24,0.25,0.35,0.3,0.32,0.28,0.22,0.32,0.25,0.32,0.26,0.3,0.31,0.38,0.24,0.25,0.21,0.29,0.26,0.19,0.21,0.2,0.25,0.29,0.26,0.2,0.23,0.24,0.28,0.2,0.27,0.3,0.19,0.34,0.21,0.26,0.24,0.0,0.22,0.27,0.26,0.24,0.33,0.24,0.26,0.0,0.22,0.2,0.28,0.25,0.22,0.27,0.21,0.31,0.23,0.0,0.28,0.23,0.23,0.23,0.22,0.22,0.25,0.24,0.18,0.26,0.19,0.22,0.26,0.28,0.24,0.3,0.19,0.22,0.21,0.19,0.22,0.27,0.0,0.21,0.23,0.26,0.19,0.24,0.0,0.22,0.25,0.21,0.29,0.0,0.22,0.27,0.28,0.21,0.2,0.0,0.19,0.2,0.2,0.25,0.21,0.2,0.22,0.0,0.2,0.25,0.0,0.0,0.22,0.19,0.22,0.2,0.0,0.18,0.18,0.0,0.18,0.22,0.0,0.0,0.23,0.0,0.21,0.22,0.19,0.0,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.25,0.0,0.0,0.21,0.26,0.0,0.26,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.2,0.19,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.18,0.18,0.19,0.0,0.2,0.18,0.18,0.19,0.0,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.87
09/14/2021,0.73,0.62,0.57,0.46,0.4,0.32,0.37,0.46,0.43,0.35,0.53,0.43,0.35,0.46,0.33,0.43,0.49,0.43,0.49,0.46,0.39,0.36,0.41,0.43,0.39,0.38,0.35,0.35,0.38,0.32,0.28,0.43,0.43,0.44,0.34,0.28,0.27,0.34,0.37,0.36,0.4,0.4,0.43,0.43,0.36,0.32,0.26,0.32,0.4,0.25,0.36,0.28,0.23,0.26,0.29,0.36,0.44,0.24,0.37,0.28,0.4,0.33,0.23,0.0,0.25,0.35,0.3,0.32,0.29,0.22,0.32,0.25,0.33,0.26,0.3,0.32,0.38,0.23,0.24,0.21,0.29,0.26,0.19,0.21,0.2,0.26,0.29,0.26,0.2,0.23,0.25,0.28,0.2,0.26,0.3,0.18,0.35,0.21,0.26,0.24,0.0,0.22,0.27,0.25,0.24,0.33,0.24,0.25,0.0,0.22,0.2,0.29,0.25,0.22,0.27,0.21,0.33,0.23,0.0,0.29,0.22,0.23,0.23,0.22,0.22,0.25,0.24,0.18,0.28,0.18,0.22,0.26,0.28,0.24,0.3,0.19,0.22,0.2,0.19,0.22,0.28,0.0,0.21,0.23,0.27,0.2,0.24,0.0,0.22,0.25,0.21,0.3,0.18,0.22,0.27,0.28,0.21,0.21,0.0,0.19,0.19,0.2,0.24,0.21,0.21,0.22,0.0,0.2,0.25,0.0,0.0,0.23,0.19,0.22,0.19,0.0,0.0,0.18,0.0,0.19,0.22,0.18,0.0,0.25,0.0,0.21,0.23,0.19,0.0,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.25,0.0,0.0,0.21,0.26,0.18,0.27,0.18,0.0,0.0,0.0,0.18,0.18,0.0,0.19,0.2,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.18,0.0,0.19,0.18,0.19,0.0,0.18,0.19,0.0,0.21,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.93
09/15/2021,0.73,0.62,0.57,0.46,0.4,0.32,0.37,0.46,0.43,0.35,0.53,0.43,0.35,0.46,0.33,0.43,0.49,0.43,0.49,0.46,0.39,0.36,0.41,0.43,0.39,0.38,0.35,0.35,0.38,0.32,0.28,0.43,0.43,0.44,0.34,0.28,0.27,0.34,0.37,0.36,0.4,0.4,0.43,0.43,0.36,0.32,0.26,0.32,0.4,0.25,0.36,0.28,0.23,0.26,0.29,0.36,0.44,0.24,0.37,0.28,0.4,0.33,0.23,0.0,0.25,0.35,0.3,0.32,0.29,0.22,0.32,0.25,0.33,0.26,0.3,0.32,0.38,0.23,0.24,0.21,0.29,0.26,0.19,0.21,0.2,0.26,0.29,0.26,0.2,0.23,0.25,0.28,0.2,0.26,0.3,0.18,0.35,0.21,0.26,0.24,0.0,0.22,0.27,0.25,0.24,0.33,0.24,0.25,0.0,0.22,0.2,0.29,0.25,0.22,0.27,0.21,0.33,0.23,0.0,0.29,0.22,0.23,0.23,0.22,0.22,0.25,0.24,0.18,0.28,0.18,0.22,0.26,0.28,0.24,0.3,0.19,0.22,0.2,0.19,0.22,0.28,0.0,0.21,0.23,0.27,0.2,0.24,0.0,0.22,0.25,0.21,0.3,0.18,0.22,0.27,0.28,0.21,0.21,0.0,0.19,0.19,0.2,0.24,0.21,0.21,0.22,0.0,0.2,0.25,0.0,0.0,0.23,0.19,0.22,0.19,0.0,0.0,0.18,0.0,0.19,0.22,0.18,0.0,0.25,0.0,0.21,0.23,0.19,0.0,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.25,0.0,0.0,0.21,0.26,0.18,0.27,0.18,0.0,0.0,0.0,0.18,0.18,0.0,0.19,0.2,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.18,0.0,0.19,0.18,0.19,0.0,0.18,0.19,0.0,0.21,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.93
09/16/2021,0.7,0.6,0.58,0.47,0.4,0.32,0.35,0.43,0.43,0.37,0.54,0.43,0.35,0.46,0.33,0.44,0.48,0.42,0.48,0.46,0.39,0.36,0.42,0.43,0.39,0.37,0.35,0.36,0.39,0.31,0.27,0.43,0.43,0.44,0.32,0.28,0.27,0.34,0.36,0.36,0.39,0.41,0.44,0.42,0.36,0.34,0.26,0.32,0.4,0.27,0.36,0.28,0.21,0.26,0.29,0.36,0.46,0.25,0.36,0.29,0.4,0.33,0.22,0.0,0.25,0.35,0.29,0.33,0.29,0.23,0.32,0.25,0.33,0.26,0.3,0.31,0.37,0.23,0.24,0.21,0.28,0.26,0.19,0.22,0.2,0.24,0.29,0.26,0.2,0.23,0.24,0.29,0.2,0.27,0.3,0.19,0.35,0.2,0.25,0.25,0.0,0.22,0.27,0.27,0.24,0.34,0.24,0.26,0.0,0.21,0.2,0.28,0.26,0.22,0.27,0.21,0.32,0.24,0.0,0.28,0.23,0.24,0.23,0.22,0.22,0.25,0.24,0.0,0.26,0.19,0.22,0.26,0.28,0.24,0.3,0.19,0.23,0.2,0.19,0.23,0.28,0.0,0.21,0.23,0.27,0.2,0.24,0.0,0.22,0.25,0.21,0.29,0.18,0.22,0.28,0.28,0.21,0.21,0.0,0.19,0.19,0.2,0.25,0.21,0.21,0.21,0.18,0.2,0.25,0.0,0.0,0.23,0.19,0.22,0.2,0.0,0.18,0.0,0.0,0.19,0.23,0.18,0.0,0.25,0.0,0.22,0.22,0.19,0.0,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.2,0.25,0.18,0.26,0.18,0.0,0.18,0.0,0.19,0.18,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.19,0.18,0.19,0.0,0.2,0.0,0.18,0.19,0.0,0.2,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.900000000000006
09/17/2021,0.71,0.65,0.6,0.49,0.4,0.32,0.35,0.44,0.43,0.37,0.54,0.43,0.34,0.47,0.32,0.43,0.49,0.42,0.5,0.46,0.4,0.35,0.41,0.43,0.4,0.36,0.35,0.36,0.38,0.31,0.27,0.44,0.43,0.45,0.32,0.29,0.27,0.35,0.35,0.37,0.37,0.43,0.44,0.43,0.36,0.33,0.26,0.32,0.4,0.26,0.37,0.28,0.22,0.26,0.28,0.36,0.49,0.24,0.36,0.29,0.4,0.32,0.21,0.0,0.26,0.35,0.29,0.33,0.28,0.22,0.32,0.26,0.33,0.25,0.3,0.31,0.38,0.22,0.25,0.21,0.28,0.26,0.2,0.22,0.2,0.24,0.29,0.26,0.2,0.23,0.25,0.29,0.2,0.28,0.3,0.19,0.35,0.21,0.26,0.24,0.0,0.22,0.27,0.28,0.23,0.35,0.24,0.26,0.0,0.22,0.21,0.29,0.27,0.22,0.28,0.21,0.33,0.25,0.0,0.28,0.23,0.24,0.23,0.22,0.22,0.25,0.24,0.0,0.27,0.19,0.23,0.26,0.28,0.25,0.3,0.19,0.23,0.2,0.19,0.23,0.28,0.0,0.21,0.23,0.27,0.2,0.24,0.0,0.22,0.25,0.21,0.28,0.19,0.22,0.27,0.28,0.22,0.21,0.0,0.19,0.19,0.2,0.25,0.2,0.21,0.21,0.18,0.2,0.25,0.0,0.0,0.23,0.19,0.22,0.2,0.0,0.18,0.0,0.0,0.19,0.23,0.18,0.0,0.25,0.0,0.22,0.23,0.0,0.0,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.2,0.26,0.0,0.27,0.18,0.0,0.18,0.0,0.19,0.0,0.0,0.19,0.2,0.0,0.0,0.19,0.0,0.21,0.18,0.0,0.19,0.18,0.19,0.18,0.19,0.0,0.19,0.19,0.0,0.2,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.22
09/20/2021,0.7,0.68,0.61,0.51,0.4,0.32,0.36,0.45,0.43,0.37,0.53,0.43,0.34,0.46,0.33,0.43,0.49,0.41,0.52,0.46,0.4,0.34,0.41,0.45,0.4,0.36,0.36,0.36,0.38,0.31,0.27,0.44,0.44,0.45,0.32,0.29,0.27,0.34,0.36,0.4,0.36,0.42,0.44,0.44,0.36,0.33,0.26,0.31,0.4,0.27,0.38,0.28,0.23,0.26,0.28,0.35,0.54,0.24,0.37,0.29,0.41,0.32,0.21,0.0,0.25,0.34,0.29,0.34,0.28,0.22,0.33,0.26,0.32,0.25,0.3,0.31,0.4,0.23,0.26,0.21,0.29,0.26,0.18,0.23,0.2,0.24,0.29,0.25,0.19,0.23,0.26,0.29,0.19,0.27,0.3,0.18,0.36,0.21,0.25,0.24,0.0,0.22,0.28,0.28,0.24,0.36,0.23,0.26,0.0,0.21,0.2,0.29,0.27,0.22,0.27,0.21,0.33,0.26,0.0,0.27,0.23,0.23,0.23,0.22,0.22,0.27,0.24,0.0,0.29,0.18,0.23,0.26,0.27,0.25,0.28,0.19,0.22,0.2,0.19,0.23,0.28,0.0,0.22,0.22,0.27,0.19,0.24,0.0,0.22,0.25,0.2,0.28,0.0,0.22,0.28,0.28,0.21,0.21,0.0,0.19,0.19,0.2,0.24,0.21,0.21,0.22,0.18,0.2,0.25,0.0,0.0,0.23,0.19,0.22,0.2,0.0,0.18,0.0,0.0,0.19,0.23,0.19,0.0,0.25,0.0,0.21,0.23,0.18,0.0,0.0,0.2,0.22,0.0,0.0,0.22,0.0,0.19,0.25,0.0,0.0,0.2,0.25,0.0,0.26,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.19,0.2,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.18,0.18,0.19,0.18,0.19,0.0,0.19,0.19,0.0,0.21,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.33
09/21/2021,0.7,0.62,0.58,0.48,0.38,0.31,0.38,0.44,0.41,0.38,0.51,0.41,0.34,0.44,0.34,0.43,0.47,0.4,0.5,0.45,0.38,0.33,0.41,0.43,0.37,0.37,0.39,0.35,0.37,0.31,0.26,0.42,0.42,0.43,0.33,0.28,0.26,0.33,0.35,0.43,0.36,0.43,0.42,0.43,0.35,0.31,0.26,0.3,0.39,0.26,0.38,0.27,0.22,0.25,0.27,0.34,0.52,0.24,0.35,0.28,0.39,0.31,0.2,0.0,0.24,0.33,0.29,0.33,0.27,0.22,0.31,0.25,0.31,0.25,0.29,0.31,0.4,0.22,0.24,0.2,0.29,0.25,0.19,0.22,0.21,0.24,0.28,0.25,0.19,0.21,0.25,0.27,0.19,0.26,0.3,0.18,0.34,0.25,0.25,0.23,0.0,0.22,0.26,0.27,0.23,0.35,0.23,0.26,0.0,0.21,0.2,0.28,0.25,0.21,0.26,0.2,0.33,0.26,0.0,0.26,0.22,0.22,0.22,0.21,0.22,0.26,0.23,0.17,0.33,0.0,0.23,0.25,0.27,0.25,0.27,0.18,0.21,0.18,0.18,0.22,0.26,0.0,0.22,0.21,0.25,0.19,0.23,0.0,0.21,0.25,0.2,0.28,0.18,0.22,0.27,0.27,0.2,0.2,0.0,0.18,0.19,0.2,0.24,0.2,0.2,0.22,0.18,0.19,0.25,0.0,0.0,0.22,0.2,0.21,0.2,0.0,0.0,0.0,0.18,0.18,0.22,0.17,0.0,0.25,0.0,0.21,0.24,0.0,0.0,0.0,0.2,0.21,0.0,0.0,0.21,0.0,0.19,0.26,0.0,0.0,0.21,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.19,0.2,0.18,0.0,0.18,0.0,0.2,0.22,0.0,0.18,0.0,0.19,0.18,0.19,0.18,0.19,0.19,0.0,0.21,0.17,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.220000000000006
09/22/2021,0.7,0.62,0.58,0.48,0.38,0.31,0.38,0.44,0.41,0.38,0.51,0.41,0.34,0.44,0.34,0.43,0.47,0.4,0.5,0.45,0.38,0.33,0.41,0.43,0.37,0.37,0.39,0.35,0.37,0.31,0.26,0.42,0.42,0.43,0.33,0.28,0.26,0.33,0.35,0.43,0.36,0.43,0.42,0.43,0.35,0.31,0.26,0.3,0.39,0.26,0.38,0.27,0.22,0.25,0.27,0.34,0.52,0.24,0.35,0.28,0.39,0.31,0.2,0.0,0.24,0.33,0.29,0.33,0.27,0.22,0.31,0.25,0.31,0.25,0.29,0.31,0.4,0.22,0.24,0.2,0.29,0.25,0.19,0.22,0.21,0.24,0.28,0.25,0.19,0.21,0.25,0.27,0.19,0.26,0.3,0.18,0.34,0.25,0.25,0.23,0.0,0.22,0.26,0.27,0.23,0.35,0.23,0.26,0.0,0.21,0.2,0.28,0.25,0.21,0.26,0.2,0.33,0.26,0.0,0.26,0.22,0.22,0.22,0.21,0.22,0.26,0.23,0.17,0.33,0.0,0.23,0.25,0.27,0.25,0.27,0.18,0.21,0.18,0.18,0.22,0.26,0.0,0.22,0.21,0.25,0.19,0.23,0.0,0.21,0.25,0.2,0.28,0.18,0.22,0.27,0.27,0.2,0.2,0.0,0.18,0.19,0.2,0.24,0.2,0.2,0.22,0.18,0.19,0.25,0.0,0.0,0.22,0.2,0.21,0.2,0.0,0.0,0.0,0.18,0.18,0.22,0.17,0.0,0.25,0.0,0.21,0.24,0.0,0.0,0.0,0.2,0.21,0.0,0.0,0.21,0.0,0.19,0.26,0.0,0.0,0.21,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.19,0.2,0.18,0.0,0.18,0.0,0.2,0.22,0.0,0.18,0.0,0.19,0.18,0.19,0.18,0.19,0.19,0.0,0.21,0.17,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.220000000000006
09/23/2021,0.68,0.62,0.58,0.47,0.38,0.3,0.36,0.44,0.43,0.38,0.52,0.42,0.34,0.45,0.34,0.42,0.47,0.4,0.48,0.44,0.39,0.34,0.42,0.43,0.38,0.36,0.38,0.35,0.37,0.31,0.27,0.42,0.43,0.44,0.32,0.29,0.26,0.34,0.35,0.44,0.36,0.42,0.42,0.45,0.36,0.31,0.26,0.31,0.39,0.25,0.38,0.27,0.22,0.26,0.27,0.34,0.54,0.24,0.36,0.28,0.4,0.31,0.21,0.0,0.24,0.34,0.29,0.33,0.27,0.22,0.31,0.25,0.32,0.24,0.3,0.32,0.38,0.21,0.25,0.2,0.29,0.25,0.19,0.22,0.21,0.23,0.29,0.25,0.19,0.21,0.25,0.27,0.19,0.26,0.31,0.0,0.34,0.24,0.25,0.22,0.0,0.22,0.27,0.28,0.23,0.36,0.23,0.26,0.0,0.21,0.2,0.28,0.26,0.22,0.26,0.2,0.33,0.26,0.0,0.26,0.22,0.22,0.22,0.21,0.22,0.26,0.24,0.17,0.32,0.0,0.23,0.26,0.27,0.25,0.27,0.18,0.21,0.19,0.19,0.22,0.26,0.0,0.22,0.21,0.26,0.19,0.23,0.0,0.21,0.25,0.2,0.27,0.0,0.22,0.27,0.28,0.2,0.2,0.0,0.18,0.19,0.19,0.24,0.2,0.2,0.22,0.18,0.2,0.26,0.0,0.0,0.23,0.2,0.22,0.2,0.17,0.0,0.0,0.18,0.18,0.22,0.17,0.0,0.25,0.0,0.21,0.21,0.0,0.17,0.0,0.2,0.21,0.0,0.0,0.21,0.0,0.18,0.25,0.17,0.0,0.21,0.25,0.17,0.26,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.19,0.19,0.18,0.0,0.18,0.0,0.2,0.21,0.0,0.18,0.0,0.18,0.0,0.19,0.17,0.19,0.19,0.0,0.2,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.31
09/24/2021,0.67,0.62,0.58,0.47,0.38,0.32,0.37,0.44,0.41,0.39,0.51,0.41,0.33,0.45,0.35,0.42,0.47,0.41,0.48,0.44,0.38,0.33,0.41,0.43,0.38,0.38,0.39,0.35,0.37,0.31,0.27,0.42,0.43,0.44,0.31,0.28,0.26,0.33,0.36,0.45,0.36,0.42,0.42,0.46,0.37,0.3,0.26,0.3,0.4,0.25,0.39,0.27,0.22,0.26,0.28,0.35,0.51,0.24,0.36,0.28,0.39,0.31,0.2,0.0,0.24,0.34,0.29,0.33,0.27,0.22,0.31,0.25,0.32,0.24,0.3,0.32,0.4,0.21,0.25,0.2,0.29,0.25,0.19,0.22,0.21,0.22,0.3,0.25,0.19,0.22,0.25,0.27,0.19,0.26,0.3,0.0,0.34,0.24,0.25,0.22,0.0,0.22,0.27,0.28,0.24,0.37,0.23,0.25,0.0,0.22,0.2,0.28,0.26,0.21,0.26,0.2,0.33,0.26,0.0,0.26,0.22,0.21,0.22,0.21,0.22,0.26,0.24,0.17,0.33,0.0,0.23,0.25,0.27,0.25,0.27,0.18,0.21,0.18,0.19,0.22,0.26,0.18,0.21,0.21,0.25,0.2,0.23,0.0,0.2,0.25,0.2,0.27,0.0,0.22,0.27,0.27,0.2,0.2,0.0,0.18,0.2,0.19,0.23,0.19,0.2,0.23,0.0,0.19,0.25,0.17,0.0,0.23,0.2,0.21,0.19,0.0,0.0,0.0,0.18,0.18,0.22,0.0,0.0,0.25,0.0,0.2,0.21,0.17,0.0,0.0,0.2,0.22,0.0,0.0,0.22,0.0,0.18,0.25,0.0,0.0,0.21,0.25,0.18,0.26,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.19,0.19,0.18,0.0,0.18,0.0,0.2,0.21,0.17,0.18,0.0,0.18,0.18,0.19,0.0,0.19,0.19,0.0,0.2,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.27
