,Cash & Cash Equivalents,2330.TW,700.HK,9988.HK,NESN.SW,005930.KS,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,SHOP,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,RY.TO,3690.HK,CBA.AX,6758.T,TD.TO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,BHP.AX,ALV.DE,6861.T,GSK.L,CSL.AX,RIO.L,VALE3.SA,BP.L,SU.PA,9984.T,NPN.JO,BATS.L,RDSA.AS,AI.PA,RELIANCE.NS,ENB.TO,AIR.PA,BNS.TO,ENEL.MI,939.HK,DAI.DE,CNR.TO,388.HK,RYDBF,ADS.DE,DTE.DE,BAS.DE,6098.T,IBE.MC,BNP.PA,7974.T,WBC.AX,DPW.DE,8306.T,BAM.A.TO,KER.PA,8035.T,BMO.TO,NIO,RKT.L,JD,INFY.NS,NAB.AX,RITN.,SAN.MC,000660.KS,BHP.L,2318.HK,ANZ.AX,ZURN.SW,BAYN.DE,4063.T,HDFC.NS,ABBN.SW,6501.T,DG.PA,2269.HK,6594.T,UBSG.SW,ABI.BR,LONN.SW,REL.L,2317.TW,4502.T,7267.T,005935.KQ,IFX.DE,CM.TO,6981.T,AAL.L,BIDU,CP.TO,EL.PA,2454.TW,7741.T,PRU.L,INGA.AS,PDD,ADYEN.AS,9433.T,DSV.CO,WES.AX,CS.PA,1810.HK,GAZP.ME,SIKA.SW,TRP.TO,6367.T,PRX.AS,RMS.PA,ISP.MI,RI.PA,SAF.PA,NG.L,LLOY.L,NTES,035420.KS,8316.T,ICICIBANK.NS,VOD.L,6954.T,BN.PA,GLEN.L,035720.KS,VOW3.DE,BARC.L,D05.SI,PHIA.AS,9983.T,STLA.MI,SBER.ME,TCS.NS,CNQ.TO,GIVN.SW,BBVA.MC,ATCO A.ST,MQG.AX,VWS.CO,CPG.L,CRH.L,006400.KS,ITX.MC,INVE B.ST,1120.SR,ABX.TO,LKOH.ME,3382.T,ERIC B.ST,051910.KS,MUV2.DE,9434.T,EXPN.L,VOLV B.ST,4568.T,8031.T,SU.TO,MFC.TO,WOW.AX,VNA.DE,8411.T,ALC.SW,NDA SE.ST,AHT.L,LSEG.L,SGO.PA,BMW.DE,1398.HK,1180.SR,2413.T,9432.T,RIO.AX,PGHN.SW,CLNX.MC,M4B.,DSM.AS,DB1.DE,6702.T,6273.T,8058.T,NTR.TO,005380.KS,AD.AS,AMS.MC,8001.T,DSY.PA,FERG.L,CAP.PA,4503.T,NOKIA.HE,ENI.MI,ATD.B.TO,CSU.TO,DSYA.,ASSA B.ST,FMG.AX,GMAB.CO,8766.T,HEXA B.ST,WKL.AS,2010.SR,AMXL.MX,n/a,GEBN.SW,ORSTED.CO,669.HK,4543.T,BAM,CFR.SW,HINDUNILVR.NS,FLTR.L,STM.PA,MRK.DE,6902.T,4901.T,4661.T,SUM
08/27/2021,0.0,1.79,1.24,1.15,1.3,1.1,1.19,1.01,0.72,0.73,0.62,0.61,0.64,0.52,0.52,0.55,0.63,0.53,0.37,0.46,0.48,0.44,0.44,0.39,0.42,0.39,0.4,0.41,0.34,0.34,0.4,0.36,0.36,0.3,0.27,0.3,0.34,0.26,0.12,0.28,0.29,0.29,0.3,0.27,0.28,0.27,0.27,0.25,0.26,0.27,0.27,0.25,0.25,0.26,0.25,0.29,0.26,0.25,0.19,0.24,0.24,0.24,0.0,0.21,0.21,0.24,0.18,0.19,0.24,0.25,0.23,0.0,0.22,0.18,0.23,0.19,0.21,0.24,0.2,0.19,0.22,0.23,0.2,0.2,0.19,0.22,0.22,0.17,0.23,0.21,0.18,0.19,0.17,0.17,0.2,0.19,0.2,0.19,0.15,0.17,0.19,0.18,0.2,0.2,0.19,0.16,0.23,0.18,0.18,0.19,0.19,0.17,0.17,0.19,0.16,0.2,0.27,0.17,0.17,0.16,0.14,0.17,0.15,0.14,0.17,0.16,0.17,0.16,0.13,0.16,0.16,0.14,0.15,0.16,0.15,0.14,0.13,0.15,0.16,0.16,0.13,0.17,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.0,0.13,0.14,0.12,0.12,0.15,0.14,0.15,0.12,0.15,0.12,0.0,0.13,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.14,0.11,0.12,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.11,0.13,0.0,0.12,0.0,0.12,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.0,0.0,0.12,4.39,0.0,0.12,0.0,0.11,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.290000000000006
08/31/2021,0.0,1.87,1.23,1.08,1.31,1.08,1.23,1.01,0.72,0.73,0.63,0.61,0.64,0.52,0.52,0.55,0.62,0.53,0.37,0.47,0.47,0.43,0.45,0.39,0.42,0.39,0.39,0.41,0.34,0.34,0.39,0.36,0.37,0.3,0.28,0.3,0.34,0.26,0.13,0.28,0.29,0.3,0.31,0.27,0.29,0.27,0.26,0.25,0.26,0.28,0.27,0.26,0.25,0.26,0.25,0.29,0.25,0.25,0.18,0.24,0.24,0.24,0.0,0.21,0.22,0.23,0.17,0.19,0.24,0.25,0.23,0.0,0.22,0.18,0.23,0.19,0.21,0.24,0.2,0.19,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.17,0.23,0.21,0.18,0.19,0.17,0.17,0.2,0.19,0.2,0.19,0.15,0.17,0.19,0.18,0.19,0.2,0.19,0.15,0.23,0.18,0.18,0.18,0.19,0.16,0.17,0.19,0.16,0.2,0.28,0.17,0.17,0.16,0.15,0.17,0.15,0.14,0.16,0.16,0.17,0.16,0.13,0.16,0.17,0.14,0.15,0.16,0.15,0.14,0.13,0.15,0.16,0.17,0.14,0.17,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.14,0.15,0.0,0.13,0.13,0.12,0.12,0.15,0.14,0.15,0.13,0.15,0.12,0.0,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.12,0.13,0.0,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.11,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.12,4.22,0.0,0.0,0.0,0.0,0.27,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,55.150000000000006
09/02/2021,0.0,1.89,1.22,1.09,1.3,1.08,1.23,1.0,0.72,0.72,0.63,0.61,0.64,0.52,0.51,0.55,0.61,0.52,0.38,0.46,0.47,0.42,0.45,0.39,0.42,0.39,0.39,0.41,0.35,0.34,0.4,0.35,0.36,0.3,0.27,0.3,0.34,0.26,0.13,0.28,0.29,0.3,0.31,0.27,0.29,0.27,0.26,0.24,0.26,0.27,0.27,0.26,0.24,0.26,0.25,0.29,0.25,0.25,0.18,0.24,0.24,0.24,0.0,0.21,0.22,0.23,0.17,0.19,0.24,0.25,0.23,0.0,0.22,0.17,0.23,0.18,0.21,0.24,0.2,0.19,0.23,0.22,0.2,0.2,0.19,0.22,0.22,0.17,0.23,0.21,0.18,0.19,0.17,0.17,0.2,0.19,0.2,0.19,0.15,0.17,0.19,0.18,0.2,0.2,0.19,0.15,0.23,0.18,0.18,0.17,0.19,0.16,0.18,0.19,0.16,0.2,0.27,0.17,0.17,0.16,0.15,0.17,0.15,0.13,0.16,0.16,0.18,0.16,0.13,0.16,0.17,0.14,0.15,0.16,0.15,0.14,0.12,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.14,0.15,0.0,0.13,0.13,0.12,0.12,0.14,0.14,0.15,0.12,0.14,0.12,0.0,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.0,0.14,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.11,0.13,0.0,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.12,4.19,0.0,0.11,0.0,0.0,0.26,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,54.98
09/03/2021,0.0,1.93,1.26,1.14,1.28,1.12,1.23,1.0,0.72,0.73,0.65,0.61,0.64,0.52,0.51,0.56,0.6,0.51,0.46,0.46,0.46,0.42,0.44,0.38,0.41,0.39,0.39,0.41,0.35,0.35,0.4,0.36,0.36,0.3,0.27,0.29,0.34,0.24,0.13,0.28,0.28,0.3,0.31,0.28,0.29,0.27,0.26,0.24,0.26,0.29,0.27,0.25,0.24,0.25,0.25,0.28,0.25,0.25,0.18,0.24,0.24,0.24,0.0,0.21,0.22,0.22,0.19,0.19,0.24,0.25,0.23,0.0,0.22,0.18,0.23,0.17,0.21,0.24,0.2,0.21,0.23,0.22,0.19,0.2,0.2,0.19,0.22,0.17,0.23,0.21,0.18,0.19,0.18,0.17,0.2,0.18,0.17,0.19,0.15,0.16,0.2,0.18,0.21,0.19,0.19,0.16,0.23,0.17,0.18,0.17,0.2,0.16,0.18,0.18,0.16,0.22,0.3,0.17,0.17,0.16,0.15,0.17,0.15,0.14,0.17,0.16,0.18,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.14,0.14,0.13,0.15,0.16,0.17,0.13,0.16,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.16,0.15,0.0,0.13,0.12,0.12,0.11,0.14,0.14,0.15,0.12,0.15,0.12,0.0,0.14,0.14,0.13,0.12,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.0,0.12,0.0,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.12,0.0,0.0,0.11,2.59,0.0,0.11,0.0,0.0,0.26,0.2,0.12,0.11,0.11,0.0,0.0,0.0,0.0,53.57000000000001
09/06/2021,0.0,1.9,1.29,1.17,1.27,1.1,1.26,0.99,0.75,0.72,0.65,0.61,0.65,0.5,0.5,0.55,0.6,0.51,0.47,0.46,0.47,0.42,0.45,0.38,0.41,0.39,0.4,0.42,0.32,0.34,0.4,0.36,0.36,0.3,0.27,0.29,0.35,0.24,0.14,0.28,0.29,0.3,0.31,0.28,0.29,0.27,0.27,0.24,0.26,0.31,0.27,0.26,0.24,0.25,0.24,0.28,0.26,0.26,0.19,0.24,0.24,0.24,0.0,0.22,0.22,0.23,0.19,0.19,0.25,0.25,0.24,0.0,0.22,0.18,0.21,0.17,0.21,0.24,0.2,0.22,0.23,0.22,0.19,0.2,0.19,0.19,0.22,0.17,0.23,0.21,0.18,0.19,0.17,0.17,0.21,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.21,0.2,0.19,0.16,0.22,0.17,0.19,0.17,0.19,0.16,0.18,0.18,0.16,0.22,0.31,0.17,0.17,0.16,0.15,0.17,0.15,0.14,0.17,0.16,0.18,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.15,0.13,0.14,0.16,0.15,0.0,0.13,0.12,0.13,0.0,0.14,0.14,0.15,0.12,0.15,0.12,0.0,0.14,0.14,0.12,0.12,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.0,0.13,0.0,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.26,0.21,0.12,0.11,0.11,0.11,0.0,0.0,0.0,53.510000000000005
09/07/2021,0.0,1.9,1.29,1.17,1.27,1.1,1.26,0.99,0.75,0.72,0.65,0.61,0.65,0.5,0.5,0.55,0.6,0.51,0.47,0.46,0.47,0.42,0.45,0.38,0.41,0.39,0.4,0.42,0.32,0.34,0.4,0.36,0.36,0.3,0.27,0.29,0.35,0.24,0.14,0.28,0.29,0.3,0.31,0.28,0.29,0.27,0.27,0.24,0.26,0.31,0.27,0.26,0.24,0.25,0.24,0.28,0.26,0.26,0.19,0.24,0.24,0.24,0.0,0.22,0.22,0.23,0.19,0.19,0.25,0.25,0.24,0.0,0.22,0.18,0.21,0.17,0.21,0.24,0.2,0.22,0.23,0.22,0.19,0.2,0.19,0.19,0.22,0.17,0.23,0.21,0.18,0.19,0.17,0.17,0.21,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.21,0.2,0.19,0.16,0.22,0.17,0.19,0.17,0.19,0.16,0.18,0.18,0.16,0.22,0.31,0.17,0.17,0.16,0.15,0.17,0.15,0.14,0.17,0.16,0.18,0.16,0.15,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.15,0.13,0.14,0.16,0.15,0.0,0.13,0.12,0.13,0.0,0.14,0.14,0.15,0.12,0.15,0.12,0.0,0.14,0.14,0.12,0.12,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.0,0.13,0.0,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.26,0.21,0.12,0.11,0.11,0.11,0.0,0.0,0.0,53.510000000000005
09/08/2021,0.0,1.94,1.27,1.13,1.27,1.11,1.26,0.99,0.73,0.71,0.66,0.62,0.64,0.51,0.5,0.55,0.6,0.51,0.45,0.47,0.48,0.42,0.45,0.38,0.41,0.38,0.4,0.41,0.33,0.34,0.41,0.37,0.36,0.3,0.27,0.29,0.34,0.24,0.14,0.28,0.28,0.29,0.33,0.28,0.29,0.27,0.26,0.25,0.25,0.31,0.27,0.25,0.24,0.25,0.24,0.28,0.25,0.25,0.19,0.24,0.24,0.24,0.0,0.22,0.23,0.23,0.19,0.2,0.25,0.25,0.24,0.0,0.21,0.18,0.22,0.17,0.21,0.23,0.2,0.23,0.23,0.22,0.2,0.2,0.19,0.19,0.22,0.16,0.22,0.21,0.18,0.19,0.18,0.17,0.2,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.21,0.2,0.19,0.16,0.22,0.18,0.19,0.17,0.19,0.17,0.18,0.18,0.16,0.23,0.31,0.17,0.17,0.16,0.14,0.17,0.15,0.13,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.15,0.15,0.16,0.14,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.15,0.13,0.14,0.16,0.14,0.0,0.13,0.12,0.12,0.0,0.14,0.14,0.15,0.12,0.16,0.12,0.0,0.14,0.14,0.12,0.12,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.11,0.13,0.0,0.14,0.12,0.12,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.12,0.12,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.26,0.2,0.12,0.12,0.11,0.0,0.0,0.0,0.0,53.36000000000001
09/10/2021,0.0,1.94,1.33,1.15,1.26,1.09,1.26,0.97,0.74,0.69,0.66,0.61,0.63,0.5,0.51,0.54,0.6,0.51,0.47,0.46,0.48,0.41,0.46,0.37,0.4,0.38,0.39,0.4,0.32,0.34,0.43,0.36,0.36,0.29,0.26,0.29,0.34,0.26,0.14,0.28,0.28,0.29,0.33,0.28,0.28,0.26,0.26,0.24,0.25,0.3,0.27,0.25,0.24,0.25,0.24,0.29,0.25,0.25,0.19,0.24,0.24,0.24,0.0,0.22,0.23,0.23,0.19,0.2,0.25,0.24,0.24,0.0,0.22,0.17,0.21,0.17,0.21,0.23,0.19,0.23,0.23,0.22,0.2,0.2,0.2,0.19,0.21,0.16,0.22,0.21,0.18,0.19,0.18,0.17,0.2,0.18,0.19,0.19,0.16,0.16,0.2,0.17,0.21,0.2,0.19,0.16,0.22,0.19,0.19,0.16,0.19,0.16,0.19,0.18,0.16,0.23,0.32,0.17,0.16,0.16,0.14,0.16,0.15,0.14,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.14,0.15,0.16,0.14,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.14,0.16,0.15,0.0,0.12,0.12,0.12,0.11,0.14,0.14,0.15,0.12,0.15,0.12,0.0,0.14,0.13,0.12,0.13,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.11,0.13,0.0,0.14,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.26,0.21,0.12,0.12,0.11,0.0,0.11,0.0,0.0,53.60000000000001
09/13/2021,0.0,1.94,1.25,1.1,1.27,1.08,1.26,0.94,0.76,0.68,0.67,0.6,0.62,0.51,0.51,0.54,0.6,0.51,0.46,0.46,0.49,0.42,0.45,0.37,0.39,0.38,0.39,0.41,0.31,0.34,0.44,0.35,0.36,0.28,0.26,0.29,0.34,0.28,0.13,0.28,0.28,0.29,0.33,0.29,0.29,0.26,0.26,0.25,0.25,0.3,0.27,0.25,0.24,0.25,0.24,0.29,0.25,0.25,0.19,0.24,0.24,0.25,0.0,0.22,0.24,0.23,0.19,0.2,0.25,0.25,0.24,0.0,0.21,0.17,0.21,0.17,0.21,0.23,0.19,0.23,0.23,0.22,0.2,0.2,0.2,0.19,0.21,0.16,0.22,0.21,0.17,0.19,0.18,0.17,0.2,0.19,0.19,0.19,0.16,0.16,0.2,0.18,0.22,0.19,0.19,0.16,0.22,0.19,0.19,0.16,0.19,0.15,0.19,0.18,0.16,0.24,0.3,0.17,0.16,0.16,0.14,0.17,0.15,0.13,0.15,0.16,0.18,0.16,0.16,0.17,0.17,0.12,0.15,0.15,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.14,0.16,0.15,0.0,0.13,0.13,0.12,0.0,0.14,0.15,0.15,0.12,0.16,0.13,0.0,0.14,0.13,0.12,0.13,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.0,0.14,0.13,0.12,0.13,0.12,0.14,0.13,0.14,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.26,0.21,0.12,0.12,0.11,0.0,0.11,0.0,0.0,53.52
09/14/2021,0.0,1.94,1.25,1.1,1.27,1.08,1.26,0.94,0.76,0.68,0.67,0.6,0.62,0.51,0.51,0.54,0.6,0.51,0.46,0.46,0.49,0.42,0.45,0.37,0.39,0.38,0.39,0.41,0.31,0.34,0.44,0.35,0.36,0.28,0.26,0.29,0.34,0.28,0.13,0.28,0.28,0.29,0.33,0.29,0.29,0.26,0.26,0.25,0.25,0.3,0.27,0.25,0.24,0.25,0.24,0.29,0.25,0.25,0.19,0.24,0.24,0.25,0.0,0.22,0.24,0.23,0.19,0.2,0.25,0.25,0.24,0.0,0.21,0.17,0.21,0.17,0.21,0.23,0.19,0.23,0.23,0.22,0.2,0.2,0.2,0.19,0.21,0.16,0.22,0.21,0.17,0.19,0.18,0.17,0.2,0.19,0.19,0.19,0.16,0.16,0.2,0.18,0.22,0.19,0.19,0.16,0.22,0.19,0.19,0.16,0.19,0.15,0.19,0.18,0.16,0.24,0.3,0.17,0.16,0.16,0.14,0.17,0.15,0.13,0.15,0.16,0.18,0.16,0.16,0.17,0.17,0.12,0.15,0.15,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.14,0.16,0.15,0.0,0.13,0.13,0.12,0.0,0.14,0.15,0.15,0.12,0.16,0.13,0.0,0.14,0.13,0.12,0.13,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.0,0.14,0.13,0.12,0.13,0.12,0.14,0.13,0.14,0.12,0.0,0.13,0.0,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.26,0.21,0.12,0.12,0.11,0.0,0.11,0.0,0.0,53.52
09/16/2021,0.0,1.92,1.24,1.1,1.26,1.09,1.28,0.92,0.75,0.66,0.66,0.59,0.61,0.51,0.51,0.53,0.59,0.51,0.46,0.46,0.5,0.41,0.46,0.38,0.38,0.39,0.4,0.41,0.32,0.34,0.45,0.35,0.35,0.29,0.26,0.3,0.34,0.27,0.13,0.28,0.29,0.29,0.32,0.29,0.29,0.26,0.25,0.25,0.26,0.29,0.28,0.26,0.24,0.24,0.25,0.3,0.24,0.25,0.19,0.24,0.24,0.25,0.0,0.21,0.26,0.23,0.19,0.2,0.25,0.24,0.24,0.0,0.22,0.18,0.21,0.17,0.21,0.23,0.19,0.25,0.23,0.22,0.2,0.19,0.19,0.19,0.22,0.16,0.22,0.21,0.17,0.19,0.18,0.17,0.2,0.18,0.19,0.19,0.16,0.16,0.2,0.18,0.22,0.19,0.19,0.16,0.22,0.19,0.18,0.16,0.19,0.15,0.19,0.18,0.16,0.24,0.28,0.17,0.17,0.17,0.15,0.17,0.15,0.13,0.15,0.17,0.17,0.15,0.16,0.16,0.17,0.12,0.15,0.16,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.12,0.14,0.16,0.15,0.0,0.13,0.13,0.12,0.0,0.14,0.15,0.15,0.12,0.16,0.13,0.0,0.14,0.13,0.12,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.0,0.14,0.12,0.13,0.13,0.11,0.15,0.13,0.14,0.12,0.0,0.13,0.0,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.26,0.21,0.12,0.12,0.11,0.0,0.0,0.0,0.0,53.63000000000001
09/17/2021,0.0,1.92,1.23,1.08,1.26,1.1,1.31,0.93,0.74,0.67,0.67,0.58,0.61,0.51,0.51,0.53,0.6,0.5,0.45,0.46,0.5,0.41,0.46,0.37,0.38,0.39,0.39,0.41,0.32,0.33,0.46,0.35,0.35,0.28,0.25,0.29,0.34,0.27,0.13,0.28,0.29,0.29,0.32,0.28,0.28,0.26,0.25,0.24,0.26,0.28,0.28,0.26,0.24,0.24,0.25,0.31,0.24,0.25,0.19,0.24,0.24,0.26,0.0,0.21,0.26,0.23,0.18,0.2,0.24,0.24,0.23,0.0,0.21,0.18,0.21,0.16,0.21,0.23,0.19,0.25,0.23,0.22,0.21,0.19,0.2,0.2,0.21,0.16,0.22,0.21,0.17,0.19,0.18,0.17,0.21,0.18,0.2,0.19,0.15,0.16,0.2,0.18,0.23,0.18,0.19,0.16,0.22,0.2,0.19,0.16,0.19,0.15,0.2,0.18,0.16,0.24,0.28,0.17,0.17,0.17,0.14,0.17,0.15,0.12,0.15,0.17,0.17,0.15,0.17,0.16,0.17,0.12,0.15,0.15,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.16,0.14,0.13,0.14,0.13,0.14,0.16,0.15,0.0,0.13,0.13,0.12,0.0,0.14,0.15,0.15,0.12,0.16,0.13,0.0,0.14,0.13,0.12,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.0,0.14,0.12,0.12,0.14,0.11,0.15,0.13,0.14,0.12,0.0,0.13,0.0,0.13,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.0,0.11,0.0,0.0,0.13,0.12,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.25,0.21,0.12,0.12,0.12,0.0,0.0,0.11,0.0,53.61000000000001
09/20/2021,0.0,1.89,1.18,1.04,1.25,1.1,1.31,0.93,0.72,0.66,0.67,0.59,0.62,0.5,0.48,0.53,0.61,0.51,0.43,0.47,0.5,0.42,0.47,0.37,0.38,0.4,0.39,0.4,0.31,0.33,0.44,0.35,0.36,0.28,0.24,0.3,0.35,0.26,0.13,0.28,0.29,0.29,0.33,0.29,0.29,0.27,0.24,0.25,0.26,0.29,0.27,0.26,0.23,0.24,0.24,0.3,0.22,0.25,0.18,0.24,0.25,0.25,0.0,0.2,0.26,0.23,0.18,0.21,0.24,0.25,0.24,0.0,0.22,0.17,0.2,0.17,0.21,0.23,0.19,0.25,0.23,0.22,0.2,0.19,0.2,0.21,0.22,0.16,0.22,0.21,0.18,0.2,0.18,0.17,0.21,0.19,0.19,0.18,0.15,0.16,0.2,0.18,0.23,0.19,0.19,0.16,0.23,0.2,0.19,0.16,0.19,0.15,0.2,0.18,0.16,0.23,0.28,0.17,0.17,0.16,0.14,0.17,0.16,0.12,0.15,0.17,0.18,0.15,0.16,0.16,0.17,0.11,0.15,0.16,0.15,0.15,0.13,0.15,0.16,0.18,0.14,0.16,0.16,0.16,0.16,0.14,0.13,0.14,0.12,0.14,0.16,0.15,0.0,0.14,0.13,0.12,0.0,0.14,0.15,0.15,0.12,0.16,0.13,0.0,0.14,0.13,0.12,0.13,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.0,0.14,0.12,0.12,0.14,0.11,0.15,0.13,0.14,0.12,0.0,0.13,0.0,0.13,0.13,0.12,0.13,0.0,0.11,0.12,0.12,0.12,0.0,0.11,0.0,0.0,0.13,0.12,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.26,0.2,0.12,0.12,0.12,0.0,0.0,0.11,0.0,53.690000000000005
