,LASR,MAXN,ZIP,AXON,NVDA,AZO,APLS,CMG,TPD.,RVLV,CGNX,EVA,MJC.,FTCI,QCOM,MU,LITE,FB,DCP,GDDY,BBDC,INVH,ALRM,WELL,TGT,BPMC,TSCO,CTRE,RXT,ICE,TGLS,CRM,UNH,UPS,TXRH,AMH,HUBS,BLMN,ALL,DISH,BSM,UNP,XLRN,ADC,MHK,RNG,SBAC,NOG,DG,OXY,AQUA,EPD,LNG,ANGO,CB,PCH,PSTG,QTS,TARS,RGNX,HCAT,SSNC,EPR,RCII,UNIT,PLD,CDNA,AJG,AVT,JBL,MCHP,GDS,PII,BABA,WCN.TO,NNN,CWST,FANG,KMPR,LPRO,EQIX,WLTW,HR,LBAI,EVRI,CI,WY,BSX,GLPI,AVAH,FIS,ATUS,ORI,IIIV,PCAR,PXD,COP,MNRL,PHM,CASH,SBNY,WMB,PRMW.TO,SNX,RUTH,RWT,DLR,KRP,LMRK,HQY,WCC,MRO,ZION,TDS,LOB,FCPT,USM,FSS,DVN,ET,PING,OCUL,ACHC,TRGP,AX,VICI,CVS,FHN,ENV,QURE,FWRD,OBNK,MPC,DCOM,VSAT,AMK,ALGT,MDC,OSBC,EXK.,PACW,OCFC,ARGO,FOA,LADR,BANR,WTFC,TSC,TRTX,CBAY,TBK,SMG,MMS,MIRM,CNOB,TBBK,PLAY,HWC,MBIN,APA,PPBI,VBTX,KBH,VLO,ALK,SKYW,WNC,ARKO,FLXN,SATS,VBIV,NREF,MIXT,SMBK,LEVL,SLGL,PYPD,AGPXX,Cash/Receivables/Payables,WOW,HBAN,NOVA,EL,DAR,DAL,NWL,n/a,AR,AAP,DHI,EHC,TPX,ATRS,EXAS,OFLX,ITRI,BYRN,SWCH,PRMW,WCN,KRG,CADE,BXS,OKTA,XPOF,NGM,FW2N.,BE,DBRG,VTR,ROP,CCXI,IFRX,BFST,MPW,OLPX,HBNC,ARGX,TMUS,VB.TO,ADMA,RADI,KVHI,PSA,CWK,CPA,GPK,ESMT,CFB,USER,NEWR,LLNW,SOL,WTW,TPIC,CCB,CLH,THC,ADSE,VBNK.TO,FLYW,WBS,CMBM,FVCB,PRQR,SUM
09/08/2021,0.57,0.6,0.54,0.53,0.59,0.0,0.56,0.0,0.0,0.0,0.56,0.53,0.0,0.58,0.55,0.57,0.57,0.56,0.58,0.57,0.55,0.56,0.58,0.55,0.52,0.56,0.54,0.56,0.0,0.56,0.54,0.56,0.53,0.55,0.56,0.56,0.57,0.57,0.54,0.57,0.6,0.52,0.58,0.54,0.52,0.54,0.54,0.64,0.51,0.64,0.0,0.57,0.58,0.55,0.53,0.6,0.73,0.0,0.6,0.64,0.59,0.53,0.59,0.55,0.55,0.56,0.55,0.0,0.53,0.56,0.58,0.68,0.52,0.58,0.55,0.54,0.54,0.6,0.0,0.69,0.57,0.56,0.0,0.55,0.55,0.56,0.58,0.54,0.58,0.58,0.52,0.0,0.52,0.56,0.57,0.58,0.57,0.57,0.55,0.54,0.57,0.56,0.56,0.55,0.58,0.55,0.55,0.61,0.0,0.55,0.57,0.58,0.57,0.56,0.56,0.0,0.55,0.56,0.61,0.58,0.63,0.59,0.58,0.58,0.52,0.59,0.55,0.54,0.55,0.62,0.56,0.55,0.57,0.54,0.52,0.54,0.58,0.54,0.54,0.0,0.56,0.53,0.51,0.57,0.55,0.55,0.54,0.53,0.55,0.61,0.55,0.55,0.0,0.68,0.53,0.55,0.61,0.54,0.55,0.66,0.54,0.55,0.55,0.58,0.57,0.61,0.55,0.7,0.74,0.59,0.63,0.56,0.5,0.45,0.45,0.23,0.14,0.0,0.0,0.53,0.56,0.59,0.56,0.57,0.57,0.56,-0.05,0.75,0.51,0.54,0.56,0.58,0.55,0.62,0.0,0.57,0.61,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/10/2021,0.58,0.61,0.52,0.53,0.59,0.0,0.49,0.0,0.0,0.0,0.56,0.54,0.0,0.59,0.55,0.57,0.56,0.58,0.58,0.58,0.53,0.55,0.57,0.55,0.52,0.55,0.54,0.56,0.0,0.55,0.56,0.56,0.53,0.55,0.56,0.55,0.56,0.57,0.53,0.57,0.6,0.52,0.57,0.53,0.52,0.52,0.55,0.65,0.51,0.63,0.0,0.57,0.58,0.54,0.53,0.59,0.72,0.0,0.58,0.63,0.6,0.53,0.58,0.54,0.55,0.56,0.54,0.0,0.53,0.57,0.58,0.71,0.51,0.6,0.55,0.54,0.54,0.6,0.0,0.7,0.57,0.56,0.0,0.55,0.55,0.57,0.57,0.55,0.58,0.58,0.52,0.0,0.51,0.56,0.56,0.57,0.58,0.59,0.54,0.53,0.58,0.56,0.56,0.55,0.58,0.55,0.55,0.6,0.0,0.56,0.56,0.59,0.58,0.55,0.55,0.0,0.55,0.55,0.61,0.57,0.63,0.57,0.57,0.58,0.53,0.58,0.55,0.54,0.54,0.71,0.55,0.55,0.58,0.53,0.53,0.53,0.59,0.54,0.55,0.0,0.56,0.54,0.51,0.57,0.54,0.54,0.55,0.53,0.55,0.59,0.57,0.54,0.0,0.69,0.53,0.56,0.6,0.55,0.55,0.66,0.55,0.56,0.56,0.59,0.57,0.62,0.56,0.7,0.73,0.59,0.62,0.55,0.53,0.44,0.45,0.23,0.13,0.0,0.0,0.52,0.56,0.6,0.55,0.57,0.57,0.57,-0.05,0.74,0.52,0.54,0.55,0.58,0.56,0.61,0.0,0.58,0.61,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/14/2021,0.56,0.63,0.55,0.53,0.6,0.0,0.32,0.0,0.0,0.0,0.57,0.55,0.0,0.56,0.56,0.58,0.56,0.58,0.59,0.59,0.55,0.55,0.56,0.57,0.54,0.58,0.57,0.56,0.0,0.56,0.55,0.56,0.52,0.55,0.57,0.55,0.56,0.57,0.54,0.55,0.59,0.52,0.6,0.52,0.52,0.48,0.54,0.66,0.52,0.63,0.0,0.57,0.59,0.54,0.54,0.58,0.75,0.0,0.52,0.62,0.62,0.53,0.56,0.53,0.54,0.55,0.52,0.0,0.54,0.59,0.6,0.68,0.53,0.59,0.57,0.53,0.57,0.61,0.0,0.71,0.56,0.6,0.0,0.56,0.53,0.55,0.56,0.56,0.56,0.57,0.53,0.0,0.52,0.55,0.58,0.6,0.59,0.61,0.5,0.58,0.59,0.56,0.56,0.52,0.59,0.56,0.53,0.66,0.0,0.56,0.57,0.58,0.59,0.55,0.55,0.0,0.55,0.55,0.61,0.57,0.6,0.6,0.57,0.58,0.52,0.56,0.55,0.53,0.54,0.73,0.54,0.55,0.58,0.54,0.53,0.54,0.59,0.55,0.56,0.0,0.57,0.53,0.5,0.53,0.54,0.52,0.56,0.52,0.54,0.62,0.57,0.53,0.0,0.71,0.54,0.55,0.62,0.53,0.57,0.65,0.53,0.56,0.55,0.58,0.57,0.6,0.52,0.67,0.72,0.58,0.61,0.57,0.51,0.45,0.46,0.23,0.14,0.0,0.0,0.53,0.58,0.6,0.56,0.56,0.57,0.56,-0.03,0.76,0.53,0.52,0.56,0.62,0.54,0.62,0.0,0.57,0.58,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/16/2021,0.56,0.65,0.56,0.52,0.58,0.0,0.29,0.0,0.0,0.0,0.57,0.53,0.0,0.57,0.55,0.58,0.57,0.57,0.59,0.59,0.54,0.55,0.55,0.57,0.53,0.58,0.56,0.56,0.0,0.55,0.57,0.54,0.53,0.55,0.56,0.54,0.55,0.56,0.54,0.57,0.61,0.51,0.59,0.52,0.52,0.48,0.53,0.67,0.51,0.67,0.0,0.57,0.6,0.53,0.54,0.57,0.74,0.0,0.55,0.8,0.6,0.52,0.57,0.53,0.55,0.54,0.48,0.0,0.53,0.58,0.61,0.68,0.54,0.57,0.56,0.54,0.57,0.63,0.0,0.7,0.55,0.59,0.0,0.55,0.53,0.55,0.55,0.55,0.56,0.57,0.53,0.0,0.56,0.54,0.58,0.61,0.6,0.62,0.5,0.58,0.6,0.57,0.56,0.52,0.59,0.56,0.52,0.65,0.0,0.56,0.56,0.62,0.59,0.55,0.53,0.0,0.55,0.54,0.62,0.57,0.58,0.6,0.56,0.59,0.52,0.56,0.55,0.54,0.54,0.72,0.53,0.55,0.59,0.54,0.53,0.54,0.6,0.54,0.56,0.0,0.57,0.54,0.52,0.52,0.54,0.52,0.57,0.52,0.54,0.62,0.56,0.54,0.0,0.69,0.54,0.55,0.62,0.54,0.58,0.69,0.54,0.56,0.54,0.6,0.58,0.63,0.53,0.68,0.71,0.59,0.61,0.56,0.51,0.45,0.45,0.22,0.12,0.0,0.0,0.53,0.57,0.62,0.55,0.58,0.58,0.56,-0.04,0.78,0.52,0.51,0.55,0.61,0.53,0.59,0.0,0.57,0.56,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13
09/17/2021,0.55,0.58,0.62,0.55,0.56,0.0,0.34,0.0,0.0,0.0,0.57,0.57,0.0,0.54,0.56,0.57,0.56,0.56,0.56,0.56,0.58,0.56,0.55,0.59,0.57,0.6,0.59,0.56,0.0,0.57,0.54,0.55,0.56,0.56,0.55,0.56,0.56,0.55,0.57,0.53,0.57,0.54,0.58,0.55,0.55,0.51,0.56,0.57,0.56,0.58,0.0,0.56,0.56,0.56,0.57,0.53,0.58,0.0,0.5,0.76,0.56,0.56,0.54,0.55,0.57,0.55,0.51,0.0,0.56,0.57,0.59,0.53,0.59,0.52,0.57,0.56,0.59,0.58,0.0,0.54,0.54,0.59,0.0,0.56,0.56,0.54,0.54,0.57,0.54,0.54,0.56,0.0,0.57,0.52,0.58,0.59,0.58,0.59,0.51,0.59,0.57,0.57,0.56,0.52,0.57,0.58,0.53,0.64,0.0,0.54,0.56,0.58,0.56,0.54,0.54,0.0,0.54,0.55,0.56,0.56,0.51,0.58,0.52,0.57,0.54,0.54,0.55,0.55,0.56,0.59,0.53,0.54,0.56,0.55,0.54,0.57,0.56,0.55,0.58,0.0,0.55,0.55,0.58,0.5,0.57,0.53,0.56,0.54,0.56,0.58,0.56,0.53,0.0,0.56,0.56,0.52,0.56,0.54,0.57,0.57,0.54,0.56,0.54,0.56,0.56,0.56,0.52,0.54,0.54,0.54,0.53,0.55,0.36,0.47,0.45,0.22,0.12,0.0,0.0,0.55,0.56,0.57,0.56,0.57,0.56,0.55,-0.04,0.58,0.57,0.53,0.55,0.59,0.52,0.53,0.0,0.55,0.51,0.57,0.0,0.0,0.57,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
09/20/2021,0.59,0.6,0.65,0.55,0.55,0.0,0.34,0.0,0.0,0.0,0.58,0.56,0.0,0.5,0.54,0.57,0.55,0.55,0.57,0.55,0.57,0.55,0.56,0.58,0.57,0.61,0.6,0.56,0.0,0.57,0.55,0.55,0.56,0.56,0.55,0.55,0.58,0.56,0.56,0.53,0.57,0.54,0.58,0.55,0.54,0.53,0.55,0.59,0.56,0.6,0.0,0.55,0.57,0.54,0.56,0.55,0.58,0.0,0.5,0.73,0.57,0.55,0.55,0.56,0.55,0.54,0.52,0.0,0.55,0.56,0.59,0.5,0.59,0.5,0.56,0.55,0.58,0.6,0.0,0.54,0.55,0.58,0.0,0.56,0.56,0.54,0.56,0.56,0.54,0.53,0.56,0.0,0.56,0.52,0.56,0.6,0.6,0.58,0.52,0.6,0.56,0.58,0.54,0.53,0.57,0.57,0.53,0.65,0.0,0.54,0.57,0.6,0.57,0.55,0.55,0.0,0.54,0.55,0.6,0.54,0.51,0.55,0.5,0.59,0.53,0.54,0.56,0.55,0.56,0.59,0.54,0.54,0.57,0.55,0.57,0.56,0.57,0.56,0.57,0.0,0.56,0.54,0.56,0.52,0.56,0.53,0.56,0.54,0.57,0.58,0.56,0.52,0.0,0.57,0.56,0.53,0.58,0.55,0.57,0.59,0.54,0.55,0.55,0.56,0.56,0.56,0.52,0.54,0.58,0.53,0.54,0.54,0.38,0.46,0.44,0.21,0.12,0.0,0.0,0.54,0.56,0.55,0.54,0.59,0.56,0.55,-0.14,0.6,0.59,0.54,0.54,0.59,0.51,0.55,0.0,0.53,0.46,0.58,0.0,0.0,0.57,0.55,0.55,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/23/2021,0.55,0.58,0.65,0.55,0.54,0.0,0.34,0.0,0.0,0.0,0.56,0.56,0.0,0.49,0.53,0.57,0.56,0.54,0.54,0.54,0.57,0.56,0.55,0.58,0.58,0.63,0.6,0.56,0.0,0.57,0.53,0.56,0.57,0.56,0.56,0.56,0.58,0.56,0.57,0.53,0.57,0.54,0.62,0.55,0.55,0.55,0.56,0.56,0.58,0.57,0.0,0.55,0.55,0.5,0.56,0.55,0.57,0.0,0.48,0.73,0.56,0.55,0.56,0.56,0.57,0.54,0.5,0.0,0.54,0.54,0.58,0.5,0.58,0.5,0.57,0.56,0.59,0.61,0.0,0.53,0.56,0.58,0.0,0.56,0.56,0.54,0.57,0.56,0.54,0.52,0.56,0.0,0.55,0.51,0.56,0.58,0.59,0.59,0.52,0.59,0.55,0.58,0.54,0.51,0.58,0.58,0.55,0.66,0.0,0.55,0.57,0.57,0.56,0.55,0.56,0.0,0.55,0.55,0.57,0.53,0.52,0.55,0.55,0.57,0.54,0.54,0.56,0.55,0.56,0.6,0.54,0.55,0.56,0.54,0.59,0.56,0.58,0.55,0.58,0.0,0.56,0.55,0.57,0.51,0.56,0.54,0.57,0.55,0.58,0.59,0.58,0.54,0.0,0.61,0.57,0.53,0.6,0.54,0.58,0.56,0.55,0.56,0.55,0.55,0.57,0.59,0.52,0.53,0.56,0.57,0.54,0.55,0.36,0.47,0.45,0.2,0.12,0.0,0.0,0.56,0.54,0.54,0.53,0.57,0.58,0.54,-0.14,0.59,0.59,0.54,0.54,0.6,0.53,0.58,0.0,0.54,0.47,0.57,0.0,0.0,0.58,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13000000000002
09/24/2021,0.55,0.59,0.67,0.55,0.54,0.0,0.34,0.0,0.0,0.0,0.56,0.56,0.0,0.49,0.53,0.56,0.55,0.54,0.53,0.54,0.58,0.56,0.55,0.58,0.57,0.65,0.6,0.56,0.0,0.57,0.52,0.56,0.56,0.56,0.55,0.56,0.58,0.56,0.57,0.53,0.58,0.53,0.68,0.55,0.54,0.53,0.56,0.57,0.57,0.57,0.0,0.55,0.56,0.49,0.56,0.56,0.57,0.0,0.49,0.74,0.56,0.54,0.56,0.56,0.57,0.54,0.5,0.0,0.54,0.54,0.58,0.5,0.57,0.49,0.58,0.55,0.61,0.62,0.0,0.53,0.55,0.58,0.0,0.56,0.58,0.54,0.56,0.55,0.54,0.51,0.56,0.0,0.55,0.49,0.55,0.58,0.61,0.58,0.51,0.59,0.54,0.58,0.54,0.5,0.57,0.58,0.54,0.66,0.0,0.54,0.56,0.57,0.55,0.55,0.55,0.0,0.55,0.55,0.57,0.54,0.54,0.57,0.55,0.58,0.54,0.54,0.56,0.54,0.55,0.63,0.55,0.55,0.57,0.53,0.6,0.55,0.57,0.54,0.57,0.0,0.57,0.54,0.57,0.5,0.56,0.54,0.57,0.55,0.58,0.58,0.58,0.54,0.0,0.61,0.57,0.53,0.59,0.54,0.58,0.55,0.55,0.56,0.54,0.56,0.57,0.57,0.53,0.52,0.57,0.57,0.56,0.55,0.35,0.47,0.45,0.22,0.13,0.0,0.0,0.55,0.54,0.54,0.53,0.57,0.58,0.53,-0.13,0.59,0.59,0.54,0.54,0.61,0.54,0.58,0.0,0.54,0.44,0.57,0.0,0.0,0.58,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07000000000002
09/27/2021,0.54,0.62,0.65,0.54,0.55,0.0,0.32,0.0,0.0,0.0,0.57,0.57,0.0,0.47,0.52,0.56,0.54,0.5,0.56,0.53,0.58,0.55,0.55,0.56,0.56,0.64,0.59,0.54,0.0,0.56,0.54,0.58,0.54,0.53,0.55,0.54,0.6,0.57,0.55,0.53,0.57,0.53,0.69,0.52,0.54,0.52,0.54,0.59,0.55,0.61,0.0,0.54,0.58,0.49,0.54,0.56,0.58,0.0,0.5,0.71,0.55,0.53,0.56,0.56,0.55,0.52,0.51,0.0,0.53,0.54,0.59,0.51,0.58,0.48,0.57,0.54,0.61,0.65,0.0,0.51,0.54,0.57,0.0,0.57,0.61,0.52,0.58,0.56,0.53,0.5,0.54,0.0,0.55,0.51,0.55,0.6,0.63,0.58,0.5,0.6,0.55,0.58,0.53,0.49,0.58,0.57,0.52,0.65,0.0,0.56,0.57,0.61,0.58,0.53,0.56,0.0,0.54,0.56,0.64,0.56,0.54,0.57,0.55,0.6,0.54,0.53,0.55,0.56,0.55,0.57,0.55,0.56,0.59,0.53,0.6,0.54,0.58,0.53,0.56,0.0,0.59,0.54,0.55,0.51,0.57,0.54,0.58,0.56,0.58,0.58,0.59,0.52,0.0,0.62,0.57,0.55,0.63,0.56,0.58,0.62,0.56,0.59,0.53,0.57,0.58,0.59,0.54,0.51,0.59,0.55,0.57,0.51,0.35,0.46,0.44,0.21,0.13,0.0,0.0,0.55,0.55,0.53,0.53,0.56,0.59,0.53,-0.12,0.62,0.6,0.52,0.54,0.61,0.54,0.52,0.0,0.54,0.44,0.56,0.0,0.0,0.57,0.56,0.56,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13000000000002
09/28/2021,0.55,0.61,0.66,0.55,0.54,0.0,0.31,0.0,0.0,0.0,0.56,0.57,0.0,0.44,0.52,0.56,0.55,0.52,0.54,0.53,0.57,0.54,0.55,0.55,0.56,0.62,0.59,0.53,0.0,0.56,0.55,0.6,0.54,0.54,0.56,0.53,0.6,0.57,0.55,0.53,0.57,0.53,0.72,0.51,0.54,0.51,0.53,0.61,0.55,0.61,0.0,0.53,0.59,0.48,0.54,0.56,0.58,0.0,0.5,0.69,0.55,0.54,0.56,0.54,0.54,0.52,0.49,0.0,0.54,0.55,0.59,0.49,0.58,0.46,0.57,0.53,0.61,0.66,0.0,0.51,0.53,0.58,0.0,0.58,0.62,0.53,0.57,0.55,0.52,0.49,0.54,0.0,0.55,0.5,0.55,0.61,0.65,0.58,0.5,0.6,0.55,0.58,0.51,0.49,0.59,0.58,0.51,0.69,0.0,0.57,0.58,0.62,0.59,0.53,0.58,0.0,0.53,0.55,0.64,0.55,0.55,0.55,0.55,0.6,0.55,0.53,0.55,0.57,0.56,0.54,0.55,0.56,0.59,0.54,0.61,0.55,0.6,0.53,0.58,0.0,0.6,0.55,0.55,0.49,0.57,0.55,0.59,0.56,0.58,0.56,0.59,0.52,0.0,0.57,0.57,0.55,0.66,0.56,0.57,0.63,0.57,0.6,0.53,0.58,0.59,0.61,0.54,0.51,0.55,0.55,0.55,0.52,0.36,0.47,0.45,0.2,0.12,0.0,0.0,0.55,0.55,0.51,0.53,0.56,0.6,0.52,-0.11,0.62,0.6,0.52,0.54,0.61,0.53,0.51,0.0,0.54,0.43,0.56,0.0,0.0,0.57,0.56,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09000000000002
09/30/2021,0.55,0.6,0.65,0.54,0.53,0.0,0.35,0.0,0.0,0.0,0.54,0.57,0.0,0.44,0.51,0.56,0.54,0.51,0.56,0.52,0.57,0.51,0.55,0.54,0.54,0.61,0.58,0.52,0.0,0.55,0.53,0.58,0.53,0.53,0.56,0.51,0.57,0.58,0.55,0.54,0.57,0.53,0.76,0.5,0.54,0.5,0.51,0.65,0.54,0.65,0.0,0.53,0.59,0.48,0.54,0.55,0.57,0.0,0.5,0.7,0.53,0.53,0.55,0.54,0.53,0.5,0.46,0.0,0.54,0.55,0.59,0.48,0.57,0.47,0.55,0.52,0.59,0.7,0.0,0.49,0.5,0.56,0.0,0.59,0.62,0.53,0.57,0.54,0.51,0.47,0.54,0.0,0.55,0.51,0.54,0.63,0.66,0.6,0.5,0.59,0.58,0.58,0.5,0.49,0.6,0.57,0.49,0.7,0.0,0.57,0.58,0.65,0.6,0.54,0.59,0.0,0.54,0.55,0.67,0.56,0.52,0.56,0.54,0.61,0.56,0.51,0.55,0.58,0.55,0.52,0.55,0.57,0.59,0.56,0.59,0.54,0.59,0.54,0.6,0.0,0.6,0.57,0.56,0.52,0.57,0.56,0.6,0.6,0.58,0.56,0.6,0.52,0.0,0.56,0.57,0.56,0.64,0.58,0.6,0.66,0.58,0.6,0.53,0.59,0.59,0.61,0.56,0.54,0.58,0.54,0.56,0.5,0.36,0.47,0.48,0.19,0.12,0.0,0.0,0.54,0.57,0.53,0.52,0.56,0.6,0.52,-0.1,0.66,0.6,0.51,0.54,0.6,0.53,0.5,0.0,0.53,0.42,0.53,0.0,0.0,0.55,0.57,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
10/07/2021,0.51,0.48,0.52,0.52,0.49,0.0,0.55,0.0,0.0,0.0,0.5,0.56,0.0,0.42,0.52,0.52,0.53,0.52,0.63,0.53,0.54,0.52,0.52,0.53,0.51,0.49,0.5,0.52,0.0,0.53,0.56,0.57,0.52,0.52,0.56,0.52,0.49,0.56,0.53,0.58,0.6,0.57,0.62,0.53,0.53,0.53,0.51,0.76,0.51,0.65,0.0,0.57,0.62,0.59,0.53,0.53,0.51,0.0,0.4,0.41,0.49,0.55,0.56,0.5,0.53,0.53,0.52,0.0,0.55,0.53,0.49,0.49,0.56,0.5,0.52,0.54,0.53,0.67,0.0,0.47,0.5,0.56,0.0,0.6,0.62,0.54,0.54,0.52,0.54,0.51,0.54,0.0,0.56,0.52,0.54,0.65,0.63,0.58,0.53,0.59,0.62,0.59,0.54,0.52,0.57,0.57,0.5,0.64,0.0,0.57,0.58,0.67,0.61,0.57,0.65,0.0,0.57,0.56,0.69,0.59,0.5,0.5,0.54,0.62,0.64,0.53,0.54,0.59,0.57,0.45,0.53,0.58,0.57,0.6,0.57,0.54,0.56,0.52,0.62,0.0,0.59,0.59,0.57,0.55,0.56,0.6,0.6,0.61,0.55,0.51,0.67,0.55,0.0,0.49,0.59,0.65,0.57,0.61,0.61,0.6,0.61,0.6,0.52,0.63,0.59,0.6,0.59,0.57,0.52,0.54,0.48,0.53,0.27,0.38,0.22,0.19,0.12,0.0,0.0,0.54,0.6,0.5,0.52,0.54,0.59,0.5,-0.06,0.67,0.53,0.51,0.52,0.5,0.52,0.5,0.0,0.51,0.53,0.53,0.0,0.0,0.57,0.58,0.58,0.48,0.65,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
