,COST,RSG,WM,AJG,EXPD,PAYX,BRO,CERN,ZTS,HRL,TTC,NDAQ,SO,A,SHW,ORLY,DOV,LNT,ARES,MKC,ICE,OTIS,CMS,AEE,DPZ,GGG,DHR,AEP,ATR,ITW,GRMN,CG,BR,RPM,GWW,VRSN,AZO,WEC,AWK,XYL,FDS,EW,BAX,DG,EFX,XEL,IQV,ED,GD,CAG,CPRT,BLK,WST,PPG,AME,LBRDK,JCI,STE,ROP,SSNC,IT,APH,MTD,WTRG,NDSN,TT,RMD,WAT,BKI,AMGN,FAST,IEX,CSX,ETR,ROK,ES,ETN,SJM,PNW,CSL,ATO,NSC,HUM,TEL,MORN,LII,PEG,SCI,SYK,VRSK,PPL,REGN,GNTX,MNST,HUBB,DVA,DLB,UNP,CRL,HON,FRC,GPC,KEYS,FTV,MSCI,TRU,CPB,ODFL,IDXX,APO,ISRG,CBOE,CTAS,BRKR,EVRG,MKL,BLL,688208.SS,UGI,UHAL,ADI,SC,AFL,PKG,EMR,KSU,DTE,AKAM,FMC,NEE,AVY,EHC,CCK,FIS,MAS,TW,ALLE,KMI,POOL,JBHT,PPD,J,CARR,AOS,TSN,JKHY,PCAR,ERIE,SEIC,IP,EPAM,PKI,LDOS,CNC,TSCO,GL,NUE,WRB,CABO,HEI,FTNT,Y,CE,RS,CDW,TFX,LOW,BG,RE,RNR,MASI,CHRW,ATH,CTSH,MANH,TYL,HSIC,BIO,EMN,TDG,CMG,CBSH,WMB,LKQ,ZBRA,ACGL,TDY,HCA,NVDA,ROL,ANET,JAZZ,FBHS,NVR,STX,WSO,WU,DE,SYNH,IFF,SAR.AX,SNA,AVGO,NEM,TRMB,CAT,FISV,VMC,IAA,AVTR,VEEV,DECK,CAH,FFIV,APTV,DXCM,CGNX,SNPS,RHI,STLD,ALB,SCHW,MLM,PCTY,CTLT,CINF,PWR,FIVE,n/a,NOW,RGEN,NTAP,SIVB,PAYC,MTN,KMX,LPLA,CF,CBRE,IBKR,D,AGR,ECL,FE,CNA,CNP,ZBH,FLT,PH,CSGP,VRTX,SYY,CTVA,WAB,IR,BMRN,MOH,CDNS,ANSS,ROST,INCY,NWL,TREX,DLTR,AMD,PFG,DHI,BLDR,SUM
08/25/2021,0.58,0.55,0.52,0.49,0.45,0.49,0.49,0.45,0.48,0.42,0.43,0.45,0.47,0.48,0.47,0.44,0.48,0.47,0.46,0.42,0.41,0.46,0.45,0.46,0.45,0.42,0.48,0.44,0.39,0.42,0.47,0.41,0.43,0.38,0.39,0.37,0.42,0.43,0.46,0.43,0.43,0.44,0.36,0.42,0.41,0.41,0.4,0.41,0.4,0.36,0.4,0.39,0.47,0.36,0.38,0.4,0.4,0.38,0.38,0.38,0.44,0.39,0.4,0.38,0.38,0.37,0.41,0.41,0.34,0.32,0.38,0.36,0.37,0.4,0.39,0.41,0.39,0.36,0.34,0.38,0.36,0.34,0.32,0.37,0.35,0.33,0.37,0.4,0.34,0.38,0.36,0.39,0.32,0.36,0.37,0.37,0.33,0.34,0.38,0.35,0.34,0.32,0.37,0.35,0.38,0.35,0.31,0.36,0.35,0.29,0.37,0.36,0.34,0.36,0.37,0.34,0.38,0.0,0.32,0.34,0.31,0.32,0.33,0.35,0.33,0.32,0.34,0.3,0.0,0.36,0.33,0.3,0.33,0.28,0.32,0.32,0.31,0.0,0.32,0.32,0.31,0.31,0.35,0.31,0.33,0.33,0.28,0.28,0.3,0.29,0.37,0.35,0.28,0.0,0.32,0.3,0.36,0.3,0.32,0.0,0.36,0.3,0.29,0.29,0.33,0.0,0.31,0.27,0.32,0.32,0.33,0.28,0.0,0.32,0.31,0.29,0.28,0.33,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.3,0.3,0.32,0.28,0.31,0.28,0.0,0.27,0.28,0.28,0.0,0.0,0.27,0.0,0.27,0.34,0.0,0.0,0.0,0.3,0.0,0.29,0.28,0.0,0.28,0.0,0.3,0.0,0.27,0.0,0.28,0.0,0.3,0.28,0.28,0.0,0.0,0.27,0.27,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.17
08/26/2021,0.57,0.54,0.52,0.49,0.45,0.49,0.49,0.44,0.48,0.42,0.43,0.46,0.46,0.49,0.47,0.44,0.48,0.45,0.47,0.41,0.42,0.45,0.44,0.45,0.45,0.42,0.48,0.43,0.39,0.42,0.48,0.41,0.42,0.38,0.39,0.37,0.41,0.42,0.46,0.43,0.43,0.43,0.36,0.42,0.41,0.4,0.39,0.4,0.4,0.36,0.39,0.4,0.46,0.36,0.38,0.4,0.4,0.38,0.38,0.38,0.44,0.39,0.4,0.37,0.38,0.37,0.41,0.4,0.34,0.32,0.38,0.36,0.37,0.4,0.39,0.4,0.39,0.35,0.33,0.38,0.35,0.34,0.32,0.38,0.35,0.33,0.37,0.39,0.34,0.38,0.35,0.39,0.32,0.36,0.37,0.37,0.33,0.34,0.38,0.35,0.34,0.32,0.37,0.35,0.38,0.35,0.31,0.36,0.34,0.29,0.37,0.35,0.34,0.36,0.36,0.33,0.38,0.0,0.32,0.34,0.32,0.32,0.33,0.34,0.33,0.32,0.34,0.3,0.0,0.35,0.32,0.29,0.33,0.28,0.32,0.32,0.31,0.0,0.31,0.32,0.3,0.31,0.35,0.31,0.33,0.32,0.28,0.0,0.3,0.29,0.36,0.35,0.28,0.0,0.31,0.3,0.37,0.3,0.31,0.0,0.37,0.3,0.3,0.29,0.33,0.27,0.31,0.27,0.32,0.32,0.33,0.28,0.0,0.32,0.31,0.29,0.28,0.33,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.29,0.3,0.32,0.3,0.3,0.28,0.0,0.0,0.27,0.29,0.0,0.0,0.28,0.0,0.27,0.34,0.0,0.27,0.0,0.3,0.0,0.29,0.28,0.0,0.28,0.0,0.3,0.0,0.28,0.0,0.28,0.0,0.3,0.28,0.29,0.0,0.0,0.28,0.28,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.89999999999999
08/27/2021,0.57,0.54,0.52,0.49,0.44,0.48,0.49,0.44,0.47,0.41,0.43,0.46,0.45,0.49,0.46,0.43,0.48,0.45,0.47,0.4,0.41,0.45,0.44,0.45,0.44,0.42,0.48,0.43,0.39,0.42,0.48,0.41,0.42,0.37,0.39,0.36,0.41,0.41,0.45,0.43,0.43,0.43,0.35,0.41,0.41,0.39,0.4,0.4,0.4,0.35,0.4,0.4,0.46,0.36,0.38,0.4,0.4,0.38,0.38,0.38,0.43,0.39,0.39,0.37,0.38,0.38,0.4,0.4,0.34,0.32,0.37,0.36,0.36,0.39,0.39,0.4,0.39,0.34,0.33,0.38,0.35,0.33,0.32,0.38,0.35,0.33,0.36,0.39,0.35,0.38,0.35,0.39,0.32,0.36,0.37,0.36,0.33,0.33,0.38,0.35,0.35,0.32,0.38,0.35,0.38,0.35,0.3,0.36,0.34,0.29,0.37,0.35,0.33,0.36,0.36,0.33,0.37,0.0,0.32,0.34,0.31,0.32,0.33,0.34,0.33,0.32,0.34,0.3,0.0,0.35,0.32,0.3,0.33,0.27,0.32,0.32,0.31,0.0,0.31,0.32,0.3,0.31,0.35,0.31,0.33,0.32,0.28,0.0,0.3,0.29,0.37,0.35,0.28,0.0,0.31,0.3,0.38,0.29,0.31,0.0,0.36,0.3,0.3,0.29,0.33,0.28,0.3,0.28,0.31,0.32,0.33,0.28,0.0,0.32,0.32,0.29,0.28,0.33,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.29,0.3,0.32,0.29,0.3,0.28,0.0,0.27,0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.34,0.0,0.0,0.0,0.3,0.0,0.29,0.28,0.0,0.28,0.0,0.3,0.0,0.28,0.0,0.28,0.0,0.3,0.28,0.3,0.0,0.28,0.28,0.28,0.28,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64
08/30/2021,0.56,0.55,0.52,0.49,0.44,0.48,0.49,0.43,0.47,0.4,0.43,0.46,0.46,0.49,0.46,0.44,0.48,0.45,0.48,0.4,0.41,0.46,0.44,0.45,0.45,0.42,0.48,0.43,0.38,0.42,0.48,0.42,0.42,0.37,0.38,0.36,0.4,0.41,0.45,0.44,0.43,0.43,0.35,0.4,0.42,0.39,0.4,0.4,0.4,0.35,0.4,0.4,0.46,0.36,0.38,0.4,0.4,0.38,0.38,0.38,0.44,0.4,0.4,0.37,0.38,0.38,0.41,0.41,0.33,0.32,0.37,0.36,0.36,0.4,0.4,0.4,0.39,0.34,0.32,0.39,0.35,0.33,0.31,0.38,0.35,0.33,0.36,0.39,0.35,0.38,0.35,0.39,0.31,0.36,0.37,0.36,0.33,0.33,0.39,0.35,0.35,0.32,0.38,0.35,0.38,0.35,0.29,0.37,0.34,0.3,0.37,0.35,0.33,0.37,0.36,0.33,0.37,0.0,0.32,0.35,0.31,0.32,0.33,0.35,0.34,0.32,0.34,0.3,0.0,0.35,0.33,0.29,0.33,0.0,0.32,0.32,0.31,0.0,0.31,0.32,0.31,0.31,0.36,0.31,0.32,0.32,0.28,0.0,0.3,0.29,0.36,0.35,0.29,0.0,0.3,0.3,0.36,0.29,0.31,0.0,0.37,0.29,0.3,0.29,0.33,0.28,0.31,0.28,0.31,0.31,0.32,0.28,0.0,0.32,0.32,0.29,0.28,0.34,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.29,0.3,0.32,0.3,0.3,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.29,0.28,0.27,0.35,0.0,0.27,0.0,0.31,0.0,0.29,0.29,0.0,0.29,0.0,0.29,0.0,0.28,0.0,0.28,0.0,0.3,0.28,0.29,0.0,0.27,0.28,0.28,0.29,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.80000000000001
08/31/2021,0.52,0.51,0.5,0.5,0.48,0.47,0.47,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.43,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.41,0.4,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.4,0.4,0.41,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.37,0.37,0.36,0.36,0.37,0.37,0.36,0.37,0.36,0.37,0.36,0.35,0.35,0.35,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.35,0.34,0.34,0.35,0.35,0.34,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.35,0.34,0.33,0.33,0.33,0.33,0.0,0.33,0.33,0.34,0.3,0.33,0.33,0.33,0.33,0.38,0.32,0.32,0.32,0.33,0.31,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.0,0.28,0.28,0.28,0.0,0.29,0.0,0.29,0.28,0.28,0.28,0.28,0.28,0.0,0.28,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.72000000000001
09/01/2021,0.52,0.51,0.5,0.5,0.48,0.47,0.47,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.43,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.41,0.4,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.4,0.4,0.41,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.37,0.37,0.36,0.36,0.37,0.37,0.36,0.37,0.36,0.37,0.36,0.35,0.35,0.35,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.35,0.34,0.34,0.35,0.35,0.34,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.35,0.34,0.33,0.33,0.33,0.33,0.0,0.33,0.33,0.34,0.3,0.33,0.33,0.33,0.33,0.38,0.32,0.32,0.32,0.33,0.31,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.0,0.28,0.28,0.28,0.0,0.29,0.0,0.29,0.28,0.28,0.28,0.28,0.28,0.0,0.28,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.72000000000001
09/02/2021,0.52,0.51,0.5,0.5,0.48,0.47,0.47,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.43,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.41,0.4,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.4,0.4,0.41,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.37,0.37,0.36,0.36,0.37,0.37,0.36,0.37,0.36,0.37,0.36,0.35,0.35,0.35,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.35,0.34,0.34,0.35,0.35,0.34,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.35,0.34,0.33,0.33,0.33,0.33,0.0,0.33,0.33,0.34,0.3,0.33,0.33,0.33,0.33,0.38,0.32,0.32,0.32,0.33,0.31,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.0,0.28,0.28,0.28,0.0,0.29,0.0,0.29,0.28,0.28,0.28,0.28,0.28,0.0,0.28,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.72000000000001
09/03/2021,0.57,0.55,0.52,0.48,0.45,0.48,0.49,0.43,0.47,0.41,0.43,0.46,0.45,0.5,0.46,0.43,0.48,0.45,0.49,0.4,0.41,0.46,0.44,0.45,0.45,0.42,0.48,0.43,0.39,0.42,0.49,0.42,0.42,0.37,0.39,0.37,0.39,0.41,0.45,0.44,0.44,0.43,0.36,0.4,0.42,0.39,0.4,0.4,0.4,0.34,0.4,0.4,0.46,0.35,0.38,0.4,0.4,0.38,0.38,0.38,0.44,0.4,0.41,0.38,0.39,0.38,0.41,0.41,0.33,0.32,0.37,0.36,0.36,0.38,0.4,0.39,0.39,0.33,0.32,0.39,0.35,0.33,0.31,0.38,0.35,0.33,0.36,0.39,0.35,0.38,0.35,0.39,0.31,0.36,0.37,0.36,0.33,0.32,0.4,0.35,0.34,0.32,0.39,0.35,0.39,0.35,0.29,0.37,0.35,0.3,0.37,0.34,0.33,0.37,0.35,0.33,0.37,0.0,0.32,0.35,0.31,0.32,0.33,0.35,0.34,0.32,0.33,0.3,0.0,0.35,0.33,0.3,0.33,0.0,0.32,0.32,0.31,0.0,0.32,0.33,0.3,0.31,0.36,0.31,0.32,0.32,0.28,0.27,0.3,0.29,0.36,0.36,0.28,0.0,0.3,0.29,0.37,0.29,0.32,0.0,0.37,0.29,0.3,0.29,0.33,0.28,0.3,0.27,0.3,0.3,0.32,0.28,0.0,0.31,0.32,0.29,0.28,0.34,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.29,0.3,0.32,0.3,0.31,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.29,0.28,0.0,0.35,0.0,0.28,0.0,0.31,0.0,0.29,0.28,0.0,0.29,0.0,0.28,0.0,0.28,0.0,0.28,0.27,0.31,0.28,0.29,0.0,0.0,0.28,0.29,0.29,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.83000000000001
09/06/2021,0.57,0.55,0.52,0.49,0.44,0.47,0.49,0.42,0.47,0.39,0.42,0.47,0.45,0.5,0.47,0.41,0.48,0.45,0.5,0.41,0.42,0.45,0.45,0.45,0.44,0.42,0.49,0.43,0.39,0.41,0.48,0.42,0.41,0.36,0.38,0.37,0.38,0.42,0.46,0.44,0.44,0.43,0.38,0.39,0.44,0.4,0.4,0.4,0.4,0.35,0.4,0.4,0.47,0.34,0.37,0.4,0.4,0.38,0.38,0.37,0.44,0.4,0.4,0.38,0.39,0.38,0.41,0.42,0.34,0.32,0.37,0.35,0.35,0.39,0.4,0.4,0.38,0.33,0.33,0.38,0.35,0.32,0.31,0.37,0.36,0.33,0.36,0.39,0.35,0.38,0.36,0.39,0.31,0.36,0.36,0.36,0.32,0.32,0.4,0.34,0.35,0.31,0.39,0.35,0.39,0.36,0.3,0.38,0.34,0.31,0.37,0.35,0.33,0.38,0.36,0.33,0.38,0.0,0.32,0.35,0.3,0.32,0.32,0.35,0.34,0.32,0.34,0.29,0.27,0.36,0.33,0.3,0.33,0.0,0.32,0.31,0.32,0.0,0.32,0.33,0.3,0.31,0.36,0.31,0.32,0.32,0.28,0.28,0.29,0.29,0.36,0.36,0.28,0.0,0.31,0.29,0.35,0.29,0.32,0.0,0.37,0.29,0.29,0.28,0.33,0.28,0.3,0.28,0.29,0.3,0.32,0.28,0.28,0.31,0.32,0.29,0.29,0.34,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.27,0.29,0.32,0.3,0.31,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.29,0.28,0.0,0.46,0.0,0.27,0.0,0.3,0.0,0.28,0.27,0.0,0.29,0.0,0.27,0.0,0.27,0.0,0.29,0.0,0.31,0.28,0.28,0.28,0.0,0.0,0.29,0.3,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.87
09/07/2021,0.57,0.55,0.52,0.49,0.44,0.47,0.49,0.42,0.48,0.38,0.42,0.47,0.45,0.5,0.47,0.42,0.48,0.45,0.5,0.41,0.42,0.45,0.44,0.45,0.44,0.42,0.49,0.43,0.39,0.41,0.48,0.43,0.41,0.36,0.38,0.37,0.38,0.41,0.46,0.44,0.44,0.44,0.39,0.39,0.44,0.4,0.4,0.4,0.41,0.35,0.41,0.39,0.47,0.34,0.37,0.4,0.4,0.38,0.38,0.36,0.45,0.4,0.4,0.37,0.39,0.38,0.42,0.42,0.33,0.32,0.37,0.35,0.34,0.39,0.4,0.4,0.38,0.32,0.32,0.37,0.34,0.32,0.31,0.37,0.37,0.32,0.36,0.39,0.35,0.39,0.36,0.39,0.31,0.36,0.36,0.36,0.32,0.32,0.4,0.34,0.35,0.31,0.39,0.35,0.39,0.36,0.31,0.38,0.34,0.31,0.37,0.35,0.33,0.38,0.35,0.33,0.38,0.0,0.32,0.34,0.3,0.32,0.32,0.35,0.34,0.32,0.33,0.3,0.0,0.35,0.33,0.3,0.33,0.0,0.32,0.31,0.32,0.0,0.32,0.33,0.3,0.31,0.35,0.31,0.32,0.32,0.28,0.28,0.29,0.29,0.37,0.36,0.28,0.0,0.31,0.29,0.34,0.28,0.32,0.0,0.37,0.28,0.29,0.28,0.33,0.28,0.3,0.28,0.29,0.29,0.31,0.27,0.28,0.31,0.32,0.29,0.29,0.34,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.27,0.29,0.32,0.3,0.31,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.3,0.28,0.0,0.0,0.0,0.28,0.0,0.3,0.0,0.28,0.0,0.0,0.29,0.0,0.27,0.0,0.27,0.0,0.29,0.0,0.31,0.28,0.28,0.28,0.0,0.0,0.29,0.31,0.0,0.32,0.0,0.46,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.81
09/08/2021,0.57,0.55,0.52,0.49,0.44,0.47,0.49,0.42,0.48,0.38,0.42,0.47,0.45,0.5,0.47,0.42,0.48,0.45,0.5,0.41,0.42,0.45,0.44,0.45,0.44,0.42,0.49,0.43,0.39,0.41,0.48,0.43,0.41,0.36,0.38,0.37,0.38,0.41,0.46,0.44,0.44,0.44,0.39,0.39,0.44,0.4,0.4,0.4,0.41,0.35,0.41,0.39,0.47,0.34,0.37,0.4,0.4,0.38,0.38,0.36,0.45,0.4,0.4,0.37,0.39,0.38,0.42,0.42,0.33,0.32,0.37,0.35,0.34,0.39,0.4,0.4,0.38,0.32,0.32,0.37,0.34,0.32,0.31,0.37,0.37,0.32,0.36,0.39,0.35,0.39,0.36,0.39,0.31,0.36,0.36,0.36,0.32,0.32,0.4,0.34,0.35,0.31,0.39,0.35,0.39,0.36,0.31,0.38,0.34,0.31,0.37,0.35,0.33,0.38,0.35,0.33,0.38,0.0,0.32,0.34,0.3,0.32,0.32,0.35,0.34,0.32,0.33,0.3,0.0,0.35,0.33,0.3,0.33,0.0,0.32,0.31,0.32,0.0,0.32,0.33,0.3,0.31,0.35,0.31,0.32,0.32,0.28,0.28,0.29,0.29,0.37,0.36,0.28,0.0,0.31,0.29,0.34,0.28,0.32,0.0,0.37,0.28,0.29,0.28,0.33,0.28,0.3,0.28,0.29,0.29,0.31,0.27,0.28,0.31,0.32,0.29,0.29,0.34,0.0,0.0,0.34,0.0,0.0,0.28,0.3,0.27,0.29,0.32,0.3,0.31,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.3,0.28,0.0,0.0,0.0,0.28,0.0,0.3,0.0,0.28,0.0,0.0,0.29,0.0,0.27,0.0,0.27,0.0,0.29,0.0,0.31,0.28,0.28,0.28,0.0,0.0,0.29,0.31,0.0,0.32,0.0,0.46,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.81
