,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,FDS,GGG,BRO,WSM,MPW,LII,TTC,NDSN,XTSLA,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,AZPN,HUBB,TRGP,OC,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,Y,NBIX,MKSI,SYNH,OLED,PEN,LEA,WSO,MANH,ATR,FHN,SCI,ACM,RUN,LAMR,AMED,WEX,CONE,CIEN,STOR,OHI,BLDR,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,DCI,GNTX,ITT,AGCO,LECO,EHC,PII,BC,JBL,RGLD,CHE,CBSH,HRC,RGA,FSLR,IIVI,AIRC,REXR,SMG,IAA,LSCC,TPX,CROX,PCTY,THC,CASY,WWD,KRC,XEC,SEIC,RNR,ORI,HOG,MAT,AMG,NVST,YETI,CNXC,SKX,SON,ACC,JEF,EGP,BRKS,VAC,BRX,WH,CHDN,SF,FAF,FR,TTEK,OGE,FFIN,SLAB,STAA,HQY,SLM,DKS,COHR,POST,PB,LHCG,PNFP,JHG,EME,ARWR,SRCL,HALO,GMED,FL,BLD,OLN,NYT,TXRH,MDU,TOL,FOXF,MAN,LITE,SNV,BJ,JCOM,CDK,LSTR,CACI,MSA,NCR,X,LFUS,AYI,INGR,CFR,THO,EVR,HELE,EXEL,EQT,LPX,MTZ,VVV,PRI,COR,EXP,KNX,SYNA,CUZ,SRC,SLG,DEI,AEO,NATI,ACHC,CC,AN,RBC,VLY,MMS,KBR,TKR,CFX,VNT,TNL,SAIC,RYN,TDC,FLS,GBCI,OZK,JBLU,OLLI,NYCB,IDA,QDEL,NVT,HXL,ASGN,ESNT,GME,GXO WI,SNX,VSCO WI,CIT,MEDP,FCN,MTG,GXO,VSCO,CLH,IART,VMI,IBKR,SAIA,IRDM,PFGC,WING,ASH,CRUS,SMTC,TNDM,SGMS,USD,APPS,PRGO,PACW,CAR,BYD,COG,n/a,CW,NOV,WOLF,UNM,RRX,ZD,HFC,GT,AVNT,NFG,WTFC,BRKR,SUM
08/10/2021,0.79,0.64,0.65,0.58,0.65,0.37,0.6,0.61,0.57,0.59,0.58,0.56,0.54,0.5,0.5,0.48,0.52,0.51,0.0,0.53,0.48,0.51,0.46,0.53,0.47,0.38,0.48,0.49,0.51,0.48,0.45,0.54,0.46,0.42,0.46,0.41,0.42,0.45,0.45,0.54,0.45,0.47,0.41,0.41,0.4,0.36,0.37,0.37,0.38,0.38,0.39,0.38,0.45,0.36,0.37,0.45,0.39,0.33,0.4,0.26,0.34,0.39,0.37,0.37,0.35,0.41,0.26,0.39,0.35,0.38,0.33,0.36,0.37,0.4,0.38,0.37,0.36,0.34,0.35,0.35,0.35,0.34,0.32,0.34,0.34,0.32,0.31,0.31,0.38,0.35,0.33,0.3,0.34,0.35,0.28,0.31,0.36,0.33,0.39,0.38,0.31,0.31,0.28,0.3,0.29,0.31,0.33,0.3,0.26,0.32,0.29,0.28,0.32,0.29,0.31,0.27,0.29,0.29,0.29,0.27,0.26,0.29,0.28,0.29,0.3,0.32,0.3,0.31,0.3,0.3,0.3,0.3,0.26,0.26,0.3,0.25,0.27,0.27,0.25,0.31,0.3,0.28,0.28,0.26,0.23,0.26,0.24,0.31,0.28,0.29,0.25,0.28,0.27,0.28,0.27,0.26,0.27,0.3,0.25,0.24,0.26,0.25,0.25,0.23,0.29,0.27,0.27,0.24,0.28,0.28,0.23,0.23,0.23,0.0,0.25,0.0,0.24,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.0,0.23,0.22,0.24,0.24,0.23,0.27,0.25,0.23,0.0,0.23,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.23,0.23,0.35,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12
08/11/2021,0.79,0.64,0.65,0.58,0.65,0.37,0.6,0.61,0.57,0.59,0.58,0.56,0.54,0.5,0.5,0.48,0.52,0.51,0.0,0.53,0.48,0.51,0.46,0.53,0.47,0.38,0.48,0.49,0.51,0.48,0.45,0.54,0.46,0.42,0.46,0.41,0.42,0.45,0.45,0.54,0.45,0.47,0.41,0.41,0.4,0.36,0.37,0.37,0.38,0.38,0.39,0.38,0.45,0.36,0.37,0.45,0.39,0.33,0.4,0.26,0.34,0.39,0.37,0.37,0.35,0.41,0.26,0.39,0.35,0.38,0.33,0.36,0.37,0.4,0.38,0.37,0.36,0.34,0.35,0.35,0.35,0.34,0.32,0.34,0.34,0.32,0.31,0.31,0.38,0.35,0.33,0.3,0.34,0.35,0.28,0.31,0.36,0.33,0.39,0.38,0.31,0.31,0.28,0.3,0.29,0.31,0.33,0.3,0.26,0.32,0.29,0.28,0.32,0.29,0.31,0.27,0.29,0.29,0.29,0.27,0.26,0.29,0.28,0.29,0.3,0.32,0.3,0.31,0.3,0.3,0.3,0.3,0.26,0.26,0.3,0.25,0.27,0.27,0.25,0.31,0.3,0.28,0.28,0.26,0.23,0.26,0.24,0.31,0.28,0.29,0.25,0.28,0.27,0.28,0.27,0.26,0.27,0.3,0.25,0.24,0.26,0.25,0.25,0.23,0.29,0.27,0.27,0.24,0.28,0.28,0.23,0.23,0.23,0.0,0.25,0.0,0.24,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.0,0.23,0.22,0.24,0.24,0.23,0.27,0.25,0.23,0.0,0.23,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.23,0.23,0.35,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12
08/12/2021,0.79,0.64,0.65,0.57,0.65,0.36,0.61,0.6,0.59,0.59,0.58,0.56,0.54,0.49,0.5,0.49,0.52,0.51,0.0,0.55,0.49,0.51,0.47,0.53,0.47,0.38,0.5,0.5,0.51,0.47,0.45,0.55,0.46,0.42,0.45,0.41,0.42,0.45,0.45,0.54,0.45,0.48,0.42,0.41,0.4,0.36,0.36,0.36,0.38,0.38,0.38,0.39,0.43,0.36,0.37,0.46,0.39,0.35,0.4,0.28,0.33,0.39,0.37,0.37,0.35,0.42,0.27,0.39,0.35,0.39,0.33,0.36,0.37,0.39,0.37,0.37,0.36,0.34,0.35,0.35,0.35,0.34,0.31,0.34,0.34,0.32,0.32,0.32,0.37,0.34,0.34,0.3,0.34,0.35,0.28,0.3,0.35,0.33,0.39,0.39,0.31,0.31,0.28,0.3,0.28,0.31,0.33,0.3,0.26,0.33,0.29,0.27,0.32,0.29,0.3,0.27,0.29,0.3,0.29,0.27,0.26,0.29,0.28,0.28,0.3,0.32,0.3,0.31,0.3,0.3,0.3,0.3,0.26,0.26,0.3,0.25,0.27,0.27,0.25,0.31,0.3,0.27,0.28,0.26,0.23,0.26,0.24,0.3,0.27,0.29,0.25,0.28,0.27,0.28,0.27,0.26,0.27,0.3,0.24,0.24,0.25,0.25,0.25,0.0,0.31,0.27,0.26,0.24,0.27,0.28,0.23,0.23,0.23,0.23,0.24,0.0,0.23,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.0,0.23,0.0,0.24,0.24,0.24,0.27,0.25,0.23,0.0,0.23,0.0,0.24,0.24,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.23,0.0,0.23,0.23,0.38,0.28,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2
08/13/2021,0.76,0.63,0.63,0.56,0.65,0.37,0.62,0.59,0.58,0.57,0.58,0.55,0.54,0.51,0.49,0.49,0.52,0.5,0.0,0.58,0.51,0.5,0.47,0.5,0.46,0.37,0.51,0.51,0.51,0.47,0.46,0.54,0.46,0.42,0.46,0.43,0.42,0.45,0.45,0.54,0.45,0.5,0.42,0.42,0.4,0.35,0.35,0.36,0.37,0.37,0.39,0.38,0.43,0.36,0.37,0.46,0.38,0.34,0.39,0.27,0.33,0.38,0.37,0.36,0.35,0.43,0.26,0.39,0.36,0.39,0.34,0.35,0.37,0.39,0.38,0.37,0.36,0.34,0.36,0.36,0.36,0.33,0.32,0.34,0.34,0.31,0.31,0.32,0.36,0.34,0.34,0.29,0.33,0.34,0.27,0.3,0.35,0.33,0.39,0.39,0.29,0.31,0.28,0.3,0.29,0.31,0.33,0.3,0.26,0.33,0.29,0.27,0.32,0.28,0.3,0.27,0.28,0.3,0.29,0.27,0.26,0.29,0.28,0.29,0.3,0.31,0.3,0.32,0.3,0.3,0.3,0.28,0.25,0.26,0.3,0.25,0.27,0.27,0.24,0.3,0.31,0.28,0.27,0.26,0.23,0.25,0.25,0.31,0.29,0.29,0.25,0.28,0.28,0.28,0.27,0.26,0.27,0.31,0.24,0.24,0.25,0.25,0.25,0.23,0.32,0.28,0.27,0.25,0.28,0.28,0.23,0.24,0.23,0.23,0.25,0.0,0.23,0.25,0.25,0.27,0.25,0.25,0.24,0.24,0.0,0.0,0.0,0.23,0.24,0.24,0.27,0.25,0.23,0.0,0.23,0.0,0.25,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.23,0.0,0.23,0.23,0.37,0.28,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1
08/16/2021,0.75,0.61,0.6,0.55,0.63,0.38,0.62,0.59,0.59,0.56,0.57,0.55,0.54,0.52,0.49,0.49,0.51,0.51,0.0,0.61,0.52,0.52,0.47,0.5,0.44,0.37,0.52,0.53,0.5,0.45,0.46,0.55,0.47,0.36,0.47,0.42,0.43,0.45,0.46,0.54,0.42,0.49,0.42,0.42,0.4,0.34,0.34,0.37,0.36,0.37,0.39,0.38,0.41,0.36,0.38,0.46,0.4,0.34,0.4,0.25,0.33,0.39,0.36,0.36,0.34,0.45,0.25,0.39,0.36,0.39,0.34,0.35,0.37,0.38,0.38,0.38,0.36,0.33,0.36,0.37,0.36,0.32,0.33,0.35,0.34,0.31,0.3,0.31,0.37,0.34,0.34,0.28,0.33,0.34,0.27,0.3,0.34,0.33,0.39,0.4,0.31,0.31,0.29,0.3,0.28,0.31,0.33,0.31,0.27,0.32,0.3,0.27,0.32,0.29,0.3,0.27,0.28,0.3,0.29,0.26,0.26,0.29,0.28,0.28,0.31,0.31,0.3,0.32,0.3,0.3,0.29,0.27,0.24,0.25,0.3,0.25,0.28,0.28,0.24,0.31,0.31,0.28,0.26,0.26,0.23,0.25,0.25,0.31,0.29,0.29,0.25,0.28,0.29,0.28,0.28,0.25,0.28,0.3,0.24,0.24,0.26,0.25,0.25,0.24,0.32,0.28,0.27,0.24,0.28,0.28,0.24,0.24,0.24,0.0,0.26,0.0,0.23,0.25,0.25,0.27,0.26,0.25,0.24,0.24,0.0,0.0,0.0,0.23,0.24,0.24,0.26,0.26,0.23,0.0,0.23,0.23,0.25,0.24,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.25,0.0,0.0,0.24,0.0,0.24,0.0,0.38,0.32,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11
08/17/2021,0.76,0.61,0.61,0.54,0.62,0.38,0.62,0.6,0.59,0.56,0.58,0.56,0.55,0.51,0.5,0.49,0.51,0.52,0.0,0.62,0.51,0.52,0.47,0.5,0.44,0.36,0.52,0.54,0.51,0.46,0.46,0.55,0.47,0.36,0.47,0.42,0.42,0.45,0.45,0.54,0.42,0.5,0.42,0.42,0.4,0.35,0.34,0.37,0.35,0.37,0.39,0.38,0.42,0.37,0.38,0.46,0.39,0.32,0.4,0.25,0.33,0.39,0.36,0.37,0.34,0.45,0.25,0.39,0.36,0.39,0.34,0.35,0.36,0.38,0.38,0.38,0.36,0.33,0.35,0.36,0.35,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.37,0.34,0.34,0.28,0.33,0.35,0.27,0.3,0.34,0.34,0.4,0.39,0.31,0.31,0.29,0.3,0.28,0.31,0.33,0.31,0.26,0.32,0.3,0.27,0.32,0.29,0.3,0.27,0.28,0.29,0.29,0.26,0.26,0.29,0.28,0.28,0.31,0.32,0.3,0.32,0.31,0.29,0.3,0.27,0.24,0.25,0.3,0.25,0.28,0.27,0.24,0.31,0.31,0.27,0.26,0.26,0.23,0.25,0.24,0.31,0.29,0.29,0.24,0.28,0.29,0.28,0.28,0.25,0.27,0.29,0.24,0.24,0.26,0.25,0.25,0.24,0.33,0.29,0.27,0.25,0.28,0.28,0.24,0.24,0.24,0.0,0.25,0.0,0.23,0.25,0.26,0.27,0.26,0.26,0.25,0.25,0.0,0.0,0.0,0.23,0.23,0.24,0.26,0.26,0.23,0.0,0.23,0.23,0.25,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.23,0.0,0.24,0.23,0.38,0.34,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2
08/18/2021,0.76,0.61,0.61,0.54,0.62,0.38,0.62,0.6,0.59,0.56,0.58,0.56,0.55,0.51,0.5,0.49,0.51,0.52,0.0,0.62,0.51,0.52,0.47,0.5,0.44,0.36,0.52,0.54,0.51,0.46,0.46,0.55,0.47,0.36,0.47,0.42,0.42,0.45,0.45,0.54,0.42,0.5,0.42,0.42,0.4,0.35,0.34,0.37,0.35,0.37,0.39,0.38,0.42,0.37,0.38,0.46,0.39,0.32,0.4,0.25,0.33,0.39,0.36,0.37,0.34,0.45,0.25,0.39,0.36,0.39,0.34,0.35,0.36,0.38,0.38,0.38,0.36,0.33,0.35,0.36,0.35,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.37,0.34,0.34,0.28,0.33,0.35,0.27,0.3,0.34,0.34,0.4,0.39,0.31,0.31,0.29,0.3,0.28,0.31,0.33,0.31,0.26,0.32,0.3,0.27,0.32,0.29,0.3,0.27,0.28,0.29,0.29,0.26,0.26,0.29,0.28,0.28,0.31,0.32,0.3,0.32,0.31,0.29,0.3,0.27,0.24,0.25,0.3,0.25,0.28,0.27,0.24,0.31,0.31,0.27,0.26,0.26,0.23,0.25,0.24,0.31,0.29,0.29,0.24,0.28,0.29,0.28,0.28,0.25,0.27,0.29,0.24,0.24,0.26,0.25,0.25,0.24,0.33,0.29,0.27,0.25,0.28,0.28,0.24,0.24,0.24,0.0,0.25,0.0,0.23,0.25,0.26,0.27,0.26,0.26,0.25,0.25,0.0,0.0,0.0,0.23,0.23,0.24,0.26,0.26,0.23,0.0,0.23,0.23,0.25,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.23,0.0,0.24,0.23,0.38,0.34,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2
08/19/2021,0.78,0.61,0.62,0.54,0.61,0.39,0.62,0.6,0.59,0.57,0.59,0.56,0.55,0.53,0.49,0.49,0.52,0.52,0.0,0.6,0.51,0.52,0.47,0.51,0.42,0.35,0.54,0.54,0.51,0.47,0.47,0.55,0.47,0.36,0.47,0.41,0.42,0.46,0.45,0.53,0.42,0.49,0.42,0.42,0.4,0.36,0.34,0.38,0.35,0.36,0.39,0.39,0.42,0.37,0.38,0.46,0.39,0.3,0.4,0.25,0.33,0.39,0.36,0.37,0.34,0.45,0.25,0.39,0.35,0.39,0.34,0.35,0.37,0.38,0.37,0.38,0.36,0.33,0.36,0.36,0.35,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.37,0.34,0.35,0.27,0.33,0.35,0.26,0.3,0.34,0.34,0.4,0.4,0.32,0.31,0.29,0.3,0.27,0.31,0.34,0.31,0.27,0.32,0.3,0.28,0.32,0.29,0.3,0.27,0.28,0.29,0.29,0.26,0.26,0.29,0.28,0.27,0.3,0.32,0.3,0.32,0.3,0.29,0.3,0.28,0.23,0.26,0.31,0.25,0.29,0.28,0.24,0.31,0.31,0.27,0.27,0.25,0.23,0.25,0.24,0.31,0.29,0.29,0.25,0.28,0.29,0.28,0.28,0.25,0.27,0.3,0.23,0.24,0.26,0.25,0.25,0.23,0.33,0.29,0.27,0.25,0.28,0.28,0.24,0.24,0.24,0.0,0.25,0.0,0.24,0.25,0.26,0.27,0.26,0.25,0.24,0.25,0.0,0.0,0.0,0.23,0.24,0.24,0.28,0.26,0.23,0.0,0.24,0.23,0.24,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.24,0.0,0.24,0.0,0.38,0.34,0.0,0.27,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.30000000000001
08/20/2021,0.78,0.62,0.65,0.56,0.59,0.38,0.6,0.61,0.59,0.59,0.6,0.56,0.56,0.52,0.5,0.49,0.51,0.53,0.0,0.59,0.49,0.51,0.47,0.5,0.42,0.35,0.53,0.53,0.5,0.47,0.47,0.56,0.43,0.37,0.47,0.42,0.42,0.46,0.44,0.53,0.42,0.48,0.42,0.41,0.41,0.37,0.34,0.39,0.36,0.37,0.38,0.38,0.42,0.37,0.38,0.46,0.39,0.3,0.4,0.26,0.33,0.39,0.37,0.37,0.34,0.44,0.25,0.4,0.35,0.4,0.34,0.35,0.37,0.39,0.36,0.39,0.37,0.33,0.36,0.35,0.35,0.33,0.32,0.34,0.34,0.32,0.31,0.31,0.37,0.33,0.34,0.27,0.34,0.35,0.26,0.3,0.33,0.34,0.38,0.4,0.32,0.32,0.29,0.3,0.27,0.31,0.34,0.31,0.26,0.32,0.29,0.28,0.31,0.29,0.28,0.28,0.28,0.3,0.3,0.25,0.26,0.29,0.27,0.27,0.3,0.32,0.31,0.32,0.31,0.29,0.3,0.29,0.0,0.26,0.3,0.25,0.29,0.28,0.24,0.31,0.31,0.27,0.27,0.26,0.23,0.26,0.24,0.3,0.28,0.3,0.25,0.28,0.28,0.27,0.28,0.26,0.27,0.31,0.24,0.24,0.26,0.26,0.25,0.23,0.32,0.29,0.28,0.25,0.28,0.27,0.23,0.24,0.25,0.0,0.24,0.0,0.23,0.25,0.27,0.27,0.26,0.25,0.25,0.25,0.22,0.23,0.0,0.23,0.24,0.24,0.26,0.26,0.23,0.23,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.24,0.0,0.24,0.0,0.39,0.32,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.25
08/23/2021,0.8,0.64,0.66,0.56,0.59,0.37,0.59,0.62,0.6,0.61,0.6,0.56,0.58,0.52,0.5,0.49,0.5,0.53,0.0,0.58,0.49,0.52,0.47,0.51,0.4,0.34,0.53,0.52,0.51,0.47,0.47,0.57,0.43,0.37,0.47,0.41,0.41,0.46,0.43,0.52,0.43,0.46,0.42,0.41,0.42,0.37,0.34,0.39,0.38,0.37,0.37,0.39,0.43,0.38,0.37,0.46,0.4,0.29,0.4,0.25,0.33,0.4,0.37,0.37,0.33,0.43,0.24,0.4,0.38,0.4,0.33,0.36,0.37,0.39,0.35,0.39,0.36,0.33,0.35,0.35,0.35,0.33,0.31,0.33,0.34,0.31,0.32,0.31,0.38,0.35,0.34,0.27,0.34,0.35,0.27,0.3,0.34,0.34,0.39,0.4,0.32,0.32,0.3,0.3,0.26,0.31,0.35,0.32,0.26,0.32,0.29,0.28,0.31,0.29,0.29,0.28,0.29,0.29,0.3,0.25,0.26,0.29,0.28,0.28,0.3,0.32,0.31,0.31,0.31,0.29,0.3,0.28,0.23,0.26,0.3,0.26,0.29,0.28,0.24,0.3,0.31,0.28,0.26,0.27,0.0,0.26,0.24,0.3,0.27,0.31,0.25,0.28,0.28,0.27,0.28,0.28,0.27,0.32,0.24,0.0,0.26,0.26,0.25,0.23,0.32,0.29,0.27,0.25,0.27,0.27,0.23,0.24,0.24,0.0,0.25,0.0,0.23,0.25,0.27,0.27,0.26,0.25,0.25,0.25,0.0,0.23,0.0,0.23,0.24,0.0,0.26,0.26,0.23,0.0,0.23,0.0,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.22,0.22,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.24,0.0,0.37,0.34,0.0,0.26,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.30000000000001
08/24/2021,0.8,0.64,0.67,0.54,0.6,0.37,0.61,0.61,0.6,0.61,0.6,0.56,0.58,0.53,0.5,0.49,0.5,0.53,0.0,0.58,0.5,0.54,0.47,0.52,0.41,0.34,0.54,0.49,0.52,0.47,0.48,0.57,0.42,0.37,0.47,0.41,0.41,0.46,0.43,0.52,0.43,0.45,0.42,0.41,0.41,0.37,0.33,0.38,0.37,0.38,0.36,0.39,0.43,0.38,0.38,0.46,0.39,0.29,0.41,0.25,0.33,0.4,0.36,0.37,0.33,0.44,0.23,0.4,0.38,0.4,0.33,0.35,0.38,0.39,0.35,0.39,0.36,0.32,0.35,0.34,0.35,0.33,0.31,0.33,0.34,0.31,0.32,0.31,0.38,0.34,0.34,0.27,0.34,0.35,0.27,0.3,0.33,0.33,0.4,0.41,0.33,0.32,0.3,0.29,0.26,0.31,0.35,0.32,0.26,0.32,0.29,0.28,0.32,0.29,0.29,0.28,0.29,0.3,0.3,0.25,0.26,0.29,0.28,0.28,0.3,0.32,0.31,0.31,0.31,0.3,0.3,0.26,0.23,0.25,0.31,0.26,0.29,0.28,0.24,0.31,0.31,0.28,0.27,0.26,0.23,0.26,0.26,0.31,0.27,0.31,0.25,0.28,0.29,0.27,0.28,0.27,0.27,0.33,0.24,0.0,0.26,0.26,0.25,0.23,0.31,0.29,0.28,0.25,0.28,0.27,0.23,0.24,0.25,0.0,0.26,0.0,0.23,0.25,0.27,0.27,0.26,0.26,0.24,0.24,0.0,0.23,0.0,0.23,0.24,0.0,0.26,0.26,0.23,0.23,0.23,0.22,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.24,0.23,0.38,0.34,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.41
08/25/2021,0.8,0.64,0.67,0.54,0.6,0.37,0.61,0.61,0.6,0.61,0.6,0.56,0.58,0.53,0.5,0.49,0.5,0.53,0.0,0.58,0.5,0.54,0.47,0.52,0.41,0.34,0.54,0.49,0.52,0.47,0.48,0.57,0.42,0.37,0.47,0.41,0.41,0.46,0.43,0.52,0.43,0.45,0.42,0.41,0.41,0.37,0.33,0.38,0.37,0.38,0.36,0.39,0.43,0.38,0.38,0.46,0.39,0.29,0.41,0.25,0.33,0.4,0.36,0.37,0.33,0.44,0.23,0.4,0.38,0.4,0.33,0.35,0.38,0.39,0.35,0.39,0.36,0.32,0.35,0.34,0.35,0.33,0.31,0.33,0.34,0.31,0.32,0.31,0.38,0.34,0.34,0.27,0.34,0.35,0.27,0.3,0.33,0.33,0.4,0.41,0.33,0.32,0.3,0.29,0.26,0.31,0.35,0.32,0.26,0.32,0.29,0.28,0.32,0.29,0.29,0.28,0.29,0.3,0.3,0.25,0.26,0.29,0.28,0.28,0.3,0.32,0.31,0.31,0.31,0.3,0.3,0.26,0.23,0.25,0.31,0.26,0.29,0.28,0.24,0.31,0.31,0.28,0.27,0.26,0.23,0.26,0.26,0.31,0.27,0.31,0.25,0.28,0.29,0.27,0.28,0.27,0.27,0.33,0.24,0.0,0.26,0.26,0.25,0.23,0.31,0.29,0.28,0.25,0.28,0.27,0.23,0.24,0.25,0.0,0.26,0.0,0.23,0.25,0.27,0.27,0.26,0.26,0.24,0.24,0.0,0.23,0.0,0.23,0.24,0.0,0.26,0.26,0.23,0.23,0.23,0.22,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.24,0.23,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.41
