,2330.TW,700.HK,9988.HK,005930.KS,3690.HK,NPN.JO,939.HK,INFY.NS,LKOH.ME,HDFC.NS,2882.TW,NIO,2269.HK,2318.HK,005935.KQ,2010.SR,RELIANCE.NS,TCS.NS,000660.KS,2891.TW,035420.KS,2881.TW,JD,BIDU,NTES,FAB.,2887.TW,2454.TW,2892.TW,006400.KS,PDD,QNBK.QA,ICICIBANK.NS,2884.TW,SBER.ME,2603.TW,BBDC4.SA,M4B.,NVTK.L,DABUR.NS,B3SA3.SA,MOL.BD,1810.HK,HINDUNILVR.NS,055550.KS,035720.KS,VOD.JO,051910.KS,BBCA.JK,2382.HK,ASIANPAINT.NS,2912.TW,FEMSAUBD.MX,105560.KS,NESTLE.KL,BY6.,656.HK,005490.KS,GAZP.ME,GFNORTEO.MX,300750.SZ,LI,PBBANK.KL,RENT3.SA,175.HK,KFH.,2308.TW,1120.SR,OMU.JO,BBAS3.SA,YUMC,AXISBANK.NS,2002.TW,HCLTECH.NS,992.HK,PTT-R.BK,2317.TW,XPEV,NESTLEIND.NS,SANB11.SA,066570.KS,BTS-R.BK,NTCO3.SA,SCVUF,OPAP.AT,6098.HK,017670.KS,2303.TW,BDMS-R.BK,268.HK,968.HK,POLY.L,ENELAM.SN,PETDAG.KL,WALMEX.MX,2313.HK,BAJFINANCE.NS,KIO.JO,051900.KS,034220.KS,2331.HK,034730.KS,TITAN.NS,D7N.,1398.HK,2412.TW,WIPRO.NS,300274.SZ,NLMK.ME,PEL.NS,SBK.JO,CMIG4.SA,601318.SS,CCU.SN,MAHMG.,KOTAKBANK.NS,2353.TW,BAP,MAYBANK.KL,PKN.WA,SBIN.NS,ITUB4.SA,IMP.JO,PLZL.ME,KLBF.JK,2128.HK,096770.KS,002790.KS,4013.SR,097950.KS,2886.TW,867.HK,KOFUBL.MX,NRP.JO,2208.HK,000810.KS,UGPA3.SA,1585.HK,KGH.WA,EICHERMOT.NS,1180.SR,2327.TW,604.HK,300124.SZ,005380.KS,TCELL.IS,PHOR.L,BVT.JO,TATACONSUM.NS,RHBBANK.KL,1211.SR,601166.SS,CEMEXCPO.MX,BEKE,GRT.JO,WHL.JO,002594.SZ,NAUKRI.NS,HINDALCO.NS,2202.HK,1093.HK,CBQK.QA,001979.SZ,2333.HK,000100.SZ,2020.HK,6618.HK,YNDX,600015.SS,2885.TW,028260.KS,BGNE,2688.HK,090430.KS,CLS.JO,2280.SR,2018.HK,853.HK,COLPAL.NS,MAXIS.KL,TCS.L,GFI.JO,3908.HK,018260.KS,BILI,HMPRO-R.BK,2607.HK,009150.KS,6185.HK,FSR.JO,BHARTIARTL.NS,1530.HK,2301.TW,3037.TW,MARICO.NS,241.HK,TM.KL,780.HK,2050.SR,603799.SS,HKD,000938.SZ,ZLAB,LREN3.SA,1548.HK,2207.TW,VIPS,BIMBOA.MX,002460.SZ,CSAN3.SA,CPFE3.SA,XTSLA,127.HK,2222.SR,3711.TW,5871.TW,TWD,KRW,INR,600958.SS,BRL,601360.SS,ADCB.,1140.SR,600196.SS,257.HK,PEO.WA,GLOB,RIGDS.,ZAR,TCELL.E.IS,SCB-R.BK,CNH,021240.KS,ABG.JO,016360.KS,PTTGC-R.BK,ADNOCDIS.,SAR,VIVT3.SA,MINT-R.BK,DELTA-R.BK,1951.HK,1208.HK,002202.SZ,APN.JO,MTN.JO,UNVR.JK,PTTEP-R.BK,600115.SS,601012.SS,ATGL.NS,ADANIGREEN.NS,9618.HK,9999.HK,SUM
08/10/2021,7.01,4.12,4.5,4.41,1.38,1.01,0.93,1.0,0.82,0.94,0.91,0.75,0.84,0.73,0.77,0.82,0.75,0.77,0.7,0.78,0.76,0.7,0.63,0.55,0.49,0.64,0.69,0.64,0.63,0.63,0.46,0.62,0.64,0.61,0.61,0.35,0.51,0.48,0.52,0.51,0.49,0.52,0.5,0.47,0.46,0.42,0.47,0.43,0.46,0.45,0.43,0.48,0.43,0.4,0.41,0.5,0.35,0.4,0.37,0.37,0.4,0.33,0.34,0.33,0.4,0.36,0.33,0.35,0.33,0.33,0.3,0.36,0.3,0.35,0.27,0.27,0.32,0.3,0.34,0.33,0.3,0.28,0.28,0.29,0.31,0.22,0.28,0.34,0.26,0.28,0.31,0.28,0.26,0.26,0.27,0.25,0.26,0.29,0.22,0.24,0.25,0.26,0.26,0.28,0.23,0.24,0.27,0.36,0.27,0.26,0.23,0.22,0.2,0.22,0.2,0.24,0.21,0.18,0.21,0.21,0.22,0.23,0.22,0.22,0.2,0.2,0.19,0.21,0.27,0.23,0.21,0.19,0.22,0.19,0.27,0.21,0.19,0.18,0.2,0.2,0.19,0.19,0.18,0.22,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.15,0.18,0.0,0.18,0.21,0.23,0.19,0.22,0.16,0.2,0.2,0.0,0.25,0.17,0.18,0.0,0.16,0.16,0.16,0.18,0.17,0.19,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.0,0.0,0.15,0.16,0.15,0.17,0.0,0.16,0.16,0.14,0.0,0.14,0.0,0.0,0.16,0.0,0.2,0.0,0.0,0.16,0.15,0.0,0.15,0.18,0.0,0.14,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91
08/11/2021,7.01,4.12,4.5,4.41,1.38,1.01,0.93,1.0,0.82,0.94,0.91,0.75,0.84,0.73,0.77,0.82,0.75,0.77,0.7,0.78,0.76,0.7,0.63,0.55,0.49,0.64,0.69,0.64,0.63,0.63,0.46,0.62,0.64,0.61,0.61,0.35,0.51,0.48,0.52,0.51,0.49,0.52,0.5,0.47,0.46,0.42,0.47,0.43,0.46,0.45,0.43,0.48,0.43,0.4,0.41,0.5,0.35,0.4,0.37,0.37,0.4,0.33,0.34,0.33,0.4,0.36,0.33,0.35,0.33,0.33,0.3,0.36,0.3,0.35,0.27,0.27,0.32,0.3,0.34,0.33,0.3,0.28,0.28,0.29,0.31,0.22,0.28,0.34,0.26,0.28,0.31,0.28,0.26,0.26,0.27,0.25,0.26,0.29,0.22,0.24,0.25,0.26,0.26,0.28,0.23,0.24,0.27,0.36,0.27,0.26,0.23,0.22,0.2,0.22,0.2,0.24,0.21,0.18,0.21,0.21,0.22,0.23,0.22,0.22,0.2,0.2,0.19,0.21,0.27,0.23,0.21,0.19,0.22,0.19,0.27,0.21,0.19,0.18,0.2,0.2,0.19,0.19,0.18,0.22,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.15,0.18,0.0,0.18,0.21,0.23,0.19,0.22,0.16,0.2,0.2,0.0,0.25,0.17,0.18,0.0,0.16,0.16,0.16,0.18,0.17,0.19,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.0,0.0,0.15,0.16,0.15,0.17,0.0,0.16,0.16,0.14,0.0,0.14,0.0,0.0,0.16,0.0,0.2,0.0,0.0,0.16,0.15,0.0,0.15,0.18,0.0,0.14,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91
08/13/2021,6.88,4.39,4.46,4.22,1.53,1.1,0.93,0.99,0.84,0.94,0.89,0.76,0.86,0.74,0.75,0.79,0.73,0.76,0.65,0.76,0.74,0.69,0.65,0.55,0.51,0.63,0.67,0.63,0.62,0.63,0.48,0.62,0.63,0.6,0.63,0.34,0.5,0.51,0.52,0.49,0.48,0.49,0.52,0.46,0.45,0.41,0.46,0.42,0.46,0.41,0.43,0.47,0.42,0.39,0.41,0.49,0.35,0.38,0.37,0.36,0.37,0.33,0.34,0.32,0.4,0.36,0.31,0.35,0.32,0.32,0.3,0.37,0.3,0.35,0.27,0.27,0.3,0.31,0.34,0.32,0.29,0.29,0.27,0.29,0.31,0.23,0.27,0.32,0.26,0.29,0.3,0.28,0.26,0.26,0.27,0.24,0.25,0.27,0.21,0.23,0.26,0.25,0.26,0.29,0.23,0.24,0.27,0.34,0.26,0.26,0.23,0.22,0.2,0.23,0.2,0.24,0.2,0.19,0.21,0.21,0.21,0.23,0.21,0.22,0.21,0.2,0.19,0.2,0.27,0.21,0.21,0.19,0.22,0.19,0.26,0.2,0.2,0.19,0.19,0.19,0.2,0.18,0.18,0.22,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.16,0.18,0.0,0.18,0.2,0.22,0.19,0.21,0.17,0.21,0.2,0.0,0.23,0.17,0.18,0.14,0.16,0.16,0.16,0.17,0.16,0.19,0.15,0.18,0.15,0.0,0.0,0.16,0.0,0.16,0.14,0.15,0.16,0.0,0.0,0.0,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.0,0.17,0.15,0.0,0.15,0.17,0.0,0.14,0.0,0.0,0.15,0.15,0.16,0.54,0.46,0.33,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
08/16/2021,6.88,4.38,4.39,4.04,1.53,1.07,0.95,1.01,0.86,0.94,0.91,0.73,0.82,0.74,0.72,0.79,0.75,0.77,0.58,0.76,0.73,0.72,0.64,0.54,0.52,0.63,0.68,0.63,0.62,0.64,0.46,0.64,0.63,0.6,0.64,0.34,0.49,0.53,0.54,0.49,0.43,0.5,0.5,0.47,0.45,0.41,0.47,0.44,0.47,0.42,0.43,0.48,0.43,0.4,0.4,0.51,0.35,0.38,0.38,0.37,0.37,0.33,0.34,0.32,0.42,0.36,0.31,0.35,0.33,0.31,0.3,0.37,0.31,0.36,0.3,0.27,0.29,0.3,0.34,0.32,0.28,0.29,0.27,0.29,0.32,0.23,0.28,0.33,0.27,0.29,0.29,0.28,0.26,0.26,0.28,0.24,0.26,0.28,0.2,0.23,0.26,0.25,0.26,0.3,0.24,0.24,0.27,0.33,0.26,0.26,0.23,0.22,0.2,0.22,0.2,0.24,0.2,0.19,0.21,0.21,0.22,0.22,0.21,0.22,0.21,0.19,0.19,0.19,0.27,0.21,0.19,0.19,0.23,0.19,0.26,0.2,0.17,0.19,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.2,0.18,0.19,0.18,0.18,0.2,0.16,0.18,0.0,0.18,0.2,0.23,0.19,0.22,0.17,0.21,0.2,0.15,0.24,0.17,0.18,0.0,0.16,0.16,0.15,0.16,0.15,0.19,0.15,0.18,0.15,0.0,0.0,0.16,0.0,0.16,0.0,0.15,0.15,0.0,0.0,0.14,0.14,0.0,0.0,0.17,0.0,0.15,0.16,0.14,0.0,0.14,0.0,0.0,0.15,0.14,0.19,0.0,0.0,0.0,0.15,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.15,0.15,0.17,0.16,0.0,0.19,0.16,0.0,0.0,0.0,0.15,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.19999999999999
08/17/2021,6.85,4.3,4.31,3.91,1.52,1.07,0.96,1.03,0.86,0.96,0.9,0.71,0.84,0.73,0.7,0.8,0.77,0.8,0.58,0.76,0.72,0.72,0.64,0.52,0.51,0.64,0.67,0.63,0.63,0.64,0.45,0.64,0.64,0.6,0.64,0.32,0.5,0.53,0.55,0.51,0.46,0.51,0.49,0.47,0.44,0.41,0.47,0.45,0.48,0.42,0.44,0.48,0.44,0.39,0.41,0.51,0.35,0.38,0.39,0.38,0.37,0.31,0.34,0.32,0.42,0.36,0.31,0.36,0.33,0.31,0.31,0.37,0.31,0.37,0.29,0.28,0.29,0.3,0.34,0.33,0.28,0.29,0.28,0.29,0.32,0.23,0.27,0.32,0.27,0.29,0.29,0.29,0.27,0.26,0.29,0.25,0.26,0.28,0.21,0.22,0.26,0.25,0.27,0.32,0.24,0.24,0.28,0.32,0.26,0.26,0.23,0.22,0.2,0.22,0.2,0.24,0.19,0.18,0.21,0.21,0.22,0.23,0.21,0.22,0.21,0.2,0.19,0.19,0.27,0.21,0.2,0.19,0.23,0.19,0.26,0.21,0.18,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.18,0.2,0.19,0.19,0.19,0.18,0.2,0.16,0.18,0.0,0.18,0.2,0.23,0.19,0.22,0.18,0.21,0.2,0.15,0.24,0.17,0.18,0.0,0.16,0.16,0.15,0.16,0.0,0.2,0.15,0.19,0.15,0.0,0.0,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.15,0.15,0.0,0.15,0.17,0.0,0.15,0.0,0.0,0.15,0.15,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.11999999999999
08/18/2021,6.85,4.3,4.31,3.91,1.52,1.07,0.96,1.03,0.86,0.96,0.9,0.71,0.84,0.73,0.7,0.8,0.77,0.8,0.58,0.76,0.72,0.72,0.64,0.52,0.51,0.64,0.67,0.63,0.63,0.64,0.45,0.64,0.64,0.6,0.64,0.32,0.5,0.53,0.55,0.51,0.46,0.51,0.49,0.47,0.44,0.41,0.47,0.45,0.48,0.42,0.44,0.48,0.44,0.39,0.41,0.51,0.35,0.38,0.39,0.38,0.37,0.31,0.34,0.32,0.42,0.36,0.31,0.36,0.33,0.31,0.31,0.37,0.31,0.37,0.29,0.28,0.29,0.3,0.34,0.33,0.28,0.29,0.28,0.29,0.32,0.23,0.27,0.32,0.27,0.29,0.29,0.29,0.27,0.26,0.29,0.25,0.26,0.28,0.21,0.22,0.26,0.25,0.27,0.32,0.24,0.24,0.28,0.32,0.26,0.26,0.23,0.22,0.2,0.22,0.2,0.24,0.19,0.18,0.21,0.21,0.22,0.23,0.21,0.22,0.21,0.2,0.19,0.19,0.27,0.21,0.2,0.19,0.23,0.19,0.26,0.21,0.18,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.18,0.2,0.19,0.19,0.19,0.18,0.2,0.16,0.18,0.0,0.18,0.2,0.23,0.19,0.22,0.18,0.21,0.2,0.15,0.24,0.17,0.18,0.0,0.16,0.16,0.15,0.16,0.0,0.2,0.15,0.19,0.15,0.0,0.0,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.15,0.15,0.0,0.15,0.17,0.0,0.15,0.0,0.0,0.15,0.15,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.11999999999999
08/19/2021,6.95,4.18,4.26,3.94,1.45,0.99,0.98,1.03,0.87,0.98,0.89,0.68,0.84,0.75,0.71,0.8,0.78,0.81,0.59,0.72,0.73,0.71,0.62,0.5,0.49,0.65,0.67,0.63,0.63,0.65,0.44,0.65,0.64,0.6,0.65,0.33,0.5,0.54,0.56,0.51,0.44,0.51,0.48,0.48,0.45,0.41,0.49,0.45,0.48,0.41,0.44,0.49,0.44,0.4,0.41,0.47,0.35,0.39,0.39,0.38,0.35,0.3,0.34,0.32,0.39,0.37,0.32,0.36,0.34,0.31,0.3,0.38,0.31,0.38,0.3,0.28,0.29,0.28,0.34,0.33,0.28,0.29,0.28,0.29,0.33,0.23,0.27,0.32,0.28,0.28,0.28,0.29,0.26,0.27,0.29,0.25,0.27,0.28,0.21,0.22,0.28,0.25,0.27,0.3,0.24,0.24,0.28,0.32,0.26,0.27,0.24,0.22,0.2,0.22,0.21,0.24,0.19,0.18,0.21,0.21,0.22,0.23,0.21,0.22,0.21,0.19,0.19,0.19,0.26,0.21,0.2,0.19,0.23,0.19,0.25,0.21,0.18,0.19,0.19,0.18,0.2,0.17,0.19,0.19,0.18,0.2,0.19,0.2,0.19,0.18,0.2,0.16,0.18,0.0,0.18,0.21,0.22,0.2,0.22,0.18,0.22,0.2,0.16,0.23,0.17,0.18,0.0,0.17,0.16,0.15,0.16,0.15,0.2,0.15,0.19,0.16,0.0,0.0,0.17,0.15,0.17,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.15,0.15,0.0,0.15,0.16,0.0,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.16,0.0,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.03999999999999
08/20/2021,6.99,4.08,4.12,3.95,1.42,0.5,0.98,1.07,0.9,0.99,0.91,0.68,0.8,0.75,0.7,0.82,0.8,0.84,0.6,0.74,0.73,0.73,0.6,0.49,0.48,0.67,0.69,0.63,0.64,0.63,0.43,0.67,0.65,0.61,0.66,0.32,0.5,0.53,0.58,0.52,0.44,0.52,0.48,0.5,0.45,0.41,0.5,0.45,0.49,0.42,0.45,0.5,0.44,0.4,0.41,0.48,0.35,0.39,0.4,0.39,0.36,0.31,0.35,0.31,0.38,0.37,0.3,0.37,0.34,0.31,0.3,0.38,0.3,0.39,0.3,0.29,0.3,0.28,0.36,0.33,0.28,0.3,0.27,0.29,0.33,0.22,0.28,0.31,0.28,0.28,0.27,0.29,0.26,0.28,0.3,0.25,0.27,0.29,0.22,0.22,0.28,0.24,0.28,0.3,0.24,0.25,0.29,0.33,0.27,0.27,0.24,0.23,0.21,0.23,0.21,0.24,0.2,0.18,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.18,0.19,0.19,0.27,0.21,0.2,0.19,0.23,0.19,0.25,0.22,0.19,0.19,0.19,0.18,0.22,0.17,0.18,0.19,0.17,0.21,0.19,0.2,0.2,0.18,0.2,0.16,0.18,0.0,0.19,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.16,0.22,0.17,0.18,0.0,0.17,0.17,0.0,0.16,0.15,0.19,0.15,0.19,0.16,0.0,0.0,0.17,0.15,0.18,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.17,0.0,0.18,0.15,0.16,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.15,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.16,0.0,0.17,0.0,0.15,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2
08/23/2021,6.83,4.02,3.96,3.95,1.37,0.5,1.01,1.09,0.87,1.0,0.91,0.66,0.81,0.74,0.71,0.82,0.81,0.86,0.62,0.74,0.73,0.73,0.59,0.48,0.46,0.67,0.69,0.64,0.64,0.63,0.41,0.68,0.65,0.62,0.66,0.33,0.49,0.56,0.57,0.53,0.45,0.52,0.48,0.51,0.45,0.43,0.49,0.46,0.51,0.42,0.45,0.5,0.44,0.4,0.42,0.49,0.35,0.38,0.39,0.38,0.38,0.31,0.35,0.33,0.41,0.38,0.32,0.37,0.35,0.31,0.3,0.39,0.3,0.39,0.3,0.29,0.3,0.29,0.37,0.33,0.28,0.31,0.27,0.3,0.33,0.22,0.28,0.32,0.28,0.29,0.29,0.3,0.27,0.27,0.3,0.27,0.28,0.23,0.22,0.22,0.3,0.25,0.28,0.28,0.25,0.25,0.3,0.32,0.26,0.27,0.24,0.23,0.21,0.23,0.21,0.24,0.19,0.17,0.22,0.21,0.23,0.22,0.2,0.23,0.21,0.18,0.19,0.19,0.27,0.21,0.21,0.2,0.23,0.2,0.25,0.22,0.18,0.19,0.18,0.19,0.21,0.16,0.19,0.19,0.17,0.21,0.19,0.2,0.21,0.19,0.2,0.17,0.18,0.0,0.19,0.21,0.23,0.21,0.22,0.18,0.22,0.22,0.16,0.23,0.17,0.19,0.0,0.17,0.17,0.15,0.16,0.15,0.19,0.15,0.2,0.16,0.0,0.0,0.17,0.0,0.17,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.15,0.0,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.0,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.16,0.15,0.17,0.18,0.0,0.0,0.19,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.22
08/24/2021,6.79,4.09,3.89,3.96,1.32,0.5,1.01,1.09,0.87,1.01,0.91,0.67,0.76,0.73,0.71,0.82,0.81,0.87,0.62,0.74,0.73,0.73,0.61,0.49,0.48,0.68,0.7,0.64,0.65,0.63,0.43,0.68,0.65,0.63,0.66,0.34,0.49,0.55,0.57,0.55,0.45,0.52,0.47,0.54,0.44,0.42,0.49,0.46,0.51,0.42,0.47,0.51,0.44,0.39,0.43,0.48,0.35,0.37,0.4,0.37,0.38,0.33,0.35,0.33,0.39,0.39,0.31,0.38,0.34,0.32,0.31,0.38,0.3,0.39,0.3,0.29,0.3,0.3,0.38,0.33,0.28,0.32,0.27,0.31,0.33,0.21,0.28,0.32,0.28,0.3,0.29,0.3,0.27,0.27,0.3,0.27,0.29,0.23,0.22,0.22,0.28,0.25,0.28,0.27,0.25,0.25,0.29,0.32,0.26,0.27,0.24,0.24,0.21,0.23,0.21,0.24,0.19,0.18,0.22,0.21,0.22,0.22,0.18,0.23,0.22,0.18,0.19,0.19,0.27,0.2,0.21,0.19,0.23,0.2,0.26,0.22,0.18,0.18,0.18,0.19,0.22,0.16,0.19,0.19,0.17,0.21,0.19,0.2,0.21,0.19,0.2,0.17,0.18,0.0,0.19,0.21,0.23,0.2,0.21,0.18,0.21,0.22,0.16,0.23,0.17,0.18,0.0,0.17,0.17,0.15,0.16,0.0,0.19,0.15,0.2,0.16,0.0,0.0,0.17,0.16,0.16,0.16,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.18,0.0,0.17,0.0,0.16,0.0,0.16,0.18,0.0,0.16,0.0,0.0,0.17,0.15,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.96000000000001
08/25/2021,6.79,4.09,3.89,3.96,1.32,0.5,1.01,1.09,0.87,1.01,0.91,0.67,0.76,0.73,0.71,0.82,0.81,0.87,0.62,0.74,0.73,0.73,0.61,0.49,0.48,0.68,0.7,0.64,0.65,0.63,0.43,0.68,0.65,0.63,0.66,0.34,0.49,0.55,0.57,0.55,0.45,0.52,0.47,0.54,0.44,0.42,0.49,0.46,0.51,0.42,0.47,0.51,0.44,0.39,0.43,0.48,0.35,0.37,0.4,0.37,0.38,0.33,0.35,0.33,0.39,0.39,0.31,0.38,0.34,0.32,0.31,0.38,0.3,0.39,0.3,0.29,0.3,0.3,0.38,0.33,0.28,0.32,0.27,0.31,0.33,0.21,0.28,0.32,0.28,0.3,0.29,0.3,0.27,0.27,0.3,0.27,0.29,0.23,0.22,0.22,0.28,0.25,0.28,0.27,0.25,0.25,0.29,0.32,0.26,0.27,0.24,0.24,0.21,0.23,0.21,0.24,0.19,0.18,0.22,0.21,0.22,0.22,0.18,0.23,0.22,0.18,0.19,0.19,0.27,0.2,0.21,0.19,0.23,0.2,0.26,0.22,0.18,0.18,0.18,0.19,0.22,0.16,0.19,0.19,0.17,0.0,0.19,0.2,0.21,0.19,0.2,0.17,0.18,0.0,0.19,0.21,0.23,0.2,0.21,0.18,0.21,0.22,0.16,0.23,0.17,0.18,0.0,0.17,0.17,0.15,0.16,0.0,0.19,0.15,0.2,0.16,0.0,0.0,0.17,0.16,0.16,0.16,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.18,0.0,0.17,0.0,0.16,0.0,0.16,0.18,0.0,0.16,0.0,0.0,0.17,0.15,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.96000000000001
