,BM6012231,BM6012165,06415EK46,EH9717404,EI4151326,EG9493362,83GI.L,EH7785197,06368BTX6,EJ3722414,EH2397139,780086RQ9,06368BJ90,780086RF3,AW7475154,AX1853495,EG9405853,EH9679034,EH8827261,EI8353019,EJ5793009,EI6661454,064151S95,EF3200005,89117FYZ6,89353ZCF3,EC4936216,EC5705628,13596Z3Y9,EJ3454752,891145T79,EH5177629,82028KAQ4,AM9628026,780086QY3,89117FVY2,13607GPJ7,EJ9027123,QZ1617708,064151WY5,89117FNR6,06368B2H0,780086QL1,EC5568042,EI9636396,AQ2321828,EI4077158,AM0929183,AR0212944,AM9809428,EK1705079,EI2243323,07813ZBZ6,06368B5B0,891160LV3,06415EV93,EK2758630,EI2033872,89117FMA4,AO2485867,EJ6286110,EH5488406,AW5684278,Cash/Receivables/Payables,QZ1617872,ED2837968,QZ5429688,QZ1719520,064151QE6,EJ4794941,ZS4373610,EJ6141406,AQ7388335,775109BK6,JK4828493,ZP3184121,86721ZAQ2,AU2148230,ZP3884209,13607GFB5,06368DCV4,AT6477711,EF7012109,QZ5429639,06415EXV2,EI8604791,AN6129760,BP5458693,06415E4E2,EK4884269,EI0493037,ED0954039,BO7978865,ZP9016632,AZ8059745,BO9721586,JK4827529,BN3635164,JK2037964,BJ0516531,80ML.L,07813ZCD4,BH4959517,BH6823505,BJ2580659,EJ3439845,EJ4698381,AT1823067,EJ3496712,BK3067992,BJ4684525,JK7299502,AW6375215,EJ9114160,AM1134726,40427HTD5,AX0035847,JK7119593,1360695D9,JK3380660,AL6886769,JK2375331,AP0294995,15135UAT6,BK3220849,ZQ7076396,ZQ4375486,AZ5985124,89117FA33,ZR6354727,ZP9016616,ZP3535538,EI6738104,BH4497054,QZ3846560,AX1852182,EH6185894,780086NK6,AQ6887428,63306AGD2,40427HTG8,29251ZBS5,EJ0461362,LW7427344,884903BW4,EI8222537,780086RZ9,AN6129950,BN9904432,EJ8148557,BO9696838,31430WFL3,BO1066220,ZO9264581,BO7978816,BP4913433,BG0130305,ZP3187561,BK3220831,ZP9016608,780086TM6,BJ3268171,EK8509714,QZ0926985,EI3295439,QJ2268119,95IE.L,AO2484399,EH5179385,EJ6323095,EH6872624,EI4722340,JV5269404,87971MAR4,EI5630609,AZ6783601,EC8227430,QZ5429621,AZ5288990,07813ZCE2,89353ZCC0,EG5684642,EH7469180,BM4473872,EH6206096,EG5612957,JK4460990,EK7473516,AQ6887360,JK4461139,EJ5142421,EH6022436,EK5809224,EC1297471,BJ4447741,EK3126134,EI9440732,EJ3453051,BJ1618799,AZ3706910,BM6810279,AO2486279,AGPXX,AN3465589,EF2508671,QZ0926852,BO1283411,AX3944086,AZ5661865,ZS3824902,89353ZCD8,775109BJ9,ZP8702745,BO2492516,EH8272146,BO7978899,07813ZCG7,31430WCG7,n/a,EI8731859,13607GRU0,AX0765781,BH3926889,BH4497047,AO2483268,AR7772213,AR7572159,AT1823240,JK4672594,JK3685530,AO7043042,AO1138905,EK7472435,BJ8145234,EK7876817,ZP5881435,BP7934204,ZP3176564,JK6916601,EK6887302,ZO8190688,EG3154663,EI0650552,AL5177442,AS4443527,AS4917298,07813ZBW3,780086TY0,ZQ0990833,BG0129927,EH5463318,JV6363628,29251ZBK2,40427HTM5,EF5603503,BJ2580634,06368DTH7,AV6470232,BR3179099,BQ3968642,AP2204141,BH4959640,EJ5315316,QZ9814067,780632AA3,89117FJ34,ZP3171193,29251ZBU0,AX9173862,BH1683367,BO2492011,13607HVV1,SUM
09/08/2021,0.8,0.79,0.64,0.56,0.51,0.45,0.43,0.42,0.49,0.42,0.4,0.39,0.47,0.4,0.39,0.39,0.38,0.37,0.38,0.56,0.37,0.36,0.34,0.0,0.34,0.38,0.51,0.43,0.34,0.34,0.33,0.33,0.32,0.34,0.32,0.32,0.32,0.32,0.33,0.32,0.32,0.32,0.33,0.33,0.31,0.33,0.42,0.31,0.32,0.31,0.3,0.3,0.29,0.28,0.35,0.36,0.29,0.29,0.36,0.28,0.28,0.33,0.27,0.0,0.27,0.26,0.26,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.29,0.23,0.0,0.22,0.22,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.37,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.0,0.22,0.21,0.21,0.25,0.21,0.28,0.33,0.3,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.22,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.28,0.26,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02
09/10/2021,0.8,0.79,0.64,0.56,0.51,0.45,0.43,0.42,0.49,0.42,0.4,0.39,0.46,0.39,0.39,0.39,0.38,0.37,0.38,0.56,0.37,0.36,0.34,0.0,0.34,0.38,0.51,0.43,0.33,0.34,0.33,0.33,0.32,0.34,0.32,0.32,0.32,0.32,0.33,0.32,0.32,0.32,0.32,0.33,0.31,0.33,0.42,0.31,0.32,0.31,0.3,0.3,0.29,0.28,0.35,0.35,0.29,0.29,0.36,0.28,0.28,0.32,0.27,0.0,0.27,0.26,0.26,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.29,0.23,0.0,0.22,0.22,0.22,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.37,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.0,0.22,0.21,0.21,0.25,0.21,0.28,0.33,0.3,0.0,0.0,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.21,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.28,0.26,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.95
09/14/2021,0.78,0.77,0.62,0.54,0.5,0.44,0.42,0.41,0.48,0.41,0.4,0.38,0.45,0.38,0.38,0.38,0.37,0.36,0.37,0.55,0.36,0.35,0.33,0.33,0.33,0.37,0.5,0.42,0.33,0.33,0.32,0.32,0.31,0.33,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.32,0.32,0.32,0.3,0.32,0.41,0.31,0.32,0.3,0.29,0.29,0.28,0.28,0.34,0.35,0.28,0.29,0.35,0.28,0.28,0.32,0.27,0.0,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.25,0.25,0.0,0.24,0.25,0.25,0.23,0.3,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.21,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.2,0.0,0.21,0.0,0.37,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.27,0.33,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.21,0.0,0.35,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.28,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.26,0.27,0.26,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.47
09/16/2021,0.78,0.77,0.62,0.55,0.51,0.44,0.42,0.41,0.48,0.41,0.4,0.38,0.45,0.38,0.38,0.38,0.37,0.36,0.37,0.55,0.36,0.35,0.33,0.33,0.33,0.37,0.5,0.42,0.33,0.33,0.32,0.32,0.31,0.33,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.31,0.32,0.32,0.3,0.32,0.41,0.31,0.32,0.3,0.29,0.29,0.28,0.28,0.34,0.34,0.28,0.29,0.35,0.28,0.28,0.32,0.27,0.0,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.25,0.25,0.0,0.24,0.25,0.25,0.23,0.29,0.23,0.23,0.24,0.23,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.21,0.22,0.22,0.22,0.21,0.0,0.21,0.21,0.2,0.2,0.0,0.2,0.0,0.37,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.27,0.33,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.21,0.0,0.35,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.28,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.27,0.27,0.26,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.2,0.2,0.0,0.0,0.23,0.0,0.0,0.27,0.27,0.22,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.42
09/17/2021,0.78,0.77,0.62,0.55,0.51,0.44,0.42,0.41,0.48,0.41,0.4,0.38,0.45,0.38,0.38,0.38,0.37,0.36,0.37,0.55,0.37,0.35,0.33,0.33,0.33,0.37,0.5,0.42,0.32,0.33,0.32,0.32,0.31,0.33,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.31,0.31,0.32,0.3,0.33,0.41,0.31,0.32,0.3,0.29,0.29,0.28,0.28,0.34,0.34,0.28,0.29,0.35,0.28,0.28,0.32,0.27,0.0,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.25,0.25,0.0,0.24,0.25,0.25,0.23,0.29,0.23,0.23,0.24,0.23,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.21,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.2,0.0,0.2,0.0,0.37,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.27,0.33,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.35,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.28,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.26,0.27,0.26,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.27,0.27,0.22,0.21,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.400000000000006
09/20/2021,0.79,0.78,0.62,0.54,0.5,0.44,0.41,0.41,0.48,0.41,0.39,0.38,0.45,0.38,0.38,0.38,0.37,0.36,0.37,0.55,0.36,0.35,0.33,0.33,0.33,0.37,0.5,0.42,0.33,0.33,0.32,0.32,0.32,0.33,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.32,0.32,0.32,0.3,0.32,0.41,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.34,0.35,0.28,0.29,0.35,0.28,0.28,0.32,0.27,0.0,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.24,0.25,0.0,0.24,0.25,0.25,0.23,0.3,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.0,0.36,0.0,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.27,0.32,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.35,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.28,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.26,0.27,0.26,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.370000000000005
09/23/2021,0.79,0.78,0.62,0.54,0.5,0.44,0.41,0.41,0.48,0.4,0.39,0.38,0.45,0.38,0.38,0.38,0.37,0.36,0.36,0.55,0.36,0.35,0.33,0.32,0.33,0.36,0.49,0.42,0.32,0.33,0.32,0.32,0.31,0.33,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.32,0.3,0.32,0.41,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.34,0.34,0.28,0.28,0.35,0.28,0.28,0.32,0.27,0.0,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.24,0.25,0.0,0.24,0.25,0.25,0.23,0.29,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.0,0.36,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.27,0.32,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.35,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.27,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.26,0.27,0.26,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.27
09/24/2021,0.79,0.79,0.62,0.54,0.5,0.44,0.41,0.41,0.48,0.4,0.39,0.38,0.45,0.38,0.38,0.38,0.37,0.36,0.36,0.55,0.36,0.35,0.33,0.32,0.33,0.36,0.49,0.42,0.32,0.33,0.32,0.32,0.31,0.33,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.32,0.3,0.32,0.41,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.34,0.34,0.28,0.28,0.35,0.27,0.28,0.31,0.27,0.0,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.24,0.25,0.0,0.24,0.25,0.25,0.23,0.29,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.36,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.27,0.32,0.3,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.35,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.27,0.27,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.26,0.27,0.26,0.25,0.24,0.25,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.290000000000006
09/27/2021,0.79,0.78,0.62,0.54,0.49,0.43,0.41,0.41,0.48,0.4,0.39,0.38,0.46,0.39,0.38,0.38,0.37,0.36,0.36,0.54,0.36,0.35,0.33,0.32,0.33,0.37,0.49,0.41,0.33,0.32,0.32,0.32,0.32,0.33,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.3,0.31,0.4,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.35,0.35,0.28,0.28,0.35,0.27,0.28,0.31,0.27,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.25,0.24,0.25,0.23,0.3,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.0,0.2,0.36,0.2,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.28,0.32,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.34,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.27,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.27,0.27,0.27,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.2,0.0,0.21,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3
09/28/2021,0.79,0.78,0.63,0.53,0.49,0.43,0.41,0.41,0.48,0.4,0.39,0.38,0.46,0.39,0.38,0.38,0.36,0.36,0.36,0.54,0.36,0.34,0.33,0.32,0.33,0.37,0.49,0.41,0.33,0.32,0.32,0.32,0.31,0.33,0.32,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.3,0.3,0.4,0.31,0.29,0.3,0.29,0.29,0.29,0.28,0.35,0.35,0.28,0.28,0.35,0.27,0.28,0.31,0.27,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.32,0.24,0.24,0.24,0.25,0.24,0.24,0.0,0.25,0.24,0.25,0.23,0.3,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.0,0.21,0.36,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.28,0.32,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.34,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.27,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.26,0.27,0.27,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.28
09/30/2021,0.79,0.78,0.63,0.53,0.48,0.43,0.41,0.41,0.48,0.4,0.39,0.39,0.46,0.39,0.38,0.38,0.36,0.36,0.36,0.54,0.36,0.34,0.33,0.32,0.33,0.37,0.49,0.41,0.33,0.32,0.33,0.32,0.31,0.33,0.32,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.3,0.3,0.4,0.31,0.29,0.3,0.29,0.29,0.29,0.28,0.35,0.35,0.28,0.28,0.36,0.27,0.28,0.31,0.27,0.0,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.32,0.24,0.25,0.25,0.25,0.24,0.24,0.0,0.25,0.24,0.25,0.23,0.3,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.22,0.0,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.0,0.21,0.0,0.21,0.36,0.2,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.24,0.21,0.28,0.32,0.29,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.21,0.0,0.34,0.0,0.26,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.27,0.25,0.22,0.21,0.22,0.21,0.21,0.0,0.2,0.2,0.2,0.21,0.21,0.27,0.27,0.27,0.25,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.2,0.0,0.21,0.0,0.23,0.0,0.0,0.27,0.27,0.23,0.21,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.31999999999999
