,V,UNH,NVDA,ADBE,ABT,MA,CB,SBUX,9020.T,ASML.AS,DHR,AXP,TSM,RO.SW,SSU.,ADP,CRM,CME,NOVN.SW,INTU,IEX,PAYX,GGG,MXIM,9432.T,DPW.DE,ISRG,APTV,7182.T,KEYS,SAP.DE,6178.T,TRMB,LNC,G.MI,390.HK,ITX.MC,MCO,ROP,D05.SI,ALLE,RE,INFO,BIIB,3690.HK,WN.TO,AON,VRTX,OTIS,HUM,6902.T,ACGL,HEK.SW,EWBC,SIVB,1299.HK,9433.T,XLNX,SKA B.ST,788.HK,MUV2.DE,FBHS,SYF,9984.T,WLTW,VRSK,AJG,Z74.SI,FFIV,SIRI,QRVO,ATD.B.TO,EXO.MI,SNPS,CGNX,BBD,SCMN.SW,ALLY,DNB.OL,DOX,POOL,CDW,VRSN,O39.SI,MG.TO,ADSK,ALXN,WAL,OTP.BD,7270.T,LH,SCB-R.BK,SBNY,3382.T,MRU.TO,ADVANC.BK,TER,U11.SI,1988.HK,IHG.L,TEL.OL,9434.T,BBCA.JK,GNRC,SCHN.SW,AENA.MC,NOVO B.CO,6752.T,HAS,TELIA.ST,GBLB.BR,RMD,FLTR.L,ANSS,CABO,BRO,4452.T,INVEA.ST,SREN.SW,CHKP,ENTG,RNO.PA,CSGP,STE,AGS.BR,BMRN,5802.T,RPRX,KBANK/F.BK,INCY,4661.T,175.HK,DOCU,11.HK,KNEBV.HE,PUB.PA,4901.T,BR,7269.T,1810.HK,OLED,8TRA.DE,MSCI,First American Government Obligs X,BBRI.JK,INF.L,SPOT,IT,STM.PA,FTNT,SAP.TO,TYL,ACKB.BR,UU.L,INW.MI,QSR,SPLK,TEAM,9983.T,SVT.L,IAC,XRAY,CDNS,PRAH,CREE,2238.HK,MTN.JO,BMRI.JK,ARW,ALFA.ST,SM.PM,HEXA B.ST,BY6.,2338.HK,2388.HK,PENN,DAR,CNP.PA,IDXX,SYKE,DXCM,MRNA,SGEN,FND,2611.HK,KN,BAP,4188.T,TTMI,EL.PA,6837.HK,4612.T,2601.HK,TLKM.JK,FDS,SY1.DE,6030.HK,WAT,NWBI,ORK.OL,RH,G,ALGN,4755.T,2427.T,FGXXX,ALNY,AZN,ARE.TO,RHI,n/a,600104.SS,600519.SS,000651.SZ,002475.SZ,HOPE,ADI,600741.SS,TTEK,HRC,9042.T,6098.T,KBANK.F.BK,CREEEUR,WOLF,CHH,PFS,MMI,MBT,SUM
10/08/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.0,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,71.56
10/11/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.0,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,71.56
10/12/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.0,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,71.56
10/13/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.0,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,71.56
10/14/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.0,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,71.56
10/15/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.0,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.0,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.2,0.14,0.0,0.0,0.0,0.0,0.0,71.56
10/18/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
10/19/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
10/20/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
10/21/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
10/22/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
10/25/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
10/26/2021,1.65,1.38,1.39,1.26,1.17,1.08,1.13,0.96,0.64,1.01,1.02,0.92,0.82,0.88,0.68,0.86,0.94,0.76,0.66,0.8,0.67,0.72,0.6,0.0,0.51,0.55,0.67,0.64,0.43,0.58,0.53,0.53,0.53,0.59,0.55,0.4,0.49,0.5,0.49,0.5,0.45,0.52,0.51,0.38,0.27,0.52,0.58,0.4,0.44,0.41,0.42,0.45,0.37,0.47,0.5,0.28,0.43,0.47,0.38,0.3,0.39,0.37,0.39,0.3,0.41,0.46,0.44,0.4,0.39,0.33,0.31,0.37,0.36,0.38,0.34,0.26,0.35,0.37,0.37,0.34,0.32,0.33,0.31,0.32,0.29,0.31,0.0,0.37,0.35,0.31,0.31,0.37,0.37,0.27,0.31,0.33,0.25,0.3,0.2,0.29,0.27,0.29,0.35,0.28,0.25,0.27,0.32,0.28,0.25,0.25,0.26,0.27,0.27,0.25,0.23,0.28,0.22,0.22,0.22,0.24,0.23,0.2,0.24,0.24,0.18,0.2,0.2,0.18,0.0,0.16,0.23,0.14,0.19,0.14,0.17,0.2,0.21,0.21,0.21,0.0,0.16,0.15,0.22,0.0,0.21,0.2,0.17,0.23,0.2,0.23,0.15,0.2,0.17,0.18,0.17,0.16,0.2,0.27,0.14,0.18,0.16,0.15,0.19,0.0,0.0,0.13,0.21,0.19,0.15,0.16,0.14,0.15,0.12,0.0,0.0,0.15,0.16,0.14,0.14,0.0,0.19,0.2,0.15,0.16,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.37,0.17,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.23,0.0,0.15,0.13,0.12,0.12,0.12,71.41
