,2330.TW,3690.HK,NPN.JO,939.HK,INFY.NS,NIO,000660.KS,2318.HK,2269.HK,2454.TW,035420.KS,TCS.NS,035720.KS,NTES,006400.KS,M4B.,2010.SR,HINDUNILVR.NS,ITUB4.SA,YUMC,BBDC4.SA,LI,BAJFINANCE.NS,AXISBANK.NS,2308.TW,2303.TW,2603.TW,QNBK.QA,2382.HK,2313.HK,BY6.,B3SA3.SA,BBCA.JK,FSR.JO,FAB.,GFNORTEO.MX,2881.TW,2002.TW,066570.KS,051900.KS,2882.TW,ASIANPAINT.NS,055550.KS,BHARTIARTL.NS,IMP.JO,PBBANK.KL,HCLTECH.NS,2412.TW,175.HK,2327.TW,2891.TW,6098.HK,3711.TW,TLKM.JK,2886.TW,036570.KS,OTP.BD,086790.KS,MTN.JO,1093.HK,KFH.,NTCO3.SA,SBK.JO,017670.KS,2884.TW,300750.SZ,600036.SS,XPEV,002594.SZ,5871.TW,TCS.L,SBIN.NS,BBRI.JK,ETISALAT.,1288.HK,SCVUF,AOT-R.BK,PKO.WA,3105,2357.TW,992.HK,009150.KS,2885.TW,EMIRATESNBD.DB,ITSA4.SA,M&M.NS,TITAN.NS,2382.TW,GNDI3.SA,WIPRO.NS,6186.HK,MAYBANK.KL,GFI.JO,2892.TW,TECHM.NS,GLOB,CPI.JO,2395.TW,968.HK,2345.TW,BAP,LREN3.SA,SLM.JO,BMRI.JK,NESTLEIND.NS,003550.KS,POLY.L,3888.HK,RENT3.SA,KOTAKBANK.NS,BID.JO,5880.TW,BDMS-R.BK,090430.KS,2359.HK,032830.KS,HDFCLIFE.NS,SMPH.PM,2238.HK,NVAA.,CIMB.KL,ABG.JO,1658.HK,3037.TW,2912.TW,2409.TW,PLZL.ME,3481.TW,SQM/B.SN,2883.TW,WEGE3.SA,1066.HK,853.HK,1548.HK,BBDC3.SA,1585.HK,5876.TW,NAUKRI.NS,ADANIGREEN.NS,2880.TW,ADCB.,PZU.WA,VOD.JO,VIPS,SHP.JO,2887.TW,316140.KS,OMU.JO,EICHERMOT.NS,PEO.WA,NVAM.,034220.KS,DELTA-R.BK,TOTS3.SA,CPALL-R.BK,2018.HK,KLBF.JK,603259.SS,3045.TW,MRP.JO,2890.TW,3328.HK,2196.HK,LPP.WA,HTO.AT,CLS.JO,000810.KS,BDO.PM,NED.JO,3759.HK,ICICIGI.NS,2280.SR,2474.TW,754.HK,268.HK,601166.SS,1140.SR,2301.TW,D7C.,DABUR.NS,NLMK.ME,CPN-R.BK,BTOW3.SA,1402.TW,BSANTANDER.SN,REM.JO,3908.HK,WHL.JO,BVT.JO,VVAR3.SA,SANB11.SA,BBNI.JK,SRTRANSFIN.NS,BBAS3.SA,ASURB.MX,MCG.JO,6886.HK,KLBN11.SA,2377.TW,VIVT3.SA,HKD,XTSLA,BAJAJ-AUTO.NS,KIO.JO,300014.SZ,097950.KS,127.HK,AMER3.SA,RAIL3.SA,021240.KS,TWD,MARICO.NS,COLPAL.NS,MOEX.ME,IHH.KL,KOMB.PR,3692.HK,241.HK,PEL.NS,RICHTER.BD,5347,257.HK,PFBCOLO.BC,HAVELLS.NS,ZAR,AMS.JO,601318.SS,2356.TW,MINT-R.BK,COMI.CA,SPL.WA,MYR,AXIATA.KL,KRW,BGNE,2049.TW,586.HK,2609.TW,6185.HK,018260.KS,5M71.,RDOR3.SA,HEROMOTOCO.NS,APN.JO,2202.HK,DSY.JO,GRT.JO,601012.SS,USD,2324.TW,SCB-R.BK,SQM.B.SN,XPBR31.SA,n/a,UNVR.JK,2609,352820.KS,300274.SZ,SUM
09/10/2021,5.44,4.28,1.31,2.26,2.58,1.76,1.57,0.0,1.69,1.43,1.49,1.59,1.3,1.23,0.0,1.04,0.99,1.02,0.92,0.84,0.71,0.58,0.9,0.76,0.65,0.92,0.41,0.73,0.66,0.6,0.76,0.55,0.8,0.67,0.63,0.58,0.68,0.52,0.44,0.39,0.52,0.57,0.47,0.71,0.35,0.46,0.59,0.47,0.73,0.38,0.47,0.34,0.48,0.37,0.41,0.28,0.48,0.37,0.5,0.33,0.42,0.33,0.41,0.0,0.38,0.35,0.34,0.51,0.19,0.43,0.34,0.33,0.48,0.35,0.32,0.31,0.27,0.36,0.27,0.25,0.24,0.0,0.27,0.32,0.32,0.28,0.33,0.24,0.26,0.37,0.2,0.24,0.26,0.27,0.37,0.4,0.33,0.31,0.4,0.22,0.12,0.21,0.26,0.26,0.3,0.23,0.22,0.0,0.21,0.41,0.23,0.25,0.22,0.2,0.2,0.15,0.24,0.21,0.0,0.23,0.24,0.25,0.18,0.24,0.21,0.17,0.2,0.17,0.22,0.21,0.37,0.15,0.0,0.21,0.17,0.0,0.18,0.2,0.18,0.2,0.2,0.21,0.19,0.23,0.21,0.21,0.16,0.16,0.18,0.2,0.15,0.13,0.2,0.17,0.37,0.0,0.0,0.15,0.16,0.17,0.17,0.17,0.14,0.16,0.16,0.17,0.18,0.15,0.16,0.15,0.14,0.13,0.13,0.0,0.32,0.13,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.15,0.14,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.18,0.12,0.0,0.0,0.0,0.12,0.0,0.22,0.0,0.12,0.14,0.13,0.12,0.13,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.5,0.27,0.24,0.19,0.17,0.16,0.15,0.17,0.15,0.15,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.92999999999999
09/13/2021,5.5,4.22,1.23,2.29,2.6,1.7,1.57,0.0,1.72,1.45,1.35,1.61,1.1,1.17,0.0,1.05,1.01,1.05,0.89,0.84,0.67,0.58,0.92,0.79,0.65,0.93,0.41,0.74,0.67,0.6,0.75,0.53,0.81,0.68,0.68,0.58,0.69,0.53,0.43,0.37,0.52,0.58,0.48,0.74,0.33,0.47,0.61,0.46,0.7,0.38,0.48,0.34,0.49,0.38,0.42,0.28,0.49,0.38,0.49,0.33,0.43,0.32,0.42,0.0,0.38,0.35,0.34,0.49,0.19,0.44,0.35,0.34,0.52,0.37,0.33,0.31,0.27,0.36,0.26,0.26,0.23,0.0,0.28,0.33,0.31,0.28,0.34,0.25,0.25,0.37,0.2,0.25,0.25,0.27,0.38,0.41,0.34,0.32,0.41,0.22,0.12,0.2,0.26,0.27,0.31,0.23,0.21,0.0,0.23,0.43,0.23,0.25,0.22,0.17,0.19,0.15,0.25,0.21,0.0,0.22,0.24,0.26,0.18,0.23,0.22,0.17,0.19,0.18,0.23,0.21,0.39,0.15,0.0,0.21,0.16,0.0,0.18,0.22,0.2,0.2,0.21,0.21,0.2,0.23,0.22,0.21,0.15,0.16,0.18,0.19,0.14,0.13,0.2,0.16,0.36,0.0,0.0,0.15,0.16,0.17,0.17,0.17,0.14,0.16,0.14,0.18,0.18,0.15,0.16,0.15,0.14,0.13,0.13,0.0,0.3,0.13,0.17,0.14,0.13,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.22,0.0,0.12,0.13,0.14,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.5,0.27,0.24,0.2,0.17,0.16,0.15,0.16,0.15,0.17,0.14,0.12,0.12,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.93
09/14/2021,5.5,4.38,1.2,2.31,2.59,1.67,1.59,0.0,1.7,1.49,1.38,1.6,1.1,1.15,0.0,1.09,1.0,1.04,0.88,0.84,0.67,0.57,0.91,0.78,0.65,0.93,0.43,0.74,0.67,0.6,0.75,0.54,0.81,0.67,0.68,0.59,0.69,0.53,0.44,0.37,0.52,0.58,0.47,0.73,0.32,0.47,0.6,0.46,0.7,0.39,0.48,0.35,0.51,0.37,0.42,0.28,0.49,0.37,0.5,0.34,0.43,0.32,0.41,0.0,0.38,0.35,0.36,0.48,0.18,0.44,0.35,0.34,0.53,0.36,0.33,0.31,0.26,0.36,0.27,0.25,0.24,0.0,0.28,0.33,0.3,0.28,0.33,0.24,0.25,0.37,0.19,0.25,0.24,0.27,0.37,0.4,0.33,0.32,0.41,0.22,0.12,0.2,0.26,0.27,0.3,0.23,0.21,0.0,0.22,0.43,0.23,0.25,0.22,0.17,0.19,0.15,0.25,0.21,0.0,0.22,0.24,0.26,0.18,0.23,0.22,0.17,0.19,0.18,0.24,0.21,0.39,0.15,0.0,0.19,0.16,0.0,0.18,0.22,0.2,0.2,0.21,0.2,0.2,0.22,0.21,0.21,0.15,0.16,0.18,0.19,0.14,0.13,0.21,0.16,0.36,0.0,0.0,0.15,0.16,0.16,0.17,0.17,0.14,0.17,0.14,0.18,0.18,0.15,0.16,0.15,0.14,0.13,0.13,0.0,0.3,0.13,0.17,0.14,0.13,0.16,0.14,0.12,0.0,0.0,0.0,0.14,0.16,0.14,0.12,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.23,0.0,0.12,0.14,0.13,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.52,0.27,0.24,0.2,0.17,0.16,0.15,0.16,0.15,0.17,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.72999999999999
09/15/2021,5.5,4.38,1.2,2.31,2.59,1.67,1.59,0.0,1.7,1.49,1.38,1.6,1.1,1.15,0.0,1.09,1.0,1.04,0.88,0.84,0.67,0.57,0.91,0.78,0.65,0.93,0.43,0.74,0.67,0.6,0.75,0.54,0.81,0.67,0.68,0.59,0.69,0.53,0.44,0.37,0.52,0.58,0.47,0.73,0.32,0.47,0.6,0.46,0.7,0.39,0.48,0.35,0.51,0.37,0.42,0.28,0.49,0.37,0.5,0.34,0.43,0.32,0.41,0.0,0.38,0.35,0.36,0.48,0.18,0.44,0.35,0.34,0.53,0.36,0.33,0.31,0.26,0.36,0.27,0.25,0.24,0.0,0.28,0.33,0.3,0.28,0.33,0.24,0.25,0.37,0.19,0.25,0.24,0.27,0.37,0.4,0.33,0.32,0.41,0.22,0.12,0.2,0.26,0.27,0.3,0.23,0.21,0.0,0.22,0.43,0.23,0.25,0.22,0.17,0.19,0.15,0.25,0.21,0.0,0.22,0.24,0.26,0.18,0.23,0.22,0.17,0.19,0.18,0.24,0.21,0.39,0.15,0.0,0.19,0.16,0.0,0.18,0.22,0.2,0.2,0.21,0.2,0.2,0.22,0.21,0.21,0.15,0.16,0.18,0.19,0.14,0.13,0.21,0.16,0.36,0.0,0.0,0.15,0.16,0.16,0.17,0.17,0.14,0.17,0.14,0.18,0.18,0.15,0.16,0.15,0.14,0.13,0.13,0.0,0.3,0.13,0.17,0.14,0.13,0.16,0.14,0.12,0.0,0.0,0.0,0.14,0.16,0.14,0.12,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.23,0.0,0.12,0.14,0.13,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.52,0.27,0.24,0.2,0.17,0.16,0.15,0.16,0.15,0.17,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.72999999999999
09/16/2021,5.46,4.2,1.19,2.33,2.6,1.7,1.61,0.0,1.65,1.5,1.37,1.62,1.06,1.16,0.0,1.09,1.01,1.04,0.9,0.85,0.69,0.56,0.91,0.78,0.64,0.92,0.43,0.74,0.66,0.59,0.74,0.56,0.81,0.68,0.67,0.59,0.72,0.55,0.43,0.37,0.53,0.59,0.47,0.74,0.34,0.46,0.61,0.47,0.69,0.39,0.48,0.34,0.5,0.37,0.42,0.27,0.49,0.38,0.51,0.33,0.43,0.32,0.42,0.0,0.38,0.35,0.36,0.48,0.18,0.45,0.35,0.34,0.51,0.36,0.33,0.31,0.27,0.36,0.26,0.26,0.23,0.0,0.28,0.33,0.31,0.28,0.33,0.24,0.26,0.38,0.19,0.25,0.25,0.28,0.37,0.4,0.34,0.3,0.4,0.22,0.0,0.21,0.26,0.26,0.3,0.23,0.21,0.0,0.23,0.44,0.23,0.25,0.22,0.17,0.19,0.15,0.25,0.21,0.0,0.22,0.24,0.26,0.18,0.23,0.22,0.17,0.19,0.18,0.23,0.22,0.4,0.15,0.12,0.19,0.16,0.0,0.18,0.22,0.2,0.2,0.2,0.21,0.2,0.21,0.22,0.22,0.15,0.16,0.18,0.2,0.14,0.13,0.18,0.16,0.36,0.0,0.0,0.15,0.16,0.17,0.17,0.18,0.14,0.17,0.14,0.18,0.18,0.15,0.16,0.15,0.15,0.13,0.13,0.0,0.3,0.13,0.16,0.15,0.13,0.16,0.15,0.12,0.0,0.0,0.0,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.22,0.0,0.0,0.13,0.15,0.12,0.13,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.54,0.27,0.24,0.2,0.17,0.16,0.15,0.17,0.15,0.18,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.77
09/17/2021,5.45,4.16,1.19,2.28,2.59,1.68,1.63,0.0,1.69,1.53,1.36,1.64,1.06,1.11,0.0,1.05,1.0,1.03,0.89,0.84,0.68,0.57,0.91,0.79,0.64,0.91,0.4,0.74,0.65,0.58,0.76,0.55,0.81,0.68,0.67,0.59,0.72,0.55,0.43,0.37,0.53,0.59,0.48,0.74,0.32,0.46,0.63,0.47,0.69,0.39,0.48,0.32,0.5,0.38,0.42,0.27,0.48,0.39,0.5,0.33,0.43,0.32,0.43,0.0,0.38,0.37,0.34,0.48,0.19,0.47,0.34,0.34,0.52,0.36,0.33,0.31,0.27,0.36,0.26,0.26,0.24,0.0,0.28,0.33,0.31,0.28,0.34,0.24,0.26,0.38,0.19,0.25,0.26,0.28,0.38,0.4,0.34,0.3,0.4,0.22,0.0,0.21,0.26,0.26,0.3,0.24,0.21,0.0,0.22,0.44,0.24,0.25,0.22,0.17,0.2,0.15,0.25,0.21,0.0,0.22,0.23,0.26,0.18,0.23,0.22,0.17,0.19,0.17,0.23,0.22,0.4,0.16,0.13,0.19,0.16,0.0,0.18,0.22,0.19,0.2,0.21,0.19,0.2,0.2,0.21,0.22,0.16,0.17,0.18,0.2,0.13,0.13,0.16,0.16,0.36,0.12,0.0,0.15,0.16,0.16,0.17,0.17,0.14,0.17,0.15,0.18,0.19,0.15,0.16,0.16,0.14,0.13,0.13,0.0,0.29,0.13,0.16,0.15,0.13,0.16,0.14,0.12,0.0,0.0,0.0,0.14,0.16,0.13,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.2,0.0,0.12,0.13,0.14,0.0,0.14,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.54,0.27,0.24,0.19,0.16,0.16,0.15,0.16,0.15,0.18,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75
09/20/2021,5.41,4.0,1.17,2.31,2.66,1.66,1.6,0.0,1.7,1.53,1.38,1.68,1.05,1.12,0.0,1.02,1.02,1.05,0.89,0.77,0.67,0.56,0.93,0.81,0.64,0.92,0.41,0.76,0.64,0.59,0.73,0.56,0.82,0.67,0.71,0.61,0.73,0.54,0.43,0.37,0.54,0.59,0.48,0.78,0.31,0.46,0.65,0.47,0.66,0.38,0.5,0.28,0.5,0.39,0.42,0.27,0.48,0.39,0.49,0.32,0.44,0.31,0.4,0.0,0.39,0.35,0.34,0.47,0.18,0.45,0.35,0.37,0.51,0.37,0.33,0.31,0.27,0.36,0.26,0.27,0.23,0.0,0.29,0.34,0.31,0.29,0.35,0.25,0.26,0.38,0.19,0.25,0.24,0.28,0.39,0.41,0.33,0.3,0.39,0.22,0.12,0.21,0.26,0.27,0.3,0.24,0.21,0.0,0.22,0.46,0.24,0.26,0.22,0.17,0.2,0.15,0.26,0.22,0.0,0.23,0.24,0.24,0.18,0.24,0.23,0.17,0.18,0.17,0.24,0.23,0.41,0.15,0.12,0.19,0.16,0.0,0.19,0.23,0.2,0.21,0.21,0.19,0.19,0.2,0.21,0.22,0.16,0.16,0.19,0.19,0.14,0.13,0.15,0.17,0.38,0.0,0.0,0.16,0.16,0.16,0.17,0.17,0.13,0.17,0.15,0.18,0.18,0.15,0.15,0.16,0.15,0.13,0.13,0.0,0.28,0.0,0.16,0.15,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.36,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.19,0.13,0.12,0.13,0.14,0.0,0.14,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.28,0.24,0.19,0.15,0.16,0.16,0.17,0.16,0.18,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.81
09/21/2021,5.39,4.13,1.18,2.3,2.64,1.68,1.64,0.0,1.79,1.54,1.37,1.64,1.03,1.1,0.0,1.02,1.02,1.03,0.85,0.76,0.64,0.56,0.93,0.81,0.63,0.91,0.42,0.76,0.66,0.59,0.75,0.55,0.82,0.67,0.71,0.58,0.71,0.52,0.43,0.37,0.53,0.58,0.48,0.79,0.31,0.47,0.65,0.47,0.67,0.38,0.49,0.29,0.48,0.4,0.42,0.27,0.47,0.39,0.5,0.34,0.44,0.31,0.39,0.0,0.39,0.35,0.34,0.49,0.18,0.43,0.36,0.36,0.51,0.37,0.33,0.31,0.27,0.35,0.26,0.27,0.25,0.0,0.28,0.34,0.3,0.29,0.35,0.25,0.26,0.38,0.21,0.25,0.23,0.28,0.39,0.41,0.32,0.3,0.4,0.22,0.0,0.2,0.26,0.26,0.3,0.23,0.2,0.0,0.22,0.48,0.24,0.25,0.22,0.17,0.21,0.15,0.25,0.21,0.0,0.22,0.24,0.24,0.18,0.24,0.23,0.17,0.18,0.18,0.24,0.22,0.4,0.16,0.13,0.2,0.15,0.0,0.19,0.22,0.19,0.21,0.21,0.19,0.2,0.2,0.21,0.21,0.16,0.16,0.19,0.19,0.14,0.13,0.15,0.16,0.38,0.12,0.0,0.17,0.16,0.16,0.17,0.17,0.13,0.17,0.15,0.17,0.18,0.16,0.15,0.16,0.14,0.13,0.14,0.0,0.29,0.0,0.16,0.15,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.13,0.12,0.13,0.14,0.12,0.14,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.6,0.29,0.24,0.2,0.16,0.16,0.16,0.16,0.16,0.18,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75
09/22/2021,5.39,4.13,1.18,2.3,2.64,1.68,1.64,0.0,1.79,1.54,1.37,1.64,1.03,1.1,0.0,1.02,1.02,1.03,0.85,0.76,0.64,0.56,0.93,0.81,0.63,0.91,0.42,0.76,0.66,0.59,0.75,0.55,0.82,0.67,0.71,0.58,0.71,0.52,0.43,0.37,0.53,0.58,0.48,0.79,0.31,0.47,0.65,0.47,0.67,0.38,0.49,0.29,0.48,0.4,0.42,0.27,0.47,0.39,0.5,0.34,0.44,0.31,0.39,0.0,0.39,0.35,0.34,0.49,0.18,0.43,0.36,0.36,0.51,0.37,0.33,0.31,0.27,0.35,0.26,0.27,0.25,0.0,0.28,0.34,0.3,0.29,0.35,0.25,0.26,0.38,0.21,0.25,0.23,0.28,0.39,0.41,0.32,0.3,0.4,0.22,0.0,0.2,0.26,0.26,0.3,0.23,0.2,0.0,0.22,0.48,0.24,0.25,0.22,0.17,0.21,0.15,0.25,0.21,0.0,0.22,0.24,0.24,0.18,0.24,0.23,0.17,0.18,0.18,0.24,0.22,0.4,0.16,0.13,0.2,0.15,0.0,0.19,0.22,0.19,0.21,0.21,0.19,0.2,0.2,0.21,0.21,0.16,0.16,0.19,0.19,0.14,0.13,0.15,0.16,0.38,0.12,0.0,0.17,0.16,0.16,0.17,0.17,0.13,0.17,0.15,0.17,0.18,0.16,0.15,0.16,0.14,0.13,0.14,0.0,0.29,0.0,0.16,0.15,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.13,0.12,0.13,0.14,0.12,0.14,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.6,0.29,0.24,0.2,0.16,0.16,0.16,0.16,0.16,0.18,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75
09/23/2021,5.48,4.09,1.15,2.24,2.66,1.6,1.67,0.0,1.79,1.56,1.4,1.66,1.04,1.08,0.0,0.93,1.04,1.07,0.85,0.76,0.62,0.53,0.94,0.81,0.64,0.93,0.43,0.76,0.64,0.59,0.72,0.54,0.84,0.66,0.69,0.57,0.72,0.53,0.43,0.37,0.54,0.59,0.49,0.8,0.31,0.47,0.66,0.48,0.65,0.39,0.5,0.27,0.49,0.4,0.43,0.28,0.46,0.39,0.49,0.33,0.45,0.31,0.4,0.0,0.39,0.36,0.35,0.47,0.18,0.44,0.36,0.35,0.58,0.37,0.32,0.31,0.27,0.35,0.27,0.27,0.24,0.0,0.29,0.34,0.3,0.28,0.35,0.26,0.25,0.38,0.2,0.26,0.25,0.28,0.39,0.4,0.33,0.31,0.39,0.22,0.0,0.2,0.26,0.27,0.31,0.24,0.21,0.0,0.22,0.49,0.24,0.26,0.22,0.17,0.22,0.15,0.25,0.21,0.0,0.22,0.24,0.24,0.17,0.24,0.23,0.17,0.19,0.18,0.23,0.22,0.4,0.16,0.13,0.2,0.15,0.0,0.19,0.23,0.19,0.21,0.21,0.18,0.2,0.19,0.21,0.22,0.16,0.15,0.19,0.18,0.14,0.13,0.15,0.16,0.38,0.12,0.0,0.17,0.17,0.16,0.17,0.17,0.13,0.17,0.15,0.18,0.19,0.15,0.15,0.17,0.15,0.14,0.14,0.0,0.29,0.13,0.16,0.15,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.0,0.0,0.13,0.14,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.61,0.29,0.25,0.2,0.16,0.16,0.16,0.16,0.16,0.19,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.91000000000001
09/24/2021,5.46,4.01,1.18,2.23,2.71,1.58,1.66,0.0,1.79,1.56,1.39,1.67,1.04,1.08,0.0,0.93,1.03,1.08,0.84,0.76,0.63,0.53,0.99,0.81,0.64,0.92,0.42,0.76,0.64,0.59,0.72,0.53,0.83,0.66,0.69,0.57,0.72,0.53,0.43,0.37,0.54,0.59,0.49,0.8,0.3,0.47,0.67,0.48,0.65,0.39,0.49,0.28,0.49,0.4,0.43,0.28,0.46,0.39,0.51,0.34,0.44,0.31,0.39,0.0,0.39,0.36,0.34,0.47,0.18,0.44,0.35,0.35,0.57,0.37,0.32,0.31,0.27,0.34,0.27,0.27,0.24,0.0,0.29,0.34,0.3,0.28,0.35,0.26,0.26,0.39,0.2,0.26,0.25,0.28,0.39,0.42,0.33,0.3,0.4,0.22,0.0,0.21,0.26,0.26,0.31,0.24,0.21,0.0,0.22,0.49,0.24,0.26,0.23,0.17,0.22,0.15,0.25,0.21,0.0,0.23,0.24,0.24,0.17,0.24,0.23,0.17,0.19,0.18,0.24,0.22,0.41,0.16,0.13,0.19,0.15,0.0,0.19,0.23,0.19,0.21,0.2,0.18,0.2,0.19,0.22,0.22,0.16,0.15,0.19,0.19,0.14,0.13,0.14,0.16,0.38,0.0,0.0,0.17,0.16,0.16,0.17,0.17,0.13,0.17,0.15,0.18,0.19,0.15,0.15,0.16,0.15,0.13,0.14,0.0,0.29,0.13,0.16,0.15,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.15,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.2,0.13,0.0,0.13,0.14,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.59,0.29,0.26,0.2,0.16,0.16,0.16,0.16,0.16,0.19,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.88
