,VNA.DE,GMG.AX,8801.T,16.HK,8802.T,DWNI.DE,823.HK,1925.T,SGRO.L,8830.T,1113.HK,URW.AS,SCG.AX,LEG.DE,8951.T,1997.HK,AT1.DE,8952.T,DXSDB.AX,MGR.AX,GFC.PA,3283.T,SGP.AX,1878.T,3462.T,8953.T,SPSN.SW,3281.T,C38U.SI,A17U.SI,17.HK,LAND.L,C31.SI,GPT.AX,BALD B.ST,CAST.ST,BLND.L,12.HK,UTG.L,4.HK,8984.T,LLC.AX,3003.T,H78.SI,PSPN.SW,WDP.BR,8954.T,DLN.L,LI.PA,CHC.AX,83.HK,TEG.DE,AED.BR,BBOX.L,3269.T,8960.T,COFB.BR,M44U.SI,VCX.AX,FABG.ST,101.HK,COV.PA,CAR.UN.TO,ME8U.SI,3249.T,ENTRA.OL,SBB B.ST,8955.T,3289.T,3309.T,MRL.MC,N2IU.SI,WALL B.ST,AOX.DE,3279.T,3231.T,8972.T,1972.HK,BUOU.SI,BYG.L,WIHL.ST,8804.T,CAI.VI,3466.T,LMP.L,3226.T,PHP.L,SAFE.L,GYC.DE,AGR.L,8967.T,ALLN.SW,REI.UN.TO,8985.T,ICAD.PA,GRI.L,3471.T,COL.MC,U14.SI,GPOR.L,AZRG.TA,T82U.SI,TCN.TO,3234.T,NYF.ST,AJBU.SI,J69U.SI,C09.SI,SHB.L,NXI.PA,8963.T,ADJ.DE,14.HK,8986.T,8964.T,8976.T,IIA.VI,HMSO.L,KLED.ST,3292.T,AP.UN.TO,10.HK,GRT.UN.TO,3278.T,MOBN.SW,3295.T,HUFV A.ST,3282.T,CAPC.L,683.HK,SCP.AX,ALHE.TA,8956.T,CLW.AX,HR.UN.TO,GMT.NZ,CHP.UN.TO,3296.T,8987.T,MVNE.TA,K71U.SI,3481.T,8957.T,3298.T,SRE.L,SRU.UN.TO,NSR.AX,RW0U.SI,FCR.UN.TO,WKP.L,778.HK,BWP.AX,SMP.L,CATE.ST,3453.T,8905.T,MLSR.TA,GVYM.TA,8966.T,3287.T,CQR.AX,8919.T,WPR.AX,VGP.BR,HMN.SI,INS.DE,PCT.NZ,8975.T,8961.T,AUD,INA.AX,C2PU.SI,CMW.AX,DIGS.L,CNI.AX,8968.T,KPG.NZ,CIP.AX,SUPR.L,SHUR.BR,AMOT.TA,BTOU.SI,DIR-U.NE,SMU.UN.TO,MONT.BR,ATRLJ B.ST,JPY,41.HK,LXI.L,8803.T,BIG.TA,DEQ.DE,SPI.VI,8977.T,LIC.AX,ARPT.TA,BEFB.BR,2778.HK,XIOR.BR,8958.T,DXS.AX,PLAZ B.ST,CIBUS.ST,EUR,BCPT.L,CSH.L,GBP,HBRN.IR,RIT1.TA,AU8U.SI,IIP.UN.TO,777.DE,ARG.NZ,2979.T,ARF.AX,ABP.AX,8850.T,CLI SP Equity,SGD,HMC.AX,HKD,SAGAB.ST,CLI.SI,KOJAMO.HE,CTPNV.AS,NWH.UN.TO,3468.T,KMP.UN.TO,K2LU.SI,n/a,XTSLA,9CI.SI,DIR.UN.TO,AVN.AX,BEI.UN.TO,DIOS.ST,PNDX B.ST,NP3.ST,WPRDA.AX,J91U.SI,SUM
10/08/2021,3.7,2.77,2.45,2.04,2.34,2.35,1.88,2.32,2.06,1.88,1.2,0.9,1.21,1.11,1.15,0.85,0.0,0.89,0.0,0.91,0.79,0.9,0.83,0.84,0.72,0.71,0.8,0.77,0.81,0.79,0.0,0.75,0.0,0.75,0.69,0.6,0.66,0.53,0.63,0.49,0.65,0.59,0.57,0.6,0.6,0.61,0.49,0.56,0.47,0.61,0.44,0.46,0.48,0.52,0.46,0.44,0.45,0.46,0.51,0.44,0.44,0.43,0.42,0.42,0.4,0.41,0.62,0.36,0.4,0.37,0.37,0.35,0.33,0.35,0.32,0.32,0.3,0.29,0.34,0.34,0.29,0.34,0.21,0.32,0.32,0.3,0.29,0.32,0.28,0.28,0.28,0.31,0.28,0.29,0.28,0.32,0.29,0.28,0.26,0.27,0.36,0.24,0.3,0.23,0.25,0.24,0.19,0.25,0.25,0.25,0.26,0.16,0.21,0.22,0.23,0.2,0.24,0.2,0.23,0.24,0.22,0.21,0.25,0.2,0.24,0.2,0.19,0.2,0.2,0.17,0.23,0.24,0.19,0.22,0.19,0.19,0.19,0.18,0.17,0.22,0.16,0.18,0.16,0.19,0.2,0.18,0.19,0.16,0.16,0.15,0.15,0.15,0.0,0.17,0.15,0.15,0.2,0.0,0.14,0.16,0.16,0.19,0.17,0.19,0.13,0.14,0.15,0.13,0.13,0.0,0.15,0.14,0.0,0.14,0.17,0.12,0.13,0.15,0.14,0.14,0.13,0.11,0.14,0.15,0.15,0.11,0.0,0.0,0.14,0.11,0.17,0.0,0.11,0.11,0.16,0.13,0.11,0.11,0.12,0.0,0.88,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.72,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.56,0.67,0.33,0.14,0.12,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.58000000000001
10/11/2021,3.69,2.76,2.39,2.11,2.33,2.37,1.89,2.32,2.08,1.86,1.22,0.87,1.21,1.11,1.14,0.86,0.0,0.89,0.0,0.89,0.78,0.91,0.82,0.87,0.75,0.72,0.81,0.78,0.81,0.79,0.0,0.75,0.0,0.74,0.68,0.59,0.66,0.55,0.63,0.49,0.65,0.59,0.54,0.61,0.6,0.61,0.49,0.55,0.46,0.6,0.44,0.46,0.48,0.52,0.47,0.43,0.45,0.45,0.51,0.44,0.45,0.42,0.43,0.42,0.41,0.42,0.62,0.37,0.39,0.38,0.37,0.36,0.34,0.35,0.33,0.31,0.31,0.29,0.34,0.34,0.29,0.33,0.22,0.32,0.32,0.3,0.29,0.33,0.27,0.28,0.29,0.31,0.29,0.28,0.28,0.32,0.28,0.28,0.26,0.27,0.36,0.24,0.29,0.23,0.25,0.24,0.19,0.25,0.25,0.24,0.25,0.0,0.21,0.23,0.24,0.2,0.24,0.21,0.23,0.25,0.22,0.21,0.25,0.2,0.23,0.2,0.19,0.2,0.2,0.18,0.23,0.24,0.19,0.22,0.19,0.19,0.2,0.18,0.17,0.22,0.17,0.19,0.16,0.19,0.19,0.18,0.19,0.16,0.16,0.15,0.15,0.15,0.0,0.17,0.16,0.15,0.2,0.0,0.15,0.16,0.16,0.19,0.17,0.19,0.13,0.14,0.15,0.13,0.14,0.0,0.14,0.14,0.0,0.14,0.16,0.12,0.13,0.15,0.14,0.14,0.13,0.11,0.14,0.15,0.15,0.11,0.0,0.0,0.14,0.11,0.17,0.0,0.11,0.11,0.16,0.12,0.0,0.11,0.12,0.11,0.87,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.7,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.56,0.67,0.33,0.13,0.12,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.57999999999998
10/12/2021,3.69,2.79,2.33,2.14,2.27,2.35,1.89,2.3,2.11,1.8,1.22,0.89,1.2,1.1,1.13,0.87,0.0,0.89,0.0,0.89,0.78,0.91,0.83,0.85,0.75,0.72,0.81,0.78,0.83,0.79,0.0,0.75,0.0,0.74,0.69,0.6,0.67,0.58,0.64,0.49,0.65,0.59,0.54,0.6,0.6,0.62,0.49,0.55,0.46,0.61,0.45,0.45,0.48,0.52,0.47,0.43,0.45,0.45,0.51,0.45,0.45,0.42,0.42,0.42,0.4,0.42,0.63,0.37,0.37,0.38,0.37,0.36,0.34,0.35,0.33,0.31,0.3,0.3,0.34,0.35,0.3,0.33,0.21,0.32,0.32,0.3,0.29,0.33,0.27,0.28,0.29,0.31,0.29,0.28,0.27,0.32,0.28,0.28,0.26,0.27,0.35,0.24,0.29,0.23,0.25,0.24,0.19,0.26,0.25,0.24,0.25,0.12,0.21,0.23,0.24,0.2,0.24,0.2,0.24,0.24,0.22,0.21,0.25,0.2,0.23,0.2,0.19,0.2,0.2,0.18,0.23,0.24,0.19,0.22,0.19,0.19,0.2,0.18,0.17,0.22,0.17,0.18,0.16,0.19,0.19,0.18,0.2,0.16,0.16,0.15,0.16,0.15,0.0,0.17,0.16,0.14,0.2,0.0,0.14,0.16,0.16,0.19,0.17,0.19,0.14,0.14,0.15,0.13,0.14,0.0,0.15,0.14,0.0,0.14,0.17,0.12,0.13,0.15,0.14,0.14,0.13,0.11,0.15,0.15,0.15,0.11,0.0,0.0,0.14,0.11,0.16,0.0,0.0,0.11,0.17,0.12,0.0,0.11,0.12,0.11,0.87,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.58,0.67,0.34,0.13,0.12,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6
10/13/2021,3.65,2.79,2.33,2.14,2.27,2.35,1.91,2.33,2.1,1.82,1.23,0.91,1.22,1.11,1.12,0.88,0.0,0.88,0.0,0.89,0.79,0.89,0.83,0.87,0.74,0.72,0.8,0.76,0.83,0.79,0.0,0.75,0.0,0.75,0.69,0.6,0.67,0.58,0.61,0.5,0.63,0.6,0.54,0.61,0.6,0.62,0.49,0.55,0.46,0.61,0.46,0.45,0.48,0.52,0.46,0.42,0.46,0.45,0.52,0.45,0.45,0.42,0.42,0.42,0.39,0.42,0.63,0.36,0.38,0.37,0.38,0.36,0.34,0.35,0.32,0.31,0.3,0.3,0.33,0.35,0.3,0.33,0.21,0.31,0.32,0.3,0.29,0.33,0.27,0.28,0.28,0.31,0.29,0.28,0.27,0.32,0.28,0.28,0.26,0.27,0.35,0.24,0.3,0.23,0.25,0.24,0.19,0.26,0.25,0.24,0.25,0.12,0.22,0.23,0.24,0.2,0.24,0.2,0.24,0.24,0.22,0.21,0.25,0.2,0.23,0.2,0.19,0.19,0.2,0.18,0.23,0.24,0.19,0.22,0.2,0.19,0.2,0.18,0.16,0.22,0.17,0.18,0.16,0.19,0.19,0.18,0.2,0.16,0.16,0.16,0.15,0.15,0.0,0.17,0.15,0.15,0.2,0.0,0.14,0.15,0.16,0.19,0.17,0.19,0.14,0.14,0.15,0.13,0.13,0.0,0.15,0.14,0.0,0.14,0.17,0.12,0.13,0.15,0.14,0.14,0.13,0.11,0.15,0.16,0.15,0.11,0.0,0.0,0.15,0.11,0.16,0.0,0.11,0.11,0.17,0.12,0.11,0.11,0.12,0.0,0.88,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.57,0.67,0.34,0.13,0.12,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6
10/14/2021,3.65,2.79,2.33,2.14,2.27,2.35,1.91,2.33,2.1,1.82,1.23,0.91,1.22,1.11,1.12,0.88,0.0,0.88,0.0,0.89,0.79,0.89,0.83,0.87,0.74,0.72,0.8,0.76,0.83,0.79,0.0,0.75,0.0,0.75,0.69,0.6,0.67,0.58,0.61,0.5,0.63,0.6,0.54,0.61,0.6,0.62,0.49,0.55,0.46,0.61,0.46,0.45,0.48,0.52,0.46,0.42,0.46,0.45,0.52,0.45,0.45,0.42,0.42,0.42,0.39,0.42,0.63,0.36,0.38,0.37,0.38,0.36,0.34,0.35,0.32,0.31,0.3,0.3,0.33,0.35,0.3,0.33,0.21,0.31,0.32,0.3,0.29,0.33,0.27,0.28,0.28,0.31,0.29,0.28,0.27,0.32,0.28,0.28,0.26,0.27,0.35,0.24,0.3,0.23,0.25,0.24,0.19,0.26,0.25,0.24,0.25,0.12,0.22,0.23,0.24,0.2,0.24,0.2,0.24,0.24,0.22,0.21,0.25,0.2,0.23,0.2,0.19,0.19,0.2,0.18,0.23,0.24,0.19,0.22,0.2,0.19,0.2,0.18,0.16,0.22,0.17,0.18,0.16,0.19,0.19,0.18,0.2,0.16,0.16,0.16,0.15,0.15,0.0,0.17,0.15,0.15,0.2,0.0,0.14,0.15,0.16,0.19,0.17,0.19,0.14,0.14,0.15,0.13,0.13,0.0,0.15,0.14,0.0,0.14,0.17,0.12,0.13,0.15,0.14,0.14,0.13,0.11,0.15,0.16,0.15,0.11,0.0,0.0,0.15,0.11,0.16,0.0,0.11,0.11,0.17,0.12,0.11,0.11,0.12,0.0,0.88,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.57,0.67,0.34,0.13,0.12,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6
10/15/2021,3.67,2.74,2.33,2.12,2.23,2.34,1.93,2.32,2.1,1.81,1.23,0.9,1.21,1.12,1.1,0.88,0.0,0.88,0.0,0.87,0.79,0.88,0.83,0.84,0.75,0.71,0.8,0.76,0.82,0.78,0.0,0.76,0.0,0.74,0.71,0.61,0.67,0.57,0.61,0.49,0.63,0.59,0.54,0.61,0.6,0.63,0.49,0.55,0.47,0.61,0.45,0.45,0.5,0.53,0.46,0.41,0.46,0.44,0.51,0.46,0.45,0.42,0.43,0.41,0.39,0.44,0.65,0.36,0.38,0.37,0.38,0.35,0.35,0.35,0.32,0.31,0.3,0.29,0.34,0.35,0.3,0.32,0.21,0.31,0.32,0.29,0.3,0.34,0.28,0.28,0.28,0.32,0.29,0.28,0.27,0.32,0.28,0.28,0.27,0.27,0.36,0.24,0.35,0.23,0.26,0.23,0.19,0.27,0.25,0.24,0.24,0.11,0.22,0.22,0.24,0.2,0.25,0.2,0.24,0.24,0.22,0.21,0.26,0.2,0.24,0.2,0.19,0.19,0.2,0.18,0.23,0.25,0.19,0.22,0.2,0.19,0.2,0.17,0.16,0.22,0.17,0.17,0.16,0.19,0.2,0.18,0.19,0.16,0.16,0.16,0.15,0.16,0.0,0.18,0.15,0.15,0.2,0.0,0.14,0.15,0.16,0.19,0.17,0.19,0.14,0.13,0.15,0.13,0.13,0.0,0.15,0.14,0.0,0.14,0.16,0.11,0.13,0.15,0.14,0.15,0.14,0.11,0.0,0.16,0.15,0.11,0.0,0.0,0.15,0.0,0.17,0.0,0.11,0.11,0.17,0.13,0.11,0.0,0.12,0.0,0.87,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.59,0.0,0.34,0.13,0.12,0.0,0.0,0.0,0.26,0.0,0.66,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.55999999999999
10/18/2021,3.67,2.74,2.33,2.12,2.23,2.34,1.93,2.32,2.1,1.81,1.23,0.9,1.21,1.12,1.1,0.88,0.0,0.88,0.0,0.87,0.79,0.88,0.83,0.84,0.75,0.71,0.8,0.76,0.82,0.78,0.0,0.76,0.0,0.74,0.71,0.61,0.67,0.57,0.61,0.49,0.63,0.59,0.54,0.61,0.6,0.63,0.49,0.55,0.47,0.61,0.45,0.45,0.5,0.53,0.46,0.41,0.46,0.44,0.51,0.46,0.45,0.42,0.43,0.41,0.39,0.44,0.65,0.36,0.38,0.37,0.38,0.35,0.35,0.35,0.32,0.31,0.3,0.29,0.34,0.35,0.3,0.32,0.21,0.31,0.32,0.29,0.3,0.34,0.28,0.28,0.28,0.32,0.29,0.28,0.27,0.32,0.28,0.28,0.27,0.27,0.36,0.24,0.35,0.23,0.26,0.23,0.19,0.27,0.25,0.24,0.24,0.11,0.22,0.22,0.24,0.2,0.25,0.2,0.24,0.24,0.22,0.21,0.26,0.2,0.24,0.2,0.19,0.19,0.2,0.18,0.23,0.25,0.19,0.22,0.2,0.19,0.2,0.17,0.16,0.22,0.17,0.17,0.16,0.19,0.2,0.18,0.19,0.16,0.16,0.16,0.15,0.16,0.0,0.18,0.15,0.15,0.2,0.0,0.14,0.15,0.16,0.19,0.17,0.19,0.14,0.13,0.15,0.13,0.13,0.0,0.15,0.14,0.0,0.14,0.16,0.11,0.13,0.15,0.14,0.15,0.14,0.11,0.0,0.16,0.15,0.11,0.0,0.0,0.15,0.0,0.17,0.0,0.11,0.11,0.17,0.13,0.11,0.0,0.12,0.0,0.87,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.59,0.0,0.34,0.13,0.12,0.0,0.0,0.0,0.26,0.0,0.66,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.55999999999999
10/19/2021,3.69,2.8,2.29,2.08,2.23,2.31,1.89,2.29,2.15,1.8,1.2,0.89,1.22,1.14,1.08,0.87,0.0,0.87,0.0,0.88,0.78,0.87,0.84,0.86,0.74,0.7,0.8,0.76,0.82,0.79,0.0,0.75,0.0,0.75,0.74,0.62,0.66,0.56,0.61,0.48,0.63,0.58,0.62,0.6,0.6,0.64,0.48,0.55,0.46,0.62,0.45,0.47,0.5,0.54,0.46,0.4,0.47,0.44,0.53,0.47,0.44,0.42,0.43,0.41,0.38,0.47,0.67,0.36,0.38,0.37,0.38,0.36,0.36,0.35,0.32,0.31,0.29,0.29,0.34,0.36,0.31,0.32,0.21,0.31,0.33,0.3,0.29,0.35,0.28,0.28,0.28,0.31,0.29,0.27,0.26,0.33,0.28,0.27,0.27,0.27,0.36,0.24,0.36,0.23,0.27,0.23,0.2,0.27,0.25,0.24,0.24,0.11,0.22,0.22,0.24,0.2,0.24,0.2,0.23,0.24,0.22,0.21,0.26,0.2,0.23,0.2,0.19,0.19,0.19,0.17,0.23,0.25,0.19,0.21,0.2,0.19,0.2,0.17,0.16,0.22,0.16,0.17,0.16,0.18,0.2,0.18,0.2,0.16,0.16,0.15,0.15,0.16,0.0,0.18,0.15,0.15,0.2,0.0,0.14,0.15,0.17,0.19,0.17,0.2,0.14,0.13,0.14,0.12,0.13,0.0,0.15,0.14,0.0,0.14,0.16,0.11,0.13,0.15,0.14,0.15,0.14,0.11,0.0,0.16,0.16,0.11,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.11,0.18,0.13,0.11,0.0,0.12,0.0,0.88,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.7,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.63,0.0,0.34,0.14,0.12,0.0,0.0,0.0,0.2,0.0,0.67,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.61
10/20/2021,3.69,2.77,2.31,2.09,2.24,2.29,1.91,2.32,2.18,1.81,1.22,0.9,1.21,1.14,1.08,0.88,0.0,0.87,0.0,0.88,0.79,0.88,0.85,0.86,0.72,0.7,0.8,0.77,0.82,0.78,0.0,0.76,0.0,0.75,0.75,0.62,0.67,0.56,0.61,0.49,0.63,0.57,0.61,0.61,0.6,0.64,0.48,0.55,0.45,0.61,0.45,0.47,0.49,0.54,0.46,0.4,0.47,0.44,0.53,0.47,0.44,0.42,0.42,0.41,0.39,0.47,0.67,0.36,0.37,0.36,0.38,0.36,0.36,0.35,0.31,0.31,0.29,0.29,0.34,0.36,0.31,0.32,0.21,0.32,0.33,0.3,0.29,0.35,0.28,0.28,0.28,0.31,0.29,0.27,0.26,0.33,0.28,0.27,0.27,0.27,0.35,0.24,0.36,0.23,0.27,0.23,0.2,0.27,0.25,0.23,0.24,0.12,0.21,0.22,0.23,0.19,0.25,0.2,0.23,0.24,0.21,0.21,0.26,0.2,0.23,0.19,0.19,0.19,0.2,0.18,0.23,0.25,0.19,0.21,0.2,0.19,0.2,0.17,0.16,0.22,0.16,0.17,0.16,0.18,0.2,0.18,0.2,0.16,0.16,0.16,0.15,0.16,0.0,0.18,0.15,0.14,0.19,0.0,0.14,0.15,0.16,0.19,0.17,0.2,0.14,0.13,0.14,0.12,0.13,0.0,0.15,0.13,0.0,0.14,0.16,0.11,0.13,0.15,0.14,0.15,0.14,0.11,0.0,0.16,0.16,0.11,0.26,0.0,0.15,0.0,0.16,0.0,0.0,0.11,0.18,0.13,0.11,0.0,0.12,0.0,0.89,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.7,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.64,0.0,0.34,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.65,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.69
10/21/2021,3.74,2.75,2.32,2.1,2.24,2.3,1.91,2.3,2.18,1.82,1.23,0.86,1.2,1.16,1.11,0.86,0.0,0.9,0.0,0.87,0.79,0.89,0.85,0.84,0.73,0.7,0.81,0.77,0.81,0.78,0.0,0.75,0.0,0.75,0.74,0.62,0.66,0.55,0.61,0.5,0.63,0.57,0.59,0.61,0.6,0.64,0.48,0.55,0.44,0.6,0.45,0.47,0.5,0.55,0.47,0.41,0.46,0.44,0.53,0.47,0.44,0.42,0.42,0.41,0.4,0.47,0.69,0.36,0.37,0.37,0.38,0.36,0.36,0.35,0.32,0.31,0.29,0.29,0.33,0.36,0.32,0.32,0.21,0.31,0.33,0.3,0.29,0.36,0.28,0.28,0.28,0.32,0.29,0.27,0.26,0.33,0.28,0.27,0.27,0.27,0.36,0.25,0.36,0.23,0.28,0.23,0.19,0.27,0.25,0.23,0.24,0.12,0.21,0.22,0.24,0.2,0.25,0.2,0.24,0.24,0.22,0.2,0.26,0.2,0.24,0.2,0.19,0.2,0.19,0.17,0.23,0.24,0.19,0.21,0.2,0.19,0.2,0.17,0.16,0.21,0.16,0.17,0.16,0.0,0.2,0.18,0.2,0.17,0.16,0.16,0.15,0.16,0.0,0.18,0.16,0.15,0.19,0.0,0.14,0.15,0.16,0.19,0.17,0.2,0.14,0.12,0.14,0.12,0.13,0.0,0.15,0.13,0.0,0.14,0.16,0.11,0.13,0.15,0.14,0.15,0.14,0.11,0.0,0.16,0.16,0.11,0.35,0.0,0.15,0.11,0.17,0.0,0.0,0.11,0.17,0.12,0.0,0.0,0.12,0.1,0.88,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.7,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.65,0.0,0.34,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.65,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.84
10/22/2021,3.76,2.81,2.28,2.09,2.21,2.29,1.9,2.28,2.2,1.77,1.22,0.89,1.21,1.16,1.1,0.87,0.0,0.89,0.0,0.88,0.79,0.88,0.85,0.86,0.73,0.68,0.8,0.77,0.82,0.78,0.0,0.75,0.0,0.76,0.75,0.62,0.67,0.55,0.62,0.5,0.64,0.57,0.6,0.61,0.6,0.64,0.48,0.54,0.46,0.61,0.45,0.47,0.5,0.55,0.47,0.4,0.46,0.44,0.53,0.47,0.44,0.42,0.43,0.41,0.39,0.47,0.69,0.36,0.37,0.36,0.38,0.36,0.37,0.35,0.31,0.31,0.28,0.29,0.33,0.37,0.32,0.32,0.21,0.31,0.33,0.29,0.29,0.36,0.28,0.28,0.28,0.32,0.29,0.27,0.26,0.33,0.28,0.27,0.27,0.27,0.35,0.25,0.36,0.23,0.28,0.23,0.19,0.27,0.25,0.23,0.24,0.12,0.21,0.22,0.23,0.19,0.25,0.2,0.24,0.24,0.22,0.2,0.26,0.2,0.24,0.19,0.2,0.2,0.19,0.17,0.23,0.25,0.18,0.22,0.2,0.19,0.2,0.17,0.16,0.21,0.16,0.18,0.16,0.0,0.21,0.18,0.2,0.17,0.16,0.16,0.15,0.16,0.0,0.18,0.16,0.15,0.2,0.0,0.14,0.15,0.17,0.19,0.17,0.2,0.14,0.12,0.15,0.12,0.13,0.0,0.15,0.13,0.0,0.14,0.16,0.11,0.13,0.15,0.13,0.15,0.14,0.11,0.0,0.16,0.16,0.11,0.35,0.0,0.15,0.11,0.17,0.0,0.0,0.11,0.17,0.12,0.11,0.0,0.12,0.0,0.89,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.12,0.0,0.65,0.0,0.35,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.66,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.91999999999999
10/25/2021,3.71,2.89,2.29,2.1,2.22,2.28,1.89,2.27,2.19,1.77,1.24,0.89,1.25,1.16,1.11,0.87,0.0,0.88,0.0,0.9,0.79,0.88,0.87,0.86,0.73,0.67,0.8,0.75,0.81,0.79,0.0,0.73,0.0,0.77,0.76,0.61,0.65,0.56,0.62,0.5,0.63,0.59,0.59,0.62,0.6,0.64,0.47,0.54,0.45,0.62,0.45,0.47,0.5,0.54,0.47,0.4,0.46,0.44,0.53,0.47,0.45,0.42,0.43,0.41,0.38,0.48,0.69,0.36,0.37,0.36,0.37,0.36,0.37,0.35,0.31,0.31,0.28,0.3,0.33,0.37,0.32,0.32,0.21,0.31,0.33,0.29,0.29,0.36,0.28,0.28,0.28,0.32,0.3,0.27,0.26,0.32,0.28,0.27,0.27,0.27,0.35,0.25,0.36,0.22,0.29,0.23,0.19,0.26,0.26,0.23,0.23,0.12,0.21,0.22,0.23,0.19,0.24,0.19,0.24,0.24,0.23,0.21,0.26,0.19,0.23,0.19,0.2,0.19,0.2,0.17,0.23,0.25,0.19,0.22,0.2,0.2,0.2,0.18,0.16,0.22,0.16,0.17,0.16,0.0,0.2,0.18,0.2,0.17,0.16,0.15,0.15,0.16,0.0,0.19,0.15,0.15,0.2,0.0,0.13,0.15,0.17,0.19,0.17,0.2,0.15,0.13,0.14,0.13,0.13,0.0,0.15,0.13,0.0,0.13,0.16,0.11,0.13,0.15,0.14,0.15,0.14,0.11,0.0,0.16,0.16,0.11,0.21,0.0,0.15,0.11,0.16,0.0,0.0,0.11,0.17,0.12,0.1,0.0,0.12,0.0,0.91,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.72,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.66,0.0,0.35,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.65,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,89.86
