,2330.TW,700.HK,9988.HK,005930.KS,3690.HK,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,000660.KS,HDFC.NS,2318.HK,2317.TW,2454.TW,BIDU,035420.KS,ICICIBANK.NS,NTES,2269.HK,1810.HK,035720.KS,TCS.NS,PDD,006400.KS,051910.KS,1398.HK,M4B.,005380.KS,3988.HK,YUMC,2603.TW,HINDUNILVR.NS,2331.HK,2020.HK,600519.SS,BY6.,AXISBANK.NS,2303.TW,2382.HK,068270.KS,2308.TW,000270.KS,005490.KS,BBCA.JK,2313.HK,2319.HK,175.HK,105560.KS,HKD,TCOM,2881.TW,2002.TW,1303.TW,BAJFINANCE.NS,012330.KS,066570.KS,1301.TW,051900.KS,2882.TW,2412.TW,2688.HK,BBRI.JK,055550.KS,CHL.,PBBANK.KL,2891.TW,6098.HK,HCLTECH.NS,1216.TW,3711.TW,SNPMF,ASIANPAINT.NS,3034.TW,086790.KS,036570.KS,207940.KS,291.HK,096770.KS,PTT-R.BK,2333.HK,MARUTI.NS,1093.HK,1109.HK,EDU,SCVUF,ZTO,2886.TW,BILI,2884.TW,CPALL-R.BK,SBIN.NS,857.HK,3008.TW,960.HK,1326.TW,600036.SS,BGNE,028260.KS,TLKM.JK,ULTRACEMCO.NS,2379.TW,LT.NS,1177.HK,300750.SZ,5871.TW,2892.TW,1101.TW,WIPRO.NS,992.HK,HTHT,BHARTIARTL.NS,000858.SZ,009150.KS,384.HK,2357.TW,688.HK,2007.HK,1801.HK,5880.TW,2601.HK,033780.KS,2885.TW,M&M.NS,DRREDDY.NS,2382.TW,SMPH.PM,2899.HK,1288.HK,1918.HK,6488,003550.KS,268.HK,JSWSTEEL.NS,2359.HK,TITAN.NS,AOT-R.BK,034730.KS,ITC.NS,VIPS,2327.TW,ASII.JK,TAL,1193.HK,1590.TW,3481.TW,MAYBANK.KL,KOTAKBANK.NS,1919.HK,090430.KS,BDMS-R.BK,SUNPHARMA.NS,XTSLA,BMRI.JK,2883.TW,TATAMOTORS.NS,TATASTEEL.NS,NVAA.,2207.TW,2890.TW,586.HK,2018.HK,1088.HK,601318.SS,ZLAB,267.HK,2409.TW,TECHM.NS,2887.TW,HINDALCO.NS,968.HK,BJFIN.NS,2328.HK,000810.KS,GDS,015760.KS,POWERGRID.NS,788.HK,NESTLEIND.NS,018260.KS,PTTEP-R.BK,AQE.,2344.TW,UPL.NS,091990.KQ,916.HK,GRASIM.NS,017670.KS,DMART.NS,881.HK,1658.HK,316140.KS,1548.HK,ADANIPORTS.NS,3105,CIMB.KL,EICHERMOT.NS,SM.PM,GODREJCP.NS,601888.SS,BPCL.NS,5876.TW,TENAGA.KL,1066.HK,285.HK,TWD,KRW,INR,034220.KS,ALI.PM,3045.TW,009830.KS,168.HK,PCHEM.KL,DIVISLAB.NS,2912.TW,2880.TW,003670.KS,ANSGR.IS,2196.HK,3898.HK,CNH,2301.TW,2395.TW,5347,NVAM.,032830.KS,009540.KS,VEDL.NS,3323.HK,3606.HK,6030.HK,2202.HK,SBILIFE.NS,005935.KQ,PIDILITIND.NS,836.HK,BAJAJFINSV.NS,PTTGC-R.BK,HDFCLIFE.NS,028300.KQ,HAVELLS.NS,AC.PM,PMETAL.KL,1171.HK,003490.KS,ONGC.NS,CIPLA.NS,ICT.PM,010950.KS,CLV.,BDO.PM,SUM
08/16/2021,7.37,4.94,5.06,4.25,1.69,1.3,1.11,1.24,0.89,0.98,0.78,0.99,0.84,0.81,0.79,0.69,0.77,0.79,0.6,0.68,0.71,0.63,0.67,0.49,0.65,0.59,0.52,0.54,0.44,0.45,0.43,0.22,0.44,0.43,0.4,0.35,0.49,0.41,0.45,0.33,0.39,0.34,0.34,0.34,0.37,0.32,0.32,0.39,0.31,0.0,0.21,0.33,0.29,0.3,0.29,0.27,0.25,0.26,0.22,0.28,0.28,0.3,0.25,0.25,0.21,0.24,0.26,0.2,0.28,0.24,0.26,0.22,0.22,0.22,0.21,0.21,0.25,0.21,0.19,0.18,0.29,0.2,0.23,0.19,0.0,0.19,0.19,0.21,0.15,0.2,0.18,0.19,0.17,0.17,0.17,0.18,0.16,0.16,0.18,0.21,0.19,0.2,0.2,0.17,0.18,0.21,0.17,0.15,0.19,0.15,0.13,0.2,0.15,0.17,0.18,0.13,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.16,0.14,0.12,0.13,0.14,0.15,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.0,0.12,0.0,0.13,0.13,0.14,0.13,0.12,0.13,0.16,0.15,0.15,0.15,0.13,0.15,0.13,0.12,0.12,0.12,0.0,0.13,0.11,0.11,0.12,0.12,0.17,0.14,0.15,0.14,0.15,0.12,0.11,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.13,0.0,0.11,0.12,0.13,0.12,0.11,0.13,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
08/17/2021,7.36,4.86,4.99,4.12,1.68,1.33,1.13,1.27,0.87,0.98,0.79,1.02,0.83,0.82,0.81,0.67,0.76,0.8,0.59,0.7,0.7,0.62,0.7,0.48,0.65,0.6,0.52,0.55,0.44,0.45,0.43,0.21,0.45,0.44,0.4,0.35,0.49,0.42,0.44,0.33,0.39,0.34,0.33,0.34,0.38,0.34,0.32,0.39,0.31,0.0,0.22,0.32,0.29,0.3,0.29,0.27,0.24,0.26,0.22,0.28,0.28,0.3,0.26,0.25,0.22,0.24,0.26,0.2,0.29,0.23,0.25,0.22,0.23,0.21,0.21,0.2,0.25,0.21,0.2,0.19,0.28,0.2,0.23,0.19,0.0,0.19,0.19,0.22,0.14,0.2,0.18,0.2,0.17,0.17,0.17,0.18,0.16,0.16,0.18,0.2,0.19,0.19,0.21,0.17,0.18,0.21,0.17,0.16,0.19,0.15,0.14,0.2,0.15,0.16,0.18,0.13,0.17,0.16,0.13,0.16,0.15,0.15,0.14,0.16,0.14,0.12,0.12,0.16,0.14,0.12,0.13,0.13,0.15,0.17,0.14,0.16,0.13,0.14,0.16,0.13,0.13,0.14,0.0,0.12,0.0,0.13,0.13,0.14,0.13,0.12,0.13,0.16,0.21,0.15,0.15,0.14,0.16,0.13,0.12,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.12,0.17,0.14,0.15,0.14,0.16,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.1,0.0,0.13,0.0,0.11,0.12,0.13,0.12,0.11,0.13,0.12,0.13,0.1,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.19000000000001
08/18/2021,7.36,4.86,4.99,4.12,1.68,1.33,1.13,1.27,0.87,0.98,0.79,1.02,0.83,0.82,0.81,0.67,0.76,0.8,0.59,0.7,0.7,0.62,0.7,0.48,0.65,0.6,0.52,0.55,0.44,0.45,0.43,0.21,0.45,0.44,0.4,0.35,0.49,0.42,0.44,0.33,0.39,0.34,0.33,0.34,0.38,0.34,0.32,0.39,0.31,0.0,0.22,0.32,0.29,0.3,0.29,0.27,0.24,0.26,0.22,0.28,0.28,0.3,0.26,0.25,0.22,0.24,0.26,0.2,0.29,0.23,0.25,0.22,0.23,0.21,0.21,0.2,0.25,0.21,0.2,0.19,0.28,0.2,0.23,0.19,0.0,0.19,0.19,0.22,0.14,0.2,0.18,0.2,0.17,0.17,0.17,0.18,0.16,0.16,0.18,0.2,0.19,0.19,0.21,0.17,0.18,0.21,0.17,0.16,0.19,0.15,0.14,0.2,0.15,0.16,0.18,0.13,0.17,0.16,0.13,0.16,0.15,0.15,0.14,0.16,0.14,0.12,0.12,0.16,0.14,0.12,0.13,0.13,0.15,0.17,0.14,0.16,0.13,0.14,0.16,0.13,0.13,0.14,0.0,0.12,0.0,0.13,0.13,0.14,0.13,0.12,0.13,0.16,0.21,0.15,0.15,0.14,0.16,0.13,0.12,0.12,0.12,0.1,0.13,0.11,0.12,0.12,0.12,0.17,0.14,0.15,0.14,0.16,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.1,0.0,0.13,0.0,0.11,0.12,0.13,0.12,0.11,0.13,0.12,0.13,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.12,0.12,0.11,0.0,0.16,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.19000000000001
08/19/2021,7.45,4.72,4.92,4.14,1.61,1.36,1.14,1.27,0.82,0.95,0.8,1.03,0.86,0.81,0.8,0.65,0.77,0.8,0.57,0.7,0.68,0.62,0.71,0.47,0.65,0.6,0.53,0.55,0.44,0.45,0.43,0.21,0.46,0.46,0.41,0.35,0.46,0.42,0.44,0.32,0.39,0.35,0.33,0.35,0.38,0.34,0.33,0.36,0.31,0.0,0.22,0.32,0.29,0.3,0.3,0.27,0.25,0.26,0.22,0.28,0.29,0.31,0.27,0.25,0.22,0.24,0.24,0.2,0.29,0.23,0.26,0.22,0.23,0.21,0.21,0.2,0.25,0.21,0.2,0.19,0.27,0.19,0.24,0.2,0.0,0.18,0.18,0.22,0.13,0.2,0.18,0.19,0.17,0.17,0.17,0.18,0.16,0.16,0.18,0.21,0.19,0.19,0.2,0.17,0.17,0.21,0.17,0.16,0.19,0.16,0.14,0.2,0.15,0.16,0.18,0.13,0.17,0.16,0.13,0.16,0.15,0.15,0.14,0.17,0.14,0.12,0.13,0.16,0.14,0.13,0.13,0.14,0.15,0.17,0.14,0.16,0.13,0.14,0.16,0.13,0.13,0.14,0.0,0.12,0.0,0.13,0.14,0.14,0.12,0.12,0.14,0.17,0.22,0.15,0.15,0.14,0.17,0.13,0.12,0.12,0.12,0.0,0.13,0.11,0.11,0.13,0.12,0.17,0.14,0.15,0.13,0.16,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.1,0.0,0.13,0.0,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07
08/20/2021,7.51,4.59,4.75,4.17,1.57,1.37,1.16,1.32,0.82,0.92,0.8,1.05,0.86,0.81,0.8,0.64,0.76,0.81,0.57,0.67,0.68,0.61,0.74,0.46,0.64,0.61,0.53,0.54,0.44,0.46,0.43,0.21,0.47,0.47,0.4,0.35,0.47,0.43,0.43,0.33,0.39,0.33,0.33,0.34,0.39,0.35,0.33,0.36,0.32,0.1,0.22,0.33,0.29,0.3,0.31,0.27,0.25,0.27,0.23,0.28,0.29,0.3,0.27,0.26,0.22,0.24,0.25,0.19,0.3,0.24,0.25,0.22,0.23,0.2,0.21,0.2,0.26,0.21,0.19,0.2,0.27,0.2,0.24,0.2,0.0,0.19,0.18,0.23,0.13,0.21,0.19,0.19,0.17,0.18,0.17,0.18,0.16,0.17,0.18,0.21,0.19,0.2,0.21,0.17,0.17,0.21,0.18,0.16,0.2,0.16,0.14,0.2,0.15,0.16,0.18,0.14,0.17,0.16,0.13,0.16,0.15,0.15,0.14,0.17,0.14,0.13,0.13,0.16,0.14,0.12,0.13,0.14,0.15,0.17,0.13,0.16,0.14,0.14,0.16,0.12,0.13,0.14,0.0,0.13,0.0,0.13,0.14,0.14,0.12,0.12,0.14,0.17,0.23,0.15,0.15,0.13,0.17,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.13,0.12,0.18,0.14,0.15,0.13,0.16,0.13,0.12,0.0,0.11,0.12,0.11,0.12,0.0,0.1,0.14,0.0,0.11,0.12,0.13,0.12,0.11,0.13,0.12,0.13,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.69,0.52,0.43,0.0,0.0,0.11,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.38000000000001
08/23/2021,7.32,4.51,4.55,4.17,1.51,1.4,1.18,1.33,0.79,0.91,0.82,1.06,0.84,0.8,0.81,0.63,0.76,0.81,0.54,0.68,0.68,0.64,0.75,0.44,0.63,0.62,0.54,0.57,0.43,0.47,0.43,0.22,0.48,0.5,0.42,0.35,0.48,0.42,0.43,0.33,0.39,0.35,0.32,0.33,0.4,0.37,0.34,0.38,0.31,0.1,0.24,0.33,0.28,0.29,0.32,0.26,0.25,0.25,0.22,0.28,0.29,0.3,0.27,0.25,0.22,0.25,0.25,0.19,0.3,0.23,0.25,0.22,0.24,0.2,0.21,0.22,0.26,0.22,0.19,0.19,0.27,0.2,0.24,0.19,0.0,0.19,0.18,0.23,0.13,0.21,0.19,0.2,0.16,0.19,0.17,0.18,0.17,0.16,0.18,0.22,0.2,0.19,0.21,0.17,0.19,0.22,0.18,0.16,0.2,0.15,0.14,0.21,0.14,0.16,0.18,0.13,0.17,0.16,0.13,0.16,0.15,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.12,0.14,0.14,0.15,0.17,0.13,0.17,0.14,0.14,0.16,0.11,0.13,0.15,0.0,0.13,0.0,0.13,0.14,0.14,0.13,0.12,0.14,0.17,0.43,0.15,0.15,0.13,0.17,0.13,0.12,0.12,0.12,0.0,0.13,0.11,0.0,0.13,0.12,0.18,0.14,0.15,0.14,0.17,0.13,0.12,0.0,0.0,0.12,0.11,0.13,0.0,0.1,0.13,0.0,0.11,0.12,0.13,0.12,0.11,0.14,0.11,0.13,0.0,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.22,0.0,0.46,0.0,0.0,0.11,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42000000000002
08/24/2021,7.42,4.64,4.58,4.3,1.46,1.39,1.18,1.35,0.82,0.94,0.82,1.07,0.84,0.82,0.81,0.63,0.76,0.81,0.56,0.63,0.67,0.64,0.76,0.46,0.63,0.63,0.54,0.57,0.42,0.47,0.44,0.23,0.51,0.47,0.41,0.34,0.47,0.4,0.44,0.34,0.39,0.34,0.32,0.32,0.41,0.37,0.33,0.37,0.31,0.0,0.24,0.33,0.28,0.28,0.33,0.26,0.25,0.25,0.22,0.28,0.29,0.3,0.28,0.25,0.22,0.25,0.25,0.18,0.3,0.21,0.25,0.2,0.25,0.2,0.2,0.22,0.26,0.22,0.19,0.19,0.25,0.2,0.22,0.19,0.0,0.2,0.19,0.22,0.13,0.21,0.19,0.19,0.16,0.19,0.17,0.18,0.17,0.14,0.18,0.22,0.2,0.18,0.21,0.16,0.18,0.22,0.17,0.16,0.2,0.16,0.14,0.21,0.13,0.16,0.18,0.14,0.17,0.16,0.12,0.15,0.14,0.15,0.13,0.17,0.14,0.13,0.14,0.14,0.15,0.12,0.14,0.14,0.16,0.16,0.13,0.17,0.15,0.14,0.16,0.11,0.13,0.14,0.0,0.13,0.0,0.12,0.14,0.14,0.12,0.12,0.13,0.17,0.13,0.15,0.14,0.13,0.16,0.13,0.12,0.12,0.12,0.0,0.13,0.11,0.11,0.13,0.12,0.18,0.13,0.14,0.14,0.16,0.13,0.12,0.0,0.0,0.12,0.11,0.13,0.0,0.1,0.13,0.0,0.11,0.11,0.13,0.12,0.11,0.14,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.21,0.0,0.53,0.0,0.0,0.11,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.16,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.37
08/25/2021,7.42,4.64,4.58,4.3,1.46,1.39,1.18,1.35,0.82,0.94,0.82,1.07,0.84,0.82,0.81,0.63,0.76,0.81,0.56,0.63,0.67,0.64,0.76,0.46,0.63,0.63,0.54,0.57,0.42,0.47,0.44,0.23,0.51,0.47,0.41,0.34,0.47,0.4,0.44,0.34,0.39,0.34,0.32,0.32,0.41,0.37,0.33,0.37,0.31,0.0,0.24,0.33,0.28,0.28,0.33,0.26,0.25,0.25,0.22,0.28,0.29,0.3,0.28,0.25,0.22,0.25,0.25,0.18,0.3,0.21,0.25,0.2,0.25,0.2,0.2,0.22,0.26,0.22,0.19,0.19,0.25,0.2,0.22,0.19,0.0,0.2,0.19,0.22,0.13,0.21,0.19,0.19,0.16,0.19,0.17,0.18,0.17,0.14,0.18,0.22,0.2,0.18,0.21,0.16,0.18,0.22,0.17,0.16,0.2,0.16,0.14,0.21,0.13,0.16,0.18,0.14,0.17,0.16,0.12,0.15,0.14,0.15,0.13,0.17,0.14,0.13,0.14,0.14,0.15,0.12,0.14,0.14,0.16,0.16,0.13,0.17,0.15,0.14,0.16,0.11,0.13,0.14,0.0,0.13,0.0,0.12,0.14,0.14,0.12,0.12,0.13,0.17,0.13,0.15,0.14,0.13,0.16,0.13,0.12,0.12,0.12,0.0,0.13,0.11,0.11,0.13,0.12,0.18,0.13,0.14,0.14,0.0,0.13,0.12,0.0,0.0,0.12,0.11,0.13,0.0,0.1,0.13,0.0,0.11,0.11,0.13,0.12,0.11,0.14,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.21,0.0,0.53,0.0,0.0,0.11,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.16,0.1,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.37
08/26/2021,7.5,4.66,4.34,4.29,1.46,1.39,1.17,1.33,0.83,0.96,0.82,1.06,0.81,0.83,0.83,0.65,0.77,0.8,0.58,0.67,0.69,0.65,0.76,0.48,0.64,0.55,0.54,0.58,0.42,0.47,0.44,0.24,0.51,0.49,0.43,0.34,0.49,0.4,0.45,0.34,0.41,0.35,0.32,0.32,0.4,0.36,0.33,0.36,0.31,0.0,0.25,0.34,0.28,0.29,0.33,0.27,0.23,0.25,0.22,0.29,0.29,0.29,0.28,0.25,0.22,0.25,0.25,0.19,0.31,0.21,0.26,0.21,0.24,0.21,0.21,0.22,0.26,0.22,0.19,0.2,0.25,0.2,0.23,0.18,0.0,0.2,0.18,0.21,0.14,0.21,0.2,0.19,0.16,0.19,0.17,0.18,0.18,0.15,0.18,0.22,0.19,0.18,0.2,0.16,0.19,0.23,0.17,0.16,0.2,0.16,0.15,0.21,0.13,0.16,0.18,0.14,0.16,0.16,0.12,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.13,0.14,0.14,0.12,0.14,0.13,0.16,0.16,0.13,0.16,0.15,0.15,0.16,0.12,0.13,0.14,0.0,0.13,0.0,0.12,0.14,0.14,0.13,0.12,0.13,0.17,0.66,0.15,0.14,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.13,0.11,0.12,0.13,0.11,0.18,0.13,0.14,0.14,0.0,0.13,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.1,0.13,0.0,0.11,0.12,0.14,0.11,0.11,0.14,0.11,0.13,0.0,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.2,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.52
08/27/2021,7.4,4.95,4.64,4.34,1.61,1.36,1.14,1.29,0.83,1.07,0.82,1.02,0.8,0.82,0.81,0.69,0.77,0.8,0.62,0.7,0.7,0.64,0.74,0.57,0.61,0.53,0.52,0.57,0.43,0.45,0.43,0.23,0.5,0.49,0.42,0.34,0.49,0.39,0.44,0.33,0.4,0.34,0.32,0.33,0.39,0.33,0.33,0.35,0.31,0.1,0.25,0.34,0.28,0.28,0.33,0.26,0.23,0.25,0.22,0.28,0.28,0.25,0.26,0.25,0.22,0.25,0.25,0.19,0.3,0.21,0.25,0.2,0.23,0.19,0.21,0.22,0.25,0.22,0.19,0.2,0.25,0.19,0.22,0.18,0.0,0.19,0.18,0.21,0.15,0.21,0.2,0.19,0.16,0.18,0.17,0.18,0.18,0.16,0.18,0.21,0.19,0.18,0.2,0.15,0.19,0.23,0.16,0.15,0.2,0.15,0.15,0.2,0.13,0.16,0.17,0.13,0.16,0.15,0.12,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.13,0.14,0.14,0.12,0.14,0.13,0.17,0.15,0.14,0.16,0.15,0.14,0.15,0.13,0.12,0.14,0.0,0.12,0.0,0.11,0.14,0.13,0.12,0.12,0.13,0.16,0.64,0.14,0.13,0.12,0.15,0.13,0.12,0.11,0.12,0.0,0.13,0.0,0.11,0.12,0.0,0.19,0.13,0.14,0.14,0.0,0.13,0.11,0.0,0.0,0.12,0.11,0.13,0.1,0.1,0.13,0.0,0.11,0.12,0.14,0.11,0.11,0.13,0.11,0.12,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.55000000000001
08/30/2021,7.7,4.96,4.53,4.28,1.65,1.4,1.12,1.29,0.81,1.09,0.81,1.02,0.78,0.81,0.79,0.68,0.74,0.8,0.61,0.68,0.68,0.64,0.75,0.55,0.6,0.53,0.52,0.55,0.43,0.45,0.43,0.23,0.5,0.48,0.38,0.33,0.47,0.39,0.46,0.33,0.4,0.35,0.32,0.33,0.39,0.31,0.34,0.34,0.32,0.1,0.25,0.34,0.28,0.28,0.33,0.27,0.23,0.25,0.22,0.29,0.27,0.24,0.26,0.26,0.22,0.26,0.25,0.19,0.3,0.2,0.26,0.2,0.23,0.19,0.21,0.18,0.25,0.22,0.19,0.2,0.24,0.19,0.21,0.18,0.0,0.2,0.18,0.21,0.15,0.21,0.2,0.18,0.16,0.18,0.16,0.18,0.17,0.16,0.18,0.21,0.19,0.17,0.2,0.15,0.19,0.24,0.16,0.15,0.2,0.15,0.14,0.19,0.13,0.16,0.17,0.13,0.16,0.15,0.12,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.13,0.14,0.14,0.12,0.14,0.13,0.17,0.15,0.13,0.16,0.15,0.14,0.15,0.12,0.13,0.14,0.0,0.12,0.0,0.11,0.14,0.13,0.13,0.12,0.13,0.16,0.76,0.14,0.14,0.13,0.15,0.13,0.12,0.11,0.12,0.0,0.13,0.0,0.11,0.13,0.0,0.18,0.13,0.14,0.15,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.13,0.0,0.0,0.13,0.0,0.11,0.12,0.14,0.11,0.0,0.14,0.11,0.12,0.0,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.0,0.11,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.60000000000001
08/31/2021,7.75,4.88,4.34,4.25,1.63,1.4,1.13,1.28,0.81,1.08,0.8,1.03,0.81,0.81,0.8,0.68,0.73,0.81,0.62,0.67,0.68,0.64,0.77,0.54,0.6,0.53,0.52,0.55,0.42,0.45,0.43,0.23,0.51,0.5,0.38,0.33,0.48,0.4,0.46,0.33,0.42,0.35,0.32,0.32,0.39,0.31,0.35,0.35,0.32,0.1,0.25,0.35,0.29,0.29,0.33,0.27,0.23,0.25,0.22,0.29,0.27,0.25,0.26,0.26,0.22,0.26,0.26,0.19,0.3,0.21,0.27,0.2,0.23,0.19,0.21,0.17,0.24,0.22,0.19,0.21,0.25,0.19,0.2,0.19,0.0,0.2,0.18,0.21,0.14,0.21,0.2,0.19,0.16,0.18,0.16,0.18,0.17,0.15,0.18,0.21,0.19,0.17,0.2,0.15,0.18,0.24,0.16,0.15,0.2,0.15,0.15,0.19,0.13,0.16,0.17,0.13,0.16,0.16,0.11,0.15,0.14,0.15,0.13,0.16,0.13,0.13,0.13,0.14,0.14,0.12,0.15,0.13,0.17,0.15,0.13,0.16,0.15,0.14,0.15,0.12,0.13,0.14,0.0,0.12,0.0,0.11,0.14,0.14,0.13,0.12,0.13,0.17,0.38,0.14,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.0,0.13,0.0,0.11,0.13,0.11,0.18,0.14,0.15,0.15,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.13,0.1,0.0,0.13,0.0,0.11,0.12,0.13,0.11,0.0,0.14,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.17999999999999
