,IDXX,FTNT,CRL,SNPS,MSI,TECH,DVN,CDW,PXD,POOL,IQV,WST,RMD,QRVO,AM,KEYS,GRMN,NUAN,TSCO,ENTG,TT,ENPH,ALB,BIO,WMB,MXIM,LH,ALXN,LEN,MOH,EQT,NVST,HZNP,UTHR,MANH,EPAM,TTC,DKS,VEEV,HAL,EVRG,ANET,CTVA,PPG,BR,IPG,FAST,AJG,IP,EXR,CDNS,ESI,ROKU,MRVL,AVY,STLD,STE,WELL,CF,AWK,CC,SJM,PEG,AN,STT,HSY,WSM,RUN,SWKS,MPWR,NRG,GGG,ANSS,EMN,RSG,DISH,VVV,IVZ,XLNX,BBY,CE,TER,DVA,NUE,WHR,MAA,AES,SSNC,DOX,XEL,AEE,APH,CMI,CNP,HOLX,AME,LYB,JEF,XRAY,OLN,RS,SPG,KR,HUN,PKI,CAG,CHD,RPM,IEX,UGI,NFG,WLK,PNW,FBHS,WEC,TOL,DRE,STWD,SNA,HRC,IDA,DGX,LUMN,VST,LSI,A,BRKR,IRM,GNTX,TRGP,TTWO,CLX,PPL,ABC,ES,ED,CIEN,GWW,FE,MRO,COG,CUBE,JAZZ,PEAK,CBRE,MCK,UHS,VTR,ROK,TSN,COMM,HIG,SMG,ADM,OGE,FMC,AOS,DTE,JNPR,CABO,TAP,LNT,UI,GRA,AGR,JLL,MKC,HBAN,LAMR,CPB,EHC,FUO.,LITE,VICI,K,KIM,CLR,AMED,BRO,DAR,NI,ASH,WY,LSTR,ETR,SC,CHE,PWR,GMED,WTRG,FLO,MPW,YUMC,VER,CSGP,LDOS,TPL,RGLD,ATUS,GLW,GLPI,HE,BKR,FL,CMS,XEC,MASI,MAS,ODFL,TYL,HAIN,BF.B,HRL,HUBB,AA,DLB,WPC,TPR,PKG,SNX,ACI,BG,KSU,COR,ADI,n/a,INGR,X,NTAP,OMF,KSS,SYF,BRX,CASY,LW,MOS,CLH,FANG,SPB,SUM
08/31/2021,0.48,0.58,0.51,0.52,0.47,0.47,0.46,0.47,0.39,0.43,0.44,0.51,0.49,0.4,0.38,0.47,0.49,0.41,0.42,0.41,0.43,0.36,0.55,0.47,0.37,0.0,0.43,0.0,0.43,0.41,0.35,0.38,0.43,0.44,0.43,0.47,0.39,0.56,0.41,0.35,0.42,0.37,0.38,0.36,0.39,0.43,0.4,0.39,0.38,0.4,0.45,0.39,0.31,0.41,0.41,0.45,0.37,0.37,0.34,0.42,0.38,0.36,0.4,0.42,0.43,0.38,0.42,0.29,0.35,0.48,0.41,0.37,0.36,0.36,0.39,0.37,0.34,0.35,0.38,0.38,0.38,0.35,0.38,0.47,0.38,0.39,0.33,0.38,0.36,0.37,0.39,0.4,0.37,0.36,0.39,0.36,0.36,0.39,0.35,0.4,0.35,0.35,0.41,0.34,0.4,0.31,0.33,0.32,0.35,0.34,0.34,0.34,0.32,0.36,0.35,0.38,0.36,0.34,0.35,0.37,0.35,0.37,0.29,0.33,0.36,0.38,0.37,0.36,0.31,0.34,0.3,0.0,0.33,0.33,0.36,0.33,0.32,0.31,0.32,0.29,0.29,0.35,0.0,0.33,0.36,0.34,0.34,0.29,0.34,0.33,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.34,0.33,0.29,0.33,0.31,0.29,0.31,0.38,0.29,0.33,0.32,0.28,0.29,0.0,0.31,0.3,0.3,0.37,0.31,0.0,0.31,0.33,0.0,0.29,0.3,0.31,0.31,0.3,0.0,0.34,0.3,0.31,0.29,0.29,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.29,0.0,0.31,0.0,0.3,0.3,0.32,0.0,0.0,0.0,0.0,0.3,0.32,0.3,0.0,0.28,0.3,0.3,0.31,0.28,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01
09/01/2021,0.48,0.58,0.51,0.52,0.47,0.47,0.46,0.47,0.39,0.43,0.44,0.51,0.49,0.4,0.38,0.47,0.49,0.41,0.42,0.41,0.43,0.36,0.55,0.47,0.37,0.0,0.43,0.0,0.43,0.41,0.35,0.38,0.43,0.44,0.43,0.47,0.39,0.56,0.41,0.35,0.42,0.37,0.38,0.36,0.39,0.43,0.4,0.39,0.38,0.4,0.45,0.39,0.31,0.41,0.41,0.45,0.37,0.37,0.34,0.42,0.38,0.36,0.4,0.42,0.43,0.38,0.42,0.29,0.35,0.48,0.41,0.37,0.36,0.36,0.39,0.37,0.34,0.35,0.38,0.38,0.38,0.35,0.38,0.47,0.38,0.39,0.33,0.38,0.36,0.37,0.39,0.4,0.37,0.36,0.39,0.36,0.36,0.39,0.35,0.4,0.35,0.35,0.41,0.34,0.4,0.31,0.33,0.32,0.35,0.34,0.34,0.34,0.32,0.36,0.35,0.38,0.36,0.34,0.35,0.37,0.35,0.37,0.29,0.33,0.36,0.38,0.37,0.36,0.31,0.34,0.3,0.0,0.33,0.33,0.36,0.33,0.32,0.31,0.32,0.29,0.29,0.35,0.0,0.33,0.36,0.34,0.34,0.29,0.34,0.33,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.34,0.33,0.29,0.33,0.31,0.29,0.31,0.38,0.29,0.33,0.32,0.28,0.29,0.0,0.31,0.3,0.3,0.37,0.31,0.0,0.31,0.33,0.0,0.29,0.3,0.31,0.31,0.3,0.0,0.34,0.3,0.31,0.29,0.29,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.29,0.0,0.31,0.0,0.3,0.3,0.32,0.0,0.0,0.0,0.0,0.3,0.32,0.3,0.0,0.28,0.3,0.3,0.31,0.28,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01
09/02/2021,0.49,0.58,0.52,0.52,0.48,0.48,0.45,0.48,0.38,0.44,0.44,0.52,0.49,0.4,0.38,0.48,0.5,0.41,0.42,0.41,0.43,0.37,0.55,0.49,0.37,0.0,0.43,0.0,0.43,0.41,0.34,0.38,0.44,0.44,0.43,0.48,0.39,0.57,0.41,0.34,0.41,0.37,0.37,0.36,0.39,0.43,0.41,0.39,0.37,0.41,0.45,0.39,0.31,0.41,0.41,0.44,0.37,0.37,0.33,0.42,0.37,0.35,0.4,0.42,0.42,0.38,0.43,0.29,0.36,0.49,0.41,0.37,0.36,0.35,0.39,0.37,0.34,0.34,0.38,0.38,0.38,0.35,0.39,0.47,0.37,0.39,0.33,0.38,0.36,0.37,0.39,0.4,0.37,0.36,0.39,0.36,0.36,0.38,0.34,0.4,0.35,0.35,0.42,0.34,0.41,0.31,0.33,0.32,0.35,0.34,0.34,0.34,0.31,0.36,0.35,0.38,0.36,0.34,0.35,0.4,0.35,0.37,0.29,0.33,0.36,0.39,0.38,0.37,0.31,0.33,0.3,0.29,0.33,0.33,0.36,0.33,0.32,0.31,0.33,0.0,0.3,0.36,0.0,0.34,0.36,0.34,0.33,0.29,0.35,0.32,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.34,0.33,0.29,0.33,0.33,0.29,0.32,0.37,0.29,0.32,0.32,0.28,0.29,0.0,0.31,0.3,0.3,0.37,0.31,0.0,0.31,0.32,0.0,0.29,0.31,0.31,0.31,0.3,0.0,0.34,0.3,0.31,0.29,0.29,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.29,0.0,0.31,0.0,0.29,0.29,0.32,0.29,0.0,0.0,0.0,0.3,0.32,0.3,0.0,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16
09/03/2021,0.49,0.58,0.52,0.52,0.48,0.48,0.45,0.48,0.39,0.44,0.44,0.52,0.5,0.4,0.38,0.48,0.49,0.41,0.43,0.41,0.43,0.36,0.55,0.48,0.38,0.0,0.44,0.0,0.43,0.41,0.35,0.39,0.44,0.45,0.43,0.48,0.39,0.57,0.41,0.34,0.42,0.37,0.38,0.36,0.39,0.44,0.41,0.39,0.38,0.41,0.45,0.38,0.31,0.41,0.41,0.43,0.37,0.38,0.34,0.42,0.37,0.36,0.4,0.42,0.43,0.38,0.43,0.29,0.36,0.48,0.42,0.37,0.36,0.35,0.39,0.38,0.34,0.35,0.38,0.38,0.38,0.35,0.39,0.46,0.37,0.4,0.33,0.38,0.36,0.38,0.39,0.41,0.37,0.35,0.39,0.36,0.35,0.38,0.35,0.4,0.35,0.36,0.42,0.34,0.41,0.31,0.33,0.32,0.35,0.34,0.34,0.34,0.32,0.35,0.35,0.38,0.37,0.34,0.35,0.41,0.36,0.38,0.3,0.34,0.37,0.39,0.37,0.38,0.31,0.33,0.31,0.29,0.33,0.34,0.36,0.33,0.32,0.31,0.33,0.28,0.3,0.36,0.0,0.34,0.37,0.35,0.34,0.3,0.35,0.33,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.33,0.34,0.29,0.33,0.32,0.3,0.32,0.38,0.29,0.33,0.32,0.0,0.29,0.0,0.31,0.3,0.3,0.37,0.32,0.0,0.31,0.32,0.28,0.3,0.3,0.31,0.31,0.31,0.29,0.34,0.3,0.31,0.29,0.3,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.29,0.0,0.31,0.0,0.29,0.29,0.32,0.29,0.0,0.0,0.0,0.29,0.33,0.3,0.0,0.0,0.3,0.29,0.34,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38
09/06/2021,0.49,0.57,0.52,0.52,0.48,0.48,0.44,0.48,0.38,0.44,0.44,0.52,0.5,0.39,0.39,0.48,0.49,0.41,0.42,0.41,0.43,0.36,0.56,0.49,0.38,0.0,0.44,0.0,0.43,0.41,0.37,0.39,0.44,0.44,0.42,0.47,0.38,0.57,0.38,0.34,0.42,0.36,0.38,0.35,0.38,0.44,0.4,0.39,0.38,0.42,0.45,0.38,0.3,0.4,0.4,0.42,0.37,0.38,0.34,0.43,0.36,0.35,0.39,0.41,0.42,0.38,0.41,0.31,0.35,0.48,0.41,0.37,0.36,0.35,0.39,0.39,0.34,0.34,0.38,0.37,0.37,0.34,0.39,0.45,0.37,0.4,0.33,0.37,0.36,0.38,0.39,0.4,0.36,0.36,0.39,0.35,0.34,0.37,0.34,0.39,0.34,0.36,0.42,0.34,0.41,0.31,0.33,0.31,0.35,0.34,0.34,0.33,0.32,0.35,0.36,0.38,0.37,0.34,0.35,0.42,0.36,0.38,0.3,0.34,0.37,0.39,0.38,0.38,0.31,0.34,0.31,0.29,0.34,0.34,0.36,0.33,0.32,0.31,0.33,0.0,0.32,0.36,0.0,0.34,0.37,0.35,0.33,0.3,0.35,0.32,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.33,0.34,0.0,0.33,0.32,0.29,0.32,0.37,0.29,0.32,0.33,0.29,0.3,0.0,0.31,0.31,0.3,0.37,0.31,0.0,0.31,0.32,0.29,0.3,0.3,0.31,0.32,0.3,0.29,0.38,0.3,0.31,0.29,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.29,0.29,0.0,0.31,0.0,0.29,0.29,0.32,0.29,0.0,0.0,0.0,0.0,0.34,0.29,0.0,0.0,0.3,0.29,0.36,0.0,0.29,0.3,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.48
09/07/2021,0.49,0.58,0.52,0.52,0.47,0.49,0.44,0.48,0.38,0.44,0.44,0.53,0.5,0.39,0.4,0.48,0.49,0.41,0.43,0.42,0.43,0.36,0.56,0.49,0.38,0.0,0.44,0.0,0.42,0.42,0.38,0.39,0.44,0.44,0.43,0.48,0.38,0.58,0.39,0.34,0.41,0.36,0.38,0.35,0.39,0.43,0.4,0.39,0.38,0.42,0.45,0.38,0.3,0.4,0.4,0.42,0.37,0.37,0.33,0.43,0.36,0.35,0.39,0.4,0.42,0.38,0.41,0.29,0.35,0.48,0.41,0.37,0.36,0.35,0.39,0.39,0.34,0.34,0.38,0.36,0.36,0.34,0.39,0.44,0.37,0.4,0.34,0.36,0.36,0.38,0.39,0.4,0.37,0.36,0.39,0.35,0.33,0.37,0.35,0.38,0.34,0.36,0.42,0.34,0.41,0.31,0.33,0.31,0.34,0.34,0.34,0.33,0.31,0.34,0.36,0.38,0.37,0.33,0.34,0.42,0.36,0.38,0.3,0.34,0.38,0.39,0.38,0.38,0.31,0.34,0.3,0.29,0.33,0.34,0.36,0.33,0.31,0.31,0.33,0.0,0.33,0.36,0.0,0.34,0.37,0.35,0.33,0.3,0.34,0.32,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.33,0.33,0.28,0.33,0.32,0.29,0.31,0.37,0.29,0.32,0.33,0.29,0.29,0.0,0.32,0.31,0.3,0.37,0.31,0.0,0.31,0.31,0.28,0.31,0.31,0.31,0.31,0.3,0.0,0.38,0.3,0.31,0.29,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.29,0.29,0.0,0.31,0.0,0.29,0.29,0.33,0.29,0.0,0.0,0.0,0.28,0.34,0.29,0.0,0.0,0.3,0.29,0.37,0.0,0.0,0.3,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4
09/08/2021,0.49,0.58,0.52,0.52,0.47,0.49,0.44,0.48,0.38,0.44,0.44,0.53,0.5,0.39,0.4,0.48,0.49,0.41,0.43,0.42,0.43,0.36,0.56,0.49,0.38,0.0,0.44,0.0,0.42,0.42,0.38,0.39,0.44,0.44,0.43,0.48,0.38,0.58,0.39,0.34,0.41,0.36,0.38,0.35,0.39,0.43,0.4,0.39,0.38,0.42,0.45,0.38,0.3,0.4,0.4,0.42,0.37,0.37,0.33,0.43,0.36,0.35,0.39,0.4,0.42,0.38,0.41,0.29,0.35,0.48,0.41,0.37,0.36,0.35,0.39,0.39,0.34,0.34,0.38,0.36,0.36,0.34,0.39,0.44,0.37,0.4,0.34,0.36,0.36,0.38,0.39,0.4,0.37,0.36,0.39,0.35,0.33,0.37,0.35,0.38,0.34,0.36,0.42,0.34,0.41,0.31,0.33,0.31,0.34,0.34,0.34,0.33,0.31,0.34,0.36,0.38,0.37,0.33,0.34,0.42,0.36,0.38,0.3,0.34,0.38,0.39,0.38,0.38,0.31,0.34,0.3,0.29,0.33,0.34,0.36,0.33,0.31,0.31,0.33,0.0,0.33,0.36,0.0,0.34,0.37,0.35,0.33,0.3,0.34,0.32,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.33,0.33,0.28,0.33,0.32,0.29,0.31,0.37,0.29,0.32,0.33,0.29,0.29,0.0,0.32,0.31,0.3,0.37,0.31,0.0,0.31,0.31,0.28,0.31,0.31,0.31,0.31,0.3,0.0,0.38,0.3,0.31,0.29,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.29,0.29,0.0,0.31,0.0,0.29,0.29,0.33,0.29,0.0,0.0,0.0,0.28,0.34,0.29,0.0,0.0,0.3,0.29,0.37,0.0,0.0,0.3,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4
09/09/2021,0.49,0.58,0.52,0.52,0.47,0.49,0.44,0.48,0.38,0.44,0.44,0.53,0.5,0.39,0.4,0.48,0.49,0.41,0.43,0.42,0.43,0.36,0.56,0.49,0.38,0.0,0.44,0.0,0.42,0.42,0.38,0.39,0.44,0.44,0.43,0.48,0.38,0.58,0.39,0.34,0.41,0.36,0.38,0.35,0.39,0.43,0.4,0.39,0.38,0.42,0.45,0.38,0.3,0.4,0.4,0.42,0.37,0.37,0.33,0.43,0.36,0.35,0.39,0.4,0.42,0.38,0.41,0.29,0.35,0.48,0.41,0.37,0.36,0.35,0.39,0.39,0.34,0.34,0.38,0.36,0.36,0.34,0.39,0.44,0.37,0.4,0.34,0.36,0.36,0.38,0.39,0.4,0.37,0.36,0.39,0.35,0.33,0.37,0.35,0.38,0.34,0.36,0.42,0.34,0.41,0.31,0.33,0.31,0.34,0.34,0.34,0.33,0.31,0.34,0.36,0.38,0.37,0.33,0.34,0.42,0.36,0.38,0.3,0.34,0.38,0.39,0.38,0.38,0.31,0.34,0.3,0.29,0.33,0.34,0.36,0.33,0.31,0.31,0.33,0.0,0.33,0.36,0.0,0.34,0.37,0.35,0.33,0.3,0.34,0.32,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.33,0.33,0.28,0.33,0.32,0.29,0.31,0.37,0.29,0.32,0.33,0.29,0.29,0.0,0.32,0.31,0.3,0.37,0.31,0.0,0.31,0.31,0.28,0.31,0.31,0.31,0.31,0.3,0.0,0.38,0.3,0.31,0.29,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.29,0.29,0.0,0.31,0.0,0.29,0.29,0.33,0.29,0.0,0.0,0.0,0.28,0.34,0.29,0.0,0.0,0.3,0.29,0.37,0.0,0.0,0.3,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4
09/10/2021,0.49,0.58,0.53,0.53,0.48,0.49,0.44,0.48,0.38,0.44,0.45,0.53,0.51,0.38,0.4,0.48,0.49,0.41,0.43,0.42,0.42,0.35,0.56,0.48,0.38,0.0,0.44,0.0,0.42,0.41,0.38,0.39,0.44,0.44,0.42,0.48,0.38,0.57,0.38,0.34,0.41,0.36,0.38,0.34,0.39,0.43,0.39,0.39,0.37,0.42,0.46,0.37,0.31,0.41,0.4,0.42,0.37,0.37,0.34,0.43,0.36,0.35,0.39,0.4,0.41,0.37,0.4,0.3,0.35,0.49,0.41,0.37,0.37,0.35,0.39,0.39,0.34,0.34,0.38,0.36,0.36,0.34,0.39,0.45,0.36,0.4,0.34,0.36,0.37,0.37,0.38,0.4,0.36,0.36,0.4,0.35,0.33,0.38,0.35,0.38,0.35,0.36,0.42,0.34,0.42,0.31,0.33,0.31,0.34,0.34,0.34,0.33,0.31,0.34,0.35,0.38,0.37,0.34,0.34,0.42,0.36,0.39,0.3,0.34,0.38,0.39,0.38,0.38,0.31,0.34,0.3,0.29,0.34,0.34,0.36,0.33,0.31,0.31,0.33,0.28,0.34,0.36,0.0,0.34,0.37,0.35,0.34,0.3,0.34,0.32,0.0,0.34,0.0,0.31,0.32,0.0,0.32,0.33,0.33,0.32,0.28,0.32,0.32,0.3,0.31,0.37,0.29,0.33,0.33,0.29,0.3,0.0,0.32,0.31,0.3,0.37,0.3,0.0,0.31,0.32,0.0,0.31,0.31,0.31,0.32,0.3,0.28,0.39,0.3,0.31,0.29,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.29,0.0,0.31,0.0,0.29,0.0,0.33,0.29,0.0,0.0,0.0,0.28,0.34,0.28,0.0,0.0,0.3,0.29,0.37,0.28,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44
09/13/2021,0.49,0.57,0.52,0.53,0.48,0.49,0.43,0.48,0.39,0.44,0.44,0.53,0.51,0.38,0.4,0.49,0.49,0.42,0.44,0.42,0.42,0.34,0.57,0.49,0.37,0.0,0.44,0.0,0.41,0.4,0.38,0.39,0.43,0.45,0.42,0.48,0.38,0.54,0.38,0.33,0.42,0.36,0.38,0.35,0.39,0.44,0.39,0.4,0.37,0.42,0.46,0.37,0.3,0.41,0.41,0.42,0.37,0.38,0.34,0.44,0.35,0.35,0.39,0.41,0.41,0.38,0.42,0.29,0.35,0.48,0.41,0.37,0.37,0.34,0.39,0.38,0.35,0.34,0.38,0.36,0.36,0.34,0.38,0.44,0.37,0.4,0.33,0.37,0.37,0.38,0.39,0.4,0.36,0.38,0.4,0.35,0.32,0.38,0.35,0.38,0.35,0.35,0.42,0.35,0.41,0.31,0.33,0.31,0.34,0.34,0.35,0.33,0.31,0.34,0.36,0.37,0.36,0.33,0.34,0.42,0.36,0.39,0.31,0.34,0.37,0.39,0.38,0.38,0.31,0.33,0.3,0.29,0.33,0.34,0.36,0.33,0.31,0.3,0.33,0.0,0.35,0.36,0.0,0.34,0.37,0.35,0.33,0.3,0.34,0.32,0.0,0.35,0.0,0.31,0.33,0.29,0.31,0.34,0.33,0.32,0.0,0.33,0.31,0.3,0.31,0.38,0.29,0.33,0.32,0.29,0.3,0.0,0.32,0.29,0.31,0.37,0.31,0.0,0.31,0.3,0.29,0.31,0.3,0.3,0.32,0.31,0.29,0.38,0.31,0.32,0.29,0.31,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.29,0.3,0.0,0.31,0.3,0.29,0.29,0.32,0.29,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.3,0.0,0.36,0.0,0.28,0.3,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.47
09/14/2021,0.5,0.58,0.52,0.53,0.48,0.5,0.43,0.48,0.39,0.45,0.45,0.53,0.51,0.38,0.4,0.49,0.49,0.42,0.45,0.42,0.42,0.33,0.57,0.5,0.38,0.0,0.44,0.0,0.41,0.39,0.37,0.39,0.44,0.45,0.43,0.48,0.38,0.54,0.38,0.33,0.41,0.35,0.38,0.35,0.39,0.43,0.39,0.4,0.37,0.42,0.47,0.37,0.29,0.41,0.41,0.42,0.37,0.38,0.34,0.43,0.35,0.36,0.39,0.41,0.41,0.38,0.42,0.3,0.35,0.49,0.4,0.37,0.38,0.35,0.4,0.37,0.35,0.34,0.39,0.36,0.37,0.35,0.37,0.45,0.37,0.39,0.33,0.36,0.37,0.37,0.39,0.4,0.37,0.37,0.4,0.35,0.33,0.38,0.34,0.39,0.35,0.34,0.39,0.35,0.42,0.32,0.33,0.31,0.34,0.34,0.35,0.34,0.31,0.34,0.36,0.37,0.36,0.33,0.34,0.43,0.36,0.39,0.3,0.33,0.37,0.39,0.38,0.37,0.32,0.33,0.3,0.3,0.34,0.34,0.36,0.33,0.3,0.3,0.32,0.0,0.35,0.36,0.0,0.34,0.37,0.35,0.32,0.3,0.34,0.32,0.0,0.35,0.0,0.31,0.32,0.29,0.31,0.33,0.32,0.32,0.0,0.33,0.31,0.3,0.31,0.37,0.29,0.33,0.31,0.3,0.3,0.0,0.31,0.29,0.31,0.36,0.32,0.0,0.31,0.31,0.29,0.31,0.3,0.3,0.32,0.31,0.29,0.39,0.3,0.31,0.29,0.31,0.0,0.3,0.33,0.0,0.0,0.0,0.0,0.0,0.3,0.29,0.31,0.0,0.31,0.3,0.3,0.29,0.32,0.29,0.0,0.0,0.0,0.0,0.37,0.29,0.0,0.0,0.3,0.0,0.34,0.0,0.0,0.3,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52000000000001
09/15/2021,0.5,0.58,0.52,0.53,0.48,0.5,0.43,0.48,0.39,0.45,0.45,0.53,0.51,0.38,0.4,0.49,0.49,0.42,0.45,0.42,0.42,0.33,0.57,0.5,0.38,0.0,0.44,0.0,0.41,0.39,0.37,0.39,0.44,0.45,0.43,0.48,0.38,0.54,0.38,0.33,0.41,0.35,0.38,0.35,0.39,0.43,0.39,0.4,0.37,0.42,0.47,0.37,0.29,0.41,0.41,0.42,0.37,0.38,0.34,0.43,0.35,0.36,0.39,0.41,0.41,0.38,0.42,0.3,0.35,0.49,0.4,0.37,0.38,0.35,0.4,0.37,0.35,0.34,0.39,0.36,0.37,0.35,0.37,0.45,0.37,0.39,0.33,0.36,0.37,0.37,0.39,0.4,0.37,0.37,0.4,0.35,0.33,0.38,0.34,0.39,0.35,0.34,0.39,0.35,0.42,0.32,0.33,0.31,0.34,0.34,0.35,0.34,0.31,0.34,0.36,0.37,0.36,0.33,0.34,0.43,0.36,0.39,0.3,0.33,0.37,0.39,0.38,0.37,0.32,0.33,0.3,0.3,0.34,0.34,0.36,0.33,0.3,0.3,0.32,0.0,0.35,0.36,0.0,0.34,0.37,0.35,0.32,0.3,0.34,0.32,0.0,0.35,0.0,0.31,0.32,0.29,0.31,0.33,0.32,0.32,0.0,0.33,0.31,0.3,0.31,0.37,0.29,0.33,0.31,0.3,0.3,0.0,0.31,0.29,0.31,0.36,0.32,0.0,0.31,0.31,0.29,0.31,0.3,0.3,0.32,0.31,0.29,0.39,0.3,0.31,0.29,0.31,0.0,0.3,0.33,0.0,0.0,0.0,0.0,0.0,0.3,0.29,0.31,0.0,0.31,0.3,0.3,0.29,0.32,0.29,0.0,0.0,0.0,0.0,0.37,0.29,0.0,0.0,0.3,0.0,0.34,0.0,0.0,0.3,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52000000000001
09/16/2021,0.48,0.55,0.51,0.52,0.48,0.49,0.44,0.47,0.4,0.43,0.44,0.51,0.5,0.39,0.41,0.48,0.48,0.42,0.45,0.43,0.41,0.33,0.54,0.48,0.38,0.0,0.43,0.0,0.4,0.41,0.38,0.4,0.43,0.45,0.42,0.47,0.38,0.53,0.37,0.35,0.41,0.36,0.37,0.35,0.39,0.44,0.39,0.4,0.37,0.42,0.46,0.37,0.29,0.42,0.41,0.41,0.37,0.39,0.35,0.43,0.35,0.36,0.39,0.41,0.41,0.38,0.41,0.3,0.35,0.48,0.41,0.36,0.37,0.35,0.4,0.39,0.35,0.34,0.39,0.36,0.37,0.35,0.37,0.43,0.37,0.39,0.33,0.36,0.37,0.37,0.38,0.4,0.37,0.37,0.39,0.34,0.33,0.38,0.35,0.39,0.35,0.35,0.39,0.36,0.41,0.32,0.33,0.31,0.34,0.34,0.34,0.34,0.31,0.35,0.35,0.37,0.36,0.33,0.34,0.42,0.36,0.38,0.31,0.33,0.37,0.38,0.37,0.37,0.32,0.34,0.29,0.3,0.33,0.34,0.35,0.33,0.3,0.3,0.32,0.29,0.36,0.36,0.0,0.34,0.37,0.35,0.33,0.31,0.34,0.32,0.0,0.36,0.0,0.32,0.32,0.29,0.31,0.33,0.33,0.32,0.29,0.32,0.31,0.3,0.3,0.37,0.29,0.33,0.32,0.3,0.29,0.0,0.32,0.3,0.31,0.38,0.33,0.0,0.31,0.32,0.29,0.31,0.29,0.3,0.32,0.31,0.29,0.39,0.3,0.3,0.29,0.3,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.31,0.0,0.31,0.31,0.29,0.29,0.32,0.0,0.0,0.0,0.0,0.0,0.37,0.29,0.0,0.0,0.3,0.0,0.34,0.0,0.0,0.29,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.29
