,FGXXX,NVDA,DDD,ANAT,IT,POOL,AMN,AMRC,LAND,IDXX,DXC,WST,INTU,RMD,MSCI,DFS,EW,BIIB,CPRT,UPS,CHPT,WTS,ADBE,ILMN,KKR,PSA,NCR,AWI,CPT,WCC,DHR,ERII,RMBS,ZTS,ANET,ALNY,ZM,PYPL,LB,AMD,TECH,DXCM,GOOGL,LKQ,AXP,BYND,SLM,TROW,MSI,LBRDK,TMUS,CRM,SBAC,VRSN,MSFT,AKAM,SIVB,AVY,ALGN,RHI,XLNX,CINF,REG,XYL,ARES,SGEN,AAP,ITRI,TPX,EBAY,PLD,FWONK,UDR,ENPH,NTAP,WMS,GPS,DOX,MXIM,SCHW,AAPL,HRI,CTAS,FL,V,LII,GPC,CLH,GWW,JW.A,NTRS,PAYX,TREX,PRG,AMZN,AFG,IBM,DOV,EME,ZBRA,AGIO,PFE,CERN,ADI,HSIC,NOW,EL,WORK,JKHY,TYL,NVR,CMG,SIRI,ROK,ODFL,KEYS,FSR,SSD,HYLN,MWA,CCK,AOS,BR,LRCX,AWR,CDW,TER,BWA,ADSK,TRMB,QCOM,TSCO,SCS,BMY,QRVO,CTLT,AMG,GOEV,MSEX,COO,LYV,SSB,TSLA,LW,ROST,SPLK,MA,FBHS,VMW,AWK,NLY,RCEL,WAFD,AMAT,WAB,CSCO,FSLR,FEYE,CFR,VMC,ANSS,LOW,TJX,HPP,FHN,FIS,NFLX,HLT,AGNC,PKG,ITW,SHLS,ATVI,TTWO,MRK,PAYC,TGNA,DLB,R,WRB,POWI,ROL,CBB,CSX,TXN,MSM,GL,VRSK,HUBB,HASI,ATR,CDNS,MET,CWT,IPGP,TFSL,JBHT,HAS,ETSY,MKC,AVITA Medical Inc,TFX,CHD,ECL,PH,NATI,MAS,VOYA,DIS,CMP,VZ,GPN,BOH,CBSH,CIA,MKTX,HAIN,URI,CWEN.A,KLAC,WDAY,LFUS,FFIV,NYCB,ON,BLD,HIG,DE,OLED,UHAL,GLW,LSTR,BBWI WI,TFC,SYY,JWN,GPRO,NYT,FISV,KSS,n/a,WSM,BKNG,LBEUR,HPE,ATNI,GNTX,AMAL,IBKR,NOVA,WOLF,SPWR,RUN,ERIE,ORA,CFFN,VRTX,T,DISCA,ARRY,TDOC,XL,QS,RMO,KD,MNDT,SUM
12/23/2021,0.69,0.74,0.0,0.63,0.6,0.56,0.58,0.55,0.6,0.44,0.34,0.55,0.56,0.46,0.49,0.41,0.51,0.0,0.46,0.43,0.0,0.55,0.41,0.35,0.52,0.53,0.35,0.43,0.56,0.49,0.5,0.4,0.5,0.53,0.63,0.5,0.0,0.0,0.0,0.62,0.43,0.54,0.49,0.46,0.39,0.0,0.35,0.4,0.49,0.37,0.34,0.41,0.48,0.43,0.48,0.4,0.46,0.39,0.39,0.49,0.56,0.38,0.44,0.39,0.47,0.4,0.45,0.0,0.44,0.37,0.55,0.49,0.47,0.39,0.43,0.43,0.0,0.37,0.0,0.44,0.5,0.54,0.45,0.0,0.35,0.35,0.41,0.39,0.44,0.35,0.39,0.45,0.49,0.36,0.38,0.45,0.34,0.44,0.38,0.42,0.0,0.61,0.45,0.37,0.37,0.43,0.42,0.0,0.38,0.42,0.42,0.42,0.37,0.45,0.49,0.48,0.34,0.45,0.0,0.35,0.38,0.42,0.4,0.4,0.48,0.4,0.46,0.0,0.35,0.38,0.48,0.45,0.0,0.35,0.0,0.4,0.37,0.33,0.49,0.36,0.45,0.35,0.48,0.0,0.0,0.0,0.34,0.36,0.0,0.44,0.33,0.0,0.37,0.39,0.39,0.42,0.35,0.0,0.4,0.42,0.4,0.46,0.39,0.0,0.32,0.0,0.4,0.41,0.0,0.34,0.38,0.0,0.0,0.36,0.36,0.38,0.35,0.33,0.36,0.37,0.38,0.33,0.0,0.39,0.35,0.33,0.0,0.45,0.39,0.33,0.0,0.46,0.35,0.44,0.0,0.0,0.4,0.36,0.38,0.38,0.0,0.0,0.4,0.37,0.34,0.35,0.39,0.35,0.0,0.0,0.33,0.0,0.0,0.32,0.34,0.0,0.34,0.35,0.43,0.42,0.39,0.4,0.39,0.33,0.52,0.43,0.35,0.0,0.0,0.41,0.0,0.36,0.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.0,0.34,0.0,0.33,0.34,0.37,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06
12/24/2021,0.67,0.76,0.0,0.61,0.6,0.55,0.57,0.57,0.59,0.44,0.35,0.55,0.56,0.46,0.49,0.42,0.52,0.0,0.46,0.43,0.0,0.55,0.41,0.34,0.52,0.51,0.36,0.43,0.55,0.5,0.48,0.39,0.51,0.53,0.63,0.49,0.0,0.0,0.0,0.64,0.44,0.55,0.48,0.47,0.4,0.0,0.36,0.39,0.49,0.36,0.34,0.41,0.47,0.43,0.48,0.39,0.47,0.4,0.4,0.48,0.58,0.38,0.45,0.38,0.48,0.39,0.44,0.0,0.44,0.36,0.53,0.49,0.46,0.4,0.43,0.43,0.0,0.36,0.0,0.45,0.49,0.53,0.45,0.0,0.35,0.35,0.41,0.4,0.43,0.35,0.39,0.45,0.49,0.36,0.38,0.45,0.34,0.44,0.38,0.42,0.0,0.57,0.44,0.37,0.37,0.44,0.42,0.0,0.38,0.42,0.42,0.42,0.37,0.45,0.49,0.48,0.34,0.45,0.0,0.35,0.38,0.42,0.4,0.4,0.46,0.41,0.46,0.0,0.35,0.39,0.47,0.44,0.0,0.34,0.0,0.41,0.37,0.33,0.49,0.36,0.47,0.35,0.49,0.0,0.0,0.0,0.34,0.36,0.0,0.42,0.33,0.0,0.37,0.39,0.39,0.41,0.35,0.0,0.4,0.42,0.4,0.45,0.39,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.37,0.0,0.0,0.35,0.34,0.39,0.35,0.0,0.37,0.37,0.37,0.33,0.0,0.39,0.35,0.33,0.33,0.44,0.39,0.33,0.0,0.46,0.35,0.43,0.0,0.0,0.4,0.35,0.39,0.36,0.0,0.0,0.39,0.37,0.34,0.34,0.39,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.33,0.35,0.44,0.43,0.39,0.39,0.39,0.33,0.54,0.43,0.35,0.33,0.0,0.4,0.0,0.36,0.39,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.34,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92
12/27/2021,0.67,0.76,0.0,0.61,0.61,0.55,0.57,0.56,0.59,0.45,0.35,0.55,0.57,0.47,0.5,0.42,0.53,0.0,0.46,0.43,0.0,0.55,0.41,0.34,0.52,0.51,0.36,0.44,0.55,0.5,0.49,0.39,0.52,0.53,0.64,0.46,0.0,0.0,0.0,0.63,0.44,0.55,0.49,0.47,0.4,0.0,0.36,0.39,0.49,0.36,0.33,0.41,0.47,0.43,0.49,0.39,0.47,0.39,0.41,0.48,0.6,0.38,0.45,0.38,0.49,0.39,0.44,0.0,0.44,0.36,0.53,0.49,0.46,0.4,0.43,0.45,0.0,0.36,0.0,0.45,0.5,0.53,0.43,0.0,0.36,0.35,0.41,0.39,0.43,0.35,0.39,0.47,0.49,0.36,0.38,0.44,0.34,0.44,0.38,0.41,0.0,0.57,0.44,0.37,0.37,0.44,0.43,0.0,0.38,0.43,0.42,0.42,0.36,0.44,0.49,0.48,0.34,0.44,0.0,0.35,0.38,0.42,0.41,0.4,0.46,0.41,0.46,0.0,0.35,0.38,0.47,0.44,0.0,0.34,0.0,0.41,0.37,0.0,0.5,0.36,0.48,0.34,0.52,0.0,0.0,0.0,0.35,0.36,0.0,0.42,0.33,0.0,0.37,0.39,0.39,0.41,0.35,0.0,0.4,0.42,0.41,0.45,0.39,0.0,0.33,0.0,0.4,0.44,0.0,0.34,0.37,0.0,0.0,0.35,0.34,0.39,0.34,0.32,0.36,0.37,0.38,0.33,0.0,0.39,0.34,0.32,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.4,0.35,0.38,0.36,0.0,0.0,0.39,0.37,0.34,0.35,0.39,0.37,0.0,0.0,0.0,0.0,0.32,0.0,0.34,0.0,0.33,0.34,0.44,0.43,0.38,0.39,0.38,0.33,0.54,0.44,0.35,0.0,0.0,0.4,0.0,0.35,0.38,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.34,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.02000000000001
12/28/2021,0.67,0.76,0.0,0.61,0.61,0.55,0.57,0.56,0.59,0.45,0.35,0.55,0.57,0.47,0.5,0.42,0.53,0.0,0.46,0.43,0.0,0.55,0.41,0.34,0.52,0.51,0.36,0.44,0.55,0.5,0.49,0.39,0.52,0.53,0.64,0.46,0.0,0.0,0.0,0.63,0.44,0.55,0.49,0.47,0.4,0.0,0.36,0.39,0.49,0.36,0.33,0.41,0.47,0.43,0.49,0.39,0.47,0.39,0.41,0.48,0.6,0.38,0.45,0.38,0.49,0.39,0.44,0.0,0.44,0.36,0.53,0.49,0.46,0.4,0.43,0.45,0.0,0.36,0.0,0.45,0.5,0.53,0.43,0.0,0.36,0.35,0.41,0.39,0.43,0.35,0.39,0.47,0.49,0.36,0.38,0.44,0.34,0.44,0.38,0.41,0.0,0.57,0.44,0.37,0.37,0.44,0.43,0.0,0.38,0.43,0.42,0.42,0.36,0.44,0.49,0.48,0.34,0.44,0.0,0.35,0.38,0.42,0.41,0.4,0.46,0.41,0.46,0.0,0.35,0.38,0.47,0.44,0.0,0.34,0.0,0.41,0.37,0.0,0.5,0.36,0.48,0.34,0.52,0.0,0.0,0.0,0.35,0.36,0.0,0.42,0.33,0.0,0.37,0.39,0.39,0.41,0.35,0.0,0.4,0.42,0.41,0.45,0.39,0.0,0.33,0.0,0.4,0.44,0.0,0.34,0.37,0.0,0.0,0.35,0.34,0.39,0.34,0.32,0.36,0.37,0.38,0.33,0.0,0.39,0.34,0.32,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.4,0.35,0.38,0.36,0.0,0.0,0.39,0.37,0.34,0.35,0.39,0.37,0.0,0.0,0.0,0.0,0.32,0.0,0.34,0.0,0.33,0.34,0.44,0.43,0.38,0.39,0.38,0.33,0.54,0.44,0.35,0.0,0.0,0.4,0.0,0.35,0.38,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.34,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.02000000000001
12/29/2021,0.67,0.76,0.0,0.61,0.61,0.55,0.57,0.56,0.59,0.45,0.35,0.55,0.57,0.47,0.5,0.42,0.53,0.0,0.46,0.43,0.0,0.55,0.41,0.34,0.52,0.51,0.36,0.44,0.55,0.5,0.49,0.39,0.52,0.53,0.64,0.46,0.0,0.0,0.0,0.63,0.44,0.55,0.49,0.47,0.4,0.0,0.36,0.39,0.49,0.36,0.33,0.41,0.47,0.43,0.49,0.39,0.47,0.39,0.41,0.48,0.6,0.38,0.45,0.38,0.49,0.39,0.44,0.0,0.44,0.36,0.53,0.49,0.46,0.4,0.43,0.45,0.0,0.36,0.0,0.45,0.5,0.53,0.43,0.0,0.36,0.35,0.41,0.39,0.43,0.35,0.39,0.47,0.49,0.36,0.38,0.44,0.34,0.44,0.38,0.41,0.0,0.57,0.44,0.37,0.37,0.44,0.43,0.0,0.38,0.43,0.42,0.42,0.36,0.44,0.49,0.48,0.34,0.44,0.0,0.35,0.38,0.42,0.41,0.4,0.46,0.41,0.46,0.0,0.35,0.38,0.47,0.44,0.0,0.34,0.0,0.41,0.37,0.0,0.5,0.36,0.48,0.34,0.52,0.0,0.0,0.0,0.35,0.36,0.0,0.42,0.33,0.0,0.37,0.39,0.39,0.41,0.35,0.0,0.4,0.42,0.41,0.45,0.39,0.0,0.33,0.0,0.4,0.44,0.0,0.34,0.37,0.0,0.0,0.35,0.34,0.39,0.34,0.32,0.36,0.37,0.38,0.33,0.0,0.39,0.34,0.32,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.4,0.35,0.38,0.36,0.0,0.0,0.39,0.37,0.34,0.35,0.39,0.37,0.0,0.0,0.0,0.0,0.32,0.0,0.34,0.0,0.33,0.34,0.44,0.43,0.38,0.39,0.38,0.33,0.54,0.44,0.35,0.0,0.0,0.4,0.0,0.35,0.38,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.34,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.02000000000001
12/30/2021,0.67,0.78,0.0,0.59,0.62,0.55,0.57,0.56,0.61,0.45,0.35,0.56,0.58,0.46,0.5,0.42,0.53,0.0,0.46,0.43,0.0,0.55,0.41,0.34,0.54,0.51,0.35,0.43,0.55,0.51,0.49,0.39,0.52,0.53,0.66,0.39,0.0,0.0,0.0,0.66,0.44,0.54,0.48,0.47,0.39,0.0,0.36,0.4,0.48,0.36,0.32,0.41,0.47,0.43,0.49,0.39,0.47,0.39,0.41,0.49,0.61,0.38,0.44,0.38,0.5,0.38,0.44,0.0,0.44,0.36,0.53,0.49,0.46,0.39,0.44,0.44,0.0,0.36,0.0,0.45,0.5,0.53,0.44,0.0,0.35,0.35,0.41,0.39,0.44,0.35,0.39,0.47,0.5,0.35,0.37,0.45,0.34,0.44,0.39,0.42,0.0,0.56,0.43,0.37,0.37,0.45,0.43,0.0,0.37,0.42,0.41,0.42,0.36,0.45,0.5,0.49,0.33,0.45,0.0,0.35,0.37,0.43,0.41,0.41,0.45,0.42,0.47,0.32,0.35,0.39,0.48,0.44,0.0,0.34,0.0,0.41,0.38,0.0,0.49,0.37,0.48,0.35,0.55,0.0,0.0,0.0,0.34,0.37,0.0,0.42,0.33,0.0,0.37,0.41,0.39,0.42,0.34,0.0,0.4,0.42,0.41,0.45,0.38,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.37,0.0,0.0,0.34,0.34,0.39,0.34,0.32,0.36,0.37,0.39,0.33,0.0,0.39,0.35,0.32,0.33,0.44,0.38,0.32,0.0,0.47,0.35,0.42,0.0,0.0,0.41,0.35,0.38,0.36,0.0,0.0,0.39,0.37,0.34,0.35,0.39,0.36,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.32,0.34,0.43,0.45,0.38,0.4,0.39,0.33,0.57,0.45,0.35,0.0,0.0,0.4,0.0,0.36,0.38,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.35,0.0,0.33,0.35,0.38,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.16
12/31/2021,0.67,0.78,0.0,0.59,0.62,0.55,0.57,0.56,0.61,0.45,0.35,0.56,0.58,0.46,0.5,0.42,0.53,0.0,0.46,0.43,0.0,0.55,0.41,0.34,0.54,0.51,0.35,0.43,0.55,0.51,0.49,0.39,0.52,0.53,0.66,0.39,0.0,0.0,0.0,0.66,0.44,0.54,0.48,0.47,0.39,0.0,0.36,0.4,0.48,0.36,0.32,0.41,0.47,0.43,0.49,0.39,0.47,0.39,0.41,0.49,0.61,0.38,0.44,0.38,0.5,0.38,0.44,0.0,0.44,0.36,0.53,0.49,0.46,0.39,0.44,0.44,0.0,0.36,0.0,0.45,0.5,0.53,0.44,0.0,0.35,0.35,0.41,0.39,0.44,0.35,0.39,0.47,0.5,0.35,0.37,0.45,0.34,0.44,0.39,0.42,0.0,0.56,0.43,0.37,0.37,0.45,0.43,0.0,0.37,0.42,0.41,0.42,0.36,0.45,0.5,0.49,0.33,0.45,0.0,0.35,0.37,0.43,0.41,0.41,0.45,0.42,0.47,0.32,0.35,0.39,0.48,0.44,0.0,0.34,0.0,0.41,0.38,0.0,0.49,0.37,0.48,0.35,0.55,0.0,0.0,0.0,0.34,0.37,0.0,0.42,0.33,0.0,0.37,0.41,0.39,0.42,0.34,0.0,0.4,0.42,0.41,0.45,0.38,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.37,0.0,0.0,0.34,0.34,0.39,0.34,0.32,0.36,0.37,0.39,0.33,0.0,0.39,0.35,0.32,0.33,0.44,0.38,0.32,0.0,0.47,0.35,0.42,0.0,0.0,0.41,0.35,0.38,0.36,0.0,0.0,0.39,0.37,0.34,0.35,0.39,0.36,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.32,0.34,0.43,0.45,0.38,0.4,0.39,0.33,0.57,0.45,0.35,0.0,0.0,0.4,0.0,0.36,0.38,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.35,0.0,0.33,0.35,0.38,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.16
01/03/2022,0.46,0.75,0.0,0.6,0.62,0.55,0.56,0.56,0.62,0.46,0.35,0.57,0.57,0.46,0.5,0.42,0.53,0.0,0.47,0.43,0.0,0.55,0.41,0.34,0.52,0.52,0.36,0.44,0.55,0.51,0.5,0.39,0.51,0.53,0.64,0.41,0.0,0.0,0.0,0.63,0.45,0.51,0.48,0.48,0.39,0.0,0.37,0.4,0.49,0.37,0.0,0.41,0.48,0.43,0.49,0.39,0.47,0.4,0.42,0.49,0.59,0.38,0.45,0.39,0.5,0.38,0.44,0.0,0.44,0.37,0.54,0.49,0.47,0.39,0.43,0.44,0.0,0.36,0.0,0.44,0.5,0.52,0.44,0.0,0.35,0.35,0.41,0.4,0.44,0.36,0.39,0.48,0.49,0.35,0.37,0.44,0.35,0.45,0.39,0.42,0.0,0.55,0.44,0.37,0.38,0.44,0.43,0.0,0.38,0.43,0.42,0.41,0.36,0.45,0.5,0.49,0.0,0.45,0.0,0.35,0.38,0.43,0.41,0.41,0.47,0.42,0.46,0.33,0.34,0.38,0.47,0.46,0.0,0.34,0.0,0.41,0.38,0.0,0.51,0.37,0.48,0.35,0.54,0.0,0.32,0.0,0.34,0.38,0.0,0.43,0.0,0.0,0.37,0.4,0.39,0.42,0.34,0.0,0.4,0.42,0.4,0.46,0.39,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.38,0.0,0.0,0.35,0.34,0.38,0.34,0.33,0.37,0.37,0.39,0.33,0.0,0.4,0.34,0.0,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.41,0.36,0.37,0.37,0.0,0.0,0.4,0.37,0.34,0.35,0.4,0.36,0.0,0.0,0.0,0.0,0.32,0.32,0.33,0.0,0.33,0.34,0.43,0.44,0.38,0.4,0.4,0.33,0.55,0.44,0.35,0.0,0.0,0.4,0.0,0.37,0.38,0.34,0.34,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.35,0.0,0.35,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.34,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.15
01/03/2022,0.46,0.75,0.0,0.6,0.62,0.55,0.56,0.56,0.62,0.46,0.35,0.57,0.57,0.46,0.5,0.42,0.53,0.0,0.47,0.43,0.0,0.55,0.41,0.34,0.52,0.52,0.36,0.44,0.55,0.51,0.5,0.39,0.51,0.53,0.64,0.41,0.0,0.0,0.0,0.63,0.45,0.51,0.48,0.48,0.39,0.0,0.37,0.4,0.49,0.37,0.0,0.41,0.48,0.43,0.49,0.39,0.47,0.4,0.42,0.49,0.59,0.38,0.45,0.39,0.5,0.38,0.44,0.0,0.44,0.37,0.54,0.49,0.47,0.39,0.43,0.44,0.0,0.36,0.0,0.44,0.5,0.52,0.44,0.0,0.35,0.35,0.41,0.4,0.44,0.36,0.39,0.48,0.49,0.35,0.37,0.44,0.35,0.45,0.39,0.42,0.0,0.55,0.44,0.37,0.38,0.44,0.43,0.0,0.38,0.43,0.42,0.41,0.36,0.45,0.5,0.49,0.0,0.45,0.0,0.35,0.38,0.43,0.41,0.41,0.47,0.42,0.46,0.33,0.34,0.38,0.47,0.46,0.0,0.34,0.0,0.41,0.38,0.0,0.51,0.37,0.48,0.35,0.54,0.0,0.32,0.0,0.34,0.38,0.0,0.43,0.0,0.0,0.37,0.4,0.39,0.42,0.34,0.0,0.4,0.42,0.4,0.46,0.39,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.38,0.0,0.0,0.35,0.34,0.38,0.34,0.33,0.37,0.37,0.39,0.33,0.0,0.4,0.34,0.0,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.41,0.36,0.37,0.37,0.0,0.0,0.4,0.37,0.34,0.35,0.4,0.36,0.0,0.0,0.0,0.0,0.32,0.32,0.33,0.0,0.33,0.34,0.43,0.44,0.38,0.4,0.4,0.33,0.55,0.44,0.35,0.0,0.0,0.4,0.0,0.37,0.38,0.34,0.34,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.35,0.0,0.35,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.34,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.15
01/03/2022,0.46,0.75,0.0,0.6,0.62,0.55,0.56,0.56,0.62,0.46,0.35,0.57,0.57,0.46,0.5,0.42,0.53,0.0,0.47,0.43,0.0,0.55,0.41,0.34,0.52,0.52,0.36,0.44,0.55,0.51,0.5,0.39,0.51,0.53,0.64,0.41,0.0,0.0,0.0,0.63,0.45,0.51,0.48,0.48,0.39,0.0,0.37,0.4,0.49,0.37,0.0,0.41,0.48,0.43,0.49,0.39,0.47,0.4,0.42,0.49,0.59,0.38,0.45,0.39,0.5,0.38,0.44,0.0,0.44,0.37,0.54,0.49,0.47,0.39,0.43,0.44,0.0,0.36,0.0,0.44,0.5,0.52,0.44,0.0,0.35,0.35,0.41,0.4,0.44,0.36,0.39,0.48,0.49,0.35,0.37,0.44,0.35,0.45,0.39,0.42,0.0,0.55,0.44,0.37,0.38,0.44,0.43,0.0,0.38,0.43,0.42,0.41,0.36,0.45,0.5,0.49,0.0,0.45,0.0,0.35,0.38,0.43,0.41,0.41,0.47,0.42,0.46,0.33,0.34,0.38,0.47,0.46,0.0,0.34,0.0,0.41,0.38,0.0,0.51,0.37,0.48,0.35,0.54,0.0,0.32,0.0,0.34,0.38,0.0,0.43,0.0,0.0,0.37,0.4,0.39,0.42,0.34,0.0,0.4,0.42,0.4,0.46,0.39,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.38,0.0,0.0,0.35,0.34,0.38,0.34,0.33,0.37,0.37,0.39,0.33,0.0,0.4,0.34,0.0,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.41,0.36,0.37,0.37,0.0,0.0,0.4,0.37,0.34,0.35,0.4,0.36,0.0,0.0,0.0,0.0,0.32,0.32,0.33,0.0,0.33,0.34,0.43,0.44,0.38,0.4,0.4,0.33,0.55,0.44,0.35,0.0,0.0,0.4,0.0,0.37,0.38,0.34,0.34,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.35,0.0,0.35,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.34,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.15
01/04/2022,0.46,0.75,0.0,0.6,0.62,0.55,0.56,0.56,0.62,0.46,0.35,0.57,0.57,0.46,0.5,0.42,0.53,0.0,0.47,0.43,0.0,0.55,0.41,0.34,0.52,0.52,0.36,0.44,0.55,0.51,0.5,0.39,0.51,0.53,0.64,0.41,0.0,0.0,0.0,0.63,0.45,0.51,0.48,0.48,0.39,0.0,0.37,0.4,0.49,0.37,0.0,0.41,0.48,0.43,0.49,0.39,0.47,0.4,0.42,0.49,0.59,0.38,0.45,0.39,0.5,0.38,0.44,0.0,0.44,0.37,0.54,0.49,0.47,0.39,0.43,0.44,0.0,0.36,0.0,0.44,0.5,0.52,0.44,0.0,0.35,0.35,0.41,0.4,0.44,0.36,0.39,0.48,0.49,0.35,0.37,0.44,0.35,0.45,0.39,0.42,0.0,0.55,0.44,0.37,0.38,0.44,0.43,0.0,0.38,0.43,0.42,0.41,0.36,0.45,0.5,0.49,0.0,0.45,0.0,0.35,0.38,0.43,0.41,0.41,0.47,0.42,0.46,0.33,0.34,0.38,0.47,0.46,0.0,0.34,0.0,0.41,0.38,0.0,0.51,0.37,0.48,0.35,0.54,0.0,0.32,0.0,0.34,0.38,0.0,0.43,0.0,0.0,0.37,0.4,0.39,0.42,0.34,0.0,0.4,0.42,0.4,0.46,0.39,0.0,0.33,0.0,0.4,0.43,0.0,0.34,0.38,0.0,0.0,0.35,0.34,0.38,0.34,0.33,0.37,0.37,0.39,0.33,0.0,0.4,0.34,0.0,0.33,0.44,0.38,0.33,0.0,0.47,0.35,0.43,0.0,0.0,0.41,0.36,0.37,0.37,0.0,0.0,0.4,0.37,0.34,0.35,0.4,0.36,0.0,0.0,0.0,0.0,0.32,0.32,0.33,0.0,0.33,0.34,0.43,0.44,0.38,0.4,0.4,0.33,0.55,0.44,0.35,0.0,0.0,0.4,0.0,0.37,0.38,0.34,0.34,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.35,0.0,0.35,0.0,0.33,0.34,0.37,0.0,0.35,0.0,0.0,0.0,0.34,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.15
