,AMC,CZR,NET,PLUG,NVCR,TXG,RH,AXON,GME,LPLA,PENN,FND,CREE,FIVE,DECK,NTLA,DAR,LAD,RGEN,CLF,WAL,FHN,MANH,NTRA,MKSI,ACM,RUN,DBX,BLDR,TW,AMED,SMAR,KSS,OSK,CPRI,LSI,OVV,UTHR,ITT,BRKR,NTNX,PVH,MRTX,TPX,REXR,BC,VMEO,IIVI,CROX,XEC,SITE,LSCC,FATE,PCTY,THC,E-Mini Russ 2000 Sep21 Xcme 20210917,CASY,ARES,MAT,AA,FFIN,FRPT,YETI,CHDN,NVST,HQY,VAC,SF,FAF,SLAB,BRKS,BRX,SKX,STAA,FR,SLM,PNFP,TTEK,CHWY,PB,JHG,XLRN,EME,VRT,PACB,EGP,OLN,DLB,DKS,SNV,ARWR,FOXF,AMG,X,RDFN,BLD,NXST,BJ,OMCL,LHCG,FL,COHR,PFGC,NYT,MDU,LITE,TXRH,DNLI,VRNS,NCR,HALO,THO,LFUS,PLNT,BBIO,LPX,TNDM,GMED,BPOP,RXN,LSTR,CACI,NVTA,EXP,EQT,STAG,MSA,RARE,SWAV,MTZ,PRI,SPCE,JCOM,FCNCA,VVV,CC,BL,EVR,UNM,M,WMS,AZEK,COR,SSB,ACHC,NVRO,RL,HELE,AEO,SLG,WSC,KNX,BWXT,SAIA,CFX,OMF,VNT,TWST,SRC,BHVN,SYNA,QTWO,CUZ,INSP,TKR,RBC,KBR,JBLU,VLY,UPWK,TDC,AN,ZI,MMS,GTLS,QTS,RPD,APPS,IBKR,NVT,APPN,GBCI,ADS,FLS,LAZ,AWI,CHNG,ESI,EVBG,TNL,NEO,CHPT,HXL,ESNT,GPK,RYN,ROLL,OZK,POWI,SAIC,UKCM.L,FEYE,WK,ASGN,CW,IDA,MSTR,STMP,MEDP,ADC,IIPR,OLLI,THG,HIW,BPMC,PSTG,WING,EXPO,VMI,IART,CIT,MRVI,SNX,CLH,WCC,NOVT,CR,MTG,AMN,SIGI,FCN,HE,PLLDA.AX,IRDM,NRZ,SMTC,n/a,BYD,ICUI,AMBA,CRUS,SPSC,RRC,ASAN,GXO,SGMS,SPT,EXEL,FYBR,INGR,NYCB,PRGO,CHK,DEI,HUN,QDEL,TMX,NATI,CDK,PACW,CAR,ASH,ALKS,AR,NOV,WOLF,RRX,ZD,HFC,NFG,GT,WBS,CHX,EYE,MARA,HLI,WTFC,FSLY,SUM
09/03/2021,0.52,0.51,0.57,0.32,0.28,0.31,0.29,0.3,0.28,0.28,0.29,0.31,0.24,0.29,0.28,0.24,0.3,0.23,0.34,0.26,0.24,0.22,0.25,0.24,0.2,0.23,0.17,0.22,0.26,0.22,0.14,0.23,0.22,0.19,0.21,0.23,0.17,0.23,0.2,0.22,0.18,0.18,0.19,0.2,0.2,0.19,0.14,0.16,0.23,0.16,0.21,0.2,0.14,0.24,0.19,0.0,0.18,0.2,0.18,0.2,0.16,0.13,0.18,0.17,0.16,0.13,0.15,0.17,0.19,0.17,0.15,0.17,0.16,0.17,0.17,0.14,0.17,0.19,0.18,0.15,0.18,0.17,0.16,0.17,0.14,0.17,0.17,0.15,0.22,0.15,0.17,0.15,0.17,0.17,0.12,0.17,0.15,0.19,0.16,0.14,0.14,0.15,0.15,0.17,0.15,0.16,0.15,0.0,0.17,0.13,0.13,0.15,0.17,0.16,0.0,0.16,0.17,0.15,0.15,0.18,0.16,0.14,0.13,0.16,0.0,0.16,0.14,0.14,0.16,0.13,0.14,0.0,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.17,0.14,0.14,0.15,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.0,0.14,0.17,0.16,0.0,0.14,0.14,0.12,0.15,0.13,0.0,0.13,0.0,0.14,0.14,0.28,0.13,0.16,0.13,0.16,0.0,0.12,0.14,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.13,0.14,0.12,0.14,0.12,0.16,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.13,0.14,0.12,0.12,0.14,0.0,0.0,0.0,0.13,0.16,0.0,0.15,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.33,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44
09/06/2021,0.53,0.51,0.58,0.33,0.28,0.32,0.27,0.28,0.28,0.28,0.29,0.31,0.24,0.25,0.27,0.27,0.29,0.23,0.35,0.26,0.24,0.21,0.25,0.24,0.19,0.23,0.18,0.22,0.27,0.22,0.14,0.22,0.21,0.19,0.2,0.23,0.18,0.22,0.19,0.22,0.2,0.2,0.19,0.2,0.2,0.18,0.15,0.15,0.21,0.17,0.21,0.2,0.14,0.24,0.19,0.0,0.18,0.21,0.18,0.21,0.16,0.14,0.18,0.18,0.17,0.13,0.15,0.17,0.18,0.15,0.15,0.17,0.16,0.17,0.17,0.14,0.17,0.19,0.16,0.15,0.17,0.16,0.16,0.17,0.15,0.17,0.17,0.15,0.22,0.15,0.17,0.15,0.16,0.17,0.13,0.17,0.15,0.19,0.16,0.14,0.14,0.15,0.18,0.18,0.15,0.16,0.15,0.0,0.18,0.13,0.14,0.16,0.16,0.15,0.0,0.15,0.17,0.15,0.14,0.18,0.16,0.14,0.13,0.16,0.13,0.16,0.14,0.15,0.17,0.12,0.14,0.0,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.17,0.14,0.14,0.16,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.15,0.13,0.15,0.14,0.14,0.15,0.0,0.14,0.18,0.16,0.0,0.14,0.15,0.0,0.14,0.13,0.0,0.12,0.0,0.15,0.14,0.28,0.13,0.16,0.0,0.16,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.13,0.14,0.13,0.14,0.0,0.16,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.13,0.14,0.13,0.12,0.14,0.0,0.12,0.0,0.14,0.16,0.12,0.14,0.12,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.3,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41
09/10/2021,0.57,0.53,0.6,0.33,0.28,0.34,0.27,0.28,0.26,0.28,0.3,0.31,0.24,0.25,0.27,0.26,0.29,0.23,0.36,0.26,0.24,0.21,0.25,0.25,0.2,0.23,0.18,0.22,0.27,0.21,0.14,0.23,0.21,0.18,0.21,0.23,0.18,0.22,0.19,0.22,0.21,0.19,0.19,0.2,0.2,0.18,0.15,0.16,0.21,0.17,0.21,0.21,0.14,0.24,0.19,0.0,0.18,0.21,0.18,0.21,0.15,0.14,0.17,0.18,0.17,0.13,0.16,0.17,0.18,0.14,0.16,0.16,0.15,0.18,0.17,0.14,0.17,0.19,0.15,0.15,0.17,0.16,0.15,0.17,0.14,0.17,0.17,0.15,0.22,0.15,0.16,0.15,0.16,0.17,0.13,0.17,0.15,0.19,0.17,0.13,0.13,0.15,0.17,0.18,0.15,0.16,0.15,0.0,0.19,0.13,0.14,0.15,0.16,0.15,0.0,0.15,0.19,0.15,0.14,0.18,0.15,0.14,0.14,0.15,0.14,0.16,0.14,0.15,0.18,0.12,0.14,0.0,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.16,0.14,0.14,0.16,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.15,0.13,0.16,0.13,0.14,0.15,0.0,0.14,0.18,0.16,0.0,0.14,0.15,0.0,0.15,0.13,0.0,0.12,0.0,0.15,0.13,0.29,0.13,0.16,0.0,0.16,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.15,0.0,0.15,0.0,0.0,0.13,0.14,0.13,0.14,0.12,0.16,0.0,0.0,0.0,0.15,0.14,0.0,0.13,0.12,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.13,0.16,0.13,0.14,0.12,0.13,0.13,0.14,0.13,0.12,0.0,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.14,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.35
09/13/2021,0.57,0.53,0.6,0.31,0.28,0.33,0.27,0.29,0.27,0.28,0.3,0.31,0.23,0.25,0.27,0.26,0.29,0.23,0.36,0.26,0.24,0.2,0.25,0.24,0.2,0.23,0.17,0.23,0.27,0.22,0.15,0.2,0.2,0.18,0.2,0.24,0.18,0.23,0.19,0.22,0.21,0.19,0.19,0.2,0.2,0.18,0.15,0.15,0.22,0.18,0.22,0.21,0.13,0.24,0.19,0.0,0.17,0.21,0.17,0.21,0.15,0.14,0.18,0.19,0.17,0.13,0.15,0.17,0.18,0.14,0.16,0.17,0.15,0.18,0.17,0.14,0.18,0.19,0.15,0.15,0.17,0.17,0.16,0.15,0.14,0.18,0.16,0.15,0.21,0.15,0.17,0.15,0.16,0.17,0.13,0.18,0.15,0.19,0.17,0.14,0.13,0.15,0.17,0.18,0.15,0.16,0.15,0.0,0.18,0.13,0.14,0.15,0.16,0.15,0.0,0.16,0.19,0.16,0.14,0.18,0.15,0.15,0.14,0.15,0.14,0.17,0.14,0.16,0.18,0.13,0.14,0.0,0.14,0.15,0.14,0.12,0.15,0.14,0.13,0.16,0.14,0.14,0.16,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.15,0.13,0.15,0.13,0.14,0.15,0.0,0.14,0.18,0.16,0.0,0.14,0.16,0.0,0.15,0.13,0.0,0.12,0.0,0.15,0.14,0.28,0.13,0.16,0.0,0.16,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.15,0.0,0.14,0.0,0.0,0.13,0.14,0.12,0.14,0.0,0.16,0.12,0.0,0.0,0.15,0.14,0.0,0.13,0.0,0.15,0.13,0.12,0.14,0.0,0.0,0.0,0.13,0.16,0.13,0.15,0.12,0.13,0.13,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.37
09/14/2021,0.61,0.53,0.6,0.3,0.28,0.33,0.29,0.28,0.26,0.28,0.29,0.33,0.24,0.25,0.28,0.26,0.28,0.24,0.37,0.26,0.24,0.21,0.25,0.25,0.2,0.23,0.18,0.23,0.27,0.22,0.14,0.21,0.2,0.18,0.2,0.24,0.18,0.23,0.19,0.22,0.21,0.19,0.19,0.21,0.2,0.18,0.15,0.16,0.23,0.18,0.23,0.21,0.13,0.24,0.19,0.0,0.17,0.21,0.17,0.23,0.15,0.14,0.18,0.18,0.17,0.13,0.16,0.17,0.18,0.14,0.17,0.16,0.15,0.17,0.17,0.14,0.18,0.2,0.15,0.15,0.18,0.17,0.16,0.15,0.14,0.17,0.17,0.15,0.21,0.15,0.16,0.16,0.16,0.17,0.12,0.18,0.15,0.19,0.17,0.14,0.13,0.15,0.17,0.18,0.15,0.16,0.15,0.0,0.18,0.13,0.13,0.15,0.16,0.16,0.0,0.16,0.19,0.15,0.14,0.18,0.15,0.15,0.14,0.15,0.13,0.16,0.14,0.16,0.17,0.12,0.14,0.0,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.16,0.14,0.14,0.16,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.16,0.13,0.16,0.13,0.14,0.15,0.12,0.14,0.18,0.16,0.0,0.13,0.16,0.0,0.15,0.14,0.0,0.12,0.0,0.14,0.14,0.28,0.12,0.17,0.0,0.16,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.15,0.0,0.15,0.0,0.0,0.12,0.14,0.12,0.13,0.12,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.13,0.0,0.15,0.13,0.0,0.14,0.0,0.0,0.0,0.14,0.16,0.13,0.15,0.13,0.12,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.15,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55
09/15/2021,0.61,0.53,0.6,0.3,0.28,0.33,0.29,0.28,0.26,0.28,0.29,0.33,0.24,0.25,0.28,0.26,0.28,0.24,0.37,0.26,0.24,0.21,0.25,0.25,0.2,0.23,0.18,0.23,0.27,0.22,0.14,0.21,0.2,0.18,0.2,0.24,0.18,0.23,0.19,0.22,0.21,0.19,0.19,0.21,0.2,0.18,0.15,0.16,0.23,0.18,0.23,0.21,0.13,0.24,0.19,0.0,0.17,0.21,0.17,0.23,0.15,0.14,0.18,0.18,0.17,0.13,0.16,0.17,0.18,0.14,0.17,0.16,0.15,0.17,0.17,0.14,0.18,0.2,0.15,0.15,0.18,0.17,0.16,0.15,0.14,0.17,0.17,0.15,0.21,0.15,0.16,0.16,0.16,0.17,0.12,0.18,0.15,0.19,0.17,0.14,0.13,0.15,0.17,0.18,0.15,0.16,0.15,0.0,0.18,0.13,0.13,0.15,0.16,0.16,0.0,0.16,0.19,0.15,0.14,0.18,0.15,0.15,0.14,0.15,0.13,0.16,0.14,0.16,0.17,0.12,0.14,0.0,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.16,0.14,0.14,0.16,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.16,0.13,0.16,0.13,0.14,0.15,0.12,0.14,0.18,0.16,0.0,0.13,0.16,0.0,0.15,0.14,0.0,0.12,0.0,0.14,0.14,0.28,0.12,0.17,0.0,0.16,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.15,0.0,0.15,0.0,0.0,0.12,0.14,0.12,0.13,0.12,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.13,0.0,0.15,0.13,0.0,0.14,0.0,0.0,0.0,0.14,0.16,0.13,0.15,0.13,0.12,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.15,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55
09/16/2021,0.61,0.53,0.6,0.3,0.28,0.33,0.29,0.28,0.26,0.28,0.29,0.33,0.24,0.25,0.28,0.26,0.28,0.24,0.37,0.26,0.24,0.21,0.25,0.25,0.2,0.23,0.18,0.23,0.27,0.22,0.14,0.21,0.2,0.18,0.2,0.24,0.18,0.23,0.19,0.22,0.21,0.19,0.19,0.21,0.2,0.18,0.15,0.16,0.23,0.18,0.23,0.21,0.13,0.24,0.19,0.0,0.17,0.21,0.17,0.23,0.15,0.14,0.18,0.18,0.17,0.13,0.16,0.17,0.18,0.14,0.17,0.16,0.15,0.17,0.17,0.14,0.18,0.2,0.15,0.15,0.18,0.17,0.16,0.15,0.14,0.17,0.17,0.15,0.21,0.15,0.16,0.16,0.16,0.17,0.12,0.18,0.15,0.19,0.17,0.14,0.13,0.15,0.17,0.18,0.15,0.16,0.15,0.0,0.18,0.13,0.13,0.15,0.16,0.16,0.0,0.16,0.19,0.15,0.14,0.18,0.15,0.15,0.14,0.15,0.13,0.16,0.14,0.16,0.17,0.12,0.14,0.0,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.16,0.14,0.14,0.16,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.16,0.13,0.16,0.13,0.14,0.15,0.12,0.14,0.18,0.16,0.0,0.13,0.16,0.0,0.15,0.14,0.0,0.12,0.0,0.14,0.14,0.28,0.12,0.17,0.0,0.16,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.15,0.0,0.15,0.0,0.0,0.12,0.14,0.12,0.13,0.12,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.13,0.0,0.15,0.13,0.0,0.14,0.0,0.0,0.0,0.14,0.16,0.13,0.15,0.13,0.12,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.15,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55
09/17/2021,0.63,0.53,0.58,0.3,0.27,0.3,0.29,0.28,0.27,0.28,0.28,0.32,0.25,0.25,0.28,0.25,0.29,0.24,0.36,0.25,0.25,0.21,0.25,0.25,0.2,0.23,0.18,0.22,0.27,0.22,0.14,0.2,0.2,0.18,0.2,0.24,0.19,0.23,0.19,0.21,0.21,0.19,0.19,0.21,0.2,0.19,0.14,0.16,0.22,0.19,0.22,0.21,0.13,0.23,0.19,0.0,0.17,0.21,0.17,0.22,0.15,0.14,0.18,0.18,0.17,0.13,0.16,0.17,0.18,0.14,0.17,0.17,0.15,0.16,0.17,0.14,0.17,0.2,0.15,0.15,0.18,0.17,0.16,0.14,0.14,0.17,0.17,0.15,0.21,0.15,0.16,0.15,0.16,0.17,0.12,0.18,0.15,0.19,0.17,0.13,0.13,0.15,0.17,0.18,0.15,0.16,0.15,0.0,0.17,0.13,0.13,0.15,0.16,0.16,0.0,0.15,0.18,0.15,0.15,0.18,0.15,0.15,0.13,0.15,0.14,0.16,0.14,0.15,0.16,0.12,0.14,0.0,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.16,0.14,0.13,0.15,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.14,0.15,0.13,0.16,0.13,0.15,0.15,0.0,0.14,0.18,0.16,0.0,0.14,0.16,0.0,0.15,0.14,0.0,0.12,0.0,0.13,0.14,0.29,0.13,0.17,0.0,0.16,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.15,0.0,0.15,0.0,0.0,0.13,0.14,0.12,0.13,0.12,0.16,0.12,0.0,0.0,0.15,0.15,0.0,0.13,0.12,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.14,0.16,0.13,0.15,0.13,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.15,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.36
09/20/2021,0.57,0.54,0.6,0.31,0.26,0.28,0.28,0.28,0.28,0.28,0.28,0.33,0.24,0.25,0.29,0.24,0.31,0.23,0.37,0.26,0.25,0.21,0.25,0.25,0.2,0.24,0.17,0.22,0.27,0.22,0.13,0.21,0.2,0.18,0.19,0.23,0.19,0.22,0.19,0.21,0.21,0.19,0.19,0.21,0.2,0.19,0.13,0.16,0.24,0.2,0.22,0.22,0.13,0.25,0.19,0.0,0.17,0.21,0.18,0.23,0.15,0.14,0.18,0.19,0.17,0.12,0.16,0.17,0.18,0.14,0.17,0.17,0.15,0.16,0.17,0.14,0.17,0.19,0.15,0.15,0.18,0.17,0.16,0.14,0.13,0.17,0.17,0.15,0.21,0.14,0.16,0.15,0.16,0.17,0.12,0.18,0.15,0.19,0.17,0.13,0.12,0.15,0.17,0.17,0.15,0.16,0.14,0.0,0.18,0.13,0.13,0.15,0.16,0.16,0.0,0.15,0.19,0.15,0.14,0.19,0.15,0.14,0.13,0.15,0.14,0.16,0.14,0.15,0.17,0.13,0.14,0.0,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.16,0.13,0.13,0.16,0.0,0.13,0.0,0.13,0.14,0.0,0.0,0.15,0.16,0.13,0.16,0.14,0.15,0.15,0.0,0.14,0.18,0.16,0.0,0.14,0.16,0.0,0.15,0.14,0.0,0.0,0.0,0.14,0.14,0.3,0.13,0.17,0.0,0.16,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.12,0.12,0.14,0.12,0.13,0.12,0.16,0.12,0.0,0.0,0.15,0.14,0.0,0.13,0.0,0.15,0.12,0.0,0.14,0.0,0.0,0.0,0.15,0.17,0.13,0.15,0.13,0.0,0.12,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.12,0.12,0.25,0.0,0.0,0.13,0.12,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.480000000000004
09/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.28,0.0,0.23,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.25,0.21,0.24,0.24,0.2,0.23,0.21,0.21,0.26,0.21,0.0,0.23,0.2,0.17,0.19,0.22,0.19,0.21,0.17,0.0,0.2,0.19,0.18,0.23,0.19,0.18,0.12,0.15,0.23,0.2,0.22,0.22,0.12,0.0,0.18,0.0,0.16,0.0,0.16,0.21,0.14,0.15,0.2,0.2,0.16,0.13,0.16,0.17,0.17,0.14,0.19,0.16,0.14,0.16,0.16,0.13,0.17,0.19,0.14,0.15,0.17,0.21,0.15,0.16,0.0,0.16,0.17,0.14,0.2,0.15,0.16,0.15,0.15,0.14,0.13,0.17,0.16,0.19,0.16,0.0,0.0,0.15,0.17,0.2,0.14,0.15,0.16,0.0,0.17,0.12,0.13,0.14,0.16,0.16,0.12,0.14,0.18,0.15,0.14,0.18,0.15,0.14,0.14,0.13,0.13,0.15,0.12,0.15,0.18,0.0,0.14,0.0,0.16,0.14,0.14,0.0,0.16,0.13,0.0,0.17,0.14,0.0,0.15,0.0,0.14,0.0,0.13,0.13,0.0,0.0,0.15,0.2,0.12,0.15,0.14,0.14,0.14,0.13,0.14,0.18,0.16,0.0,0.13,0.16,0.0,0.14,0.13,0.12,0.13,0.14,0.14,0.13,0.29,0.12,0.17,0.0,0.16,0.15,0.13,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.13,0.12,0.14,0.12,0.15,0.0,0.0,0.0,0.15,0.14,0.12,0.12,0.0,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.15,0.17,0.13,0.15,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.14,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.12,0.12,0.44,0.12,0.0,0.14,0.0,0.14,0.12,0.22,0.19,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.08
09/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.28,0.0,0.23,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.25,0.21,0.24,0.24,0.2,0.23,0.21,0.21,0.26,0.21,0.0,0.23,0.2,0.17,0.19,0.22,0.19,0.21,0.17,0.0,0.2,0.19,0.18,0.23,0.19,0.18,0.12,0.15,0.23,0.2,0.22,0.22,0.12,0.0,0.18,0.0,0.16,0.0,0.16,0.21,0.14,0.15,0.2,0.2,0.16,0.13,0.16,0.17,0.17,0.14,0.19,0.16,0.14,0.16,0.16,0.13,0.17,0.19,0.14,0.15,0.17,0.21,0.15,0.16,0.0,0.16,0.17,0.14,0.2,0.15,0.16,0.15,0.15,0.14,0.13,0.17,0.16,0.19,0.16,0.0,0.0,0.15,0.17,0.2,0.14,0.15,0.16,0.0,0.17,0.12,0.13,0.14,0.16,0.16,0.12,0.14,0.18,0.15,0.14,0.18,0.15,0.14,0.14,0.13,0.13,0.15,0.12,0.15,0.18,0.0,0.14,0.0,0.16,0.14,0.14,0.0,0.16,0.13,0.0,0.17,0.14,0.0,0.15,0.0,0.14,0.0,0.13,0.13,0.0,0.0,0.15,0.2,0.12,0.15,0.14,0.14,0.14,0.13,0.14,0.18,0.16,0.0,0.13,0.16,0.0,0.14,0.13,0.12,0.13,0.14,0.14,0.13,0.29,0.12,0.17,0.0,0.16,0.15,0.13,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.13,0.12,0.14,0.12,0.15,0.0,0.0,0.0,0.15,0.14,0.12,0.12,0.0,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.15,0.17,0.13,0.15,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.14,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.12,0.12,0.44,0.12,0.0,0.14,0.0,0.14,0.12,0.22,0.19,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.08
