,2330.TW,005930.KS,NPN.JO,RELIANCE.NS,VALE3.SA,INFY.NS,000660.KS,HDFC.NS,005935.KQ,2317.TW,2454.TW,GAZP.ME,ICICIBANK.NS,035420.KS,035720.KS,TCS.NS,SBER.ME,006400.KS,LKOH.ME,051910.KS,1120.SR,1180.SR,005380.KS,2010.SR,ITUB4.SA,HINDUNILVR.NS,AMXL.MX,PETR4.SA,GMKN.ME,QNBK.QA,005490.KS,068270.KS,BBDC4.SA,BAJFINANCE.NS,2303.TW,NVTK.L,YNDX,000270.KS,7010.SR,PETR3.SA,2603.TW,AXISBANK.NS,105560.KS,2222.SR,2308.TW,FSR.JO,B3SA3.SA,NBK.,2881.TW,WALMEX.MX,FEMSAUBD.MX,BHARTIARTL.NS,066570.KS,ABEV3.SA,2002.TW,012330.KS,GFNORTEO.MX,FAB.,1301.TW,055550.KS,051900.KS,1303.TW,GMEXICOB.MX,ASIANPAINT.NS,2891.TW,2882.TW,PTT-R.BK,PBBANK.KL,IMP.JO,096770.KS,2412.TW,1216.TW,207940.KS,MARUTI.NS,HCLTECH.NS,LT.NS,3711.TW,OTP.BD,036570.KS,2886.TW,SSW.JO,TATASTEEL.NS,MTN.JO,2884.TW,TCS.L,MGLU3.SA,WEGE3.SA,KOTAKBANK.NS,CEMEXCPO.MX,SBK.JO,ETISALAT.,CPALL-R.BK,2357.TW,KFH.,086790.KS,2609.TW,SCVUF,TECHM.NS,2885.TW,2382.TW,SBIN.NS,NTCO3.SA,ULTRACEMCO.NS,009150.KS,1326.TW,3034.TW,SUNPHARMA.NS,HINDALCO.NS,028260.KS,BBCA.JK,033780.KS,ALI.PM,AOT-R.BK,ITSA4.SA,EMIRATESNBD.DB,M&M.NS,1101.TW,1010.SR,JSWSTEEL.NS,ASII.JK,XTSLA,NTPC.NS,CPI.JO,SUZB3.SA,PKO.WA,BID.JO,DRREDDY.NS,DIVISLAB.NS,SOL.JO,034730.KS,2892.TW,WIPRO.NS,ITC.NS,BAP,DMART.NS,TITAN.NS,GLOB,TATACONSUM.NS,6415.TW,SLM.JO,PKN.WA,NESTLEIND.NS,6505.TW,091990.KQ,HDFCLIFE.NS,3008.TW,017670.KS,5880.TW,CIMB.KL,TLEVISACPO.MX,TATAMOTORS.NS,GNDI3.SA,AMS.JO,BPAC11.SA,3037.TW,MAYBANK.KL,GODREJCP.NS,RENT3.SA,018260.KS,5871.TW,POWERGRID.NS,VEDL.NS,SNGSP,003550.KS,TATN.ME,ALE.WA,090430.KS,IQCD.QA,2379.TW,BDMS-R.BK,NAUKRI.NS,BMRI.JK,3481.TW,PMETAL.KL,2409.TW,ABG.JO,HEROMOTOCO.NS,2887.TW,BJFIN.NS,KGH.WA,2880.TW,PIDILITIND.NS,5876.TW,APOLLOHOSP.NS,NVAA.,LREN3.SA,NHM.JO,PZU.WA,SBILIFE.NS,1050.SR,TOWR.JK,2883.TW,CIPLA.NS,2020.SR,PTTEP-R.BK,4938.TW,3045.TW,MOTHERSUMI.NS,DABUR.NS,SQM/B.SN,JBSS3.SA,BHARATFORG.NS,RADL3.SA,GGBR4.SA,UPL.NS,TRENT.NS,BRDT3.SA,MUTHOOTFIN.NS,GRASIM.NS,DLF.NS,ALPA4.SA,QIBK.QA,USD,CSNA3.SA,1211.SR,2890.TW,BIDI11.SA,MDKA.JK,4904.TW,ANSGR.IS,TWD,CHMF.ME,ROSN.ME,INR,BBRI.JK,011200.KS,ZAR,TLKM.JK,CLP,VOD.JO,CLS.JO,ALRS.ME,1060.SR,9910.TW,LPP.WA,5110.SR,TENAGA.KL,SIEMENS.NS,MARK.QA,BAJAJFINSV.NS,SHP.JO,KRW,MYR,BRL,GFI.JO,ANG.JO,POLY.L,PLN,2327.TW,6488,000810.KS,BPCL.NS,SAR,DELTA-R.BK,PLZL.ME,ADANITRANS.NS,ADANIGREEN.NS,SMPH.PM,2207.TW,ADANIENT.NS,BRITANNIA.NS,APN.JO,1150.SR,ADCB.,2912.TW,SQM.B.SN,PEO.WA,CEZ.PR,NPH.JO,SCCO,034020.KS,OMU.JO,GAPB.MX,2609,ATGL.NS,SUM
09/08/2021,10.16,5.82,0.72,1.72,1.39,1.46,0.93,1.19,0.93,0.93,0.92,0.95,0.94,0.89,0.77,0.9,0.9,0.67,0.67,0.54,0.72,0.66,0.49,0.54,0.51,0.58,0.6,0.44,0.39,0.44,0.41,0.44,0.39,0.52,0.55,0.43,0.44,0.36,0.4,0.37,0.21,0.46,0.33,0.36,0.35,0.4,0.3,0.38,0.38,0.34,0.31,0.41,0.26,0.28,0.29,0.29,0.3,0.36,0.26,0.27,0.23,0.3,0.27,0.32,0.28,0.31,0.22,0.27,0.21,0.2,0.27,0.23,0.25,0.23,0.32,0.29,0.29,0.26,0.16,0.24,0.21,0.26,0.28,0.22,0.21,0.2,0.22,0.25,0.23,0.24,0.21,0.21,0.15,0.23,0.21,0.13,0.19,0.23,0.16,0.14,0.2,0.16,0.21,0.17,0.19,0.18,0.17,0.19,0.18,0.46,0.15,0.0,0.16,0.18,0.18,0.17,0.16,0.18,0.15,0.14,0.79,0.15,0.19,0.17,0.18,0.14,0.15,0.18,0.16,0.13,0.16,0.23,0.16,0.13,0.17,0.18,0.24,0.14,0.22,0.15,0.0,0.18,0.0,0.16,0.15,0.18,0.0,0.14,0.15,0.0,0.13,0.15,0.0,0.12,0.13,0.15,0.11,0.12,0.0,0.22,0.14,0.0,0.0,0.13,0.17,0.12,0.12,0.0,0.17,0.13,0.12,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.29,0.27,0.16,0.0,0.21,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.23,0.0,0.0,0.15,0.13,0.13,0.0,0.12,0.13,0.11,0.11,0.19,0.13,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.32
09/09/2021,10.26,5.81,0.73,1.73,1.35,1.47,0.91,1.18,0.94,0.92,0.89,0.96,0.92,0.88,0.76,0.89,0.88,0.67,0.65,0.55,0.72,0.66,0.49,0.54,0.52,0.57,0.6,0.44,0.39,0.44,0.41,0.42,0.39,0.51,0.55,0.43,0.44,0.36,0.4,0.36,0.2,0.45,0.32,0.36,0.35,0.39,0.31,0.37,0.37,0.34,0.31,0.4,0.25,0.29,0.3,0.29,0.3,0.37,0.25,0.27,0.23,0.3,0.26,0.32,0.28,0.3,0.21,0.26,0.2,0.2,0.27,0.23,0.25,0.23,0.32,0.29,0.27,0.26,0.16,0.23,0.2,0.26,0.28,0.21,0.21,0.2,0.22,0.24,0.22,0.24,0.2,0.21,0.15,0.23,0.2,0.12,0.19,0.23,0.16,0.14,0.19,0.16,0.21,0.16,0.19,0.16,0.17,0.19,0.18,0.45,0.15,0.0,0.15,0.18,0.18,0.17,0.16,0.18,0.15,0.14,0.79,0.15,0.19,0.16,0.19,0.13,0.14,0.18,0.16,0.13,0.16,0.23,0.16,0.13,0.16,0.18,0.24,0.13,0.22,0.15,0.11,0.17,0.0,0.16,0.15,0.17,0.0,0.14,0.15,0.0,0.12,0.15,0.0,0.12,0.12,0.15,0.0,0.12,0.0,0.22,0.13,0.0,0.0,0.13,0.17,0.12,0.12,0.0,0.17,0.13,0.12,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.13,0.13,0.0,0.0,0.12,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.27,0.16,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.0,0.23,0.0,0.0,0.15,0.12,0.13,0.0,0.12,0.13,0.0,0.11,0.19,0.13,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65
09/10/2021,10.25,5.79,0.75,1.75,1.37,1.46,0.91,1.22,0.94,0.91,0.91,0.98,0.93,0.87,0.76,0.89,0.88,0.68,0.66,0.56,0.73,0.67,0.49,0.55,0.52,0.58,0.61,0.44,0.39,0.44,0.43,0.43,0.39,0.51,0.54,0.45,0.44,0.36,0.4,0.37,0.22,0.45,0.32,0.37,0.35,0.39,0.31,0.38,0.38,0.35,0.31,0.42,0.25,0.29,0.3,0.29,0.31,0.37,0.26,0.27,0.23,0.3,0.26,0.32,0.28,0.31,0.21,0.27,0.2,0.2,0.27,0.23,0.25,0.23,0.32,0.29,0.27,0.26,0.16,0.24,0.2,0.26,0.28,0.22,0.21,0.2,0.22,0.24,0.22,0.24,0.22,0.21,0.15,0.24,0.2,0.13,0.19,0.23,0.16,0.14,0.2,0.16,0.21,0.17,0.19,0.17,0.17,0.19,0.18,0.46,0.15,0.0,0.16,0.18,0.18,0.17,0.16,0.18,0.15,0.14,1.19,0.15,0.2,0.17,0.19,0.13,0.14,0.18,0.16,0.13,0.16,0.23,0.16,0.13,0.17,0.18,0.24,0.14,0.22,0.15,0.0,0.18,0.0,0.16,0.15,0.17,0.0,0.14,0.15,0.12,0.12,0.16,0.0,0.12,0.12,0.15,0.11,0.12,0.0,0.23,0.14,0.0,0.0,0.13,0.17,0.12,0.12,0.0,0.17,0.13,0.12,0.16,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.27,0.16,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.12,0.15,0.0,0.0,0.15,0.12,0.13,0.0,0.12,0.13,0.0,0.11,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.49000000000001
09/13/2021,10.29,5.75,0.7,1.76,1.33,1.47,0.9,1.24,0.95,0.9,0.92,0.99,0.94,0.79,0.64,0.89,0.9,0.66,0.67,0.56,0.75,0.68,0.48,0.56,0.5,0.59,0.61,0.43,0.39,0.45,0.43,0.42,0.37,0.52,0.54,0.45,0.45,0.36,0.41,0.35,0.22,0.45,0.33,0.37,0.35,0.4,0.29,0.38,0.38,0.36,0.31,0.43,0.24,0.27,0.31,0.29,0.31,0.4,0.26,0.27,0.22,0.3,0.25,0.33,0.28,0.31,0.21,0.27,0.19,0.2,0.27,0.22,0.24,0.24,0.33,0.29,0.27,0.27,0.16,0.24,0.19,0.26,0.28,0.22,0.21,0.2,0.23,0.26,0.22,0.24,0.23,0.21,0.15,0.24,0.21,0.13,0.19,0.23,0.16,0.14,0.2,0.16,0.21,0.17,0.19,0.17,0.17,0.19,0.17,0.46,0.15,0.12,0.15,0.17,0.19,0.17,0.16,0.18,0.15,0.14,1.36,0.15,0.2,0.17,0.19,0.13,0.15,0.17,0.16,0.13,0.16,0.23,0.16,0.13,0.17,0.19,0.24,0.14,0.22,0.15,0.0,0.18,0.0,0.15,0.16,0.17,0.0,0.14,0.15,0.12,0.13,0.15,0.0,0.12,0.12,0.15,0.11,0.13,0.0,0.24,0.14,0.0,0.0,0.13,0.17,0.0,0.0,0.11,0.16,0.12,0.14,0.16,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.26,0.16,0.0,0.21,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.15,0.0,0.0,0.14,0.12,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.52000000000001
09/14/2021,10.32,5.73,0.69,1.76,1.34,1.46,0.91,1.23,0.93,0.91,0.94,0.99,0.94,0.81,0.64,0.89,0.9,0.66,0.67,0.55,0.75,0.67,0.47,0.56,0.5,0.59,0.61,0.42,0.4,0.45,0.43,0.41,0.37,0.51,0.54,0.45,0.45,0.35,0.41,0.35,0.23,0.45,0.33,0.37,0.35,0.39,0.3,0.38,0.38,0.35,0.32,0.43,0.25,0.27,0.31,0.28,0.31,0.4,0.26,0.27,0.22,0.3,0.26,0.32,0.29,0.31,0.22,0.27,0.19,0.2,0.27,0.22,0.25,0.23,0.33,0.29,0.29,0.27,0.16,0.24,0.19,0.26,0.28,0.22,0.21,0.18,0.23,0.25,0.22,0.24,0.23,0.21,0.15,0.24,0.2,0.13,0.18,0.23,0.17,0.14,0.2,0.16,0.21,0.17,0.19,0.18,0.17,0.19,0.18,0.46,0.15,0.12,0.15,0.17,0.19,0.17,0.16,0.18,0.15,0.14,0.0,0.15,0.2,0.16,0.19,0.14,0.15,0.17,0.16,0.13,0.16,0.23,0.16,0.13,0.17,0.19,0.24,0.14,0.22,0.15,0.0,0.18,0.0,0.15,0.16,0.17,0.0,0.14,0.15,0.0,0.13,0.15,0.0,0.0,0.12,0.15,0.11,0.12,0.0,0.24,0.14,0.0,0.0,0.13,0.17,0.0,0.0,0.11,0.16,0.12,0.14,0.16,0.11,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.27,0.16,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.15,0.0,0.0,0.14,0.12,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.14,0.0,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.23
09/15/2021,10.32,5.73,0.69,1.76,1.34,1.46,0.91,1.23,0.93,0.91,0.94,0.99,0.94,0.81,0.64,0.89,0.9,0.66,0.67,0.55,0.75,0.67,0.47,0.56,0.5,0.59,0.61,0.42,0.4,0.45,0.43,0.41,0.37,0.51,0.54,0.45,0.45,0.35,0.41,0.35,0.23,0.45,0.33,0.37,0.35,0.39,0.3,0.38,0.38,0.35,0.32,0.43,0.25,0.27,0.31,0.28,0.31,0.4,0.26,0.27,0.22,0.3,0.26,0.32,0.29,0.31,0.22,0.27,0.19,0.2,0.27,0.22,0.25,0.23,0.33,0.29,0.29,0.27,0.16,0.24,0.19,0.26,0.28,0.22,0.21,0.18,0.23,0.25,0.22,0.24,0.23,0.21,0.15,0.24,0.2,0.13,0.18,0.23,0.17,0.14,0.2,0.16,0.21,0.17,0.19,0.18,0.17,0.19,0.18,0.46,0.15,0.12,0.15,0.17,0.19,0.17,0.16,0.18,0.15,0.14,0.0,0.15,0.2,0.16,0.19,0.14,0.15,0.17,0.16,0.13,0.16,0.23,0.16,0.13,0.17,0.19,0.24,0.14,0.22,0.15,0.0,0.18,0.0,0.15,0.16,0.17,0.0,0.14,0.15,0.0,0.13,0.15,0.0,0.0,0.12,0.15,0.11,0.12,0.0,0.24,0.14,0.0,0.0,0.13,0.17,0.0,0.0,0.11,0.16,0.12,0.14,0.16,0.11,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.27,0.16,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.15,0.0,0.0,0.14,0.12,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.14,0.0,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.23
09/16/2021,10.18,5.77,0.68,1.72,1.34,1.46,0.92,1.24,0.93,0.89,0.93,1.01,0.92,0.8,0.61,0.9,0.87,0.65,0.68,0.55,0.74,0.67,0.47,0.55,0.51,0.58,0.61,0.44,0.4,0.45,0.44,0.4,0.38,0.51,0.53,0.47,0.46,0.35,0.41,0.36,0.22,0.44,0.33,0.37,0.34,0.4,0.31,0.38,0.4,0.36,0.32,0.43,0.24,0.28,0.32,0.28,0.31,0.39,0.26,0.27,0.22,0.3,0.26,0.33,0.29,0.31,0.22,0.27,0.19,0.2,0.27,0.22,0.24,0.24,0.33,0.29,0.28,0.27,0.16,0.24,0.19,0.27,0.28,0.22,0.21,0.18,0.24,0.26,0.22,0.25,0.22,0.21,0.15,0.24,0.21,0.13,0.19,0.23,0.17,0.14,0.2,0.16,0.21,0.17,0.19,0.17,0.17,0.2,0.18,0.46,0.15,0.12,0.15,0.18,0.19,0.17,0.17,0.18,0.15,0.14,0.0,0.15,0.2,0.16,0.19,0.14,0.15,0.18,0.18,0.13,0.16,0.23,0.16,0.14,0.17,0.19,0.23,0.14,0.22,0.15,0.12,0.18,0.0,0.15,0.16,0.16,0.0,0.14,0.15,0.0,0.13,0.16,0.0,0.12,0.12,0.15,0.0,0.13,0.0,0.24,0.14,0.0,0.0,0.13,0.17,0.0,0.0,0.0,0.16,0.12,0.13,0.16,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.13,0.0,0.12,0.12,0.14,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.14,0.0,0.0,0.0,0.0,0.11,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,1.88,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.26,0.16,0.0,0.21,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.14,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94
09/17/2021,10.16,5.81,0.68,1.71,1.32,1.45,0.93,1.22,0.94,0.9,0.96,1.03,0.92,0.79,0.61,0.91,0.89,0.66,0.7,0.54,0.73,0.67,0.48,0.55,0.5,0.58,0.61,0.43,0.39,0.45,0.43,0.41,0.37,0.51,0.52,0.46,0.46,0.35,0.41,0.36,0.21,0.44,0.33,0.37,0.34,0.4,0.31,0.39,0.4,0.36,0.32,0.43,0.24,0.28,0.32,0.28,0.31,0.39,0.26,0.27,0.22,0.3,0.26,0.33,0.3,0.31,0.22,0.26,0.18,0.21,0.28,0.23,0.24,0.24,0.34,0.29,0.28,0.26,0.16,0.25,0.19,0.26,0.28,0.22,0.21,0.18,0.24,0.26,0.22,0.25,0.22,0.21,0.15,0.24,0.21,0.12,0.18,0.23,0.17,0.14,0.2,0.16,0.21,0.17,0.19,0.17,0.17,0.2,0.18,0.46,0.15,0.12,0.15,0.17,0.19,0.17,0.17,0.18,0.15,0.15,0.0,0.14,0.2,0.16,0.19,0.14,0.15,0.17,0.17,0.13,0.16,0.23,0.17,0.14,0.17,0.19,0.24,0.14,0.23,0.15,0.12,0.18,0.0,0.15,0.16,0.17,0.0,0.15,0.14,0.0,0.13,0.16,0.0,0.12,0.12,0.15,0.0,0.13,0.0,0.25,0.14,0.0,0.0,0.13,0.18,0.0,0.0,0.11,0.16,0.12,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.12,0.13,0.0,0.12,0.12,0.13,0.12,0.0,0.0,0.14,0.12,0.0,0.12,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.82,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.26,0.16,0.0,0.21,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.15,0.12,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9
09/20/2021,9.99,5.8,0.66,1.77,1.24,1.48,0.91,1.23,0.94,0.91,0.96,1.04,0.95,0.79,0.6,0.92,0.9,0.64,0.71,0.53,0.75,0.68,0.48,0.56,0.49,0.58,0.61,0.44,0.38,0.46,0.43,0.41,0.36,0.51,0.53,0.45,0.46,0.36,0.41,0.36,0.21,0.45,0.33,0.37,0.34,0.39,0.31,0.39,0.4,0.36,0.33,0.45,0.24,0.27,0.31,0.29,0.32,0.41,0.27,0.27,0.22,0.31,0.26,0.33,0.3,0.31,0.23,0.27,0.18,0.19,0.29,0.23,0.24,0.24,0.35,0.3,0.27,0.26,0.16,0.25,0.17,0.26,0.27,0.22,0.2,0.17,0.24,0.27,0.22,0.23,0.23,0.22,0.15,0.24,0.21,0.12,0.18,0.23,0.17,0.14,0.21,0.15,0.2,0.16,0.19,0.16,0.17,0.2,0.18,0.46,0.15,0.12,0.15,0.17,0.19,0.17,0.17,0.18,0.15,0.14,0.0,0.15,0.19,0.15,0.19,0.14,0.15,0.18,0.17,0.14,0.16,0.23,0.18,0.14,0.17,0.19,0.24,0.14,0.21,0.15,0.0,0.18,0.0,0.15,0.16,0.17,0.0,0.15,0.14,0.12,0.13,0.16,0.0,0.12,0.12,0.15,0.0,0.12,0.0,0.24,0.14,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.16,0.12,0.14,0.16,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.12,0.13,0.0,0.12,0.12,0.14,0.12,0.0,0.0,0.14,0.12,0.0,0.13,0.12,0.15,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.26,0.16,0.0,0.22,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.11,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.09
09/21/2021,10.04,5.9,0.67,1.75,1.21,1.48,0.94,1.24,0.95,0.92,0.97,1.03,0.95,0.8,0.59,0.91,0.92,0.64,0.71,0.52,0.75,0.68,0.48,0.56,0.48,0.58,0.59,0.41,0.38,0.46,0.43,0.43,0.35,0.52,0.53,0.44,0.46,0.36,0.41,0.34,0.22,0.45,0.33,0.37,0.33,0.39,0.3,0.39,0.39,0.36,0.32,0.46,0.24,0.26,0.3,0.28,0.31,0.41,0.27,0.27,0.22,0.31,0.25,0.32,0.3,0.31,0.22,0.27,0.18,0.2,0.29,0.23,0.25,0.24,0.35,0.3,0.27,0.26,0.16,0.25,0.17,0.25,0.28,0.22,0.21,0.17,0.23,0.28,0.21,0.23,0.23,0.22,0.15,0.24,0.21,0.13,0.19,0.24,0.17,0.14,0.21,0.15,0.2,0.16,0.19,0.16,0.17,0.2,0.18,0.46,0.15,0.12,0.15,0.17,0.19,0.17,0.17,0.18,0.15,0.14,0.2,0.15,0.19,0.14,0.18,0.14,0.15,0.18,0.16,0.14,0.16,0.23,0.18,0.14,0.18,0.19,0.24,0.14,0.22,0.15,0.0,0.18,0.0,0.16,0.16,0.17,0.0,0.15,0.15,0.12,0.13,0.15,0.0,0.0,0.12,0.15,0.0,0.12,0.0,0.23,0.14,0.0,0.0,0.13,0.18,0.0,0.0,0.11,0.16,0.13,0.13,0.15,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.11,0.13,0.0,0.12,0.13,0.14,0.0,0.0,0.0,0.14,0.12,0.0,0.13,0.12,0.15,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.26,0.16,0.0,0.22,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.12,0.11,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.13,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.22000000000001
