,AMC,CDEV,EXPR,CLR,DDS,MTDR,B7S.,CHS,HRI,RRC,GMS,VVV,AMN,CAL,FTNT,SKT,CACC,MLHR,GVA,GCO,CLF,CNDT,STNG,GEF,BDC,RGLD,WBT,VRSN,HZNP,ECPG,EPC,CZR,LADR,PBH,GWB,ESNT,WEN,DEN,LYFT,FCFS,MDRX,KTB,GPRE,EGP,JW.A,UE,CBU,SCS,CLI,CWK,MCY,CRUS,SIRI,SSF.,AKR,BYD,ENTG,RH,HOPE,AMKR,MHO,MTX,ESRT,COLD,BGCP,NSP,REXR,BLD,WRE,GRA,SMCI,AY,FBP,ADT,SSB,TECH,BWXT,CG,W,HELE,AIMC,ITGR,CHX,CNA,KW,KFY,TYL,DOOR,NUVA,PPD,UIS,HAIN,PRTY,HI,SYNA,ITRI,LGIH,MLI,RLI,JELD,PCH,CADE,CAKE,MOG.A,HTH,NTCT,PLCE,EXP,HMN,SPTN,APAM,QTS,ROIC,VEEV,FUO.,COR,NHI,PANW,APG,ENR,KRG,LCII,B,HMHC,MGY,BHLB,TDC,CVBF,PPC,NWN,SYKE,RUSHA,FFBC,C6M.,RNST,WWW,AWI,LOPE,HCSG,LHCG,SQ,WTM,ARCB,DNOW,ABCB,SAIA,USCR,FLOW,GNL,TGI,BANR,SSD,AUB,COOP,SHOO,CLB,ESGR,ACA,LFUS,CABO,HOV,NGVT,TWNK,SCHN,FIX,CENTA,CFFN,WDAY,PRAA,SFL,SPLK,GCI,GMED,KRA,HNI,LPI,CCOI,AJRD,SCL,H,VGR,MASI,CONN,IART,JACK,AAT,HLI,SITE,FIVE,TTEK,LITE,ACIW,MYRG,LANC,RC,RRR,WTS,CCS,COKE,CHE,MSGE,BRKR,FFIN,BKD,SXT,DLB,CORE,FL2P.,CEIX,STC,WOR,FBC,ILPT,NWBI,MGEE,ATKR,FND,IAA,GTLS,AGPXX,HEES,Interest/Overdraft,VNE,NYT,ROLL,ARCH,LC,LIVN,SCCO,CGNX,VSTO,MC,MYGN,FRME,PFSI,TNET,MELI,IDI.,AX,EXLS,ALKS,FN,EYE,CDAY,DIOD,DAC,IRDM,CWEN,OTTR,JW/A,MOG/A,ABMD,ICUI,MRNA,ROL,EXEL,AM,VRNT,ATGE,n/a,MPWR,PFS,WSFS,ALEX,TA,PSB,INDB,FW2N.,VRTV,WD,WSBC,TGH,KOS,NEU,INN,YELL,UCBI,TROX,WIRE,IRT,TRNO,MLKN,ROG,CCO,DFIN,BRKS,NPO,FOSL,IDT,SLAB,AQUA,JBT,VG,CARS,CUBI,BXC,RRD,IMKTA,CWT,VRS,VRE,WNC,APTS,EGBN,ENVA,NEX,CVI,IBOC,SUM
12/09/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/10/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/13/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/14/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/15/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/16/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/17/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/20/2021,0.36,0.3,0.21,0.36,0.41,0.29,0.2,0.22,0.36,0.29,0.3,0.25,0.26,0.2,0.28,0.25,0.31,0.0,0.21,0.23,0.2,0.16,0.0,0.22,0.26,0.17,0.19,0.21,0.22,0.25,0.2,0.18,0.21,0.22,0.22,0.19,0.18,0.21,0.0,0.16,0.18,0.18,0.23,0.24,0.17,0.18,0.19,0.15,0.18,0.2,0.15,0.17,0.18,0.0,0.17,0.19,0.24,0.15,0.2,0.18,0.19,0.16,0.0,0.15,0.15,0.22,0.22,0.26,0.19,0.0,0.22,0.17,0.21,0.0,0.18,0.18,0.15,0.21,0.0,0.18,0.15,0.15,0.15,0.16,0.19,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.0,0.18,0.3,0.0,0.16,0.23,0.17,0.17,0.18,0.0,0.0,0.14,0.16,0.17,0.15,0.19,0.16,0.21,0.14,0.0,0.16,0.0,0.0,0.2,0.0,0.22,0.17,0.0,0.15,0.19,0.14,0.23,0.19,0.16,0.0,0.15,0.2,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.23,0.0,0.2,0.0,0.0,0.0,0.17,0.14,0.19,0.17,0.0,0.15,0.0,0.18,0.14,0.16,0.0,0.16,0.15,0.19,0.14,0.15,0.16,0.17,0.16,0.0,0.15,0.0,0.19,0.14,0.0,0.14,0.0,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.19,0.2,0.15,0.21,0.15,0.0,0.18,0.0,0.0,0.16,0.19,0.17,0.21,0.0,0.0,0.14,0.15,0.0,0.21,0.0,0.0,0.0,0.16,0.18,0.0,0.15,0.0,0.0,0.0,0.22,0.16,0.0,0.15,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.0,0.0,0.24,0.14,0.0,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29
12/21/2021,0.35,0.3,0.16,0.35,0.37,0.29,0.0,0.19,0.36,0.29,0.28,0.26,0.27,0.19,0.3,0.22,0.32,0.0,0.2,0.22,0.21,0.15,0.0,0.21,0.25,0.18,0.2,0.21,0.22,0.25,0.21,0.18,0.21,0.23,0.21,0.2,0.19,0.19,0.0,0.17,0.2,0.17,0.21,0.25,0.17,0.18,0.19,0.15,0.2,0.22,0.15,0.2,0.18,0.0,0.17,0.19,0.21,0.15,0.2,0.18,0.19,0.17,0.0,0.15,0.15,0.22,0.24,0.25,0.19,0.0,0.21,0.17,0.2,0.0,0.18,0.18,0.15,0.2,0.0,0.18,0.0,0.15,0.15,0.17,0.19,0.19,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.19,0.28,0.0,0.16,0.24,0.18,0.16,0.19,0.0,0.0,0.15,0.16,0.19,0.0,0.19,0.16,0.22,0.15,0.0,0.17,0.0,0.0,0.2,0.0,0.22,0.17,0.14,0.15,0.18,0.14,0.23,0.19,0.16,0.14,0.17,0.2,0.14,0.0,0.19,0.16,0.0,0.15,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.28,0.0,0.15,0.22,0.0,0.21,0.0,0.0,0.17,0.18,0.15,0.18,0.16,0.0,0.15,0.0,0.18,0.0,0.19,0.0,0.18,0.15,0.19,0.14,0.14,0.17,0.18,0.15,0.0,0.15,0.0,0.19,0.14,0.0,0.0,0.14,0.15,0.16,0.18,0.16,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.19,0.18,0.0,0.16,0.0,0.0,0.17,0.18,0.17,0.2,0.15,0.0,0.0,0.14,0.16,0.21,0.15,0.0,0.0,0.16,0.19,0.0,0.15,0.0,0.14,0.0,0.21,0.15,0.0,0.14,0.0,0.19,0.0,0.2,0.14,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.15,0.0,0.0,0.15,0.15,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.15,0.19,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.16,0.15,0.22,0.17,0.15,0.15,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.15,0.0,0.14,0.15,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99
12/22/2021,0.35,0.3,0.16,0.35,0.37,0.29,0.0,0.19,0.36,0.29,0.28,0.26,0.27,0.19,0.3,0.22,0.32,0.0,0.2,0.22,0.21,0.15,0.0,0.21,0.25,0.18,0.2,0.21,0.22,0.25,0.21,0.18,0.21,0.23,0.21,0.2,0.19,0.19,0.0,0.17,0.2,0.17,0.21,0.25,0.17,0.18,0.19,0.15,0.2,0.22,0.15,0.2,0.18,0.0,0.17,0.19,0.21,0.15,0.2,0.18,0.19,0.17,0.0,0.15,0.15,0.22,0.24,0.25,0.19,0.0,0.21,0.17,0.2,0.0,0.18,0.18,0.15,0.2,0.0,0.18,0.0,0.15,0.15,0.17,0.19,0.19,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.19,0.28,0.0,0.16,0.24,0.18,0.16,0.19,0.0,0.0,0.15,0.16,0.19,0.0,0.19,0.16,0.22,0.15,0.0,0.17,0.0,0.0,0.2,0.0,0.22,0.17,0.14,0.15,0.18,0.14,0.23,0.19,0.16,0.14,0.17,0.2,0.14,0.0,0.19,0.16,0.0,0.15,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.28,0.0,0.15,0.22,0.0,0.21,0.0,0.0,0.17,0.18,0.15,0.18,0.16,0.0,0.15,0.0,0.18,0.0,0.19,0.0,0.18,0.15,0.19,0.14,0.14,0.17,0.18,0.15,0.0,0.15,0.0,0.19,0.14,0.0,0.0,0.14,0.15,0.16,0.18,0.16,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.19,0.18,0.0,0.16,0.0,0.0,0.17,0.18,0.17,0.2,0.15,0.0,0.0,0.14,0.16,0.21,0.15,0.0,0.0,0.16,0.19,0.0,0.15,0.0,0.14,0.0,0.21,0.15,0.0,0.14,0.0,0.19,0.0,0.2,0.14,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.15,0.0,0.0,0.15,0.15,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.15,0.19,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.16,0.15,0.22,0.17,0.15,0.15,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.15,0.0,0.14,0.15,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99
