,BIIB,CINF,ALL,LH,ALLY,BRK.B,CVS,PNC,AFL,AGR,DGX,KR,BK,CFG,DHI,ETR,EXC,SJM,PGR,PEG,SRE,GM,CE,ACGL,PPL,VZ,TSN,COF,LEN,FTV,ED,CI,VIAC,F,CNC,MS,TMUS,GS,HIG,MU,INTC,FE,BEN,HUM,VICI,DTE,ADM,CMCSA,VTRS,GD,PFG,SO,AEE,TRV,XEL,LUMN,KEY,AEP,BBY,CAG,EIX,GIS,MET,STT,T,MTB,URI,TFC,ES,CAH,C,HPE,PCG,SC,TGT,DISCA,AVB,NUE,STX,WFC,HCA,NOC,BXP,CERN,DKS,EQR,NVR,PFE,MKL,WDC,MDLZ,DUK,LDOS,ANTM,FDX,JPM,PKG,LMT,WAB,FOXA,FITB,EMN,STZ,CB,CMS,DISH,GE,LYB,ORI,SLG,WEC,RF,UHS,UTHR,UGI,JEF,PCAR,HPQ,FAF,KIM,NXST,SEB,QRTEA,HBAN,FNF,CMI,CACI,VST,UNM,TOL,TPR,PHM,PNW,NWSA,MHK,MTG,INGR,EVRG,DLTR,CACC,BWA,ARW,IVZ,MRO,XRX,MOS,SYF,RDN,POR,MDU,VER,KNX,ESGR,BG,BKH,ATO,AMKR,AFG,EXPD,LKQ,WMB,STLD,SLM,RSG,IP,ESNT,EOG,CARR,AJG,NTRS,WPC,VTR,UNH,MAC,HSY,SIGI,RJF,OMF,OMC,CLR,MOH,FL,EMR,EQT,EVR,MTZ,PEAK,KBH,KMPR,KMI,LHX,JNJ,VMC,USB,THG,SNX,SWK,PINC,BPOP,LPX,DD,WY,PRU,GLW,CTVA,DOW,CTSH,AN,PAG,KRC,HUN,OC,RS,THO,BLDR,KSS,AGNC,AL,NLY,US Dollar,OKE,KMX,DFS,HAS,PH,OGE,NSC,NYCB,PB,RGA,VOYA,WLK,WHR,ZION,UHAL,MAS,COP,K,Y,CNP,JBHT,MMM,BERY,LOPE,OZK,COG,CSX,HRL,OGS,JLL,MISXX,RE,BOKF,CMA,BAC,n/a,PPC,FTOXX,IBM,SUM
09/14/2021,0.23,0.46,0.46,0.49,0.46,0.45,0.46,0.36,0.46,0.37,0.53,0.4,0.37,0.42,0.45,0.51,0.41,0.42,0.43,0.47,0.45,0.38,0.46,0.45,0.28,0.44,0.46,0.46,0.46,0.49,0.47,0.39,0.4,0.31,0.3,0.3,0.24,0.39,0.5,0.39,0.43,0.37,0.44,0.33,0.43,0.33,0.36,0.38,0.26,0.28,0.37,0.4,0.39,0.38,0.27,0.32,0.35,0.38,0.35,0.33,0.36,0.25,0.0,0.39,0.34,0.34,0.28,0.26,0.29,0.0,0.45,0.45,0.33,0.25,0.27,0.39,0.19,0.42,0.25,0.26,0.33,0.35,0.0,0.25,0.29,0.0,0.19,0.31,0.47,0.0,0.0,0.28,0.0,0.25,0.31,0.27,0.3,0.24,0.29,0.44,0.37,0.0,0.24,0.41,0.29,0.23,0.0,0.33,0.22,0.0,0.28,0.35,0.23,0.21,0.22,0.24,0.25,0.25,0.24,0.23,0.21,0.23,0.18,0.2,0.24,0.25,0.0,0.0,0.2,0.19,0.0,0.2,0.0,0.0,0.22,0.25,0.0,0.2,0.33,0.24,0.0,0.23,0.0,0.0,0.2,0.22,0.26,0.22,0.2,0.18,0.0,0.25,0.22,0.22,0.18,0.0,0.26,0.24,0.0,0.0,0.24,0.2,0.0,0.2,0.25,0.22,0.0,0.21,0.0,0.18,0.0,0.0,0.18,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.0,0.19,0.18,0.22,0.0,0.24,0.2,0.18,0.23,0.41,0.37,0.27,0.25,0.26,0.25,0.29,0.25,0.27,0.2,0.23,0.21,0.22,0.22,0.28,0.21,0.21,0.21,0.21,0.0,0.0,0.19,0.0,0.19,0.0,0.19,0.0,0.2,0.0,0.18,0.18,0.0,0.18,0.19,0.2,0.18,0.0,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.18,0.18,0.29,0.0,0.0,0.0,58.43
09/15/2021,0.23,0.46,0.46,0.5,0.47,0.45,0.46,0.37,0.46,0.37,0.53,0.4,0.37,0.42,0.45,0.51,0.41,0.42,0.43,0.47,0.45,0.38,0.46,0.45,0.28,0.44,0.46,0.46,0.46,0.49,0.47,0.39,0.4,0.31,0.3,0.3,0.24,0.39,0.51,0.39,0.44,0.37,0.44,0.33,0.44,0.33,0.36,0.38,0.26,0.28,0.37,0.4,0.4,0.38,0.27,0.32,0.35,0.38,0.35,0.33,0.37,0.25,0.0,0.39,0.34,0.34,0.28,0.26,0.29,0.0,0.45,0.45,0.33,0.26,0.27,0.39,0.19,0.43,0.25,0.26,0.33,0.35,0.0,0.25,0.3,0.0,0.19,0.31,0.47,0.0,0.0,0.28,0.0,0.25,0.31,0.27,0.3,0.24,0.29,0.44,0.37,0.0,0.24,0.41,0.29,0.23,0.0,0.33,0.22,0.0,0.28,0.35,0.23,0.21,0.22,0.24,0.25,0.25,0.24,0.23,0.21,0.23,0.18,0.2,0.24,0.25,0.18,0.0,0.2,0.19,0.0,0.2,0.0,0.0,0.22,0.25,0.0,0.2,0.33,0.24,0.0,0.23,0.0,0.0,0.2,0.22,0.26,0.22,0.2,0.0,0.0,0.26,0.22,0.22,0.18,0.0,0.26,0.24,0.18,0.0,0.24,0.2,0.0,0.21,0.25,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.18,0.19,0.0,0.22,0.0,0.24,0.2,0.0,0.23,0.41,0.37,0.27,0.25,0.26,0.25,0.29,0.25,0.27,0.2,0.23,0.21,0.22,0.22,0.28,0.21,0.21,0.21,0.22,0.0,0.0,0.19,0.19,0.19,0.0,0.19,0.0,0.2,0.0,0.18,0.19,0.0,0.18,0.19,0.2,0.18,0.0,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.22,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,58.48
09/16/2021,0.23,0.46,0.46,0.49,0.48,0.45,0.46,0.37,0.46,0.36,0.53,0.4,0.37,0.43,0.44,0.51,0.41,0.43,0.43,0.47,0.46,0.39,0.46,0.46,0.28,0.44,0.47,0.46,0.45,0.48,0.47,0.4,0.4,0.31,0.31,0.3,0.24,0.39,0.51,0.39,0.44,0.36,0.45,0.33,0.43,0.33,0.36,0.38,0.26,0.28,0.38,0.39,0.39,0.38,0.27,0.33,0.36,0.38,0.35,0.33,0.37,0.25,0.0,0.39,0.34,0.34,0.28,0.27,0.29,0.0,0.45,0.44,0.35,0.25,0.26,0.4,0.19,0.41,0.25,0.27,0.33,0.35,0.0,0.25,0.29,0.0,0.19,0.3,0.47,0.0,0.0,0.27,0.0,0.25,0.32,0.27,0.29,0.24,0.29,0.44,0.37,0.0,0.24,0.42,0.28,0.24,0.0,0.33,0.22,0.0,0.28,0.35,0.23,0.21,0.22,0.24,0.25,0.25,0.24,0.23,0.22,0.23,0.0,0.19,0.24,0.25,0.18,0.0,0.21,0.19,0.0,0.2,0.0,0.0,0.22,0.25,0.0,0.2,0.32,0.24,0.0,0.22,0.0,0.0,0.2,0.22,0.26,0.23,0.19,0.0,0.0,0.25,0.22,0.22,0.18,0.0,0.27,0.24,0.18,0.0,0.25,0.19,0.0,0.2,0.25,0.23,0.0,0.21,0.0,0.18,0.0,0.0,0.19,0.0,0.18,0.0,0.19,0.21,0.0,0.0,0.19,0.18,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.18,0.18,0.18,0.22,0.0,0.24,0.2,0.0,0.23,0.41,0.36,0.27,0.25,0.26,0.25,0.29,0.25,0.26,0.21,0.23,0.22,0.22,0.23,0.28,0.21,0.21,0.21,0.22,0.0,0.0,0.19,0.19,0.19,0.0,0.19,0.0,0.21,0.0,0.18,0.18,0.0,0.18,0.2,0.2,0.18,0.0,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.22,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,58.51
09/17/2021,0.23,0.46,0.46,0.49,0.47,0.45,0.46,0.36,0.46,0.37,0.53,0.4,0.36,0.42,0.44,0.52,0.41,0.43,0.43,0.48,0.46,0.39,0.45,0.46,0.28,0.44,0.47,0.46,0.45,0.49,0.47,0.39,0.39,0.32,0.3,0.3,0.24,0.39,0.51,0.39,0.44,0.37,0.45,0.33,0.44,0.33,0.36,0.35,0.25,0.28,0.38,0.4,0.39,0.38,0.27,0.33,0.36,0.38,0.35,0.33,0.37,0.26,0.0,0.38,0.35,0.33,0.28,0.26,0.29,0.0,0.44,0.43,0.35,0.26,0.27,0.39,0.2,0.4,0.25,0.27,0.33,0.35,0.0,0.25,0.29,0.0,0.19,0.3,0.47,0.0,0.18,0.27,0.0,0.26,0.31,0.27,0.29,0.24,0.29,0.43,0.37,0.0,0.25,0.42,0.28,0.23,0.0,0.33,0.21,0.0,0.28,0.35,0.23,0.21,0.21,0.24,0.25,0.24,0.24,0.23,0.22,0.23,0.18,0.19,0.24,0.25,0.0,0.0,0.21,0.18,0.0,0.19,0.0,0.0,0.22,0.25,0.0,0.2,0.32,0.24,0.0,0.22,0.0,0.0,0.2,0.23,0.26,0.22,0.2,0.18,0.0,0.26,0.22,0.22,0.19,0.0,0.27,0.24,0.0,0.0,0.25,0.19,0.0,0.21,0.25,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.19,0.0,0.18,0.0,0.18,0.0,0.0,0.23,0.2,0.32,0.19,0.0,0.18,0.18,0.22,0.0,0.24,0.2,0.0,0.22,0.4,0.36,0.27,0.25,0.25,0.25,0.29,0.25,0.27,0.21,0.23,0.21,0.22,0.22,0.28,0.21,0.21,0.21,0.22,0.0,0.0,0.19,0.19,0.19,0.0,0.19,0.0,0.21,0.0,0.18,0.18,0.0,0.18,0.19,0.2,0.18,0.0,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.18,0.18,0.33,0.0,0.0,0.0,58.51
09/20/2021,0.23,0.46,0.46,0.49,0.48,0.45,0.46,0.36,0.46,0.36,0.53,0.39,0.36,0.43,0.45,0.51,0.41,0.43,0.43,0.47,0.46,0.39,0.45,0.45,0.27,0.44,0.46,0.47,0.46,0.48,0.46,0.39,0.4,0.33,0.31,0.29,0.23,0.38,0.51,0.4,0.44,0.36,0.45,0.33,0.44,0.33,0.38,0.36,0.25,0.27,0.38,0.39,0.38,0.38,0.26,0.34,0.37,0.37,0.34,0.33,0.36,0.25,0.0,0.38,0.35,0.34,0.29,0.26,0.28,0.0,0.45,0.42,0.34,0.25,0.27,0.4,0.19,0.41,0.25,0.27,0.33,0.35,0.0,0.25,0.3,0.0,0.19,0.3,0.46,0.0,0.18,0.27,0.0,0.26,0.31,0.27,0.28,0.24,0.28,0.45,0.38,0.0,0.24,0.41,0.28,0.23,0.0,0.33,0.21,0.0,0.27,0.36,0.22,0.2,0.21,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.18,0.19,0.24,0.25,0.18,0.0,0.2,0.19,0.0,0.2,0.0,0.0,0.21,0.25,0.0,0.19,0.32,0.23,0.0,0.23,0.0,0.0,0.2,0.24,0.26,0.22,0.19,0.0,0.0,0.26,0.22,0.23,0.18,0.0,0.27,0.24,0.0,0.0,0.25,0.19,0.0,0.2,0.25,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.19,0.21,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.18,0.0,0.18,0.18,0.22,0.0,0.24,0.2,0.18,0.23,0.41,0.37,0.27,0.25,0.25,0.25,0.29,0.28,0.28,0.21,0.23,0.22,0.22,0.22,0.28,0.22,0.21,0.21,0.22,0.0,0.18,0.2,0.19,0.19,0.0,0.18,0.0,0.21,0.0,0.18,0.18,0.0,0.0,0.19,0.2,0.18,0.18,0.18,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.18,0.18,0.35,0.0,0.0,0.0,58.510000000000005
09/21/2021,0.23,0.45,0.46,0.49,0.48,0.45,0.47,0.36,0.46,0.36,0.53,0.39,0.36,0.43,0.46,0.51,0.41,0.43,0.43,0.47,0.46,0.39,0.45,0.46,0.27,0.44,0.47,0.47,0.46,0.47,0.46,0.39,0.4,0.33,0.32,0.29,0.23,0.37,0.51,0.4,0.44,0.36,0.44,0.33,0.43,0.32,0.37,0.36,0.25,0.27,0.37,0.39,0.38,0.38,0.26,0.35,0.37,0.36,0.35,0.33,0.36,0.26,0.0,0.37,0.35,0.34,0.28,0.26,0.28,0.0,0.45,0.42,0.35,0.26,0.27,0.4,0.19,0.4,0.25,0.27,0.33,0.35,0.0,0.25,0.3,0.0,0.19,0.3,0.46,0.0,0.18,0.27,0.0,0.26,0.31,0.27,0.28,0.24,0.28,0.46,0.38,0.0,0.24,0.41,0.28,0.23,0.0,0.33,0.21,0.0,0.27,0.36,0.22,0.2,0.21,0.24,0.24,0.24,0.24,0.23,0.22,0.24,0.18,0.19,0.24,0.25,0.18,0.0,0.19,0.2,0.0,0.2,0.0,0.0,0.21,0.25,0.0,0.19,0.33,0.24,0.0,0.22,0.18,0.0,0.2,0.24,0.26,0.22,0.19,0.0,0.0,0.26,0.22,0.23,0.18,0.0,0.26,0.24,0.0,0.0,0.25,0.19,0.0,0.2,0.24,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.19,0.21,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.18,0.18,0.18,0.22,0.0,0.24,0.2,0.0,0.23,0.4,0.38,0.27,0.25,0.25,0.24,0.29,0.28,0.29,0.21,0.23,0.21,0.21,0.22,0.28,0.22,0.21,0.2,0.22,0.0,0.18,0.2,0.19,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.2,0.18,0.0,0.18,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.18,0.19,0.18,0.36,0.0,0.0,0.0,58.48
09/22/2021,0.23,0.45,0.46,0.49,0.48,0.45,0.47,0.36,0.46,0.36,0.53,0.39,0.36,0.43,0.46,0.51,0.41,0.43,0.43,0.47,0.46,0.39,0.45,0.46,0.27,0.44,0.47,0.47,0.46,0.47,0.46,0.39,0.4,0.33,0.32,0.29,0.23,0.37,0.51,0.4,0.44,0.36,0.44,0.33,0.43,0.32,0.37,0.36,0.25,0.27,0.37,0.39,0.38,0.38,0.26,0.35,0.37,0.36,0.35,0.33,0.36,0.26,0.0,0.37,0.35,0.34,0.28,0.26,0.28,0.0,0.45,0.42,0.35,0.26,0.27,0.4,0.19,0.4,0.25,0.27,0.33,0.35,0.0,0.25,0.3,0.0,0.19,0.3,0.46,0.0,0.18,0.27,0.0,0.26,0.31,0.27,0.28,0.24,0.28,0.46,0.38,0.0,0.24,0.41,0.28,0.23,0.0,0.33,0.21,0.0,0.27,0.36,0.22,0.2,0.21,0.24,0.24,0.24,0.24,0.23,0.22,0.24,0.18,0.19,0.24,0.25,0.18,0.0,0.19,0.2,0.0,0.2,0.0,0.0,0.21,0.25,0.0,0.19,0.33,0.24,0.0,0.22,0.18,0.0,0.2,0.24,0.26,0.22,0.19,0.0,0.0,0.26,0.22,0.23,0.18,0.0,0.26,0.24,0.0,0.0,0.25,0.19,0.0,0.2,0.24,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.19,0.21,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.18,0.18,0.18,0.22,0.0,0.24,0.2,0.0,0.23,0.4,0.38,0.27,0.25,0.25,0.24,0.29,0.28,0.29,0.21,0.23,0.21,0.21,0.22,0.28,0.22,0.21,0.2,0.22,0.0,0.18,0.2,0.19,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.2,0.18,0.0,0.18,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.18,0.19,0.18,0.36,0.0,0.0,0.0,58.48
09/23/2021,0.23,0.45,0.46,0.49,0.48,0.46,0.47,0.36,0.45,0.36,0.54,0.39,0.36,0.43,0.45,0.51,0.41,0.44,0.43,0.48,0.46,0.39,0.44,0.46,0.28,0.45,0.47,0.47,0.46,0.47,0.47,0.39,0.4,0.32,0.33,0.29,0.23,0.37,0.51,0.39,0.44,0.36,0.43,0.34,0.44,0.32,0.37,0.37,0.25,0.28,0.36,0.39,0.39,0.38,0.26,0.35,0.36,0.36,0.34,0.34,0.37,0.26,0.0,0.37,0.35,0.34,0.28,0.26,0.28,0.0,0.44,0.42,0.35,0.26,0.27,0.39,0.2,0.37,0.25,0.27,0.33,0.35,0.0,0.25,0.3,0.0,0.19,0.3,0.47,0.0,0.18,0.27,0.0,0.27,0.31,0.27,0.28,0.24,0.28,0.46,0.37,0.0,0.24,0.41,0.28,0.23,0.0,0.32,0.21,0.0,0.28,0.35,0.22,0.2,0.21,0.24,0.24,0.24,0.24,0.23,0.22,0.24,0.18,0.19,0.23,0.25,0.18,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.22,0.25,0.0,0.19,0.33,0.24,0.0,0.22,0.0,0.0,0.2,0.23,0.26,0.23,0.19,0.0,0.0,0.26,0.22,0.22,0.18,0.0,0.25,0.24,0.18,0.0,0.25,0.18,0.0,0.21,0.25,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.19,0.21,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.18,0.18,0.18,0.22,0.0,0.24,0.2,0.0,0.22,0.41,0.38,0.26,0.25,0.25,0.24,0.29,0.29,0.29,0.21,0.22,0.21,0.21,0.22,0.28,0.22,0.21,0.21,0.22,0.0,0.18,0.2,0.19,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.2,0.18,0.0,0.18,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.18,0.18,0.18,0.0,0.36,0.0,0.0,0.0,58.46
09/24/2021,0.23,0.45,0.46,0.49,0.48,0.46,0.47,0.36,0.44,0.36,0.54,0.39,0.36,0.42,0.45,0.5,0.41,0.43,0.43,0.48,0.46,0.39,0.45,0.46,0.28,0.45,0.47,0.47,0.46,0.48,0.47,0.4,0.4,0.32,0.32,0.29,0.23,0.37,0.51,0.39,0.44,0.37,0.43,0.34,0.44,0.32,0.37,0.36,0.25,0.27,0.36,0.39,0.38,0.38,0.26,0.34,0.36,0.36,0.34,0.34,0.37,0.26,0.0,0.37,0.35,0.34,0.28,0.26,0.28,0.0,0.44,0.41,0.36,0.26,0.27,0.38,0.2,0.37,0.25,0.27,0.34,0.35,0.0,0.25,0.3,0.0,0.19,0.3,0.47,0.0,0.18,0.27,0.0,0.27,0.31,0.27,0.28,0.24,0.28,0.46,0.37,0.0,0.24,0.41,0.28,0.23,0.0,0.32,0.21,0.0,0.28,0.35,0.23,0.2,0.21,0.24,0.24,0.24,0.24,0.23,0.23,0.24,0.0,0.19,0.24,0.24,0.18,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.21,0.25,0.0,0.19,0.32,0.24,0.0,0.22,0.0,0.0,0.2,0.23,0.27,0.22,0.19,0.0,0.0,0.26,0.22,0.23,0.18,0.0,0.25,0.24,0.0,0.0,0.25,0.18,0.0,0.21,0.24,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.18,0.21,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.23,0.21,0.32,0.19,0.19,0.18,0.19,0.21,0.0,0.24,0.2,0.0,0.22,0.4,0.38,0.26,0.25,0.25,0.24,0.29,0.29,0.29,0.22,0.22,0.2,0.21,0.21,0.28,0.22,0.22,0.2,0.22,0.0,0.18,0.2,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.2,0.18,0.18,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.18,0.18,0.18,0.37,0.18,0.0,0.0,58.41
09/27/2021,0.22,0.45,0.45,0.49,0.48,0.45,0.46,0.37,0.44,0.36,0.53,0.38,0.36,0.44,0.44,0.47,0.41,0.42,0.42,0.46,0.44,0.4,0.45,0.45,0.27,0.44,0.47,0.49,0.45,0.48,0.46,0.39,0.4,0.33,0.31,0.3,0.24,0.37,0.51,0.39,0.44,0.36,0.44,0.33,0.44,0.32,0.36,0.36,0.25,0.28,0.37,0.38,0.38,0.38,0.25,0.34,0.37,0.35,0.33,0.33,0.36,0.26,0.0,0.38,0.34,0.35,0.29,0.27,0.27,0.0,0.45,0.42,0.36,0.26,0.27,0.38,0.2,0.38,0.26,0.28,0.33,0.35,0.0,0.25,0.31,0.0,0.18,0.3,0.46,0.0,0.18,0.26,0.0,0.26,0.28,0.27,0.28,0.24,0.29,0.47,0.39,0.0,0.24,0.4,0.27,0.23,0.0,0.33,0.22,0.0,0.27,0.37,0.22,0.2,0.21,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.18,0.19,0.24,0.25,0.18,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.22,0.25,0.0,0.19,0.31,0.23,0.0,0.22,0.0,0.0,0.2,0.24,0.27,0.23,0.19,0.0,0.0,0.26,0.22,0.23,0.0,0.0,0.25,0.24,0.18,0.0,0.25,0.18,0.0,0.21,0.25,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.19,0.21,0.0,0.0,0.2,0.19,0.18,0.0,0.0,0.0,0.0,0.23,0.2,0.33,0.19,0.18,0.19,0.19,0.22,0.0,0.24,0.2,0.18,0.23,0.4,0.39,0.27,0.24,0.25,0.24,0.29,0.29,0.31,0.22,0.23,0.2,0.21,0.22,0.28,0.22,0.21,0.21,0.22,0.0,0.19,0.2,0.2,0.18,0.0,0.18,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.2,0.2,0.0,0.19,0.18,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.18,0.18,0.19,0.0,0.0,0.0,0.0,0.0,58.22
09/28/2021,0.25,0.46,0.45,0.48,0.46,0.45,0.44,0.34,0.46,0.37,0.48,0.38,0.36,0.41,0.48,0.47,0.38,0.46,0.44,0.47,0.44,0.43,0.46,0.45,0.27,0.45,0.44,0.47,0.48,0.47,0.46,0.44,0.41,0.34,0.34,0.28,0.26,0.36,0.46,0.41,0.43,0.37,0.42,0.35,0.45,0.33,0.36,0.37,0.26,0.27,0.35,0.38,0.38,0.36,0.27,0.33,0.34,0.38,0.35,0.33,0.34,0.25,0.0,0.38,0.35,0.33,0.27,0.26,0.28,0.0,0.43,0.45,0.31,0.25,0.28,0.43,0.2,0.39,0.26,0.27,0.32,0.36,0.0,0.27,0.23,0.0,0.19,0.29,0.46,0.0,0.18,0.28,0.19,0.26,0.34,0.26,0.28,0.26,0.27,0.43,0.34,0.0,0.25,0.38,0.28,0.22,0.0,0.35,0.22,0.0,0.28,0.34,0.24,0.18,0.22,0.22,0.24,0.25,0.24,0.23,0.22,0.24,0.2,0.0,0.23,0.25,0.19,0.0,0.21,0.18,0.0,0.22,0.18,0.0,0.23,0.23,0.0,0.19,0.36,0.19,0.18,0.23,0.0,0.0,0.23,0.22,0.26,0.23,0.19,0.18,0.0,0.24,0.24,0.22,0.18,0.18,0.23,0.23,0.18,0.0,0.25,0.19,0.0,0.19,0.25,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.18,0.23,0.0,0.0,0.19,0.21,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.34,0.19,0.19,0.19,0.0,0.22,0.0,0.25,0.18,0.0,0.2,0.44,0.35,0.26,0.27,0.25,0.26,0.28,0.28,0.26,0.22,0.22,0.22,0.23,0.23,0.23,0.2,0.21,0.23,0.21,0.0,0.0,0.19,0.19,0.19,0.18,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.19,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,58.35
09/29/2021,0.25,0.46,0.45,0.48,0.46,0.45,0.44,0.34,0.46,0.37,0.48,0.38,0.36,0.41,0.48,0.47,0.38,0.46,0.44,0.47,0.44,0.43,0.46,0.45,0.27,0.45,0.44,0.47,0.48,0.47,0.46,0.44,0.41,0.34,0.34,0.28,0.26,0.36,0.46,0.41,0.43,0.37,0.42,0.35,0.45,0.33,0.36,0.37,0.26,0.27,0.35,0.38,0.38,0.36,0.27,0.33,0.34,0.38,0.35,0.33,0.34,0.25,0.0,0.38,0.35,0.33,0.27,0.26,0.28,0.0,0.43,0.45,0.31,0.25,0.28,0.43,0.2,0.39,0.26,0.27,0.32,0.36,0.0,0.27,0.23,0.0,0.19,0.29,0.46,0.0,0.18,0.28,0.19,0.26,0.34,0.26,0.28,0.26,0.27,0.43,0.34,0.0,0.25,0.38,0.28,0.22,0.0,0.35,0.22,0.0,0.28,0.34,0.24,0.18,0.22,0.22,0.24,0.25,0.24,0.23,0.22,0.24,0.2,0.0,0.23,0.25,0.19,0.0,0.21,0.18,0.0,0.22,0.18,0.0,0.23,0.23,0.0,0.19,0.36,0.19,0.18,0.23,0.0,0.0,0.23,0.22,0.26,0.23,0.19,0.18,0.0,0.24,0.24,0.22,0.18,0.18,0.23,0.23,0.18,0.0,0.25,0.19,0.0,0.19,0.25,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.18,0.23,0.0,0.0,0.19,0.21,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.34,0.19,0.19,0.19,0.0,0.22,0.0,0.25,0.18,0.0,0.2,0.44,0.35,0.26,0.27,0.25,0.26,0.28,0.28,0.26,0.22,0.22,0.22,0.23,0.23,0.23,0.2,0.21,0.23,0.21,0.0,0.0,0.19,0.19,0.19,0.18,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.19,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,58.35
