,XTSLA,GME,OMCL,SAIA,GTLS,M,NEO,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,PDCE,DDD,SEM,UFPI,ITRI,JBT,BCPC,AEIS,REZI,SIG,RRC,TRUP,CNMD,WTS,LPSN,VIAV,ALRM,PPBI,GKOS,SHAK,CBU,MTDR,FHB,ROG,SPSC,STMP,KFY,BKU,AJRD,MTH,WDFC,LGIH,EXLS,NSIT,KLIC,SWN,ONTO,AIT,HP,FN,ARNC,LXP,FUL,LCII,DIOD,MED,UNF,ABG,SHOO,HI,ABCB,EPRT,BBBY,CCOI,KWR,ITGR,OMI,SMPL,MMSI,RCII,FELE,LTHM,SFBS,SHEN,EGHT,AWR,BMI,CWT,AVA,ABM,MXL,REGI,SJI,WD,DORM,MATX,FIX,MDC,SPXC,ANF,FORM,EAT,SFNC,ALGT,ONB,UFS,WWW,PRFT,ACA,KTB,FLOW,AIN,BRC,IBP,ISBC,CPE,MDRX,SCL,GPI,AAON,ATI,PBH,SM,JJSF,CVET,MD,EVTC,IBTX,AEL,RMBS,SNBR,VG,ESE,RPAI,UNIT,ROCK,SANM,ODP,UCBI,CVBF,VCEL,IRBT,PRLB,PLXS,OI,PCRX,MOG.A,BDN,MLI,FSS,VSTO,CELH,MYGN,BOOT,CAKE,SBH,COLB,GDOT,FWRD,THRM,INDB,HUBG,FBP,VICR,UCTT,CADE,EPC,B,HSKA,AX,MANT,CORT,TSE,SKYW,FCPT,BLMN,IOSP,MGLN,AVAV,IDCC,AGO,CTRE,BCC,WGO,SSTK,PRGS,COOP,FMBI,SITC,PMT,XHR,RNST,XPER,SYKE,HTH,MNRO,RLGY,CPK,RAVN,FFBC,MODV,PSMT,ROIC,FBC,NPO,VRTS,UNFI,WRE,BGS,ARI,TWO,DRH,BIG,CYH,IRT,WSFS,CYTK,GMS,KALU,COKE,CVCO,CORE,CCS,INT,STRA,MSEX,TTEC,NMIH,SVC,STAR,PLMR,TTGT,FLGT,AAWW,PATK,PIPR,AAT,XNCR,USD,CNK,THS,LGND,VGR,ATGE,AMEH,ARCB,TBK,PRAA,WIRE,MDP,TRMK,GNW,TR5.,SUM
09/13/2021,1.07,0.0,0.67,0.0,0.66,0.63,0.59,0.63,0.48,0.48,0.57,0.58,0.52,0.4,0.41,0.39,0.37,0.43,0.35,0.46,0.44,0.32,0.41,0.39,0.44,0.3,0.36,0.46,0.42,0.36,0.36,0.35,0.25,0.3,0.35,0.31,0.34,0.35,0.48,0.58,0.4,0.35,0.31,0.39,0.31,0.33,0.4,0.33,0.44,0.33,0.36,0.33,0.28,0.38,0.33,0.37,0.33,0.32,0.38,0.27,0.33,0.33,0.3,0.32,0.31,0.36,0.26,0.3,0.33,0.31,0.26,0.28,0.34,0.36,0.31,0.4,0.33,0.0,0.26,0.33,0.29,0.32,0.28,0.3,0.35,0.21,0.26,0.32,0.26,0.36,0.26,0.27,0.26,0.21,0.3,0.23,0.28,0.28,0.25,0.27,0.27,0.39,0.23,0.24,0.32,0.23,0.24,0.27,0.29,0.0,0.2,0.24,0.26,0.26,0.22,0.27,0.21,0.24,0.21,0.25,0.27,0.24,0.25,0.26,0.22,0.24,0.21,0.27,0.29,0.22,0.25,0.23,0.23,0.24,0.25,0.23,0.2,0.25,0.22,0.24,0.22,0.23,0.24,0.23,0.23,0.28,0.26,0.24,0.2,0.19,0.23,0.27,0.23,0.26,0.22,0.22,0.24,0.26,0.2,0.25,0.21,0.21,0.25,0.23,0.21,0.22,0.19,0.22,0.2,0.2,0.22,0.21,0.2,0.21,0.24,0.2,0.21,0.23,0.24,0.2,0.25,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.2,0.2,0.22,0.0,0.2,0.22,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.24,0.2,0.0,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.45
09/14/2021,1.13,0.0,0.68,0.0,0.67,0.6,0.61,0.64,0.47,0.47,0.55,0.59,0.53,0.41,0.41,0.38,0.37,0.43,0.35,0.47,0.44,0.33,0.41,0.4,0.44,0.3,0.35,0.47,0.42,0.36,0.35,0.35,0.24,0.29,0.34,0.31,0.34,0.36,0.49,0.59,0.39,0.35,0.31,0.39,0.31,0.33,0.4,0.33,0.44,0.32,0.37,0.33,0.29,0.38,0.33,0.37,0.34,0.32,0.39,0.27,0.34,0.32,0.3,0.31,0.31,0.36,0.26,0.3,0.34,0.3,0.26,0.29,0.35,0.35,0.31,0.4,0.33,0.0,0.26,0.33,0.29,0.31,0.28,0.3,0.35,0.21,0.26,0.32,0.26,0.37,0.26,0.28,0.26,0.21,0.3,0.23,0.27,0.27,0.25,0.27,0.28,0.38,0.23,0.25,0.32,0.23,0.24,0.27,0.3,0.0,0.2,0.24,0.27,0.26,0.22,0.26,0.21,0.24,0.21,0.25,0.27,0.24,0.25,0.26,0.22,0.25,0.21,0.27,0.29,0.22,0.25,0.22,0.23,0.24,0.24,0.23,0.2,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.24,0.3,0.25,0.24,0.2,0.0,0.22,0.27,0.23,0.26,0.22,0.23,0.24,0.26,0.2,0.25,0.2,0.21,0.26,0.23,0.21,0.22,0.0,0.21,0.2,0.2,0.22,0.21,0.21,0.21,0.24,0.2,0.21,0.23,0.24,0.2,0.25,0.0,0.21,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.2,0.2,0.21,0.0,0.2,0.23,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.24,0.2,0.0,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56
09/15/2021,1.13,0.0,0.68,0.0,0.67,0.6,0.61,0.64,0.47,0.47,0.55,0.59,0.53,0.41,0.41,0.38,0.37,0.43,0.35,0.47,0.44,0.33,0.41,0.4,0.44,0.3,0.35,0.47,0.42,0.36,0.35,0.35,0.24,0.29,0.34,0.31,0.34,0.36,0.49,0.59,0.39,0.35,0.31,0.39,0.31,0.33,0.4,0.33,0.44,0.32,0.37,0.33,0.29,0.38,0.33,0.37,0.34,0.32,0.39,0.27,0.34,0.32,0.3,0.31,0.31,0.36,0.26,0.3,0.34,0.3,0.26,0.29,0.35,0.35,0.31,0.4,0.33,0.0,0.26,0.33,0.29,0.31,0.28,0.3,0.35,0.21,0.26,0.32,0.26,0.37,0.26,0.28,0.26,0.21,0.3,0.23,0.27,0.27,0.25,0.27,0.28,0.38,0.23,0.25,0.32,0.23,0.24,0.27,0.3,0.0,0.2,0.24,0.27,0.26,0.22,0.26,0.21,0.24,0.21,0.25,0.27,0.24,0.25,0.26,0.22,0.25,0.21,0.27,0.29,0.22,0.25,0.22,0.23,0.24,0.24,0.23,0.2,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.24,0.3,0.25,0.24,0.2,0.0,0.22,0.27,0.23,0.26,0.22,0.23,0.24,0.26,0.2,0.25,0.2,0.21,0.26,0.23,0.21,0.22,0.0,0.21,0.2,0.2,0.22,0.21,0.21,0.21,0.24,0.2,0.21,0.23,0.24,0.2,0.25,0.0,0.21,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.2,0.2,0.21,0.0,0.2,0.23,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.24,0.2,0.0,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56
09/16/2021,1.12,0.0,0.67,0.0,0.67,0.61,0.59,0.65,0.49,0.47,0.53,0.58,0.52,0.4,0.41,0.37,0.37,0.43,0.35,0.46,0.44,0.33,0.4,0.39,0.47,0.28,0.35,0.47,0.41,0.36,0.35,0.35,0.23,0.3,0.34,0.32,0.34,0.36,0.49,0.59,0.38,0.35,0.3,0.39,0.31,0.33,0.4,0.33,0.44,0.33,0.37,0.33,0.29,0.38,0.33,0.37,0.33,0.33,0.4,0.27,0.33,0.33,0.29,0.31,0.32,0.36,0.25,0.3,0.33,0.3,0.26,0.29,0.34,0.35,0.3,0.38,0.33,0.0,0.26,0.32,0.29,0.3,0.27,0.3,0.35,0.23,0.26,0.32,0.26,0.36,0.25,0.27,0.25,0.21,0.3,0.23,0.28,0.28,0.25,0.27,0.27,0.37,0.23,0.25,0.32,0.24,0.24,0.27,0.3,0.0,0.2,0.24,0.27,0.26,0.22,0.26,0.22,0.23,0.2,0.25,0.27,0.24,0.25,0.26,0.23,0.25,0.21,0.27,0.29,0.22,0.25,0.22,0.23,0.24,0.24,0.23,0.0,0.26,0.22,0.24,0.22,0.22,0.24,0.23,0.23,0.28,0.25,0.24,0.21,0.0,0.23,0.26,0.22,0.26,0.22,0.23,0.25,0.26,0.2,0.25,0.2,0.21,0.25,0.23,0.21,0.21,0.0,0.23,0.2,0.2,0.21,0.21,0.2,0.21,0.24,0.2,0.21,0.23,0.24,0.2,0.25,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.22,0.2,0.2,0.21,0.19,0.21,0.23,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.2,0.19,0.0,0.21,0.0,0.0,0.2,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.370000000000005
09/17/2021,1.13,0.0,0.67,0.0,0.66,0.61,0.57,0.65,0.48,0.48,0.54,0.59,0.52,0.4,0.4,0.37,0.37,0.42,0.35,0.46,0.44,0.33,0.39,0.4,0.47,0.28,0.36,0.47,0.41,0.36,0.36,0.35,0.23,0.3,0.34,0.31,0.34,0.36,0.5,0.59,0.39,0.35,0.3,0.38,0.31,0.33,0.41,0.32,0.44,0.33,0.39,0.33,0.28,0.39,0.32,0.37,0.33,0.33,0.4,0.25,0.33,0.33,0.3,0.31,0.31,0.36,0.25,0.3,0.33,0.31,0.27,0.29,0.35,0.35,0.31,0.39,0.33,0.0,0.26,0.32,0.29,0.31,0.27,0.3,0.35,0.23,0.26,0.32,0.26,0.36,0.25,0.27,0.25,0.21,0.3,0.22,0.28,0.28,0.24,0.27,0.27,0.38,0.23,0.25,0.32,0.24,0.24,0.26,0.3,0.0,0.0,0.24,0.28,0.26,0.22,0.26,0.22,0.23,0.2,0.25,0.27,0.24,0.25,0.26,0.23,0.26,0.2,0.27,0.3,0.22,0.26,0.22,0.23,0.24,0.23,0.23,0.0,0.26,0.23,0.24,0.23,0.23,0.24,0.23,0.24,0.29,0.24,0.25,0.2,0.0,0.22,0.26,0.22,0.26,0.22,0.23,0.24,0.27,0.2,0.25,0.2,0.21,0.25,0.23,0.21,0.21,0.0,0.22,0.2,0.2,0.21,0.22,0.2,0.21,0.24,0.2,0.21,0.23,0.25,0.0,0.25,0.19,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.2,0.21,0.19,0.21,0.23,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.19,0.0,0.0,0.2,0.19,0.27,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47
09/20/2021,1.16,0.0,0.68,0.0,0.66,0.64,0.55,0.65,0.48,0.48,0.55,0.6,0.52,0.4,0.44,0.38,0.37,0.42,0.34,0.45,0.44,0.33,0.39,0.42,0.5,0.27,0.38,0.47,0.42,0.36,0.37,0.34,0.24,0.3,0.33,0.33,0.34,0.35,0.52,0.59,0.39,0.34,0.3,0.39,0.31,0.33,0.4,0.32,0.42,0.32,0.38,0.32,0.28,0.39,0.32,0.37,0.32,0.33,0.4,0.25,0.33,0.34,0.29,0.31,0.31,0.35,0.25,0.3,0.32,0.3,0.26,0.29,0.35,0.36,0.31,0.4,0.34,0.0,0.26,0.31,0.29,0.3,0.27,0.3,0.35,0.23,0.25,0.33,0.26,0.36,0.25,0.28,0.24,0.22,0.3,0.22,0.28,0.28,0.24,0.27,0.27,0.38,0.23,0.25,0.32,0.23,0.24,0.27,0.31,0.0,0.0,0.24,0.3,0.26,0.21,0.26,0.24,0.23,0.2,0.25,0.27,0.24,0.24,0.26,0.23,0.27,0.2,0.28,0.29,0.22,0.25,0.22,0.23,0.24,0.23,0.22,0.0,0.26,0.23,0.24,0.22,0.22,0.24,0.23,0.23,0.31,0.25,0.26,0.2,0.19,0.22,0.26,0.22,0.26,0.22,0.23,0.23,0.27,0.21,0.25,0.2,0.2,0.25,0.23,0.21,0.21,0.0,0.23,0.21,0.2,0.21,0.21,0.0,0.21,0.24,0.2,0.21,0.23,0.26,0.2,0.24,0.19,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.2,0.21,0.19,0.21,0.23,0.0,0.23,0.2,0.21,0.19,0.0,0.2,0.0,0.0,0.0,0.2,0.19,0.27,0.0,0.0,0.0,0.21,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.58
09/21/2021,1.16,0.0,0.68,0.0,0.66,0.64,0.57,0.63,0.0,0.47,0.54,0.58,0.51,0.4,0.42,0.36,0.36,0.42,0.35,0.47,0.44,0.32,0.37,0.42,0.48,0.27,0.37,0.45,0.43,0.35,0.36,0.35,0.24,0.32,0.34,0.33,0.33,0.34,0.52,0.58,0.39,0.35,0.3,0.38,0.3,0.33,0.39,0.31,0.41,0.33,0.37,0.31,0.27,0.38,0.34,0.36,0.31,0.32,0.41,0.25,0.33,0.34,0.3,0.29,0.31,0.34,0.24,0.3,0.31,0.29,0.25,0.28,0.35,0.36,0.31,0.39,0.35,0.0,0.27,0.31,0.29,0.29,0.27,0.29,0.35,0.23,0.25,0.32,0.26,0.35,0.24,0.28,0.24,0.22,0.29,0.22,0.28,0.29,0.24,0.27,0.26,0.37,0.24,0.25,0.31,0.24,0.23,0.27,0.31,0.0,0.0,0.23,0.32,0.26,0.21,0.26,0.26,0.22,0.2,0.24,0.27,0.24,0.24,0.25,0.22,0.28,0.2,0.27,0.29,0.22,0.24,0.2,0.23,0.24,0.23,0.23,0.2,0.24,0.22,0.24,0.22,0.22,0.23,0.23,0.23,0.34,0.25,0.26,0.21,0.19,0.23,0.26,0.22,0.26,0.22,0.22,0.24,0.27,0.2,0.25,0.0,0.2,0.27,0.24,0.21,0.21,0.0,0.23,0.2,0.2,0.2,0.21,0.0,0.2,0.24,0.2,0.21,0.22,0.27,0.2,0.24,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.2,0.22,0.0,0.2,0.24,0.0,0.22,0.2,0.21,0.19,0.0,0.2,0.0,0.0,0.0,0.21,0.19,0.27,0.19,0.0,0.0,0.21,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.23,0.0,0.19,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.11000000000001
09/22/2021,1.16,0.0,0.68,0.0,0.66,0.64,0.57,0.63,0.0,0.47,0.54,0.58,0.51,0.4,0.42,0.36,0.36,0.42,0.35,0.47,0.44,0.32,0.37,0.42,0.48,0.27,0.37,0.45,0.43,0.35,0.36,0.35,0.24,0.32,0.34,0.33,0.33,0.34,0.52,0.58,0.39,0.35,0.3,0.38,0.3,0.33,0.39,0.31,0.41,0.33,0.37,0.31,0.27,0.38,0.34,0.36,0.31,0.32,0.41,0.25,0.33,0.34,0.3,0.29,0.31,0.34,0.24,0.3,0.31,0.29,0.25,0.28,0.35,0.36,0.31,0.39,0.35,0.0,0.27,0.31,0.29,0.29,0.27,0.29,0.35,0.23,0.25,0.32,0.26,0.35,0.24,0.28,0.24,0.22,0.29,0.22,0.28,0.29,0.24,0.27,0.26,0.37,0.24,0.25,0.31,0.24,0.23,0.27,0.31,0.0,0.0,0.23,0.32,0.26,0.21,0.26,0.26,0.22,0.2,0.24,0.27,0.24,0.24,0.25,0.22,0.28,0.2,0.27,0.29,0.22,0.24,0.2,0.23,0.24,0.23,0.23,0.2,0.24,0.22,0.24,0.22,0.22,0.23,0.23,0.23,0.34,0.25,0.26,0.21,0.19,0.23,0.26,0.22,0.26,0.22,0.22,0.24,0.27,0.2,0.25,0.0,0.2,0.27,0.24,0.21,0.21,0.0,0.23,0.2,0.2,0.2,0.21,0.0,0.2,0.24,0.2,0.21,0.22,0.27,0.2,0.24,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.2,0.22,0.0,0.2,0.24,0.0,0.22,0.2,0.21,0.19,0.0,0.2,0.0,0.0,0.0,0.21,0.19,0.27,0.19,0.0,0.0,0.21,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.23,0.0,0.19,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.11000000000001
09/23/2021,1.19,0.0,0.66,0.0,0.66,0.64,0.57,0.63,0.0,0.48,0.55,0.59,0.51,0.4,0.41,0.35,0.37,0.42,0.34,0.48,0.45,0.32,0.38,0.41,0.48,0.28,0.37,0.46,0.43,0.35,0.36,0.35,0.24,0.32,0.34,0.32,0.34,0.34,0.53,0.6,0.39,0.34,0.31,0.38,0.3,0.32,0.39,0.31,0.41,0.32,0.36,0.32,0.27,0.37,0.34,0.37,0.31,0.31,0.41,0.25,0.32,0.34,0.3,0.3,0.3,0.34,0.24,0.3,0.31,0.29,0.25,0.29,0.36,0.36,0.31,0.37,0.35,0.0,0.26,0.32,0.29,0.3,0.27,0.3,0.35,0.24,0.25,0.31,0.27,0.34,0.25,0.27,0.24,0.23,0.29,0.22,0.28,0.29,0.25,0.27,0.26,0.37,0.24,0.24,0.32,0.25,0.24,0.27,0.31,0.0,0.0,0.23,0.32,0.27,0.21,0.26,0.26,0.22,0.2,0.25,0.27,0.24,0.22,0.25,0.22,0.28,0.2,0.27,0.29,0.22,0.24,0.2,0.23,0.24,0.22,0.22,0.2,0.24,0.22,0.24,0.22,0.22,0.23,0.23,0.23,0.34,0.26,0.26,0.21,0.19,0.22,0.27,0.22,0.26,0.22,0.23,0.24,0.26,0.2,0.25,0.0,0.2,0.26,0.24,0.2,0.21,0.0,0.23,0.21,0.2,0.2,0.22,0.0,0.2,0.25,0.2,0.2,0.22,0.27,0.0,0.25,0.0,0.21,0.19,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.21,0.2,0.2,0.21,0.0,0.21,0.24,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.19,0.27,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.21,0.23,0.0,0.0,0.31,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.17
09/24/2021,1.19,0.0,0.66,0.0,0.66,0.64,0.58,0.63,0.0,0.47,0.55,0.59,0.53,0.4,0.41,0.35,0.37,0.42,0.35,0.49,0.45,0.32,0.36,0.41,0.47,0.27,0.37,0.45,0.43,0.35,0.36,0.35,0.23,0.32,0.34,0.33,0.34,0.34,0.55,0.6,0.39,0.34,0.31,0.37,0.3,0.32,0.4,0.31,0.4,0.31,0.36,0.32,0.27,0.37,0.34,0.37,0.31,0.31,0.41,0.25,0.32,0.35,0.31,0.3,0.3,0.34,0.24,0.3,0.31,0.29,0.25,0.29,0.35,0.36,0.31,0.38,0.35,0.0,0.27,0.32,0.29,0.3,0.27,0.29,0.34,0.24,0.25,0.31,0.27,0.35,0.25,0.27,0.24,0.23,0.29,0.22,0.28,0.28,0.25,0.27,0.26,0.38,0.23,0.24,0.32,0.24,0.24,0.27,0.3,0.0,0.0,0.23,0.33,0.27,0.2,0.26,0.26,0.23,0.2,0.24,0.27,0.24,0.23,0.25,0.22,0.28,0.2,0.27,0.29,0.21,0.24,0.0,0.23,0.24,0.22,0.22,0.0,0.24,0.22,0.25,0.22,0.22,0.23,0.23,0.23,0.34,0.26,0.26,0.21,0.0,0.23,0.26,0.23,0.26,0.22,0.23,0.24,0.27,0.2,0.25,0.0,0.0,0.27,0.24,0.2,0.21,0.0,0.23,0.2,0.2,0.2,0.22,0.0,0.2,0.25,0.2,0.2,0.22,0.27,0.0,0.25,0.19,0.21,0.0,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.21,0.2,0.2,0.22,0.0,0.21,0.24,0.0,0.22,0.2,0.21,0.0,0.0,0.2,0.19,0.0,0.0,0.21,0.0,0.27,0.19,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.21,0.23,0.0,0.19,0.32,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,59.19
09/27/2021,1.14,0.0,0.65,0.0,0.69,0.67,0.59,0.61,0.0,0.45,0.56,0.59,0.52,0.38,0.44,0.35,0.36,0.41,0.34,0.48,0.45,0.33,0.36,0.42,0.49,0.28,0.37,0.45,0.42,0.34,0.36,0.36,0.23,0.31,0.33,0.36,0.35,0.34,0.56,0.58,0.4,0.35,0.29,0.36,0.3,0.31,0.39,0.31,0.4,0.32,0.37,0.32,0.28,0.37,0.34,0.35,0.33,0.31,0.41,0.23,0.32,0.35,0.31,0.29,0.31,0.33,0.23,0.3,0.31,0.29,0.24,0.29,0.35,0.36,0.31,0.38,0.36,0.0,0.26,0.31,0.29,0.29,0.26,0.29,0.35,0.24,0.24,0.32,0.27,0.34,0.25,0.27,0.24,0.23,0.3,0.23,0.28,0.29,0.25,0.26,0.26,0.39,0.23,0.24,0.31,0.24,0.24,0.26,0.31,0.0,0.0,0.23,0.33,0.27,0.2,0.26,0.28,0.22,0.2,0.24,0.27,0.24,0.23,0.24,0.23,0.28,0.0,0.27,0.28,0.21,0.24,0.19,0.24,0.24,0.22,0.22,0.19,0.24,0.21,0.25,0.22,0.22,0.23,0.23,0.23,0.35,0.26,0.27,0.22,0.0,0.23,0.26,0.22,0.26,0.22,0.23,0.24,0.28,0.2,0.25,0.0,0.0,0.27,0.24,0.2,0.2,0.2,0.24,0.2,0.2,0.2,0.21,0.19,0.2,0.25,0.0,0.21,0.22,0.27,0.0,0.24,0.0,0.21,0.0,0.2,0.0,0.19,0.0,0.19,0.2,0.2,0.21,0.2,0.2,0.21,0.19,0.2,0.24,0.0,0.22,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.0,0.27,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.23,0.0,0.0,0.35,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.0,59.14
09/28/2021,1.17,0.0,0.64,0.0,0.68,0.68,0.55,0.61,0.0,0.45,0.56,0.6,0.52,0.38,0.44,0.35,0.36,0.41,0.34,0.46,0.45,0.33,0.35,0.41,0.51,0.28,0.36,0.45,0.39,0.34,0.36,0.36,0.23,0.32,0.34,0.35,0.36,0.34,0.58,0.58,0.4,0.35,0.3,0.36,0.3,0.31,0.39,0.3,0.39,0.31,0.36,0.33,0.28,0.38,0.33,0.34,0.33,0.31,0.41,0.23,0.32,0.36,0.31,0.29,0.32,0.32,0.23,0.3,0.31,0.29,0.23,0.28,0.35,0.35,0.31,0.37,0.36,0.0,0.27,0.31,0.3,0.3,0.26,0.29,0.35,0.23,0.23,0.31,0.27,0.34,0.25,0.27,0.24,0.24,0.3,0.23,0.29,0.3,0.25,0.27,0.26,0.39,0.23,0.24,0.31,0.24,0.24,0.25,0.32,0.0,0.0,0.23,0.34,0.27,0.2,0.27,0.28,0.22,0.0,0.24,0.27,0.24,0.23,0.24,0.23,0.28,0.0,0.26,0.28,0.21,0.25,0.0,0.24,0.24,0.22,0.22,0.0,0.25,0.21,0.25,0.22,0.22,0.23,0.23,0.23,0.36,0.25,0.27,0.23,0.0,0.24,0.26,0.23,0.26,0.23,0.23,0.25,0.28,0.2,0.25,0.0,0.0,0.26,0.24,0.2,0.2,0.2,0.24,0.2,0.2,0.2,0.21,0.19,0.2,0.24,0.0,0.2,0.22,0.27,0.22,0.25,0.0,0.21,0.0,0.2,0.19,0.19,0.0,0.19,0.0,0.21,0.21,0.2,0.2,0.22,0.19,0.2,0.24,0.0,0.22,0.2,0.2,0.19,0.0,0.2,0.0,0.0,0.0,0.21,0.2,0.27,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.2,0.0,0.2,0.0,0.19,0.0,0.0,0.21,0.22,0.0,0.0,0.34,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.0,59.2
